,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2022/12/27,Tue,South Korea,Prosperity Gold,7700.00,6.04,Specials,Regular Menu
2,2022/12/27,Tue,South Korea,Prosperity Gold Special,8600.00,6.74,Specials,Regular Menu
3,2022/12/27,Tue,South Korea,McCrispy™ Deluxe Burger,9200.00,7.21,Specials,Regular Menu
4,2022/12/27,Tue,South Korea,McCrispy™ Classic Burger,8400.00,6.59,Specials,Regular Menu
5,2022/12/27,Tue,South Korea,Churros,2500.00,1.96,Specials,Regular Menu
6,2022/12/27,Tue,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Specials,Regular Menu
7,2022/12/27,Tue,South Korea,Gold McFizz,2700.00,2.12,Specials,Regular Menu
8,2022/12/27,Tue,South Korea,Gold Sundae,3000.00,2.35,Specials,Regular Menu
9,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Specials,Regular Menu
10,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Specials,Regular Menu
11,2022/12/27,Tue,South Korea,Vanilla Latte,4200.00,3.29,Specials,Regular Menu
12,2022/12/27,Tue,South Korea,BLT Egg Muffin,6000.00,4.70,Specials,Breakfast Menu
13,2022/12/27,Tue,South Korea,Bacon & Egg McMuffin,5600.00,4.39,Specials,Breakfast Menu
14,2022/12/27,Tue,South Korea,Sausage & Egg McMuffin,5700.00,4.47,Specials,Breakfast Menu
15,2022/12/27,Tue,South Korea,Churros,2500.00,1.96,Specials,Breakfast Menu
16,2022/12/27,Tue,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Specials,Breakfast Menu
17,2022/12/27,Tue,South Korea,Gold McFizz,2700.00,2.12,Specials,Breakfast Menu
18,2022/12/27,Tue,South Korea,Gold Sundae,3000.00,2.35,Specials,Breakfast Menu
19,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Specials,Breakfast Menu
20,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Specials,Breakfast Menu
21,2022/12/27,Tue,South Korea,Vanilla Latte,4200.00,3.29,Specials,Breakfast Menu
22,2022/12/27,Tue,South Korea,Prosperity Gold,5900.00,4.63,Ala Carte & Value Meals,Regular Menu
23,2022/12/27,Tue,South Korea,Prosperity Gold Special,6800.00,5.33,Ala Carte & Value Meals,Regular Menu
24,2022/12/27,Tue,South Korea,McCrispy™ Deluxe Burger,7500.00,5.88,Ala Carte & Value Meals,Regular Menu
25,2022/12/27,Tue,South Korea,McCrispy™ Classic Burger,6700.00,5.25,Ala Carte & Value Meals,Regular Menu
26,2022/12/27,Tue,South Korea,Triple Cheeseburger,6600.00,5.17,Ala Carte & Value Meals,Regular Menu
27,2022/12/27,Tue,South Korea,Double Bulgogi Burger,5300.00,4.15,Ala Carte & Value Meals,Regular Menu
28,2022/12/27,Tue,South Korea,Big Mac®,5700.00,4.47,Ala Carte & Value Meals,Regular Menu
29,2022/12/27,Tue,South Korea,McSpicy® Shanghai Burger,5700.00,4.47,Ala Carte & Value Meals,Regular Menu
30,2022/12/27,Tue,South Korea,1955® Burger,6800.00,5.33,Ala Carte & Value Meals,Regular Menu
31,2022/12/27,Tue,South Korea,McChicken® Mozzarella,5800.00,4.55,Ala Carte & Value Meals,Regular Menu
32,2022/12/27,Tue,South Korea,Double Quarter Pounder® with Cheese,8200.00,6.43,Ala Carte & Value Meals,Regular Menu
33,2022/12/27,Tue,South Korea,Quarter Pounder® with Cheese,6300.00,4.94,Ala Carte & Value Meals,Regular Menu
34,2022/12/27,Tue,South Korea,McChicken®,4300.00,3.37,Ala Carte & Value Meals,Regular Menu
35,2022/12/27,Tue,South Korea,Egg Bulgogi Burger,4300.00,3.37,Ala Carte & Value Meals,Regular Menu
36,2022/12/27,Tue,South Korea,Bulgogi Burger,3300.00,2.59,Ala Carte & Value Meals,Regular Menu
37,2022/12/27,Tue,South Korea,Supreme Shrimp Burger,5500.00,4.31,Ala Carte & Value Meals,Regular Menu
38,2022/12/27,Tue,South Korea,Shrimp Beef Burger,6600.00,5.17,Ala Carte & Value Meals,Regular Menu
39,2022/12/27,Tue,South Korea,Bacon Tomato Deluxe,6600.00,5.17,Ala Carte & Value Meals,Regular Menu
40,2022/12/27,Tue,South Korea,Double Filet-O-Fish,6000.00,4.70,Ala Carte & Value Meals,Regular Menu
41,2022/12/27,Tue,South Korea,Filet-O-Fish,4500.00,3.53,Ala Carte & Value Meals,Regular Menu
42,2022/12/27,Tue,South Korea,Cheeseburger,3300.00,2.59,Ala Carte & Value Meals,Regular Menu
43,2022/12/27,Tue,South Korea,Double Cheeseburger,5300.00,4.15,Ala Carte & Value Meals,Regular Menu
44,2022/12/27,Tue,South Korea,Hamburger,3000.00,2.35,Ala Carte & Value Meals,Regular Menu
45,2022/12/27,Tue,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Snacks & Sides,Regular Menu
46,2022/12/27,Tue,South Korea,Shanghai chicken snack wrap,3200.00,2.51,Snacks & Sides,Regular Menu
47,2022/12/27,Tue,South Korea,Coleslaw,2700.00,2.12,Snacks & Sides,Regular Menu
48,2022/12/27,Tue,South Korea,Apple Pie,2000.00,1.57,Snacks & Sides,Regular Menu
49,2022/12/27,Tue,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.92,Snacks & Sides,Regular Menu
50,2022/12/27,Tue,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.59,Snacks & Sides,Regular Menu
51,2022/12/27,Tue,South Korea,McNuggets® 10pc,5500.00,4.31,Snacks & Sides,Regular Menu
52,2022/12/27,Tue,South Korea,McNuggets® 6pc,4000.00,3.14,Snacks & Sides,Regular Menu
53,2022/12/27,Tue,South Korea,McNuggets® 4pc,3000.00,2.35,Snacks & Sides,Regular Menu
54,2022/12/27,Tue,South Korea,McSpicy® Chicken Tenders 4pc,5800.00,4.55,Snacks & Sides,Regular Menu
55,2022/12/27,Tue,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.74,Snacks & Sides,Regular Menu
56,2022/12/27,Tue,South Korea,French Fries,2600.00,2.04,Snacks & Sides,Regular Menu
57,2022/12/27,Tue,South Korea,Add Sweet Sour Sauce,300.00,0.24,Snacks & Sides,Regular Menu
58,2022/12/27,Tue,South Korea,Add Sweet Chili Sauce,300.00,0.24,Snacks & Sides,Regular Menu
59,2022/12/27,Tue,South Korea,Add Cajun Sauce,300.00,0.24,Snacks & Sides,Regular Menu
60,2022/12/27,Tue,South Korea,Gold McFizz,2700.00,2.12,Beverages,Regular Menu
61,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Beverages,Regular Menu
62,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Beverages,Regular Menu
63,2022/12/27,Tue,South Korea,Vanilla Latte,4200.00,3.29,Beverages,Regular Menu
64,2022/12/27,Tue,South Korea,Café Latte,3700.00,2.90,Beverages,Regular Menu
65,2022/12/27,Tue,South Korea,Cappuccino,3700.00,2.90,Beverages,Regular Menu
66,2022/12/27,Tue,South Korea,Americano,3200.00,2.51,Beverages,Regular Menu
67,2022/12/27,Tue,South Korea,Espresso,2400.00,1.88,Beverages,Regular Menu
68,2022/12/27,Tue,South Korea,Drip Coffee,2700.00,2.12,Beverages,Regular Menu
69,2022/12/27,Tue,South Korea,Iced Vanilla Latte,4200.00,3.29,Beverages,Regular Menu
70,2022/12/27,Tue,South Korea,Iced Café Latte (No Syrup),3700.00,2.90,Beverages,Regular Menu
71,2022/12/27,Tue,South Korea,Iced Americano (No Syrup),3200.00,2.51,Beverages,Regular Menu
72,2022/12/27,Tue,South Korea,Iced Drip Coffee (No Syrup),2200.00,1.72,Beverages,Regular Menu
73,2022/12/27,Tue,South Korea,Coca-Cola,2200.00,1.72,Beverages,Regular Menu
74,2022/12/27,Tue,South Korea,Coca-Cola Zero,2200.00,1.72,Beverages,Regular Menu
75,2022/12/27,Tue,South Korea,Sprite,2200.00,1.72,Beverages,Regular Menu
76,2022/12/27,Tue,South Korea,Fanta,2200.00,1.72,Beverages,Regular Menu
77,2022/12/27,Tue,South Korea,Decaffeine Vanilla Latte,4400.00,3.45,Beverages,Regular Menu
78,2022/12/27,Tue,South Korea,Decaffeine Café Latte,3900.00,3.06,Beverages,Regular Menu
79,2022/12/27,Tue,South Korea,Decaffeine Cappuccino,3900.00,3.06,Beverages,Regular Menu
80,2022/12/27,Tue,South Korea,Decaffeine Americano,3400.00,2.67,Beverages,Regular Menu
81,2022/12/27,Tue,South Korea,Decaffeine Espresso,2600.00,2.04,Beverages,Regular Menu
82,2022/12/27,Tue,South Korea,Decaffeine Iced Vanilla Latte,4400.00,3.45,Beverages,Regular Menu
83,2022/12/27,Tue,South Korea,Decaffeine Iced Café Latte (No Syrup),3900.00,3.06,Beverages,Regular Menu
84,2022/12/27,Tue,South Korea,Decaffeine Iced Americano (No Syrup),3400.00,2.67,Beverages,Regular Menu
85,2022/12/27,Tue,South Korea,Vanilla Shake,3500.00,2.74,Beverages,Regular Menu
86,2022/12/27,Tue,South Korea,Strawberry Shake,3500.00,2.74,Beverages,Regular Menu
87,2022/12/27,Tue,South Korea,Chocolate Shake,3500.00,2.74,Beverages,Regular Menu
88,2022/12/27,Tue,South Korea,Milk,2200.00,1.72,Beverages,Regular Menu
89,2022/12/27,Tue,South Korea,Mineral Water,1900.00,1.49,Beverages,Regular Menu
90,2022/12/27,Tue,South Korea,Gold Sundae,3000.00,2.35,Desserts,Regular Menu
91,2022/12/27,Tue,South Korea,Churros,2500.00,1.96,Desserts,Regular Menu
92,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Desserts,Regular Menu
93,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Desserts,Regular Menu
94,2022/12/27,Tue,South Korea,Oreo McFlurry,3400.00,2.67,Desserts,Regular Menu
95,2022/12/27,Tue,South Korea,Very Strawberry McFlurry,3400.00,2.67,Desserts,Regular Menu
96,2022/12/27,Tue,South Korea,Apple Pie,2000.00,1.57,Desserts,Regular Menu
97,2022/12/27,Tue,South Korea,Chocolate Sundae,2500.00,1.96,Desserts,Regular Menu
98,2022/12/27,Tue,South Korea,Strawberry Sundae,2500.00,1.96,Desserts,Regular Menu
99,2022/12/27,Tue,South Korea,Vanilla Sundae,2500.00,1.96,Desserts,Regular Menu
100,2022/12/27,Tue,South Korea,Vanilla Shake,3500.00,2.74,Desserts,Regular Menu
101,2022/12/27,Tue,South Korea,Strawberry Shake,3500.00,2.74,Desserts,Regular Menu
102,2022/12/27,Tue,South Korea,Chocolate Shake,3500.00,2.74,Desserts,Regular Menu
103,2022/12/27,Tue,South Korea,Bulgogi Burger,5500.00,4.31,Happy Meal®,Regular Menu
104,2022/12/27,Tue,South Korea,McNuggets® 4pc,5500.00,4.31,Happy Meal®,Regular Menu
105,2022/12/27,Tue,South Korea,Cheeseburger,5500.00,4.31,Happy Meal®,Regular Menu
106,2022/12/27,Tue,South Korea,Hamburger,5500.00,4.31,Happy Meal®,Regular Menu
107,2022/12/27,Tue,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Breakfast & Value Meals,Breakfast Menu
108,2022/12/27,Tue,South Korea,BLT Egg Muffin,4500.00,3.53,Breakfast & Value Meals,Breakfast Menu
109,2022/12/27,Tue,South Korea,Egg McMuffin,3800.00,2.98,Breakfast & Value Meals,Breakfast Menu
110,2022/12/27,Tue,South Korea,Bacon & Egg McMuffin,4000.00,3.14,Breakfast & Value Meals,Breakfast Menu
111,2022/12/27,Tue,South Korea,Sausage & Egg McMuffin,4200.00,3.29,Breakfast & Value Meals,Breakfast Menu
112,2022/12/27,Tue,South Korea,Chicken 'n Cheese Muffin,4300.00,3.37,Breakfast & Value Meals,Breakfast Menu
113,2022/12/27,Tue,South Korea,Shanghai chicken snack wrap,3200.00,2.51,Breakfast & Value Meals,Breakfast Menu
114,2022/12/27,Tue,South Korea,Deluxe Breakfast,6000.00,4.70,Breakfast & Value Meals,Breakfast Menu
115,2022/12/27,Tue,South Korea,Hot Cakes 3pc ,4000.00,3.14,Breakfast & Value Meals,Breakfast Menu
116,2022/12/27,Tue,South Korea,Hot Cakes 2pc,3300.00,2.59,Breakfast & Value Meals,Breakfast Menu
117,2022/12/27,Tue,South Korea,Strawberry Jam,200.00,0.16,Breakfast & Value Meals,Breakfast Menu
118,2022/12/27,Tue,South Korea,Add Hot Cake Syrup ,400.00,0.31,Breakfast & Value Meals,Breakfast Menu
119,2022/12/27,Tue,South Korea,Add Hot Cake Butter ,300.00,0.24,Breakfast & Value Meals,Breakfast Menu
120,2022/12/27,Tue,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Snacks & Sides,Breakfast Menu
121,2022/12/27,Tue,South Korea,Shanghai chicken snack wrap,3200.00,2.51,Snacks & Sides,Breakfast Menu
122,2022/12/27,Tue,South Korea,Coleslaw,2700.00,2.12,Snacks & Sides,Breakfast Menu
123,2022/12/27,Tue,South Korea,Apple Pie,2000.00,1.57,Snacks & Sides,Breakfast Menu
124,2022/12/27,Tue,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.92,Snacks & Sides,Breakfast Menu
125,2022/12/27,Tue,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.59,Snacks & Sides,Breakfast Menu
126,2022/12/27,Tue,South Korea,Hash Brown,1900.00,1.49,Snacks & Sides,Breakfast Menu
127,2022/12/27,Tue,South Korea,Gold McFizz,2700.00,2.12,Beverages,Breakfast Menu
128,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Beverages,Breakfast Menu
129,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Beverages,Breakfast Menu
130,2022/12/27,Tue,South Korea,Vanilla Latte,4200.00,3.29,Beverages,Breakfast Menu
131,2022/12/27,Tue,South Korea,Café Latte,3700.00,2.90,Beverages,Breakfast Menu
132,2022/12/27,Tue,South Korea,Cappuccino,3700.00,2.90,Beverages,Breakfast Menu
133,2022/12/27,Tue,South Korea,Americano,3200.00,2.51,Beverages,Breakfast Menu
134,2022/12/27,Tue,South Korea,Espresso,2400.00,1.88,Beverages,Breakfast Menu
135,2022/12/27,Tue,South Korea,Drip Coffee,2700.00,2.12,Beverages,Breakfast Menu
136,2022/12/27,Tue,South Korea,Iced Vanilla Latte,4200.00,3.29,Beverages,Breakfast Menu
137,2022/12/27,Tue,South Korea,Iced Café Latte (No Syrup),3700.00,2.90,Beverages,Breakfast Menu
138,2022/12/27,Tue,South Korea,Iced Americano (No Syrup),3200.00,2.51,Beverages,Breakfast Menu
139,2022/12/27,Tue,South Korea,Iced Drip Coffee (No Syrup),2200.00,1.72,Beverages,Breakfast Menu
140,2022/12/27,Tue,South Korea,Coca-Cola,2200.00,1.72,Beverages,Breakfast Menu
141,2022/12/27,Tue,South Korea,Coca-Cola Zero,2200.00,1.72,Beverages,Breakfast Menu
142,2022/12/27,Tue,South Korea,Sprite,2200.00,1.72,Beverages,Breakfast Menu
143,2022/12/27,Tue,South Korea,Fanta,2200.00,1.72,Beverages,Breakfast Menu
144,2022/12/27,Tue,South Korea,Decaffeine Vanilla Latte,4400.00,3.45,Beverages,Breakfast Menu
145,2022/12/27,Tue,South Korea,Decaffeine Café Latte,3900.00,3.06,Beverages,Breakfast Menu
146,2022/12/27,Tue,South Korea,Decaffeine Cappuccino,3900.00,3.06,Beverages,Breakfast Menu
147,2022/12/27,Tue,South Korea,Decaffeine Americano,3400.00,2.67,Beverages,Breakfast Menu
148,2022/12/27,Tue,South Korea,Decaffeine Espresso,2600.00,2.04,Beverages,Breakfast Menu
149,2022/12/27,Tue,South Korea,Decaffeine Iced Vanilla Latte,4400.00,3.45,Beverages,Breakfast Menu
150,2022/12/27,Tue,South Korea,Decaffeine Iced Café Latte (No Syrup),3900.00,3.06,Beverages,Breakfast Menu
151,2022/12/27,Tue,South Korea,Decaffeine Iced Americano (No Syrup),3400.00,2.67,Beverages,Breakfast Menu
152,2022/12/27,Tue,South Korea,Vanilla Shake,3500.00,2.74,Beverages,Breakfast Menu
153,2022/12/27,Tue,South Korea,Strawberry Shake,3500.00,2.74,Beverages,Breakfast Menu
154,2022/12/27,Tue,South Korea,Chocolate Shake,3500.00,2.74,Beverages,Breakfast Menu
155,2022/12/27,Tue,South Korea,Milk,2200.00,1.72,Beverages,Breakfast Menu
156,2022/12/27,Tue,South Korea,Mineral Water,1900.00,1.49,Beverages,Breakfast Menu
157,2022/12/27,Tue,South Korea,Gold Sundae,3000.00,2.35,Desserts,Breakfast Menu
158,2022/12/27,Tue,South Korea,Churros,2500.00,1.96,Desserts,Breakfast Menu
159,2022/12/27,Tue,South Korea,Strawberry Chiller,3700.00,2.90,Desserts,Breakfast Menu
160,2022/12/27,Tue,South Korea,Jeju Hallabong Chiller,3700.00,2.90,Desserts,Breakfast Menu
161,2022/12/27,Tue,South Korea,Oreo McFlurry,3400.00,2.67,Desserts,Breakfast Menu
162,2022/12/27,Tue,South Korea,Very Strawberry McFlurry,3400.00,2.67,Desserts,Breakfast Menu
163,2022/12/27,Tue,South Korea,Apple Pie,2000.00,1.57,Desserts,Breakfast Menu
164,2022/12/27,Tue,South Korea,Chocolate Sundae,2500.00,1.96,Desserts,Breakfast Menu
165,2022/12/27,Tue,South Korea,Strawberry Sundae,2500.00,1.96,Desserts,Breakfast Menu
166,2022/12/27,Tue,South Korea,Vanilla Sundae,2500.00,1.96,Desserts,Breakfast Menu
167,2022/12/27,Tue,South Korea,Vanilla Shake,3500.00,2.74,Desserts,Breakfast Menu
168,2022/12/27,Tue,South Korea,Strawberry Shake,3500.00,2.74,Desserts,Breakfast Menu
169,2022/12/27,Tue,South Korea,Chocolate Shake,3500.00,2.74,Desserts,Breakfast Menu
170,2022/12/27,Tue,South Korea,Egg McMuffin,5500.00,4.31,Happy Meal®,Breakfast Menu
171,2022/12/27,Tue,South Korea,Bacon & Egg McMuffin,5500.00,4.31,Happy Meal®,Breakfast Menu
172,2022/12/27,Tue,South Korea,Sausage & Egg McMuffin,5500.00,4.31,Happy Meal®,Breakfast Menu
173,2022/12/27,Tue,South Korea,Hot Cakes 2pc,5500.00,4.31,Happy Meal®,Breakfast Menu
