,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2022/08/22,Mon,South Korea,McCrispy™ Delivery Pack,14500.00,10.85,Specials,Regular Menu
2,2022/08/22,Mon,South Korea,Changnyeong Garlic Burger,9200.00,6.88,Specials,Regular Menu
3,2022/08/22,Mon,South Korea,Boseong Green Tea Pork Burger,8800.00,6.59,Specials,Regular Menu
4,2022/08/22,Mon,South Korea,McCrispy™ Deluxe Burger,8800.00,6.59,Specials,Regular Menu
5,2022/08/22,Mon,South Korea,McCrispy™ Classic Burger,8000.00,5.99,Specials,Regular Menu
6,2022/08/22,Mon,South Korea,Triple Cheeseburger,8100.00,6.06,Specials,Regular Menu
7,2022/08/22,Mon,South Korea,Together Pack (Menu swap is available at extra cost),17000.00,12.72,Specials,Regular Menu
8,2022/08/22,Mon,South Korea,McWings™ 2pc,3700.00,2.77,Specials,Regular Menu
9,2022/08/22,Mon,South Korea,Chicken Tomato Snack Wrap,2800.00,2.10,Specials,Regular Menu
10,2022/08/22,Mon,South Korea,Lemon McFizz with Coke,2600.00,1.95,Specials,Regular Menu
11,2022/08/22,Mon,South Korea,Lemon McFizz with Zero Coke,2600.00,1.95,Specials,Regular Menu
12,2022/08/22,Mon,South Korea,Lemon McFizz with Sprite,2600.00,1.95,Specials,Regular Menu
13,2022/08/22,Mon,South Korea,Jeju Hallabong Chiller,3600.00,2.69,Specials,Regular Menu
14,2022/08/22,Mon,South Korea,Apple Mango Chiller,3600.00,2.69,Specials,Regular Menu
15,2022/08/22,Mon,South Korea,Plum Chiller,3600.00,2.69,Specials,Regular Menu
16,2022/08/22,Mon,South Korea,Vanilla Latte,4000.00,2.99,Specials,Regular Menu
17,2022/08/22,Mon,South Korea,Lemon McFizz with Coke,2600.00,1.95,Specials,Breakfast Menu
18,2022/08/22,Mon,South Korea,Lemon McFizz with Zero Coke,2600.00,1.95,Specials,Breakfast Menu
19,2022/08/22,Mon,South Korea,Lemon McFizz with Sprite,2600.00,1.95,Specials,Breakfast Menu
20,2022/08/22,Mon,South Korea,BLT Egg Muffin,5700.00,4.27,Specials,Breakfast Menu
21,2022/08/22,Mon,South Korea,Chicken Tomato Snack Wrap,2800.00,2.10,Specials,Breakfast Menu
22,2022/08/22,Mon,South Korea,Bacon & Egg McMuffin,5200.00,3.89,Specials,Breakfast Menu
23,2022/08/22,Mon,South Korea,Sausage & Egg McMuffin,5400.00,4.04,Specials,Breakfast Menu
24,2022/08/22,Mon,South Korea,Jeju Hallabong Chiller,3600.00,2.69,Specials,Breakfast Menu
25,2022/08/22,Mon,South Korea,Apple Mango Chiller,3600.00,2.69,Specials,Breakfast Menu
26,2022/08/22,Mon,South Korea,Vanilla Latte,4000.00,2.99,Specials,Breakfast Menu
27,2022/08/22,Mon,South Korea,Changnyeong Garlic Burger,7400.00,5.54,Ala Carte & Value Meals,Regular Menu
28,2022/08/22,Mon,South Korea,Boseong Green Tea Pork Burger,7100.00,5.31,Ala Carte & Value Meals,Regular Menu
29,2022/08/22,Mon,South Korea,McCrispy™ Deluxe Burger,7200.00,5.39,Ala Carte & Value Meals,Regular Menu
30,2022/08/22,Mon,South Korea,McCrispy™ Classic Burger,6400.00,4.79,Ala Carte & Value Meals,Regular Menu
31,2022/08/22,Mon,South Korea,McCrispy™ Delivery Pack,14500.00,10.85,Ala Carte & Value Meals,Regular Menu
