,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
0,2022/04/23,Sat,South Korea,Arrabbiata Ricotta Chicken Burger,9000.00,7.24,Specials,Regular Menu
1,2022/04/23,Sat,South Korea,McDelivery Big mac® Plus Pack,13000.00,10.46,Specials,Regular Menu
2,2022/04/23,Sat,South Korea,McDelivery Shanghai Burger Plus Pack,13000.00,10.46,Specials,Regular Menu
3,2022/04/23,Sat,South Korea,Double Big Mac,9300.00,7.48,Specials,Regular Menu
4,2022/04/23,Sat,South Korea,Triple Cheeseburger,8100.00,6.52,Specials,Regular Menu
5,2022/04/23,Sat,South Korea,Together Pack (Menu swap is available at extra cost),17000.00,13.68,Specials,Regular Menu
6,2022/04/23,Sat,South Korea,Spicy McNuggets 6pc,3800.00,3.06,Specials,Regular Menu
7,2022/04/23,Sat,South Korea,Sausage Snack Wrap,3200.00,2.57,Specials,Regular Menu
8,2022/04/23,Sat,South Korea,Vanilla Latte,4000.00,3.22,Specials,Regular Menu
9,2022/04/23,Sat,South Korea,Strawberry Chiller,3600.00,2.90,Specials,Regular Menu
10,2022/04/23,Sat,South Korea,Plum Chiller,3600.00,2.90,Specials,Regular Menu
11,2022/04/23,Sat,South Korea,Bacon Tomato Egg Soft Bun,5800.00,4.67,Specials,Breakfast Menu
12,2022/04/23,Sat,South Korea,Sausage Tomato Egg Soft Bun,6000.00,4.83,Specials,Breakfast Menu
13,2022/04/23,Sat,South Korea,BLT Egg Muffin,5700.00,4.59,Specials,Breakfast Menu
14,2022/04/23,Sat,South Korea,Apple Pie (promotion),1400.00,1.13,Specials,Breakfast Menu
15,2022/04/23,Sat,South Korea,Sausage Snack Wrap,3200.00,2.57,Specials,Breakfast Menu
16,2022/04/23,Sat,South Korea,Bacon & Egg McMuffin,5200.00,4.18,Specials,Breakfast Menu
17,2022/04/23,Sat,South Korea,Sausage & Egg McMuffin,5400.00,4.34,Specials,Breakfast Menu
18,2022/04/23,Sat,South Korea,Vanilla Latte,4000.00,3.22,Specials,Breakfast Menu
