,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
0,2022/02/12,Sat,South Korea,McDelivery Cheer Pack,13000.00,10.89,Specials,Regular Menu
1,2022/02/12,Sat,South Korea,Double Big Mac,9300.00,7.79,Specials,Regular Menu
2,2022/02/12,Sat,South Korea,Big Mac® BLT,8000.00,6.70,Specials,Regular Menu
3,2022/02/12,Sat,South Korea,Triple Cheeseburger,7900.00,6.62,Specials,Regular Menu
4,2022/02/12,Sat,South Korea,Together Pack (Menu swap is available at extra cost),17000.00,14.24,Specials,Regular Menu
5,2022/02/12,Sat,South Korea,Spicy McNuggets 6pc,3700.00,3.10,Specials,Regular Menu
6,2022/02/12,Sat,South Korea,Sausage Snack Wrap,3100.00,2.60,Specials,Regular Menu
7,2022/02/12,Sat,South Korea,Honey Butter Ingeolmi Fries,2900.00,2.43,Specials,Regular Menu
8,2022/02/12,Sat,South Korea,Vanilla Latte,3900.00,3.27,Specials,Regular Menu
9,2022/02/12,Sat,South Korea,Strawberry Chiller,3400.00,2.85,Specials,Regular Menu
10,2022/02/12,Sat,South Korea,Plum Chiller,3400.00,2.85,Specials,Regular Menu
11,2022/02/12,Sat,South Korea,BLT Egg Muffin,5500.00,4.61,Specials,Breakfast Menu
12,2022/02/12,Sat,South Korea,Chicken 'n Cheese Muffin,5200.00,4.35,Specials,Breakfast Menu
13,2022/02/12,Sat,South Korea,Bacon & Egg McMuffin,5000.00,4.19,Specials,Breakfast Menu
14,2022/02/12,Sat,South Korea,Sausage & Egg McMuffin,5000.00,4.19,Specials,Breakfast Menu
15,2022/02/12,Sat,South Korea,Sausage Snack Wrap,3100.00,2.60,Specials,Breakfast Menu
16,2022/02/12,Sat,South Korea,Vanilla Latte,3900.00,3.27,Specials,Breakfast Menu
17,2022/02/12,Sat,South Korea,Strawberry Chiller,3400.00,2.85,Specials,Breakfast Menu
18,2022/02/12,Sat,South Korea,Plum Chiller,3400.00,2.85,Specials,Breakfast Menu
19,2022/02/12,Sat,South Korea,Golden Mozzarella Cheese Sticks 4pcs,4700.00,3.94,Specials,Breakfast Menu
20,2022/02/12,Sat,South Korea,McDelivery Cheer Pack,13000.00,10.89,Ala Carte & Value Meals,Regular Menu
21,2022/02/12,Sat,South Korea,Double Big Mac,7700.00,6.45,Ala Carte & Value Meals,Regular Menu
22,2022/02/12,Sat,South Korea,Big Mac® BLT,6400.00,5.36,Ala Carte & Value Meals,Regular Menu
23,2022/02/12,Sat,South Korea,Together Pack (Menu swap is available at extra cost),17000.00,14.24,Ala Carte & Value Meals,Regular Menu
24,2022/02/12,Sat,South Korea,Triple Cheeseburger,6300.00,5.28,Ala Carte & Value Meals,Regular Menu
25,2022/02/12,Sat,South Korea,Double Bulgogi Burger,5100.00,4.27,Ala Carte & Value Meals,Regular Menu
