,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/11/13,Wed,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.16,Promotion,Regular
2,2024/11/13,Wed,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.69,Promotion,Regular
3,2024/11/13,Wed,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.70,Promotion,Regular
4,2024/11/13,Wed,Indonesia,PaNas 2 Fries Ayam Gulai McD,62500.00,3.95,Promotion,Regular
5,2024/11/13,Wed,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.58,Promotion,Regular
6,2024/11/13,Wed,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.12,Promotion,Regular
7,2024/11/13,Wed,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.16,Promotion,Regular
8,2024/11/13,Wed,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.14,Promotion,Regular
9,2024/11/13,Wed,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.14,Promotion,Regular
10,2024/11/13,Wed,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.37,Promotion,Regular
11,2024/11/13,Wed,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.16,Promotion,Breakfast
12,2024/11/13,Wed,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.69,Promotion,Breakfast
13,2024/11/13,Wed,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.70,Promotion,Breakfast
14,2024/11/13,Wed,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.58,Promotion,Breakfast
15,2024/11/13,Wed,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.12,Promotion,Breakfast
16,2024/11/13,Wed,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.16,Promotion,Breakfast
17,2024/11/13,Wed,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.14,Promotion,Breakfast
18,2024/11/13,Wed,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.14,Promotion,Breakfast
19,2024/11/13,Wed,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.37,Promotion,Breakfast
20,2024/11/13,Wed,Indonesia,Paket Kenyang,150000.00,9.49,Exclusive Delivery,Regular
21,2024/11/13,Wed,Indonesia,Paket Ngemil,110000.00,6.96,Exclusive Delivery,Regular
22,2024/11/13,Wed,Indonesia,Paket Manis,71500.00,4.52,Exclusive Delivery,Regular
23,2024/11/13,Wed,Indonesia,Big Mac®,44500.00,2.82,Burger & McNuggets,Regular
24,2024/11/13,Wed,Indonesia,Triple Cheeseburger,63500.00,4.02,Burger & McNuggets,Regular
25,2024/11/13,Wed,Indonesia,Double Cheeseburger,42000.00,2.66,Burger & McNuggets,Regular
26,2024/11/13,Wed,Indonesia,Cheeseburger Deluxe,35000.00,2.21,Burger & McNuggets,Regular
27,2024/11/13,Wed,Indonesia,Cheeseburger,33000.00,2.09,Burger & McNuggets,Regular
28,2024/11/13,Wed,Indonesia,Beef Burger Deluxe,27500.00,1.74,Burger & McNuggets,Regular
29,2024/11/13,Wed,Indonesia,McSpicy Chicken Burger,42500.00,2.69,Burger & McNuggets,Regular
30,2024/11/13,Wed,Indonesia,McChicken Burger,33000.00,2.09,Burger & McNuggets,Regular
31,2024/11/13,Wed,Indonesia,Chicken Burger Deluxe,27500.00,1.74,Burger & McNuggets,Regular
32,2024/11/13,Wed,Indonesia,Fish Burger,33500.00,2.12,Burger & McNuggets,Regular
33,2024/11/13,Wed,Indonesia,McNuggets®  9pcs,55000.00,3.48,Burger & McNuggets,Regular
34,2024/11/13,Wed,Indonesia,McNuggets® 6pcs,52500.00,3.32,Burger & McNuggets,Regular
35,2024/11/13,Wed,Indonesia,McNuggets®  4pcs,27000.00,1.71,Burger & McNuggets,Regular
36,2024/11/13,Wed,Indonesia,PaNas 2 with Fries,53500.00,3.38,Ayam McD,Regular
37,2024/11/13,Wed,Indonesia,PaNas 2 with Rice,51500.00,3.26,Ayam McD,Regular
38,2024/11/13,Wed,Indonesia,PaNas Spesial,47000.00,2.97,Ayam McD,Regular
39,2024/11/13,Wed,Indonesia,PaNas 1,39000.00,2.47,Ayam McD,Regular
40,2024/11/13,Wed,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.85,Ayam McD,Regular
41,2024/11/13,Wed,Indonesia,PaMer 7,185000.00,11.70,Ayam McD,Regular
42,2024/11/13,Wed,Indonesia,PaMer 5,132500.00,8.38,Ayam McD,Regular
43,2024/11/13,Wed,Indonesia,Paket Berlima,135000.00,8.54,Ayam McD,Regular
44,2024/11/13,Wed,Indonesia,Paket Ber 4,90000.00,5.69,Ayam McD,Regular
45,2024/11/13,Wed,Indonesia,Paket Big Order,587500.00,37.17,Ayam McD,Regular
46,2024/11/13,Wed,Indonesia,Paket Keluarga Seru Tanpa Mainan,75500.00,4.78,Family Package,Regular
47,2024/11/13,Wed,Indonesia,Paket Keluarga Seru Dengan Mainan,94000.00,5.95,Family Package,Regular
48,2024/11/13,Wed,Indonesia,PaMer 5,132500.00,8.38,Family Package,Regular
49,2024/11/13,Wed,Indonesia,PaMer 7,185000.00,11.70,Family Package,Regular
50,2024/11/13,Wed,Indonesia,Paket Berlima,135000.00,8.54,Family Package,Regular
51,2024/11/13,Wed,Indonesia,Paket Ber 4,90000.00,5.69,Family Package,Regular
52,2024/11/13,Wed,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.85,Happy Meals,Regular
53,2024/11/13,Wed,Indonesia,Happy Meal® Beef Burger,45000.00,2.85,Happy Meals,Regular
54,2024/11/13,Wed,Indonesia,Happy Meal® Chicken,45000.00,2.85,Happy Meals,Regular
55,2024/11/13,Wed,Indonesia,Paket HeBat - Korean Soy Garlic Wings,30500.00,1.93,Paket HeBat,Regular
56,2024/11/13,Wed,Indonesia,Paket HeBat - Beef Burger Deluxe,33000.00,2.09,Paket HeBat,Regular
57,2024/11/13,Wed,Indonesia,Paket HeBat - Chicken Burger Deluxe,33000.00,2.09,Paket HeBat,Regular
58,2024/11/13,Wed,Indonesia,Chocolate Sundae,12000.00,0.76,Menu Receh,Regular
59,2024/11/13,Wed,Indonesia,Strawberry Sundae,12000.00,0.76,Menu Receh,Regular
60,2024/11/13,Wed,Indonesia,"French Fries, small",12000.00,0.76,Menu Receh,Regular
61,2024/11/13,Wed,Indonesia,McFloat Fanta,12000.00,0.76,Menu Receh,Regular
62,2024/11/13,Wed,Indonesia,McFloat Coke,12000.00,0.76,Menu Receh,Regular
