,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/12/12,Thu,Indonesia,HEMAT - 2 Ayam Krispy McD + 2 Rice + 2 Fruitea Lemon,52000.00,3.26,Promotion,Regular
2,2024/12/12,Thu,Indonesia,HEMAT - Ayam Krispy McD + Beefburger + Rice + French Fries + 2 Fruit Tea Lemon,57000.00,3.57,Promotion,Regular
3,2024/12/12,Thu,Indonesia,HEMAT - Ayam Krispy McD + 4 McNuggets + Rice  + French Fries  + 2 Fruit Tea Lemon,59000.00,3.70,Promotion,Regular
4,2024/12/12,Thu,Indonesia,HEMAT - 2 Paket HeBat Korean Soy Garlic Wings,55000.00,3.45,Promotion,Regular
5,2024/12/12,Thu,Indonesia,Paket HeBat McSpaghetti,20000.00,1.25,Promotion,Regular
6,2024/12/12,Thu,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.13,Promotion,Regular
7,2024/12/12,Thu,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.66,Promotion,Regular
8,2024/12/12,Thu,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.67,Promotion,Regular
9,2024/12/12,Thu,Indonesia,PaNas 2 Fries Ayam Gulai McD,62500.00,3.92,Promotion,Regular
10,2024/12/12,Thu,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.50,Promotion,Regular
11,2024/12/12,Thu,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.01,Promotion,Regular
12,2024/12/12,Thu,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.13,Promotion,Regular
13,2024/12/12,Thu,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.13,Promotion,Regular
14,2024/12/12,Thu,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.13,Promotion,Regular
15,2024/12/12,Thu,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion,Regular
16,2024/12/12,Thu,Indonesia,HEMAT - 2 Ayam Krispy McD + 2 Rice + 2 Fruitea Lemon,52000.00,3.26,Promotion,Breakfast
17,2024/12/12,Thu,Indonesia,HEMAT - 2 Paket HeBat Korean Soy Garlic Wings,55000.00,3.45,Promotion,Breakfast
18,2024/12/12,Thu,Indonesia,Paket HeBat McSpaghetti,20000.00,1.25,Promotion,Breakfast
19,2024/12/12,Thu,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.13,Promotion,Breakfast
20,2024/12/12,Thu,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.66,Promotion,Breakfast
21,2024/12/12,Thu,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.67,Promotion,Breakfast
22,2024/12/12,Thu,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.50,Promotion,Breakfast
23,2024/12/12,Thu,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.01,Promotion,Breakfast
24,2024/12/12,Thu,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.13,Promotion,Breakfast
25,2024/12/12,Thu,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.13,Promotion,Breakfast
26,2024/12/12,Thu,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.13,Promotion,Breakfast
27,2024/12/12,Thu,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion,Breakfast
28,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Beef Burger Deluxe Free McFlurry feat. OREO,51500.00,3.23,Exclusive Delivery,Regular
29,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Cheeseburger Free McFlurry feat. OREO,57000.00,3.57,Exclusive Delivery,Regular
30,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Cheeseburger Deluxe Free McFlurry feat. OREO,59000.00,3.70,Exclusive Delivery,Regular
31,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Double Cheeseburger Free McFlurry feat. OREO,65500.00,4.11,Exclusive Delivery,Regular
32,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Big Mac Free McFlurry feat. OREO,67500.00,4.23,Exclusive Delivery,Regular
33,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Triple Cheeseburger Free McFlurry feat. OREO,85500.00,5.36,Exclusive Delivery,Regular
34,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Chicken Burger Deluxe Free McFlurry feat. OREO,51500.00,3.23,Exclusive Delivery,Regular
35,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg McChicken Burger Free McFlurry feat. OREO,56500.00,3.54,Exclusive Delivery,Regular
36,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg McSpicy Chicken Burger Free McFlurry feat. OREO,64500.00,4.04,Exclusive Delivery,Regular
37,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg Fish Filet Burger Free McFlurry feat. OREO,56500.00,3.54,Exclusive Delivery,Regular
38,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg 6 PCS McNuggets Free McFlurry feat. OREO,61000.00,3.82,Exclusive Delivery,Regular
39,2024/12/12,Thu,Indonesia,PROMO - Paket Hemat Lrg 2 Ayam McD Krispy with Fries Free McFlurry feat. OREO,62000.00,3.89,Exclusive Delivery,Regular
40,2024/12/12,Thu,Indonesia,PROMO - PaNas 2 Lrg Ayam McD Krispy Free McFlurry feat. OREO,58000.00,3.64,Exclusive Delivery,Regular
41,2024/12/12,Thu,Indonesia,Paket Kenyang,150000.00,9.40,Exclusive Delivery,Regular
42,2024/12/12,Thu,Indonesia,Paket Ngemil,110000.00,6.90,Exclusive Delivery,Regular
43,2024/12/12,Thu,Indonesia,Paket Manis,71500.00,4.48,Exclusive Delivery,Regular
44,2024/12/12,Thu,Indonesia,Big Mac®,44500.00,2.79,Burger & McNuggets,Regular
45,2024/12/12,Thu,Indonesia,Triple Cheeseburger,63500.00,3.98,Burger & McNuggets,Regular
46,2024/12/12,Thu,Indonesia,Double Cheeseburger,42000.00,2.63,Burger & McNuggets,Regular
47,2024/12/12,Thu,Indonesia,Cheeseburger Deluxe,35000.00,2.19,Burger & McNuggets,Regular
48,2024/12/12,Thu,Indonesia,Cheeseburger,33000.00,2.07,Burger & McNuggets,Regular
49,2024/12/12,Thu,Indonesia,Beef Burger Deluxe,27500.00,1.72,Burger & McNuggets,Regular
50,2024/12/12,Thu,Indonesia,McSpicy Chicken Burger,42500.00,2.66,Burger & McNuggets,Regular
51,2024/12/12,Thu,Indonesia,McChicken Burger,33000.00,2.07,Burger & McNuggets,Regular
52,2024/12/12,Thu,Indonesia,Chicken Burger Deluxe,27500.00,1.72,Burger & McNuggets,Regular
53,2024/12/12,Thu,Indonesia,Fish Burger,33500.00,2.10,Burger & McNuggets,Regular
54,2024/12/12,Thu,Indonesia,McNuggets®  9pcs,55000.00,3.45,Burger & McNuggets,Regular
55,2024/12/12,Thu,Indonesia,McNuggets® 6pcs,52500.00,3.29,Burger & McNuggets,Regular
56,2024/12/12,Thu,Indonesia,McNuggets®  4pcs,27000.00,1.69,Burger & McNuggets,Regular
57,2024/12/12,Thu,Indonesia,PaNas 2 with Fries,53500.00,3.35,Ayam McD,Regular
58,2024/12/12,Thu,Indonesia,PaNas 2 with Rice,51500.00,3.23,Ayam McD,Regular
59,2024/12/12,Thu,Indonesia,PaNas Spesial,47000.00,2.95,Ayam McD,Regular
60,2024/12/12,Thu,Indonesia,PaNas 1,39000.00,2.45,Ayam McD,Regular
61,2024/12/12,Thu,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.82,Ayam McD,Regular
62,2024/12/12,Thu,Indonesia,PaMer 7,185000.00,11.60,Ayam McD,Regular
63,2024/12/12,Thu,Indonesia,PaMer 5,132500.00,8.31,Ayam McD,Regular
64,2024/12/12,Thu,Indonesia,Paket Berlima,135000.00,8.46,Ayam McD,Regular
65,2024/12/12,Thu,Indonesia,Paket Ber 4,90000.00,5.64,Ayam McD,Regular
66,2024/12/12,Thu,Indonesia,Paket Big Order,587500.00,36.83,Ayam McD,Regular
67,2024/12/12,Thu,Indonesia,Paket Keluarga Seru Tanpa Mainan,75500.00,4.73,Family Package,Regular
68,2024/12/12,Thu,Indonesia,Paket Keluarga Seru Dengan Mainan,94000.00,5.89,Family Package,Regular
69,2024/12/12,Thu,Indonesia,PaMer 5,132500.00,8.31,Family Package,Regular
70,2024/12/12,Thu,Indonesia,PaMer 7,185000.00,11.60,Family Package,Regular
71,2024/12/12,Thu,Indonesia,Paket Berlima,135000.00,8.46,Family Package,Regular
72,2024/12/12,Thu,Indonesia,Paket Ber 4,90000.00,5.64,Family Package,Regular
73,2024/12/12,Thu,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.82,Happy Meals,Regular
74,2024/12/12,Thu,Indonesia,Happy Meal® Beef Burger,45000.00,2.82,Happy Meals,Regular
75,2024/12/12,Thu,Indonesia,Happy Meal® Chicken,45000.00,2.82,Happy Meals,Regular
76,2024/12/12,Thu,Indonesia,Paket HeBat McSpaghetti,20000.00,1.25,Paket HeBat,Regular
