,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/11/25,Mon,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.14,Promotion,Regular
2,2024/11/25,Mon,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.67,Promotion,Regular
3,2024/11/25,Mon,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.67,Promotion,Regular
4,2024/11/25,Mon,Indonesia,PaNas 2 Fries Ayam Gulai McD,62500.00,3.92,Promotion,Regular
5,2024/11/25,Mon,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.50,Promotion,Regular
6,2024/11/25,Mon,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.01,Promotion,Regular
7,2024/11/25,Mon,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.14,Promotion,Regular
8,2024/11/25,Mon,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.13,Promotion,Regular
9,2024/11/25,Mon,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.13,Promotion,Regular
10,2024/11/25,Mon,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion,Regular
11,2024/11/25,Mon,Indonesia,PaNas Special Ayam Gulai McD,50000.00,3.14,Promotion,Breakfast
12,2024/11/25,Mon,Indonesia,PaNas 1 Ayam Gulai McD,42500.00,2.67,Promotion,Breakfast
13,2024/11/25,Mon,Indonesia,PaNas 2 Ayam Gulai McD,58500.00,3.67,Promotion,Breakfast
14,2024/11/25,Mon,Indonesia,PaMer 5 Ayam Gulai McD,151500.00,9.50,Promotion,Breakfast
15,2024/11/25,Mon,Indonesia,PaMer 7 Ayam Gulai McD,191500.00,12.01,Promotion,Breakfast
16,2024/11/25,Mon,Indonesia,2 Pcs Ayam McD Gulai (ALC),50000.00,3.14,Promotion,Breakfast
17,2024/11/25,Mon,Indonesia,Milk Tea McFlurry with Jelly Ball,18000.00,1.13,Promotion,Breakfast
18,2024/11/25,Mon,Indonesia,Milk Tea McFlurry with OREO,18000.00,1.13,Promotion,Breakfast
19,2024/11/25,Mon,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion,Breakfast
20,2024/11/25,Mon,Indonesia,Paket Kenyang,150000.00,9.41,Exclusive Delivery,Regular
21,2024/11/25,Mon,Indonesia,Paket Ngemil,110000.00,6.90,Exclusive Delivery,Regular
22,2024/11/25,Mon,Indonesia,Paket Manis,71500.00,4.49,Exclusive Delivery,Regular
23,2024/11/25,Mon,Indonesia,Big Mac®,44500.00,2.79,Burger & McNuggets,Regular
24,2024/11/25,Mon,Indonesia,Triple Cheeseburger,63500.00,3.98,Burger & McNuggets,Regular
25,2024/11/25,Mon,Indonesia,Double Cheeseburger,42000.00,2.63,Burger & McNuggets,Regular
26,2024/11/25,Mon,Indonesia,Cheeseburger Deluxe,35000.00,2.20,Burger & McNuggets,Regular
27,2024/11/25,Mon,Indonesia,Cheeseburger,33000.00,2.07,Burger & McNuggets,Regular
28,2024/11/25,Mon,Indonesia,Beef Burger Deluxe,27500.00,1.73,Burger & McNuggets,Regular
29,2024/11/25,Mon,Indonesia,McSpicy Chicken Burger,42500.00,2.67,Burger & McNuggets,Regular
30,2024/11/25,Mon,Indonesia,McChicken Burger,33000.00,2.07,Burger & McNuggets,Regular
31,2024/11/25,Mon,Indonesia,Chicken Burger Deluxe,27500.00,1.73,Burger & McNuggets,Regular
32,2024/11/25,Mon,Indonesia,Fish Burger,33500.00,2.10,Burger & McNuggets,Regular
33,2024/11/25,Mon,Indonesia,McNuggets®  9pcs,55000.00,3.45,Burger & McNuggets,Regular
34,2024/11/25,Mon,Indonesia,McNuggets® 6pcs,52500.00,3.29,Burger & McNuggets,Regular
35,2024/11/25,Mon,Indonesia,McNuggets®  4pcs,27000.00,1.69,Burger & McNuggets,Regular
36,2024/11/25,Mon,Indonesia,PaNas 2 with Fries,53500.00,3.36,Ayam McD,Regular
37,2024/11/25,Mon,Indonesia,PaNas 2 with Rice,51500.00,3.23,Ayam McD,Regular
38,2024/11/25,Mon,Indonesia,PaNas Spesial,47000.00,2.95,Ayam McD,Regular
39,2024/11/25,Mon,Indonesia,PaNas 1,39000.00,2.45,Ayam McD,Regular
40,2024/11/25,Mon,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.82,Ayam McD,Regular
41,2024/11/25,Mon,Indonesia,PaMer 7,185000.00,11.61,Ayam McD,Regular
42,2024/11/25,Mon,Indonesia,PaMer 5,132500.00,8.31,Ayam McD,Regular
43,2024/11/25,Mon,Indonesia,Paket Berlima,135000.00,8.47,Ayam McD,Regular
44,2024/11/25,Mon,Indonesia,Paket Ber 4,90000.00,5.65,Ayam McD,Regular
45,2024/11/25,Mon,Indonesia,Paket Big Order,587500.00,36.86,Ayam McD,Regular
46,2024/11/25,Mon,Indonesia,Paket Keluarga Seru Tanpa Mainan,75500.00,4.74,Family Package,Regular
47,2024/11/25,Mon,Indonesia,Paket Keluarga Seru Dengan Mainan,94000.00,5.90,Family Package,Regular
48,2024/11/25,Mon,Indonesia,PaMer 5,132500.00,8.31,Family Package,Regular
49,2024/11/25,Mon,Indonesia,PaMer 7,185000.00,11.61,Family Package,Regular
50,2024/11/25,Mon,Indonesia,Paket Berlima,135000.00,8.47,Family Package,Regular
51,2024/11/25,Mon,Indonesia,Paket Ber 4,90000.00,5.65,Family Package,Regular
52,2024/11/25,Mon,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.82,Happy Meals,Regular
53,2024/11/25,Mon,Indonesia,Happy Meal® Beef Burger,45000.00,2.82,Happy Meals,Regular
54,2024/11/25,Mon,Indonesia,Happy Meal® Chicken,45000.00,2.82,Happy Meals,Regular
55,2024/11/25,Mon,Indonesia,Paket HeBat - Korean Soy Garlic Wings,30500.00,1.91,Paket HeBat,Regular
56,2024/11/25,Mon,Indonesia,Paket HeBat - Beef Burger Deluxe,33000.00,2.07,Paket HeBat,Regular
57,2024/11/25,Mon,Indonesia,Paket HeBat - Chicken Burger Deluxe,33000.00,2.07,Paket HeBat,Regular
58,2024/11/25,Mon,Indonesia,Chocolate Sundae,12000.00,0.75,Menu Receh,Regular
59,2024/11/25,Mon,Indonesia,Strawberry Sundae,12000.00,0.75,Menu Receh,Regular
60,2024/11/25,Mon,Indonesia,"French Fries, small",12000.00,0.75,Menu Receh,Regular
61,2024/11/25,Mon,Indonesia,McFloat Fanta,12000.00,0.75,Menu Receh,Regular
62,2024/11/25,Mon,Indonesia,McFloat Coke,12000.00,0.75,Menu Receh,Regular
63,2024/11/25,Mon,Indonesia,Apple Pie,12500.00,0.78,Menu Receh,Regular
64,2024/11/25,Mon,Indonesia,Spicy Chicken Bites,13000.00,0.82,Menu Receh,Regular
65,2024/11/25,Mon,Indonesia,"MILO, small",12000.00,0.75,Menu Receh,Regular
66,2024/11/25,Mon,Indonesia,Iced Coffee,13500.00,0.85,Menu Receh,Regular
67,2024/11/25,Mon,Indonesia,McFlurry® feat. OREO,14000.00,0.88,Menu Receh,Regular
68,2024/11/25,Mon,Indonesia,Choco McFlurry®,14000.00,0.88,Menu Receh,Regular
69,2024/11/25,Mon,Indonesia,2pcs Korean Soy Garlic Wings,16500.00,1.04,Menu Receh,Regular
70,2024/11/25,Mon,Indonesia,Chicken Snack Wrap™,17500.00,1.10,Menu Receh,Regular
71,2024/11/25,Mon,Indonesia,Beef Burger,22500.00,1.41,Menu Receh,Regular
