,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/02/25,Sun,Indonesia,Paket Kenyang,150000.00,9.62,Promotion Menu,Regular
2,2024/02/25,Sun,Indonesia,Paket Ngemil,110000.00,7.05,Promotion Menu,Regular
3,2024/02/25,Sun,Indonesia,Paket Manis,71500.00,4.58,Promotion Menu,Regular
4,2024/02/25,Sun,Indonesia,Paket Manis - Blueberry Cheesecake Pie,71500.00,4.58,Promotion Menu,Regular
5,2024/02/25,Sun,Indonesia,"MERCH - Pillow Cases, BigMac",27000.00,1.73,Promotion Menu,Regular
6,2024/02/25,Sun,Indonesia,"MERCH - Bed Cover, BigMac",180000.00,11.54,Promotion Menu,Regular
7,2024/02/25,Sun,Indonesia,Paket Hebat - Korean Soy Garlic Wings,30500.00,1.96,Promotion Menu,Regular
8,2024/02/25,Sun,Indonesia,Paket Hebat - Beef Burger Deluxe,33000.00,2.12,Promotion Menu,Regular
9,2024/02/25,Sun,Indonesia,Paket Hebat - Chicken Burger Deluxe,33000.00,2.12,Promotion Menu,Regular
10,2024/02/25,Sun,Indonesia,PaNas Special Ayam McD Blackpepper Sauce,45500.00,2.92,Promotion Menu,Regular
11,2024/02/25,Sun,Indonesia,PaMer 5 Ayam McD Blackpepper sauce,149000.00,9.55,Promotion Menu,Regular
12,2024/02/25,Sun,Indonesia,PROMO : 2 Beef Prosperity Burger Med.,77500.00,4.97,Promotion Menu,Regular
13,2024/02/25,Sun,Indonesia,Philly Cheese Steak Burger,39000.00,2.50,Promotion Menu,Regular
14,2024/02/25,Sun,Indonesia,Beef Prosperity Burger,36500.00,2.34,Promotion Menu,Regular
15,2024/02/25,Sun,Indonesia,Curly Fries,24000.00,1.54,Promotion Menu,Regular
16,2024/02/25,Sun,Indonesia,SPECIAL PRICE Kerwin Frost Box 9 McNuggets,66000.00,4.23,Promotion Menu,Regular
17,2024/02/25,Sun,Indonesia,SPECIAL PRICE Kerwin Frost Box Big Mac,66000.00,4.23,Promotion Menu,Regular
18,2024/02/25,Sun,Indonesia,Bundling - 2pcs Blueberry Cheese Cake Pie,28000.00,1.80,Promotion Menu,Regular
19,2024/02/25,Sun,Indonesia,Iced Black Cookies Cappuccino,38500.00,2.47,Promotion Menu,Regular
20,2024/02/25,Sun,Indonesia,Black Cookies Latte Frappe,41500.00,2.66,Promotion Menu,Regular
21,2024/02/25,Sun,Indonesia,Iced Coffee Matcha Float,27000.00,1.73,Promotion Menu,Regular
22,2024/02/25,Sun,Indonesia,Paket Hantaran McD,135000.00,8.66,Promotion Menu,Regular
23,2024/02/25,Sun,Indonesia,Paket Manis,71500.00,4.58,Promotion Menu,Breakfast
24,2024/02/25,Sun,Indonesia,Paket Manis - Blueberry Cheesecake Pie,71500.00,4.58,Promotion Menu,Breakfast
25,2024/02/25,Sun,Indonesia,"MERCH - Pillow Cases, BigMac",27000.00,1.73,Promotion Menu,Breakfast
26,2024/02/25,Sun,Indonesia,"MERCH - Bed Cover, BigMac",180000.00,11.54,Promotion Menu,Breakfast
27,2024/02/25,Sun,Indonesia,Paket Hebat - Korean Soy Garlic Wings,30500.00,1.96,Promotion Menu,Breakfast
28,2024/02/25,Sun,Indonesia,PaNas Special Ayam McD Blackpepper Sauce,45500.00,2.92,Promotion Menu,Breakfast
29,2024/02/25,Sun,Indonesia,PaMer 5 Ayam McD Blackpepper sauce,149000.00,9.55,Promotion Menu,Breakfast
30,2024/02/25,Sun,Indonesia,Bundling - 2pcs Blueberry Cheese Cake Pie,28000.00,1.80,Promotion Menu,Breakfast
31,2024/02/25,Sun,Indonesia,Iced Black Cookies Cappuccino,38500.00,2.47,Promotion Menu,Breakfast
32,2024/02/25,Sun,Indonesia,Black Cookies Latte Frappe,41500.00,2.66,Promotion Menu,Breakfast
33,2024/02/25,Sun,Indonesia,Iced Coffee Matcha Float,27000.00,1.73,Promotion Menu,Breakfast
34,2024/02/25,Sun,Indonesia,Paket Hantaran McD,135000.00,8.66,Promotion Menu,Breakfast
35,2024/02/25,Sun,Indonesia,PaNas Special Ayam McD Blackpepper Sauce,45500.00,2.92,Ala Carte & Value Meals,Regular
36,2024/02/25,Sun,Indonesia,PaNas 1 Ayam McD Blackpepper Sauce,39500.00,2.53,Ala Carte & Value Meals,Regular
37,2024/02/25,Sun,Indonesia,PaNas 2 Rice Ayam McD Blackpepper sauce,47000.00,3.01,Ala Carte & Value Meals,Regular
38,2024/02/25,Sun,Indonesia,PaNas 2 Fries Ayam McD Blackpepper sauce,59500.00,3.81,Ala Carte & Value Meals,Regular
39,2024/02/25,Sun,Indonesia,PaMer 5 Ayam McD Blackpepper sauce,149000.00,9.55,Ala Carte & Value Meals,Regular
40,2024/02/25,Sun,Indonesia,PaMer 7 Ayam McD Blackpepper sauce,181000.00,11.60,Ala Carte & Value Meals,Regular
41,2024/02/25,Sun,Indonesia,Philly Cheese Steak Burger,39000.00,2.50,Ala Carte & Value Meals,Regular
42,2024/02/25,Sun,Indonesia,Beef Prosperity Burger,36500.00,2.34,Ala Carte & Value Meals,Regular
43,2024/02/25,Sun,Indonesia,Black Pepper Beef Steak with Rice,32000.00,2.05,Ala Carte & Value Meals,Regular
44,2024/02/25,Sun,Indonesia,Black Pepper Beef Steak with Curly Fries,33500.00,2.15,Ala Carte & Value Meals,Regular
45,2024/02/25,Sun,Indonesia,9pcs Spicy McNuggets ALC,60000.00,3.85,Ala Carte & Value Meals,Regular
46,2024/02/25,Sun,Indonesia,McNuggets®  9pcs,53500.00,3.43,Ala Carte & Value Meals,Regular
47,2024/02/25,Sun,Indonesia,6pcs Spicy McNuggets,40500.00,2.60,Ala Carte & Value Meals,Regular
48,2024/02/25,Sun,Indonesia,McNuggets® 6pcs,38500.00,2.47,Ala Carte & Value Meals,Regular
49,2024/02/25,Sun,Indonesia,Paket Korean Soy Garlic Wings,44000.00,2.82,Ala Carte & Value Meals,Regular
50,2024/02/25,Sun,Indonesia,6pcs Korean Soy Garlic Wings,49500.00,3.17,Ala Carte & Value Meals,Regular
51,2024/02/25,Sun,Indonesia,Paket Big Order,587500.00,37.67,Ala Carte & Value Meals,Regular
52,2024/02/25,Sun,Indonesia,Big Mac®,41000.00,2.63,Ala Carte & Value Meals,Regular
53,2024/02/25,Sun,Indonesia,Triple Cheeseburger,61500.00,3.94,Ala Carte & Value Meals,Regular
54,2024/02/25,Sun,Indonesia,Double Cheeseburger,39500.00,2.53,Ala Carte & Value Meals,Regular
55,2024/02/25,Sun,Indonesia,Cheeseburger Deluxe,33500.00,2.15,Ala Carte & Value Meals,Regular
56,2024/02/25,Sun,Indonesia,Cheeseburger,32000.00,2.05,Ala Carte & Value Meals,Regular
57,2024/02/25,Sun,Indonesia,Beef Burger Deluxe,25000.00,1.60,Ala Carte & Value Meals,Regular
58,2024/02/25,Sun,Indonesia,McSpicy Chicken Burger,41000.00,2.63,Ala Carte & Value Meals,Regular
59,2024/02/25,Sun,Indonesia,McChicken Burger,32000.00,2.05,Ala Carte & Value Meals,Regular
60,2024/02/25,Sun,Indonesia,Chicken Burger Deluxe,25000.00,1.60,Ala Carte & Value Meals,Regular
61,2024/02/25,Sun,Indonesia,Fish Burger,32000.00,2.05,Ala Carte & Value Meals,Regular
62,2024/02/25,Sun,Indonesia,PaMer 7,183000.00,11.73,Ala Carte & Value Meals,Regular
63,2024/02/25,Sun,Indonesia,PaMer 5,130000.00,8.33,Ala Carte & Value Meals,Regular
64,2024/02/25,Sun,Indonesia,PaNas Spesial,46500.00,2.98,Ala Carte & Value Meals,Regular
65,2024/02/25,Sun,Indonesia,PaNas 1,38500.00,2.47,Ala Carte & Value Meals,Regular
66,2024/02/25,Sun,Indonesia,PaNas 2 with Rice,50000.00,3.21,Ala Carte & Value Meals,Regular
67,2024/02/25,Sun,Indonesia,PaNas 2 with Fries,52500.00,3.37,Ala Carte & Value Meals,Regular
68,2024/02/25,Sun,Indonesia,Nasi Uduk McD,21500.00,1.38,Ala Carte & Value Meals,Regular
69,2024/02/25,Sun,Indonesia,Nasi Uduk McD with Coffee,30000.00,1.92,Ala Carte & Value Meals,Regular
70,2024/02/25,Sun,Indonesia,Curly Fries,24000.00,1.54,Sides,Regular
71,2024/02/25,Sun,Indonesia,Paket Kenyang,150000.00,9.62,Sides,Regular
72,2024/02/25,Sun,Indonesia,Paket Manis,71500.00,4.58,Sides,Regular
73,2024/02/25,Sun,Indonesia,Paket Manis - Blueberry Cheesecake Pie,71500.00,4.58,Sides,Regular
74,2024/02/25,Sun,Indonesia,Paket Ngemil,110000.00,7.05,Sides,Regular
75,2024/02/25,Sun,Indonesia,Blueberry Cheese Cake Pie,17000.00,1.09,Sides,Regular
76,2024/02/25,Sun,Indonesia,2pcs Korean Soy Garlic Wings,16500.00,1.06,Sides,Regular
77,2024/02/25,Sun,Indonesia,McNuggets®  4pcs,26000.00,1.67,Sides,Regular
78,2024/02/25,Sun,Indonesia,Apple Pie,12500.00,0.80,Sides,Regular
79,2024/02/25,Sun,Indonesia,Share Box with Spicy BBQ Crunchy Stars & Mentai Sauce,45000.00,2.89,Sides,Regular
80,2024/02/25,Sun,Indonesia,Honey Garlic Fish Rice,24500.00,1.57,Sides,Regular
81,2024/02/25,Sun,Indonesia,Honey Garlic Chicken Rice,24500.00,1.57,Sides,Regular
82,2024/02/25,Sun,Indonesia,Rica Rica Fish Rice,24500.00,1.57,Sides,Regular
83,2024/02/25,Sun,Indonesia,Rica Rica Chicken Rice,24500.00,1.57,Sides,Regular
84,2024/02/25,Sun,Indonesia,Beef Burger,22500.00,1.44,Sides,Regular
85,2024/02/25,Sun,Indonesia,Chicken Burger,22500.00,1.44,Sides,Regular
86,2024/02/25,Sun,Indonesia,Fish Snack Wrap,17500.00,1.12,Sides,Regular
87,2024/02/25,Sun,Indonesia,Chicken Snack Wrap™,17500.00,1.12,Sides,Regular
88,2024/02/25,Sun,Indonesia,Spicy Chicken Bites,13000.00,0.83,Sides,Regular
89,2024/02/25,Sun,Indonesia,Chicken Fingers 5pcs,14500.00,0.93,Sides,Regular
90,2024/02/25,Sun,Indonesia,French Fries,20500.00,1.31,Sides,Regular
91,2024/02/25,Sun,Indonesia,Sweet Corn,13000.00,0.83,Sides,Regular
92,2024/02/25,Sun,Indonesia,Rice,10000.00,0.64,Sides,Regular
93,2024/02/25,Sun,Indonesia,Tiramisu McFlurry with Cookie Crumbs,18000.00,1.15,Desserts,Regular
94,2024/02/25,Sun,Indonesia,Tiramisu McFlurry with Lotus Biscoff,18000.00,1.15,Desserts,Regular
95,2024/02/25,Sun,Indonesia,McFlurry®  featuring Oreo,14000.00,0.90,Desserts,Regular
96,2024/02/25,Sun,Indonesia,Choco McFlurry®,14000.00,0.90,Desserts,Regular
97,2024/02/25,Sun,Indonesia,Double Choco Sundae,13000.00,0.83,Desserts,Regular
98,2024/02/25,Sun,Indonesia,Chocolate Strawberry Sundae,13000.00,0.83,Desserts,Regular
99,2024/02/25,Sun,Indonesia,Chocolate Sundae,12000.00,0.77,Desserts,Regular
100,2024/02/25,Sun,Indonesia,Strawberry Sundae,12000.00,0.77,Desserts,Regular
101,2024/02/25,Sun,Indonesia,Dragon Fruit Fizz,14000.00,0.90,Beverages,Regular
102,2024/02/25,Sun,Indonesia,Iced Coffee Matcha,23000.00,1.47,Beverages,Regular
103,2024/02/25,Sun,Indonesia,Iced Lychee Tea,20000.00,1.28,Beverages,Regular
104,2024/02/25,Sun,Indonesia,Iced Coffee,23000.00,1.47,Beverages,Regular
105,2024/02/25,Sun,Indonesia,Coca Cola®,9500.00,0.61,Beverages,Regular
106,2024/02/25,Sun,Indonesia,Receh - McFloat Coke,12000.00,0.77,Beverages,Regular
107,2024/02/25,Sun,Indonesia,Fanta®,9500.00,0.61,Beverages,Regular
108,2024/02/25,Sun,Indonesia,Receh - McFloat Fanta,12000.00,0.77,Beverages,Regular
109,2024/02/25,Sun,Indonesia,Sprite®,9500.00,0.61,Beverages,Regular
110,2024/02/25,Sun,Indonesia,Fruit Tea Lemon,9500.00,0.61,Beverages,Regular
111,2024/02/25,Sun,Indonesia,Fruit Tea Blackcurrant 200ml.,9500.00,0.61,Beverages,Regular
112,2024/02/25,Sun,Indonesia,Tehbotol Sosro® Pack 250ml.,9500.00,0.61,Beverages,Regular
113,2024/02/25,Sun,Indonesia,Tehbotol Sosro® Tawar 350ML,9500.00,0.61,Beverages,Regular
114,2024/02/25,Sun,Indonesia,Milo ,19500.00,1.25,Beverages,Regular
115,2024/02/25,Sun,Indonesia,Premium Roast Coffee,12000.00,0.77,Beverages,Regular
116,2024/02/25,Sun,Indonesia,Hot Tea,12000.00,0.77,Beverages,Regular
117,2024/02/25,Sun,Indonesia,Mineral Water 600ml.,11500.00,0.74,Beverages,Regular
118,2024/02/25,Sun,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.89,Happy Meals,Regular
119,2024/02/25,Sun,Indonesia,Happy Meal® Beef Burger,45000.00,2.89,Happy Meals,Regular
120,2024/02/25,Sun,Indonesia,Happy Meal® Chicken,45000.00,2.89,Happy Meals,Regular
121,2024/02/25,Sun,Indonesia,Paket Keluarga Seru Tanpa Mainan,74500.00,4.78,Family Package,Regular
122,2024/02/25,Sun,Indonesia,Paket Keluarga Seru Tanpa Mainan - Blueberry Cheesecake Pie,74500.00,4.78,Family Package,Regular
123,2024/02/25,Sun,Indonesia,Paket Keluarga Seru Dengan Mainan,93000.00,5.96,Family Package,Regular
124,2024/02/25,Sun,Indonesia,Paket Keluarga Seru Dengan Mainan - Blueberry Cheesecake Pie,93000.00,5.96,Family Package,Regular
125,2024/02/25,Sun,Indonesia,PaMer 5,130000.00,8.33,Family Package,Regular
126,2024/02/25,Sun,Indonesia,PaMer 7,183000.00,11.73,Family Package,Regular
127,2024/02/25,Sun,Indonesia,Paket Hantaran McD,135000.00,8.66,Family Package,Regular
128,2024/02/25,Sun,Indonesia,Combo Cheese Croissant,48500.00,3.11,McCafé Pastries,Regular
129,2024/02/25,Sun,Indonesia,Combo Tuna Pastry,48500.00,3.11,McCafé Pastries,Regular
130,2024/02/25,Sun,Indonesia,Combo Chicken Curry Puff,48500.00,3.11,McCafé Pastries,Regular
131,2024/02/25,Sun,Indonesia,Butter Croissant + Regular Hot Cappuccino,39000.00,2.50,McCafé Pastries,Regular
132,2024/02/25,Sun,Indonesia,Lemon Cake,36000.00,2.31,McCafé Pastries,Regular
133,2024/02/25,Sun,Indonesia,Klepon Cake,36000.00,2.31,McCafé Pastries,Regular
134,2024/02/25,Sun,Indonesia,Choco Lover,36000.00,2.31,McCafé Pastries,Regular
135,2024/02/25,Sun,Indonesia,Choco Chip Muffin,26000.00,1.67,McCafé Pastries,Regular
136,2024/02/25,Sun,Indonesia,Banana Muffin,26000.00,1.67,McCafé Pastries,Regular
137,2024/02/25,Sun,Indonesia,Cheese Croissant,34000.00,2.18,McCafé Pastries,Regular
138,2024/02/25,Sun,Indonesia,Tuna Puff Pastry,34000.00,2.18,McCafé Pastries,Regular
139,2024/02/25,Sun,Indonesia,Chicken Curry Puff,34000.00,2.18,McCafé Pastries,Regular
140,2024/02/25,Sun,Indonesia,Cheese Stick,24500.00,1.57,McCafé Pastries,Regular
141,2024/02/25,Sun,Indonesia,Butter Croissant,24500.00,1.57,McCafé Pastries,Regular
