,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2024/06/26,Wed,South Korea,New 1955 Snack Wrap,3700.00,2.66,Specials,Regular Menu
2,2024/06/26,Wed,South Korea,McWings™ 2pc,4200.00,3.02,Specials,Regular Menu
3,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Specials,Regular Menu
4,2024/06/26,Wed,South Korea,Vanilla Latte,4500.00,3.23,Specials,Regular Menu
5,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Specials,Regular Menu
6,2024/06/26,Wed,South Korea,BLT Egg Muffin,7000.00,5.03,Specials,Breakfast Menu
7,2024/06/26,Wed,South Korea,Bacon & Egg McMuffin,5900.00,4.24,Specials,Breakfast Menu
8,2024/06/26,Wed,South Korea,Sausage & Egg McMuffin,6100.00,4.38,Specials,Breakfast Menu
9,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Specials,Breakfast Menu
10,2024/06/26,Wed,South Korea,Vanilla Latte,4500.00,3.23,Specials,Breakfast Menu
11,2024/06/26,Wed,South Korea,Iced Americano (No Syrup),3300.00,2.37,Specials,Breakfast Menu
12,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Specials,Breakfast Menu
13,2024/06/26,Wed,South Korea,McSpicy® TABASCO® Sauce & Nacho,8400.00,6.04,Ala Carte & Value Meals,Regular Menu
14,2024/06/26,Wed,South Korea,Double McSpicy® Shanghai Burger,9700.00,6.97,Ala Carte & Value Meals,Regular Menu
15,2024/06/26,Wed,South Korea,McSpicy® Shanghai Burger,6300.00,4.53,Ala Carte & Value Meals,Regular Menu
16,2024/06/26,Wed,South Korea,Tomato Cheese Beef Burger,4600.00,3.31,Ala Carte & Value Meals,Regular Menu
17,2024/06/26,Wed,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.89,Ala Carte & Value Meals,Regular Menu
18,2024/06/26,Wed,South Korea,Quarter Pounder® with Cheese,6300.00,4.53,Ala Carte & Value Meals,Regular Menu
19,2024/06/26,Wed,South Korea,McCrispy™ Deluxe Burger,7600.00,5.46,Ala Carte & Value Meals,Regular Menu
20,2024/06/26,Wed,South Korea,McCrispy™ Classic Burger,6700.00,4.82,Ala Carte & Value Meals,Regular Menu
21,2024/06/26,Wed,South Korea,Big Mac®,6300.00,4.53,Ala Carte & Value Meals,Regular Menu
22,2024/06/26,Wed,South Korea,Triple Cheeseburger,6700.00,4.82,Ala Carte & Value Meals,Regular Menu
23,2024/06/26,Wed,South Korea,Double Bulgogi Burger,5300.00,3.81,Ala Carte & Value Meals,Regular Menu
24,2024/06/26,Wed,South Korea,1955® Burger,7200.00,5.18,Ala Carte & Value Meals,Regular Menu
25,2024/06/26,Wed,South Korea,McChicken® Mozzarella,5800.00,4.17,Ala Carte & Value Meals,Regular Menu
26,2024/06/26,Wed,South Korea,McChicken®,4300.00,3.09,Ala Carte & Value Meals,Regular Menu
27,2024/06/26,Wed,South Korea,Egg Bulgogi Burger,5100.00,3.67,Ala Carte & Value Meals,Regular Menu
28,2024/06/26,Wed,South Korea,Bulgogi Burger,4200.00,3.02,Ala Carte & Value Meals,Regular Menu
29,2024/06/26,Wed,South Korea,Supreme Shrimp Burger,5500.00,3.95,Ala Carte & Value Meals,Regular Menu
30,2024/06/26,Wed,South Korea,Shrimp Beef Burger,6600.00,4.74,Ala Carte & Value Meals,Regular Menu
31,2024/06/26,Wed,South Korea,Bacon Tomato Deluxe,6600.00,4.74,Ala Carte & Value Meals,Regular Menu
32,2024/06/26,Wed,South Korea,Cheeseburger,3600.00,2.59,Ala Carte & Value Meals,Regular Menu
33,2024/06/26,Wed,South Korea,Double Cheeseburger,5600.00,4.03,Ala Carte & Value Meals,Regular Menu
34,2024/06/26,Wed,South Korea,Hamburger,3400.00,2.44,Ala Carte & Value Meals,Regular Menu
35,2024/06/26,Wed,South Korea,New 1955 Snack Wrap,3700.00,2.66,Snacks & Sides,Regular Menu
36,2024/06/26,Wed,South Korea,McWings™ 2pc,4200.00,3.02,Snacks & Sides,Regular Menu
37,2024/06/26,Wed,South Korea,McWings™ 4pc,7100.00,5.10,Snacks & Sides,Regular Menu
38,2024/06/26,Wed,South Korea,McWings™ 8pc,13000.00,9.34,Snacks & Sides,Regular Menu
39,2024/06/26,Wed,South Korea,Shanghai chicken snack wrap,4000.00,2.88,Snacks & Sides,Regular Menu
40,2024/06/26,Wed,South Korea,Coleslaw,2700.00,1.94,Snacks & Sides,Regular Menu
41,2024/06/26,Wed,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5300.00,3.81,Snacks & Sides,Regular Menu
42,2024/06/26,Wed,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3600.00,2.59,Snacks & Sides,Regular Menu
43,2024/06/26,Wed,South Korea,McNuggets® 4pc,3400.00,2.44,Snacks & Sides,Regular Menu
44,2024/06/26,Wed,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.52,Snacks & Sides,Regular Menu
45,2024/06/26,Wed,South Korea,Add Sweet Sour Sauce,300.00,0.22,Snacks & Sides,Regular Menu
46,2024/06/26,Wed,South Korea,Add Sweet Chili Sauce,300.00,0.22,Snacks & Sides,Regular Menu
47,2024/06/26,Wed,South Korea,Add Cajun Sauce,300.00,0.22,Snacks & Sides,Regular Menu
48,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Beverages,Regular Menu
49,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Beverages,Regular Menu
50,2024/06/26,Wed,South Korea,Coca-Cola,2600.00,1.87,Beverages,Regular Menu
51,2024/06/26,Wed,South Korea,Coca-Cola Zero,2600.00,1.87,Beverages,Regular Menu
52,2024/06/26,Wed,South Korea,Sprite,2600.00,1.87,Beverages,Regular Menu
53,2024/06/26,Wed,South Korea,Fanta,2600.00,1.87,Beverages,Regular Menu
54,2024/06/26,Wed,South Korea,Vanilla Latte,4500.00,3.23,Beverages,Regular Menu
55,2024/06/26,Wed,South Korea,Café Latte,4000.00,2.88,Beverages,Regular Menu
56,2024/06/26,Wed,South Korea,Cappuccino,4000.00,2.88,Beverages,Regular Menu
57,2024/06/26,Wed,South Korea,Americano,3300.00,2.37,Beverages,Regular Menu
58,2024/06/26,Wed,South Korea,Drip Coffee,2700.00,1.94,Beverages,Regular Menu
59,2024/06/26,Wed,South Korea,Iced Vanilla Latte,4500.00,3.23,Beverages,Regular Menu
60,2024/06/26,Wed,South Korea,Iced Café Latte (No Syrup),4000.00,2.88,Beverages,Regular Menu
61,2024/06/26,Wed,South Korea,Iced Americano (No Syrup),3300.00,2.37,Beverages,Regular Menu
62,2024/06/26,Wed,South Korea,Iced Drip Coffee (No Syrup),2700.00,1.94,Beverages,Regular Menu
63,2024/06/26,Wed,South Korea,Decaffeine Vanilla Latte,4700.00,3.38,Beverages,Regular Menu
64,2024/06/26,Wed,South Korea,Decaffeine Café Latte,4200.00,3.02,Beverages,Regular Menu
65,2024/06/26,Wed,South Korea,Decaffeine Cappuccino,4200.00,3.02,Beverages,Regular Menu
66,2024/06/26,Wed,South Korea,Decaffeine Americano,3500.00,2.52,Beverages,Regular Menu
67,2024/06/26,Wed,South Korea,Decaffeine Iced Vanilla Latte,4700.00,3.38,Beverages,Regular Menu
68,2024/06/26,Wed,South Korea,Decaffeine Iced Café Latte (No Syrup),4200.00,3.02,Beverages,Regular Menu
69,2024/06/26,Wed,South Korea,Decaffeine Iced Americano (No Syrup),3500.00,2.52,Beverages,Regular Menu
70,2024/06/26,Wed,South Korea,Vanilla Shake,3500.00,2.52,Beverages,Regular Menu
71,2024/06/26,Wed,South Korea,Strawberry Shake,3500.00,2.52,Beverages,Regular Menu
72,2024/06/26,Wed,South Korea,Chocolate Shake,3500.00,2.52,Beverages,Regular Menu
73,2024/06/26,Wed,South Korea,Mineral Water,2000.00,1.44,Beverages,Regular Menu
74,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Desserts,Regular Menu
75,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Desserts,Regular Menu
76,2024/06/26,Wed,South Korea,Oreo McFlurry,4300.00,3.09,Desserts,Regular Menu
77,2024/06/26,Wed,South Korea,Very Strawberry McFlurry,4300.00,3.09,Desserts,Regular Menu
78,2024/06/26,Wed,South Korea,Vanilla Shake,3500.00,2.52,Desserts,Regular Menu
79,2024/06/26,Wed,South Korea,Strawberry Shake,3500.00,2.52,Desserts,Regular Menu
80,2024/06/26,Wed,South Korea,Chocolate Shake,3500.00,2.52,Desserts,Regular Menu
81,2024/06/26,Wed,South Korea,BLT Egg Muffin,4500.00,3.23,Breakfast & Value Meals,Breakfast Menu
82,2024/06/26,Wed,South Korea,Egg McMuffin,3800.00,2.73,Breakfast & Value Meals,Breakfast Menu
83,2024/06/26,Wed,South Korea,Bacon & Egg McMuffin,4200.00,3.02,Breakfast & Value Meals,Breakfast Menu
84,2024/06/26,Wed,South Korea,Sausage & Egg McMuffin,4700.00,3.38,Breakfast & Value Meals,Breakfast Menu
85,2024/06/26,Wed,South Korea,Chicken 'n Cheese Muffin,4500.00,3.23,Breakfast & Value Meals,Breakfast Menu
86,2024/06/26,Wed,South Korea,Shanghai chicken snack wrap,4000.00,2.88,Breakfast & Value Meals,Breakfast Menu
87,2024/06/26,Wed,South Korea,Deluxe Breakfast,6000.00,4.31,Breakfast & Value Meals,Breakfast Menu
88,2024/06/26,Wed,South Korea,Hot Cakes 3pc ,4100.00,2.95,Breakfast & Value Meals,Breakfast Menu
89,2024/06/26,Wed,South Korea,Hot Cakes 2pc,3600.00,2.59,Breakfast & Value Meals,Breakfast Menu
90,2024/06/26,Wed,South Korea,Strawberry Jam,200.00,0.14,Breakfast & Value Meals,Breakfast Menu
91,2024/06/26,Wed,South Korea,Add Hot Cake Syrup ,400.00,0.29,Breakfast & Value Meals,Breakfast Menu
92,2024/06/26,Wed,South Korea,Add Hot Cake Butter ,300.00,0.22,Breakfast & Value Meals,Breakfast Menu
93,2024/06/26,Wed,South Korea,McNuggets® 4pc,3400.00,2.44,Snacks & Sides,Breakfast Menu
94,2024/06/26,Wed,South Korea,Shanghai chicken snack wrap,4000.00,2.88,Snacks & Sides,Breakfast Menu
95,2024/06/26,Wed,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.52,Snacks & Sides,Breakfast Menu
96,2024/06/26,Wed,South Korea,McWings™ 2pc,4200.00,3.02,Snacks & Sides,Breakfast Menu
97,2024/06/26,Wed,South Korea,McWings™ 4pc,7100.00,5.10,Snacks & Sides,Breakfast Menu
98,2024/06/26,Wed,South Korea,McWings™ 8pc,13000.00,9.34,Snacks & Sides,Breakfast Menu
99,2024/06/26,Wed,South Korea,Coleslaw,2700.00,1.94,Snacks & Sides,Breakfast Menu
100,2024/06/26,Wed,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5300.00,3.81,Snacks & Sides,Breakfast Menu
101,2024/06/26,Wed,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3600.00,2.59,Snacks & Sides,Breakfast Menu
102,2024/06/26,Wed,South Korea,Hash Brown,2300.00,1.65,Snacks & Sides,Breakfast Menu
103,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Beverages,Breakfast Menu
104,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Beverages,Breakfast Menu
105,2024/06/26,Wed,South Korea,Coca-Cola,2600.00,1.87,Beverages,Breakfast Menu
106,2024/06/26,Wed,South Korea,Coca-Cola Zero,2600.00,1.87,Beverages,Breakfast Menu
107,2024/06/26,Wed,South Korea,Sprite,2600.00,1.87,Beverages,Breakfast Menu
108,2024/06/26,Wed,South Korea,Fanta,2600.00,1.87,Beverages,Breakfast Menu
109,2024/06/26,Wed,South Korea,Vanilla Latte,4500.00,3.23,Beverages,Breakfast Menu
110,2024/06/26,Wed,South Korea,Café Latte,4000.00,2.88,Beverages,Breakfast Menu
111,2024/06/26,Wed,South Korea,Cappuccino,4000.00,2.88,Beverages,Breakfast Menu
112,2024/06/26,Wed,South Korea,Americano,3300.00,2.37,Beverages,Breakfast Menu
113,2024/06/26,Wed,South Korea,Drip Coffee,2700.00,1.94,Beverages,Breakfast Menu
114,2024/06/26,Wed,South Korea,Iced Vanilla Latte,4500.00,3.23,Beverages,Breakfast Menu
115,2024/06/26,Wed,South Korea,Iced Café Latte (No Syrup),4000.00,2.88,Beverages,Breakfast Menu
116,2024/06/26,Wed,South Korea,Iced Americano (No Syrup),3300.00,2.37,Beverages,Breakfast Menu
117,2024/06/26,Wed,South Korea,Iced Drip Coffee (No Syrup),2700.00,1.94,Beverages,Breakfast Menu
118,2024/06/26,Wed,South Korea,Decaffeine Vanilla Latte,4700.00,3.38,Beverages,Breakfast Menu
119,2024/06/26,Wed,South Korea,Decaffeine Café Latte,4200.00,3.02,Beverages,Breakfast Menu
120,2024/06/26,Wed,South Korea,Decaffeine Cappuccino,4200.00,3.02,Beverages,Breakfast Menu
121,2024/06/26,Wed,South Korea,Decaffeine Americano,3500.00,2.52,Beverages,Breakfast Menu
122,2024/06/26,Wed,South Korea,Decaffeine Iced Vanilla Latte,4700.00,3.38,Beverages,Breakfast Menu
123,2024/06/26,Wed,South Korea,Decaffeine Iced Café Latte (No Syrup),4200.00,3.02,Beverages,Breakfast Menu
124,2024/06/26,Wed,South Korea,Decaffeine Iced Americano (No Syrup),3500.00,2.52,Beverages,Breakfast Menu
125,2024/06/26,Wed,South Korea,Vanilla Shake,3500.00,2.52,Beverages,Breakfast Menu
126,2024/06/26,Wed,South Korea,Strawberry Shake,3500.00,2.52,Beverages,Breakfast Menu
127,2024/06/26,Wed,South Korea,Chocolate Shake,3500.00,2.52,Beverages,Breakfast Menu
128,2024/06/26,Wed,South Korea,Mineral Water,2000.00,1.44,Beverages,Breakfast Menu
129,2024/06/26,Wed,South Korea,Plum Peach Chiller,3700.00,2.66,Desserts,Breakfast Menu
130,2024/06/26,Wed,South Korea,Jeju Hallabong Chiller,3700.00,2.66,Desserts,Breakfast Menu
131,2024/06/26,Wed,South Korea,Oreo McFlurry,4300.00,3.09,Desserts,Breakfast Menu
132,2024/06/26,Wed,South Korea,Very Strawberry McFlurry,4300.00,3.09,Desserts,Breakfast Menu
133,2024/06/26,Wed,South Korea,Vanilla Shake,3500.00,2.52,Desserts,Breakfast Menu
134,2024/06/26,Wed,South Korea,Strawberry Shake,3500.00,2.52,Desserts,Breakfast Menu
135,2024/06/26,Wed,South Korea,Chocolate Shake,3500.00,2.52,Desserts,Breakfast Menu
136,2024/06/26,Wed,South Korea,Egg McMuffin,5500.00,3.95,Happy Meal®,Breakfast Menu
137,2024/06/26,Wed,South Korea,Bacon Egg McMuffin,5500.00,3.95,Happy Meal®,Breakfast Menu
138,2024/06/26,Wed,South Korea,Sausage Egg McMuffin,5500.00,3.95,Happy Meal®,Breakfast Menu
139,2024/06/26,Wed,South Korea,Hot Cakes 2pc,5500.00,3.95,Happy Meal®,Breakfast Menu
