,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2023/11/07,Tue,Indonesia,Blueberry Cheese Cake Pie,17000.00,1.09,Promotion Menu,Regular
2,2023/11/07,Tue,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.27,Promotion Menu,Regular
3,2023/11/07,Tue,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.71,Promotion Menu,Regular
4,2023/11/07,Tue,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.17,Promotion Menu,Regular
5,2023/11/07,Tue,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.69,Promotion Menu,Regular
6,2023/11/07,Tue,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.68,Promotion Menu,Regular
7,2023/11/07,Tue,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.94,Promotion Menu,Regular
8,2023/11/07,Tue,Indonesia,Blackcurrant Fizz,14500.00,0.93,Promotion Menu,Regular
9,2023/11/07,Tue,Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.77,Promotion Menu,Regular
10,2023/11/07,Tue,Indonesia,2 Happy Meal® Beef Burger GRATIS Tambahan 1 Mainan,90000.00,5.77,Promotion Menu,Regular
11,2023/11/07,Tue,Indonesia,Happy Meal® Beef Burger + Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.77,Promotion Menu,Regular
12,2023/11/07,Tue,Indonesia,Paket Hantaran McD,135000.00,8.65,Promotion Menu,Regular
13,2023/11/07,Tue,Indonesia,Blueberry Cheese Cake Pie,17000.00,1.09,Promotion Menu,Breakfast
14,2023/11/07,Tue,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.27,Promotion Menu,Breakfast
15,2023/11/07,Tue,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.71,Promotion Menu,Breakfast
16,2023/11/07,Tue,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.17,Promotion Menu,Breakfast
17,2023/11/07,Tue,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.69,Promotion Menu,Breakfast
18,2023/11/07,Tue,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.68,Promotion Menu,Breakfast
19,2023/11/07,Tue,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.94,Promotion Menu,Breakfast
20,2023/11/07,Tue,Indonesia,Blackcurrant Fizz,14500.00,0.93,Promotion Menu,Breakfast
21,2023/11/07,Tue,Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.77,Promotion Menu,Breakfast
22,2023/11/07,Tue,Indonesia,Paket Hantaran McD,135000.00,8.65,Promotion Menu,Breakfast
23,2023/11/07,Tue,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.27,Ala Carte & Value Meals,Regular
24,2023/11/07,Tue,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.71,Ala Carte & Value Meals,Regular
25,2023/11/07,Tue,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.17,Ala Carte & Value Meals,Regular
26,2023/11/07,Tue,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.69,Ala Carte & Value Meals,Regular
27,2023/11/07,Tue,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.68,Ala Carte & Value Meals,Regular
28,2023/11/07,Tue,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.94,Ala Carte & Value Meals,Regular
29,2023/11/07,Tue,Indonesia,McNuggets® 20pcs,114000.00,7.31,Ala Carte & Value Meals,Regular
30,2023/11/07,Tue,Indonesia,9pcs Spicy McNuggets ALC,60000.00,3.84,Ala Carte & Value Meals,Regular
31,2023/11/07,Tue,Indonesia,McNuggets®  9pcs,53500.00,3.43,Ala Carte & Value Meals,Regular
32,2023/11/07,Tue,Indonesia,6pcs Spicy McNuggets,40500.00,2.60,Ala Carte & Value Meals,Regular
33,2023/11/07,Tue,Indonesia,McNuggets® 6pcs,38500.00,2.47,Ala Carte & Value Meals,Regular
34,2023/11/07,Tue,Indonesia,Paket Korean Soy Garlic Wings,31500.00,2.02,Ala Carte & Value Meals,Regular
35,2023/11/07,Tue,Indonesia,Korean Soy Garlic Wings,34500.00,2.21,Ala Carte & Value Meals,Regular
36,2023/11/07,Tue,Indonesia,Paket Big Order,587500.00,37.65,Ala Carte & Value Meals,Regular
37,2023/11/07,Tue,Indonesia,Big Mac®,41000.00,2.63,Ala Carte & Value Meals,Regular
38,2023/11/07,Tue,Indonesia,Triple Cheeseburger,61500.00,3.94,Ala Carte & Value Meals,Regular
