,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2024/01/24,Wed,Taiwan,Prosperity Deluxe Beef Meal,181.00,5.76,Promotion,Regular
2,2024/01/24,Wed,Taiwan,Prosperity Deluxe Chicken Meal,181.00,5.76,Promotion,Regular
3,2024/01/24,Wed,Taiwan,Prosperity Beef Meal,171.00,5.44,Promotion,Regular
4,2024/01/24,Wed,Taiwan,Prosperity Chicken Meal,171.00,5.44,Promotion,Regular
5,2024/01/24,Wed,Taiwan,Red Bean Pie,40.00,1.27,Promotion,Regular
6,2024/01/24,Wed,Taiwan,Hello Kitty Prosperity Sharing Meal,635.00,20.21,Promotion,Regular
7,2024/01/24,Wed,Taiwan,Alishan Single Origin hot,120.00,3.82,Promotion,Regular
8,2024/01/24,Wed,Taiwan,Alishan Single Origin iced,120.00,3.82,Promotion,Regular
9,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Hot,140.00,4.46,Promotion,Regular
10,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Iced,140.00,4.46,Promotion,Regular
11,2024/01/24,Wed,Taiwan,Sausage McMuffin with Egg and Mushroom Meal,121.00,3.85,Promotion,Breakfast
12,2024/01/24,Wed,Taiwan,Sausage McMuffin with Mushroom Meal,111.00,3.53,Promotion,Breakfast
13,2024/01/24,Wed,Taiwan,Mega McMuffin with Mushroom Meal,141.00,4.49,Promotion,Breakfast
14,2024/01/24,Wed,Taiwan,Egg McMuffin with Mushroom Meal,114.00,3.63,Promotion,Breakfast
15,2024/01/24,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.65,Promotion,Breakfast
16,2024/01/24,Wed,Taiwan,Alishan Single Origin hot,120.00,3.82,Promotion,Breakfast
17,2024/01/24,Wed,Taiwan,Alishan Single Origin iced,120.00,3.82,Promotion,Breakfast
18,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Hot,140.00,4.46,Promotion,Breakfast
19,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Iced,140.00,4.46,Promotion,Breakfast
20,2024/01/24,Wed,Taiwan,Red Bean Pie,40.00,1.27,Promotion,Breakfast
21,2024/01/24,Wed,Taiwan,Hello Kitty Prosperity Sharing Meal,635.00,20.21,Happy Sharing Meal,Regular
22,2024/01/24,Wed,Taiwan,McCrispy &  McNuggets Happy Sharing Meal (Drumsticks & thighs are distributed randomly),580.00,18.46,Happy Sharing Meal,Regular
23,2024/01/24,Wed,Taiwan,Original McCrispy Sharing Meal (Drumsticks & thighs are distributed randomly),490.00,15.60,Happy Sharing Meal,Regular
24,2024/01/24,Wed,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,359.00,11.43,Happy Sharing Meal,Regular
25,2024/01/24,Wed,Taiwan,Tender Chicken Wing Sharing Meal,319.00,10.15,Happy Sharing Meal,Regular
26,2024/01/24,Wed,Taiwan,Spicy Chicken Wing Sharing Meal,319.00,10.15,Happy Sharing Meal,Regular
27,2024/01/24,Wed,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,269.00,8.56,Happy Sharing Meal,Regular
28,2024/01/24,Wed,Taiwan,2 Burger Combo Meal,319.00,10.15,Happy Sharing Meal,Regular
29,2024/01/24,Wed,Taiwan,Mushroom Crispy Chicken Burger,130.00,4.14,Signature,Regular
30,2024/01/24,Wed,Taiwan,Parmesan Angus Beef Burger,125.00,3.98,Signature,Regular
31,2024/01/24,Wed,Taiwan,Parmesan Crispy Chicken Burger,125.00,3.98,Signature,Regular
32,2024/01/24,Wed,Taiwan,BLT Angus Beef Burger,120.00,3.82,Signature,Regular
33,2024/01/24,Wed,Taiwan,BLT Grilled Chicken Burger,120.00,3.82,Signature,Regular
34,2024/01/24,Wed,Taiwan,Mushroom Angus Beef Burger,130.00,4.14,Signature,Regular
35,2024/01/24,Wed,Taiwan,Caesar Salad w/Spicy Chicken Filet,110.00,3.50,Signature,Regular
36,2024/01/24,Wed,Taiwan,Italian Grilled Chicken Salad,110.00,3.50,Signature,Regular
37,2024/01/24,Wed,Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,288.00,9.17,late night item (22:00-03:00),Regular
38,2024/01/24,Wed,Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,188.00,5.98,late night item (22:00-03:00),Regular
39,2024/01/24,Wed,Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,188.00,5.98,late night item (22:00-03:00),Regular
40,2024/01/24,Wed,Taiwan,Prosperity Deluxe Beef,100.00,3.18,Ala Carte & Value Meals,Regular
41,2024/01/24,Wed,Taiwan,Prosperity Deluxe Chicken,100.00,3.18,Ala Carte & Value Meals,Regular
42,2024/01/24,Wed,Taiwan,Prosperity Beef,90.00,2.86,Ala Carte & Value Meals,Regular
43,2024/01/24,Wed,Taiwan,Prosperity Chicken,90.00,2.86,Ala Carte & Value Meals,Regular
44,2024/01/24,Wed,Taiwan,Double Classic Angus Beef Burger,135.00,4.30,Ala Carte & Value Meals,Regular
45,2024/01/24,Wed,Taiwan,Classic Angus Beef Burger,90.00,2.86,Ala Carte & Value Meals,Regular
46,2024/01/24,Wed,Taiwan,Double McChicken Burger,79.00,2.51,Ala Carte & Value Meals,Regular
47,2024/01/24,Wed,Taiwan,Big Mac,80.00,2.55,Ala Carte & Value Meals,Regular
48,2024/01/24,Wed,Taiwan,Double Cheeseburger,75.00,2.39,Ala Carte & Value Meals,Regular
49,2024/01/24,Wed,Taiwan,Grilled BBQ Chicken Burger,80.00,2.55,Ala Carte & Value Meals,Regular
50,2024/01/24,Wed,Taiwan,McCrispy 2pc (Drumsticks & thighs are distributed randomly),125.00,3.98,Ala Carte & Value Meals,Regular
51,2024/01/24,Wed,Taiwan,10pcs Chicken McNuggets,109.00,3.47,Ala Carte & Value Meals,Regular
52,2024/01/24,Wed,Taiwan,6pcs Chicken McNuggets,69.00,2.20,Ala Carte & Value Meals,Regular
53,2024/01/24,Wed,Taiwan,Spicy Chicken Filet,80.00,2.55,Ala Carte & Value Meals,Regular
54,2024/01/24,Wed,Taiwan,McChicken,49.00,1.56,Ala Carte & Value Meals,Regular
55,2024/01/24,Wed,Taiwan,Filet-O-Fish,60.00,1.91,Ala Carte & Value Meals,Regular
56,2024/01/24,Wed,Taiwan,Alishan Single Origin hot,120.00,3.82,McCafé,Regular
57,2024/01/24,Wed,Taiwan,Alishan Single Origin iced,120.00,3.82,McCafé,Regular
58,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Hot,140.00,4.46,McCafé,Regular
59,2024/01/24,Wed,Taiwan,Alishan Single Origin Latte Iced,140.00,4.46,McCafé,Regular
60,2024/01/24,Wed,Taiwan,Iced Honey Milk Tea,68.00,2.16,McCafé,Regular
