,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2023/08/02,Wed,Taiwan,Korean Double Beef Squid Burger Meal,204.00,6.45,Promotion,Regular
2,2023/08/02,Wed,Taiwan,McFlurry-Cocoa Brownie,65.00,2.05,Promotion,Regular
3,2023/08/02,Wed,Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,288.00,9.10,Promotion,Regular
4,2023/08/02,Wed,Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,188.00,5.94,Promotion,Regular
5,2023/08/02,Wed,Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,188.00,5.94,Promotion,Regular
6,2023/08/02,Wed,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,359.00,11.35,Promotion,Regular
7,2023/08/02,Wed,Taiwan,McCrispy &  McNuggets Happy Sharing Meal,549.00,17.36,Promotion,Regular
8,2023/08/02,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.61,Promotion,Breakfast
9,2023/08/02,Wed,Taiwan,McCrispy &  McNuggets Happy Sharing Meal,549.00,17.36,Happy Sharing Meal,Regular
10,2023/08/02,Wed,Taiwan,McCrispy(O) Happy Sharing Meal,469.00,14.83,Happy Sharing Meal,Regular
11,2023/08/02,Wed,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,359.00,11.35,Happy Sharing Meal,Regular
12,2023/08/02,Wed,Taiwan,Tender Chicken Wing Sharing Meal,319.00,10.08,Happy Sharing Meal,Regular
13,2023/08/02,Wed,Taiwan,Spicy Chicken Wing Sharing Meal,319.00,10.08,Happy Sharing Meal,Regular
14,2023/08/02,Wed,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,269.00,8.50,Happy Sharing Meal,Regular
15,2023/08/02,Wed,Taiwan,2 Burger Combo Meal,319.00,10.08,Happy Sharing Meal,Regular
16,2023/08/02,Wed,Taiwan,BLT Angus Beef Burger,114.00,3.60,Signature,Regular
17,2023/08/02,Wed,Taiwan,BLT Spicy Chicken Burger,114.00,3.60,Signature,Regular
18,2023/08/02,Wed,Taiwan,BLT Grilled Chicken Burger,114.00,3.60,Signature,Regular
19,2023/08/02,Wed,Taiwan,Mushroom Angus Beef Burger,124.00,3.92,Signature,Regular
20,2023/08/02,Wed,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.29,Signature,Regular
21,2023/08/02,Wed,Taiwan,Italian Grilled Chicken Salad,104.00,3.29,Signature,Regular
22,2023/08/02,Wed,Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,288.00,9.10,late night item (22:00-03:00),Regular
23,2023/08/02,Wed,Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,188.00,5.94,late night item (22:00-03:00),Regular
24,2023/08/02,Wed,Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,188.00,5.94,late night item (22:00-03:00),Regular
25,2023/08/02,Wed,Taiwan,Korean Double Beef Squid Burger,124.00,3.92,Ala Carte & Value Meals,Regular
26,2023/08/02,Wed,Taiwan,Double McChicken Burger,79.00,2.50,Ala Carte & Value Meals,Regular
27,2023/08/02,Wed,Taiwan,Big Mac,80.00,2.53,Ala Carte & Value Meals,Regular
28,2023/08/02,Wed,Taiwan,Double Cheese Burger,70.00,2.21,Ala Carte & Value Meals,Regular
29,2023/08/02,Wed,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,1.90,Ala Carte & Value Meals,Regular
30,2023/08/02,Wed,Taiwan,10pcs Chicken McNuggets,104.00,3.29,Ala Carte & Value Meals,Regular
31,2023/08/02,Wed,Taiwan,6pcs Chicken McNuggets,64.00,2.02,Ala Carte & Value Meals,Regular
32,2023/08/02,Wed,Taiwan,Grilled BBQ Chicken Burger,80.00,2.53,Ala Carte & Value Meals,Regular
33,2023/08/02,Wed,Taiwan,Spicy Chicken Filet,80.00,2.53,Ala Carte & Value Meals,Regular
34,2023/08/02,Wed,Taiwan,McChicken,49.00,1.55,Ala Carte & Value Meals,Regular
35,2023/08/02,Wed,Taiwan,Filet-O-Fish,60.00,1.90,Ala Carte & Value Meals,Regular
36,2023/08/02,Wed,Taiwan,Colombia Single Origin,75.00,2.37,McCafé,Regular
37,2023/08/02,Wed,Taiwan,Colombia Single Origin Latte,95.00,3.00,McCafé,Regular
38,2023/08/02,Wed,Taiwan,Iced Colombia Single Origin,75.00,2.37,McCafé,Regular
39,2023/08/02,Wed,Taiwan,Iced Colombia Single Origin Latte,95.00,3.00,McCafé,Regular
40,2023/08/02,Wed,Taiwan,Iced Honey Milk Tea,65.00,2.05,McCafé,Regular
41,2023/08/02,Wed,Taiwan,Honey Iced Tea,55.00,1.74,McCafé,Regular
42,2023/08/02,Wed,Taiwan,Hot Honey Milk Tea,65.00,2.05,McCafé,Regular
43,2023/08/02,Wed,Taiwan,Iced Latte (No sugar),75.00,2.37,McCafé,Regular
44,2023/08/02,Wed,Taiwan,Iced Americano (No sugar),65.00,2.05,McCafé,Regular
45,2023/08/02,Wed,Taiwan,Hot Latte,75.00,2.37,McCafé,Regular
46,2023/08/02,Wed,Taiwan,Americano,65.00,2.05,McCafé,Regular
47,2023/08/02,Wed,Taiwan,Iced Assam Latte,75.00,2.37,McCafé,Regular
48,2023/08/02,Wed,Taiwan,Assam Latte,75.00,2.37,McCafé,Regular
49,2023/08/02,Wed,Taiwan,Hot Chocolate,70.00,2.21,McCafé,Regular
50,2023/08/02,Wed,Taiwan,Evian Water,48.00,1.52,McCafé,Regular
51,2023/08/02,Wed,Taiwan,Sugar-free Iced Black Tea (M),38.00,1.20,Beverage,Regular
52,2023/08/02,Wed,Taiwan,Sugar-free Iced Green Tea (M),38.00,1.20,Beverage,Regular
53,2023/08/02,Wed,Taiwan,Coca-Cola(M),38.00,1.20,Beverage,Regular
54,2023/08/02,Wed,Taiwan,Iced Tea,38.00,1.20,Beverage,Regular
55,2023/08/02,Wed,Taiwan,Sprite(M),38.00,1.20,Beverage,Regular
56,2023/08/02,Wed,Taiwan,Zero Coke(M),38.00,1.20,Beverage,Regular
57,2023/08/02,Wed,Taiwan,Taiwan Fresh Orange Juice,60.00,1.90,Beverage,Regular
58,2023/08/02,Wed,Taiwan,Hot Milk Tea (M),48.00,1.52,Beverage,Regular
59,2023/08/02,Wed,Taiwan,Hot Black Tea (M),38.00,1.20,Beverage,Regular
60,2023/08/02,Wed,Taiwan,Iced Milk Tea(L),48.00,1.52,Beverage,Regular
61,2023/08/02,Wed,Taiwan,Milk,33.00,1.04,Beverage,Regular
62,2023/08/02,Wed,Taiwan,McFlurry-Cocoa Brownie,65.00,2.05,Desserts,Regular
63,2023/08/02,Wed,Taiwan,McFlurry(OREO) x2,110.00,3.48,Desserts,Regular
64,2023/08/02,Wed,Taiwan,McFlurry (Double OREO),65.00,2.05,Desserts,Regular
65,2023/08/02,Wed,Taiwan,McFlurry(OREO),55.00,1.74,Desserts,Regular
66,2023/08/02,Wed,Taiwan,Classic Platter - New 3 Kind,136.00,4.30,Desserts,Regular
