,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2022/11/04,Fri,Taiwan,Rosti Cheese Double Beef Burger,120.00,3.72,Promotion,Regular
2,2022/11/04,Fri,Taiwan,Triple Beef Burger,120.00,3.72,Promotion,Regular
3,2022/11/04,Fri,Taiwan,Yuzu Karaage Chicken Burger,120.00,3.72,Promotion,Regular
4,2022/11/04,Fri,Taiwan,McCrispy (O) & Chicken McNuggets Happy Sharing Meal,539.00,16.71,Promotion,Regular
5,2022/11/04,Fri,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,10.82,Promotion,Regular
6,2022/11/04,Fri,Taiwan,Breakfast  2 Burger Combo Meal,199.00,6.17,Promotion,Breakfast
7,2022/11/04,Fri,Taiwan,McCrispy (O) & Chicken McNuggets Happy Sharing Meal,539.00,16.71,Happy Sharing Meal,Regular
8,2022/11/04,Fri,Taiwan,McCrispy(O) Happy Sharing Meal,459.00,14.23,Happy Sharing Meal,Regular
9,2022/11/04,Fri,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,10.82,Happy Sharing Meal,Regular
10,2022/11/04,Fri,Taiwan,Tender Chicken Wing Sharing Meal,309.00,9.58,Happy Sharing Meal,Regular
11,2022/11/04,Fri,Taiwan,Spicy Chicken Wing Sharing Meal,309.00,9.58,Happy Sharing Meal,Regular
12,2022/11/04,Fri,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,259.00,8.03,Happy Sharing Meal,Regular
13,2022/11/04,Fri,Taiwan,2 Burger Combo Meal,309.00,9.58,Happy Sharing Meal,Regular
14,2022/11/04,Fri,Taiwan,BLT Angus Beef Burger,114.00,3.54,Signature,Regular
15,2022/11/04,Fri,Taiwan,BLT Spicy Chicken Burger,114.00,3.54,Signature,Regular
16,2022/11/04,Fri,Taiwan,BLT Grilled Chicken Burger,114.00,3.54,Signature,Regular
17,2022/11/04,Fri,Taiwan,Mushroom Angus Beef Burger,124.00,3.85,Signature,Regular
18,2022/11/04,Fri,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.23,Signature,Regular
19,2022/11/04,Fri,Taiwan,Italian Grilled Chicken Salad,104.00,3.23,Signature,Regular
20,2022/11/04,Fri,Taiwan,Tea time,99.00,3.07,Tea time,Regular
21,2022/11/04,Fri,Taiwan,Rosti Cheese Double Beef Burger,120.00,3.72,Ala Carte & Value Meals,Regular
22,2022/11/04,Fri,Taiwan,Yuzu Karaage Chicken Burger,120.00,3.72,Ala Carte & Value Meals,Regular
23,2022/11/04,Fri,Taiwan,Triple Beef Burger,120.00,3.72,Ala Carte & Value Meals,Regular
24,2022/11/04,Fri,Taiwan,Big Mac,80.00,2.48,Ala Carte & Value Meals,Regular
25,2022/11/04,Fri,Taiwan,Double Cheese Burger,70.00,2.17,Ala Carte & Value Meals,Regular
26,2022/11/04,Fri,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,1.86,Ala Carte & Value Meals,Regular
27,2022/11/04,Fri,Taiwan,McCrispy-Chicken Wing,49.00,1.52,Ala Carte & Value Meals,Regular
28,2022/11/04,Fri,Taiwan,10pcs Chicken McNuggets,104.00,3.23,Ala Carte & Value Meals,Regular
29,2022/11/04,Fri,Taiwan,6pcs Chicken McNuggets,64.00,1.98,Ala Carte & Value Meals,Regular
30,2022/11/04,Fri,Taiwan,Grilled BBQ Chicken Burger,80.00,2.48,Ala Carte & Value Meals,Regular
31,2022/11/04,Fri,Taiwan,Spicy Chicken Filet,80.00,2.48,Ala Carte & Value Meals,Regular
32,2022/11/04,Fri,Taiwan,McChicken,49.00,1.52,Ala Carte & Value Meals,Regular
33,2022/11/04,Fri,Taiwan,Filet-O-Fish,60.00,1.86,Ala Carte & Value Meals,Regular
34,2022/11/04,Fri,Taiwan,Hot Honey Milk Tea,65.00,2.02,McCafé,Regular
35,2022/11/04,Fri,Taiwan,Iced Honey Milk Tea,65.00,2.02,McCafé,Regular
36,2022/11/04,Fri,Taiwan,Honey Iced Tea,55.00,1.71,McCafé,Regular
37,2022/11/04,Fri,Taiwan,Iced Latte (No sugar),75.00,2.33,McCafé,Regular
38,2022/11/04,Fri,Taiwan,12oz Iced Americano (No sugar),65.00,2.02,McCafé,Regular
39,2022/11/04,Fri,Taiwan,Hot Latte,75.00,2.33,McCafé,Regular
40,2022/11/04,Fri,Taiwan,12oz Americano,65.00,2.02,McCafé,Regular
41,2022/11/04,Fri,Taiwan,Iced Assam Latte,75.00,2.33,McCafé,Regular
42,2022/11/04,Fri,Taiwan,Assam Latte,75.00,2.33,McCafé,Regular
43,2022/11/04,Fri,Taiwan,Sugar-free Iced Black Tea,33.00,1.02,Beverage,Regular
44,2022/11/04,Fri,Taiwan,Sugar-free Iced Green Tea,33.00,1.02,Beverage,Regular
45,2022/11/04,Fri,Taiwan,Coca-Cola,33.00,1.02,Beverage,Regular
46,2022/11/04,Fri,Taiwan,Iced Tea,33.00,1.02,Beverage,Regular
47,2022/11/04,Fri,Taiwan,Sprite,33.00,1.02,Beverage,Regular
48,2022/11/04,Fri,Taiwan,Zero Coke,33.00,1.02,Beverage,Regular
49,2022/11/04,Fri,Taiwan,Taiwan Fresh Orange Juice,55.00,1.71,Beverage,Regular
50,2022/11/04,Fri,Taiwan,Hot Milk Tea,38.00,1.18,Beverage,Regular
51,2022/11/04,Fri,Taiwan,Hot Tea,38.00,1.18,Beverage,Regular
52,2022/11/04,Fri,Taiwan,Iced Milk Tea,38.00,1.18,Beverage,Regular
53,2022/11/04,Fri,Taiwan,Milk,33.00,1.02,Beverage,Regular
54,2022/11/04,Fri,Taiwan,Onion Rings,59.00,1.83,Desserts,Regular
55,2022/11/04,Fri,Taiwan,McFlurry(OREO) x2,110.00,3.41,Desserts,Regular
56,2022/11/04,Fri,Taiwan,McFlurry(OREO),55.00,1.71,Desserts,Regular
57,2022/11/04,Fri,Taiwan,Classic Platter - New 3 Kind,136.00,4.22,Desserts,Regular
