,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2022/08/16,Tue,Taiwan,Double Flavor Pie -Choco Banana x6,243.00,8.10,Promotion,Regular
2,2022/08/16,Tue,Taiwan,2 Burger Combo Meal,309.00,10.30,Promotion,Regular
3,2022/08/16,Tue,Taiwan,McCrispy (O) & Chicken McNuggets Happy Sharing Meal,539.00,17.96,Promotion,Regular
4,2022/08/16,Tue,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,11.63,Promotion,Regular
5,2022/08/16,Tue,Taiwan,Double Flavor Pie -Choco Banana x6,243.00,8.10,Promotion,Breakfast
6,2022/08/16,Tue,Taiwan,Breakfast  2 Burger Combo Meal,199.00,6.63,Promotion,Breakfast
7,2022/08/16,Tue,Taiwan,McCrispy (O) & Chicken McNuggets Happy Sharing Meal,539.00,17.96,Happy Sharing Meal,Regular
8,2022/08/16,Tue,Taiwan,McCrispy(O) Happy Sharing Meal,459.00,15.29,Happy Sharing Meal,Regular
9,2022/08/16,Tue,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,11.63,Happy Sharing Meal,Regular
10,2022/08/16,Tue,Taiwan,Tender Chicken Wing Sharing Meal,309.00,10.30,Happy Sharing Meal,Regular
11,2022/08/16,Tue,Taiwan,Spicy Chicken Wing Sharing Meal,309.00,10.30,Happy Sharing Meal,Regular
12,2022/08/16,Tue,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,259.00,8.63,Happy Sharing Meal,Regular
13,2022/08/16,Tue,Taiwan,2 Burger Combo Meal,309.00,10.30,Happy Sharing Meal,Regular
14,2022/08/16,Tue,Taiwan,BLT Angus Beef Burger,114.00,3.80,Signature,Regular
15,2022/08/16,Tue,Taiwan,BLT Spicy Chicken Burger,114.00,3.80,Signature,Regular
16,2022/08/16,Tue,Taiwan,BLT Grilled Chicken Burger,114.00,3.80,Signature,Regular
17,2022/08/16,Tue,Taiwan,Mushroom Angus Beef Burger,124.00,4.13,Signature,Regular
18,2022/08/16,Tue,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.47,Signature,Regular
19,2022/08/16,Tue,Taiwan,Italian Grilled Chicken Salad,104.00,3.47,Signature,Regular
20,2022/08/16,Tue,Taiwan,Tea time,99.00,3.30,Tea time,Regular
21,2022/08/16,Tue,Taiwan,Big Mac,80.00,2.67,Ala Carte & Value Meals,Regular
22,2022/08/16,Tue,Taiwan,Double Cheese Burger,70.00,2.33,Ala Carte & Value Meals,Regular
23,2022/08/16,Tue,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,2.00,Ala Carte & Value Meals,Regular
24,2022/08/16,Tue,Taiwan,McCrispy-Chicken Wing,49.00,1.63,Ala Carte & Value Meals,Regular
25,2022/08/16,Tue,Taiwan,10pcs Chicken McNuggets,104.00,3.47,Ala Carte & Value Meals,Regular
26,2022/08/16,Tue,Taiwan,6pcs Chicken McNuggets,64.00,2.13,Ala Carte & Value Meals,Regular
27,2022/08/16,Tue,Taiwan,Grilled BBQ Chicken Burger,80.00,2.67,Ala Carte & Value Meals,Regular
28,2022/08/16,Tue,Taiwan,Spicy Chicken Filet,80.00,2.67,Ala Carte & Value Meals,Regular
29,2022/08/16,Tue,Taiwan,McChicken,49.00,1.63,Ala Carte & Value Meals,Regular
30,2022/08/16,Tue,Taiwan,Filet-O-Fish,60.00,2.00,Ala Carte & Value Meals,Regular
31,2022/08/16,Tue,Taiwan,Hot Honey Milk Tea,65.00,2.17,McCafé,Regular
32,2022/08/16,Tue,Taiwan,Iced Honey Milk Tea,65.00,2.17,McCafé,Regular
33,2022/08/16,Tue,Taiwan,Honey Iced Tea,55.00,1.83,McCafé,Regular
34,2022/08/16,Tue,Taiwan,Iced Latte (No sugar),75.00,2.50,McCafé,Regular
35,2022/08/16,Tue,Taiwan,12oz Iced Americano (No sugar),65.00,2.17,McCafé,Regular
36,2022/08/16,Tue,Taiwan,Hot Latte,75.00,2.50,McCafé,Regular
37,2022/08/16,Tue,Taiwan,12oz Americano,65.00,2.17,McCafé,Regular
38,2022/08/16,Tue,Taiwan,Iced Assam Latte,75.00,2.50,McCafé,Regular
39,2022/08/16,Tue,Taiwan,Assam Latte,75.00,2.50,McCafé,Regular
40,2022/08/16,Tue,Taiwan,Sugar-free Iced Black Tea,33.00,1.10,Beverage,Regular
41,2022/08/16,Tue,Taiwan,Sugar-free Iced Green Tea,33.00,1.10,Beverage,Regular
42,2022/08/16,Tue,Taiwan,Coca-Cola,33.00,1.10,Beverage,Regular
43,2022/08/16,Tue,Taiwan,Iced Tea,33.00,1.10,Beverage,Regular
44,2022/08/16,Tue,Taiwan,Sprite,33.00,1.10,Beverage,Regular
45,2022/08/16,Tue,Taiwan,Zero Coke,33.00,1.10,Beverage,Regular
46,2022/08/16,Tue,Taiwan,Taiwan Fresh Orange Juice,55.00,1.83,Beverage,Regular
47,2022/08/16,Tue,Taiwan,Hot Milk Tea,38.00,1.27,Beverage,Regular
48,2022/08/16,Tue,Taiwan,Hot Tea,38.00,1.27,Beverage,Regular
49,2022/08/16,Tue,Taiwan,Iced Milk Tea,38.00,1.27,Beverage,Regular
50,2022/08/16,Tue,Taiwan,Milk,33.00,1.10,Beverage,Regular
51,2022/08/16,Tue,Taiwan,Double Flavor Pie -Choco Banana x6,243.00,8.10,Desserts,Regular
52,2022/08/16,Tue,Taiwan,Double Flavor Pie -Choco Banana x2,90.00,3.00,Desserts,Regular
53,2022/08/16,Tue,Taiwan,Double Flavor Pie -Choco Banana,45.00,1.50,Desserts,Regular
54,2022/08/16,Tue,Taiwan,McFlurry(OREO) x2,110.00,3.67,Desserts,Regular
55,2022/08/16,Tue,Taiwan,McFlurry(OREO),55.00,1.83,Desserts,Regular
56,2022/08/16,Tue,Taiwan,Classic Platter - New 3 Kind,136.00,4.53,Desserts,Regular
57,2022/08/16,Tue,Taiwan,Spicy Chicken Wing(6),130.00,4.33,Desserts,Regular
58,2022/08/16,Tue,Taiwan,Tender Chicken Wing(6),130.00,4.33,Desserts,Regular
59,2022/08/16,Tue,Taiwan,Spicy Chicken Wing,49.00,1.63,Desserts,Regular
60,2022/08/16,Tue,Taiwan,Tender Chicken Wing,49.00,1.63,Desserts,Regular
61,2022/08/16,Tue,Taiwan,Apple Pie,35.00,1.17,Desserts,Regular
62,2022/08/16,Tue,Taiwan,Corn Soup,40.00,1.33,Desserts,Regular
63,2022/08/16,Tue,Taiwan,Sweet Potato,58.00,1.93,Desserts,Regular
64,2022/08/16,Tue,Taiwan,Fries,35.00,1.17,Desserts,Regular
65,2022/08/16,Tue,Taiwan,Fruit Bag (Apple),39.00,1.30,Desserts,Regular
66,2022/08/16,Tue,Taiwan,Salad,45.00,1.50,Desserts,Regular
67,2022/08/16,Tue,Taiwan,Happy Meal - Ham burger,89.00,2.97,Happy Meal,Regular
68,2022/08/16,Tue,Taiwan,Happy Meal - McNugget(4),89.00,2.97,Happy Meal,Regular
69,2022/08/16,Tue,Taiwan,Happy Meal - McFish,89.00,2.97,Happy Meal,Regular
70,2022/08/16,Tue,Taiwan,Grand Breakfast,115.00,3.83,Breakfast Platters,Breakfast
71,2022/08/16,Tue,Taiwan,Big Breakfast,75.00,2.50,Breakfast Platters,Breakfast
72,2022/08/16,Tue,Taiwan,Hotcakes w/Sausage,69.00,2.30,Breakfast Platters,Breakfast
73,2022/08/16,Tue,Taiwan,Hotcakes,55.00,1.83,Breakfast Platters,Breakfast
74,2022/08/16,Tue,Taiwan,Breakfast  2 Burger Combo Meal,199.00,6.63,Breakfast & Value Meals,Breakfast
