,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/06/17,Tue,Taiwan,Peanut butter OREO McFlurry,69.00,2.35,Promotion,Regular
2,2025/06/17,Tue,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.11,Promotion,Breakfast
3,2025/06/17,Tue,Taiwan,Peanut butter OREO McFlurry,69.00,2.35,Promotion,Breakfast
4,2025/06/17,Tue,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),601.00,20.43,Happy Sharing Meal,Regular
5,2025/06/17,Tue,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),508.00,17.27,Happy Sharing Meal,Regular
6,2025/06/17,Tue,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,368.00,12.51,Happy Sharing Meal,Regular
7,2025/06/17,Tue,Taiwan,2 Burger Combo Meal,319.00,10.84,Happy Sharing Meal,Regular
8,2025/06/17,Tue,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,10.84,Happy Sharing Meal,Regular
9,2025/06/17,Tue,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,275.00,9.35,Happy Sharing Meal,Regular
10,2025/06/17,Tue,Taiwan,Mushroom Crispy Chicken Burger,135.00,4.59,Signature,Regular
11,2025/06/17,Tue,Taiwan,Parmesan Angus Beef Burger,130.00,4.42,Signature,Regular
12,2025/06/17,Tue,Taiwan,Parmesan Crispy Chicken Burger,130.00,4.42,Signature,Regular
13,2025/06/17,Tue,Taiwan,BLT Angus Beef Burger,125.00,4.25,Signature,Regular
14,2025/06/17,Tue,Taiwan,BLT Grilled Chicken Burger,125.00,4.25,Signature,Regular
15,2025/06/17,Tue,Taiwan,Mushroom Angus Beef Burger,135.00,4.59,Signature,Regular
16,2025/06/17,Tue,Taiwan,Quinoa Salad,112.00,3.81,Signature,Regular
17,2025/06/17,Tue,Taiwan,Quinoa Salad w/Fish,142.00,4.83,Signature,Regular
18,2025/06/17,Tue,Taiwan,Quinoa Salad w/Grilled Chicken,142.00,4.83,Signature,Regular
19,2025/06/17,Tue,Taiwan,Quinoa Salad w/Spicy Fried Chicken,142.00,4.83,Signature,Regular
20,2025/06/17,Tue,Taiwan,Late Night Meal - Chicken McNuggets (10pcs) + Chicken McCrispy (2pcs) (Original / Spicy)(Drumsticks & thighs are distributed randomly),294.00,9.99,late night item (22:00-03:00),Regular
21,2025/06/17,Tue,Taiwan,Late Night Meal - Chicken McNuggets (6pcs)+Chicken McCrispy (1pc) (Original / Spicy) (Drumsticks & thighs are distributed randomly),188.00,6.39,late night item (22:00-03:00),Regular
22,2025/06/17,Tue,Taiwan,Late Night Meal –Chicken McNuggets (12pcs),188.00,6.39,late night item (22:00-03:00),Regular
23,2025/06/17,Tue,Taiwan,Double Classic Angus Beef Burger,135.00,4.59,Ala Carte & Value Meals,Regular
24,2025/06/17,Tue,Taiwan,Classic Angus Beef Burger,95.00,3.23,Ala Carte & Value Meals,Regular
25,2025/06/17,Tue,Taiwan,Big Mac,81.00,2.75,Ala Carte & Value Meals,Regular
26,2025/06/17,Tue,Taiwan,Double Cheeseburger,75.00,2.55,Ala Carte & Value Meals,Regular
27,2025/06/17,Tue,Taiwan,Grilled BBQ Chicken Burger,86.00,2.92,Ala Carte & Value Meals,Regular
28,2025/06/17,Tue,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks &thighs are distributed randomly),129.00,4.39,Ala Carte & Value Meals,Regular
29,2025/06/17,Tue,Taiwan,Chicken McNuggets (10pcs),110.00,3.74,Ala Carte & Value Meals,Regular
30,2025/06/17,Tue,Taiwan,Chicken McNuggets (6pcs),69.00,2.35,Ala Carte & Value Meals,Regular
31,2025/06/17,Tue,Taiwan,Spicy Chicken Filet,81.00,2.75,Ala Carte & Value Meals,Regular
32,2025/06/17,Tue,Taiwan,Double McChicken Burger,81.00,2.75,Ala Carte & Value Meals,Regular
33,2025/06/17,Tue,Taiwan,McChicken,51.00,1.73,Ala Carte & Value Meals,Regular
34,2025/06/17,Tue,Taiwan,Filet-O-Fish,60.00,2.04,Ala Carte & Value Meals,Regular
35,2025/06/17,Tue,Taiwan,Hot Select Brew Americano,75.00,2.55,McCafé,Regular
