,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/06/19,Thu,Taiwan,Spicy Chicken Sharing Combo Meal,473.00,16.01,Promotion,Regular
2,2025/06/19,Thu,Taiwan,Peanut butter OREO McFlurry,69.00,2.34,Promotion,Regular
3,2025/06/19,Thu,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.07,Promotion,Breakfast
4,2025/06/19,Thu,Taiwan,Peanut butter OREO McFlurry,69.00,2.34,Promotion,Breakfast
5,2025/06/19,Thu,Taiwan,Spicy Chicken Sharing Combo Meal,473.00,16.01,Happy Sharing Meal,Regular
6,2025/06/19,Thu,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),601.00,20.34,Happy Sharing Meal,Regular
7,2025/06/19,Thu,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),508.00,17.20,Happy Sharing Meal,Regular
8,2025/06/19,Thu,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,368.00,12.46,Happy Sharing Meal,Regular
9,2025/06/19,Thu,Taiwan,2 Burger Combo Meal,319.00,10.80,Happy Sharing Meal,Regular
10,2025/06/19,Thu,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,10.80,Happy Sharing Meal,Regular
11,2025/06/19,Thu,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,275.00,9.31,Happy Sharing Meal,Regular
12,2025/06/19,Thu,Taiwan,Mushroom Crispy Chicken Burger,135.00,4.57,Signature,Regular
13,2025/06/19,Thu,Taiwan,Parmesan Angus Beef Burger,130.00,4.40,Signature,Regular
14,2025/06/19,Thu,Taiwan,Parmesan Crispy Chicken Burger,130.00,4.40,Signature,Regular
15,2025/06/19,Thu,Taiwan,BLT Angus Beef Burger,125.00,4.23,Signature,Regular
16,2025/06/19,Thu,Taiwan,BLT Grilled Chicken Burger,125.00,4.23,Signature,Regular
17,2025/06/19,Thu,Taiwan,Mushroom Angus Beef Burger,135.00,4.57,Signature,Regular
18,2025/06/19,Thu,Taiwan,Quinoa Salad,112.00,3.79,Signature,Regular
19,2025/06/19,Thu,Taiwan,Quinoa Salad w/Fish,142.00,4.81,Signature,Regular
20,2025/06/19,Thu,Taiwan,Quinoa Salad w/Grilled Chicken,142.00,4.81,Signature,Regular
21,2025/06/19,Thu,Taiwan,Quinoa Salad w/Spicy Fried Chicken,142.00,4.81,Signature,Regular
22,2025/06/19,Thu,Taiwan,Late Night Meal - Chicken McNuggets (10pcs) + Chicken McCrispy (2pcs) (Original / Spicy)(Drumsticks & thighs are distributed randomly),294.00,9.95,late night item (22:00-03:00),Regular
23,2025/06/19,Thu,Taiwan,Late Night Meal - Chicken McNuggets (6pcs)+Chicken McCrispy (1pc) (Original / Spicy) (Drumsticks & thighs are distributed randomly),188.00,6.36,late night item (22:00-03:00),Regular
24,2025/06/19,Thu,Taiwan,Late Night Meal –Chicken McNuggets (12pcs),188.00,6.36,late night item (22:00-03:00),Regular
25,2025/06/19,Thu,Taiwan,Double Classic Angus Beef Burger,135.00,4.57,Ala Carte & Value Meals,Regular
26,2025/06/19,Thu,Taiwan,Classic Angus Beef Burger,95.00,3.22,Ala Carte & Value Meals,Regular
27,2025/06/19,Thu,Taiwan,Big Mac,81.00,2.74,Ala Carte & Value Meals,Regular
28,2025/06/19,Thu,Taiwan,Double Cheeseburger,75.00,2.54,Ala Carte & Value Meals,Regular
29,2025/06/19,Thu,Taiwan,Grilled BBQ Chicken Burger,86.00,2.91,Ala Carte & Value Meals,Regular
30,2025/06/19,Thu,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks &thighs are distributed randomly),129.00,4.37,Ala Carte & Value Meals,Regular
31,2025/06/19,Thu,Taiwan,Chicken McNuggets (10pcs),110.00,3.72,Ala Carte & Value Meals,Regular
32,2025/06/19,Thu,Taiwan,Chicken McNuggets (6pcs),69.00,2.34,Ala Carte & Value Meals,Regular
33,2025/06/19,Thu,Taiwan,Spicy Chicken Filet,81.00,2.74,Ala Carte & Value Meals,Regular
34,2025/06/19,Thu,Taiwan,Double McChicken Burger,81.00,2.74,Ala Carte & Value Meals,Regular
35,2025/06/19,Thu,Taiwan,McChicken,51.00,1.73,Ala Carte & Value Meals,Regular
36,2025/06/19,Thu,Taiwan,Filet-O-Fish,60.00,2.03,Ala Carte & Value Meals,Regular
37,2025/06/19,Thu,Taiwan,Hot Select Brew Americano,75.00,2.54,McCafé,Regular
38,2025/06/19,Thu,Taiwan,Iced Select Brew Americano,75.00,2.54,McCafé,Regular
39,2025/06/19,Thu,Taiwan,Hot Select Brew Latte,88.00,2.98,McCafé,Regular
40,2025/06/19,Thu,Taiwan,Iced Select Brew Latte,88.00,2.98,McCafé,Regular
41,2025/06/19,Thu,Taiwan,Caramel Milk Tea (Iced),69.00,2.34,McCafé,Regular
42,2025/06/19,Thu,Taiwan,Honey Milk Tea (Iced),69.00,2.34,McCafé,Regular
43,2025/06/19,Thu,Taiwan,Honey Black Tea (Iced),59.00,2.00,McCafé,Regular
44,2025/06/19,Thu,Taiwan,Honey Milk Tea (Hot),69.00,2.34,McCafé,Regular
45,2025/06/19,Thu,Taiwan,Latte (Iced) (No sugar),78.00,2.64,McCafé,Regular
46,2025/06/19,Thu,Taiwan,Americano (Iced)(No sugar),65.00,2.20,McCafé,Regular
47,2025/06/19,Thu,Taiwan,Latte (Hot),78.00,2.64,McCafé,Regular
48,2025/06/19,Thu,Taiwan,Americano (Hot),65.00,2.20,McCafé,Regular
49,2025/06/19,Thu,Taiwan,Evian Water,51.00,1.73,McCafé,Regular
50,2025/06/19,Thu,Taiwan,Caramel Milk Tea (Iced),69.00,2.34,Beverage,Regular
51,2025/06/19,Thu,Taiwan,Taiwan Fresh Orange Juice,69.00,2.34,Beverage,Regular
52,2025/06/19,Thu,Taiwan,Milk Tea (Hot),51.00,1.73,Beverage,Regular
53,2025/06/19,Thu,Taiwan,Black Tea (Hot),38.00,1.29,Beverage,Regular
54,2025/06/19,Thu,Taiwan,Milk Tea (Iced),51.00,1.73,Beverage,Regular
55,2025/06/19,Thu,Taiwan,Milk,33.00,1.12,Beverage,Regular
56,2025/06/19,Thu,Taiwan,Sugar-free Black Tea (Iced),44.00,1.49,Beverage,Regular
57,2025/06/19,Thu,Taiwan,Coca-Cola(M),38.00,1.29,Beverage,Regular
58,2025/06/19,Thu,Taiwan,Lemon Flavored Black Tea (Iced),38.00,1.29,Beverage,Regular
59,2025/06/19,Thu,Taiwan,Sprite(M),38.00,1.29,Beverage,Regular
60,2025/06/19,Thu,Taiwan,Zero Coke(M),38.00,1.29,Beverage,Regular
61,2025/06/19,Thu,Taiwan,Sugar-free Green Tea (Iced),44.00,1.49,Beverage,Regular
62,2025/06/19,Thu,Taiwan,Peanut butter OREO McFlurry,69.00,2.34,Desserts,Regular
63,2025/06/19,Thu,Taiwan,Spicy Chicken Wings (6pcs),131.00,4.43,Desserts,Regular
64,2025/06/19,Thu,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks & thighs are distributed randomly),129.00,4.37,Desserts,Regular
65,2025/06/19,Thu,Taiwan,Original / Spicy Chicken McCrispy (1pc) (Drumsticks & thighs are distributed randomly),69.00,2.34,Desserts,Regular
66,2025/06/19,Thu,Taiwan,Spicy Chicken Wings (2pcs),50.00,1.69,Desserts,Regular
67,2025/06/19,Thu,Taiwan,Chicken McNuggets (4pcs),49.00,1.66,Desserts,Regular
68,2025/06/19,Thu,Taiwan,McFlurry(OREO) x2,120.00,4.06,Desserts,Regular
69,2025/06/19,Thu,Taiwan,McFlurry (Double OREO),66.00,2.23,Desserts,Regular
70,2025/06/19,Thu,Taiwan,McFlurry(OREO),60.00,2.03,Desserts,Regular
71,2025/06/19,Thu,Taiwan,French Fries,50.00,1.69,Desserts,Regular
72,2025/06/19,Thu,Taiwan,French Fries(L),66.00,2.23,Desserts,Regular
73,2025/06/19,Thu,Taiwan,Apple Pie,41.00,1.39,Desserts,Regular
74,2025/06/19,Thu,Taiwan,Corn Soup,46.00,1.56,Desserts,Regular
75,2025/06/19,Thu,Taiwan,Fruit Bag ( tomato),43.00,1.46,Desserts,Regular
76,2025/06/19,Thu,Taiwan,Fruit Bag (Apple),43.00,1.46,Desserts,Regular
77,2025/06/19,Thu,Taiwan,Salad,56.00,1.90,Desserts,Regular
78,2025/06/19,Thu,Taiwan,Happy Meal – Chicken McNuggets (4pcs),99.00,3.35,Happy Meal,Regular
79,2025/06/19,Thu,Taiwan,Happy Meal - Ham burger,99.00,3.35,Happy Meal,Regular
80,2025/06/19,Thu,Taiwan,Happy Meal - McFish,99.00,3.35,Happy Meal,Regular
81,2025/06/19,Thu,Taiwan,Grand Breakfast,115.00,3.89,Breakfast Platters,Breakfast
82,2025/06/19,Thu,Taiwan,Hotcakes w/Sausage,73.00,2.47,Breakfast Platters,Breakfast
83,2025/06/19,Thu,Taiwan,Hotcakes,59.00,2.00,Breakfast Platters,Breakfast
84,2025/06/19,Thu,Taiwan,McChicken,51.00,1.73,Breakfast & Value Meals,Breakfast
85,2025/06/19,Thu,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.07,Breakfast & Value Meals,Breakfast
86,2025/06/19,Thu,Taiwan,Mushroom Bagel Sandwich,93.00,3.15,Breakfast & Value Meals,Breakfast
87,2025/06/19,Thu,Taiwan,McNuggets(10),110.00,3.72,Breakfast & Value Meals,Breakfast
88,2025/06/19,Thu,Taiwan,6pcs Chicken McNuggets,69.00,2.34,Breakfast & Value Meals,Breakfast
89,2025/06/19,Thu,Taiwan,Tomato Bagel Sandwich,73.00,2.47,Breakfast & Value Meals,Breakfast
90,2025/06/19,Thu,Taiwan,Mega Sausage McMuffin,82.00,2.78,Breakfast & Value Meals,Breakfast
91,2025/06/19,Thu,Taiwan,Sausage McMuffin w/Egg,62.00,2.10,Breakfast & Value Meals,Breakfast
92,2025/06/19,Thu,Taiwan,Plain Bagel,59.00,2.00,Breakfast & Value Meals,Breakfast
93,2025/06/19,Thu,Taiwan,Sausage McMuffin,52.00,1.76,Breakfast & Value Meals,Breakfast
94,2025/06/19,Thu,Taiwan,Egg McMuffin,54.00,1.83,Breakfast & Value Meals,Breakfast
95,2025/06/19,Thu,Taiwan,Filet-O-Fish,60.00,2.03,Breakfast & Value Meals,Breakfast
96,2025/06/19,Thu,Taiwan,Egg Burger w/Sausage,66.00,2.23,Breakfast & Value Meals,Breakfast
97,2025/06/19,Thu,Taiwan,Egg Burger w/Ham,54.00,1.83,Breakfast & Value Meals,Breakfast
98,2025/06/19,Thu,Taiwan,Egg Burger w/Cheese,38.00,1.29,Breakfast & Value Meals,Breakfast
99,2025/06/19,Thu,Taiwan,Hot Select Brew Americano,75.00,2.54,McCafé,Breakfast
100,2025/06/19,Thu,Taiwan,Iced Select Brew Americano,75.00,2.54,McCafé,Breakfast
101,2025/06/19,Thu,Taiwan,Hot Select Brew Latte,88.00,2.98,McCafé,Breakfast
102,2025/06/19,Thu,Taiwan,Iced Select Brew Latte,88.00,2.98,McCafé,Breakfast
103,2025/06/19,Thu,Taiwan,Caramel Milk Tea (Iced),69.00,2.34,McCafé,Breakfast
104,2025/06/19,Thu,Taiwan,Honey Milk Tea (Iced),69.00,2.34,McCafé,Breakfast
105,2025/06/19,Thu,Taiwan,Honey Black Tea (Iced),59.00,2.00,McCafé,Breakfast
106,2025/06/19,Thu,Taiwan,Honey Milk Tea (Hot),69.00,2.34,McCafé,Breakfast
107,2025/06/19,Thu,Taiwan,Latte (Iced) (No sugar),78.00,2.64,McCafé,Breakfast
108,2025/06/19,Thu,Taiwan,Americano (Iced)(No sugar),65.00,2.20,McCafé,Breakfast
109,2025/06/19,Thu,Taiwan,Latte (Hot),78.00,2.64,McCafé,Breakfast
110,2025/06/19,Thu,Taiwan,Americano (Hot),65.00,2.20,McCafé,Breakfast
111,2025/06/19,Thu,Taiwan,Evian Water,51.00,1.73,McCafé,Breakfast
112,2025/06/19,Thu,Taiwan,Caramel Milk Tea (Iced),69.00,2.34,Beverage,Breakfast
113,2025/06/19,Thu,Taiwan,Taiwan Fresh Orange Juice,69.00,2.34,Beverage,Breakfast
114,2025/06/19,Thu,Taiwan,Black Tea (Hot),38.00,1.29,Beverage,Breakfast
115,2025/06/19,Thu,Taiwan,Milk Tea (Hot),51.00,1.73,Beverage,Breakfast
116,2025/06/19,Thu,Taiwan,Milk Tea (Iced),51.00,1.73,Beverage,Breakfast
