,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2023/09/13,Wed,Taiwan,Mushroom Angus Beef Burger Meal,204.00,6.37,Promotion,Regular
2,2023/09/13,Wed,Taiwan,BLT Angus Beef Burger Meal,194.00,6.05,Promotion,Regular
3,2023/09/13,Wed,Taiwan,Taro Pie,35.00,1.09,Promotion,Regular
4,2023/09/13,Wed,Taiwan,Peru Single Origin,75.00,2.34,Promotion,Regular
5,2023/09/13,Wed,Taiwan,Peru Single Origin Latte,95.00,2.96,Promotion,Regular
6,2023/09/13,Wed,Taiwan,Iced Peru Single Origin,75.00,2.34,Promotion,Regular
7,2023/09/13,Wed,Taiwan,Iced Peru Single Origin Latte,95.00,2.96,Promotion,Regular
8,2023/09/13,Wed,Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,288.00,8.99,Promotion,Regular
9,2023/09/13,Wed,Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,188.00,5.87,Promotion,Regular
10,2023/09/13,Wed,Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,188.00,5.87,Promotion,Regular
11,2023/09/13,Wed,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,359.00,11.20,Promotion,Regular
12,2023/09/13,Wed,Taiwan,McCrispy &  McNuggets Happy Sharing Meal,549.00,17.13,Promotion,Regular
13,2023/09/13,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.52,Promotion,Breakfast
14,2023/09/13,Wed,Taiwan,Taro Pie,35.00,1.09,Promotion,Breakfast
15,2023/09/13,Wed,Taiwan,Peru Single Origin,75.00,2.34,Promotion,Breakfast
16,2023/09/13,Wed,Taiwan,Peru Single Origin Latte,95.00,2.96,Promotion,Breakfast
17,2023/09/13,Wed,Taiwan,Iced Peru Single Origin,75.00,2.34,Promotion,Breakfast
18,2023/09/13,Wed,Taiwan,Iced Peru Single Origin Latte,95.00,2.96,Promotion,Breakfast
19,2023/09/13,Wed,Taiwan,McCrispy &  McNuggets Happy Sharing Meal,549.00,17.13,Happy Sharing Meal,Regular
20,2023/09/13,Wed,Taiwan,McCrispy(O) Happy Sharing Meal,469.00,14.64,Happy Sharing Meal,Regular
21,2023/09/13,Wed,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,359.00,11.20,Happy Sharing Meal,Regular
22,2023/09/13,Wed,Taiwan,Tender Chicken Wing Sharing Meal,319.00,9.95,Happy Sharing Meal,Regular
23,2023/09/13,Wed,Taiwan,Spicy Chicken Wing Sharing Meal,319.00,9.95,Happy Sharing Meal,Regular
24,2023/09/13,Wed,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,269.00,8.39,Happy Sharing Meal,Regular
25,2023/09/13,Wed,Taiwan,2 Burger Combo Meal,319.00,9.95,Happy Sharing Meal,Regular
26,2023/09/13,Wed,Taiwan,BLT Angus Beef Burger,114.00,3.56,Signature,Regular
27,2023/09/13,Wed,Taiwan,BLT Spicy Chicken Burger,114.00,3.56,Signature,Regular
28,2023/09/13,Wed,Taiwan,BLT Grilled Chicken Burger,114.00,3.56,Signature,Regular
29,2023/09/13,Wed,Taiwan,Mushroom Angus Beef Burger,124.00,3.87,Signature,Regular
30,2023/09/13,Wed,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.25,Signature,Regular
31,2023/09/13,Wed,Taiwan,Italian Grilled Chicken Salad,104.00,3.25,Signature,Regular
32,2023/09/13,Wed,Taiwan,Late Night Meal - 2 Pc McCrispy & 10 Pc Chicken McNuggets,288.00,8.99,late night item (22:00-03:00),Regular
33,2023/09/13,Wed,Taiwan,Late Night Meal - 1 Pc McCrispy & 6 Pc Chicken McNuggets,188.00,5.87,late night item (22:00-03:00),Regular
34,2023/09/13,Wed,Taiwan,Late Night Meal - 12 Pc Chicken McNuggets,188.00,5.87,late night item (22:00-03:00),Regular
35,2023/09/13,Wed,Taiwan,Double McChicken Burger,79.00,2.47,Ala Carte & Value Meals,Regular
36,2023/09/13,Wed,Taiwan,Big Mac,80.00,2.50,Ala Carte & Value Meals,Regular
37,2023/09/13,Wed,Taiwan,Double Cheese Burger,70.00,2.18,Ala Carte & Value Meals,Regular
38,2023/09/13,Wed,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,1.87,Ala Carte & Value Meals,Regular
39,2023/09/13,Wed,Taiwan,10pcs Chicken McNuggets,104.00,3.25,Ala Carte & Value Meals,Regular
40,2023/09/13,Wed,Taiwan,6pcs Chicken McNuggets,64.00,2.00,Ala Carte & Value Meals,Regular
41,2023/09/13,Wed,Taiwan,Grilled BBQ Chicken Burger,80.00,2.50,Ala Carte & Value Meals,Regular
42,2023/09/13,Wed,Taiwan,Spicy Chicken Filet,80.00,2.50,Ala Carte & Value Meals,Regular
43,2023/09/13,Wed,Taiwan,McChicken,49.00,1.53,Ala Carte & Value Meals,Regular
44,2023/09/13,Wed,Taiwan,Filet-O-Fish,60.00,1.87,Ala Carte & Value Meals,Regular
45,2023/09/13,Wed,Taiwan,Peru Single Origin,75.00,2.34,McCafé,Regular
46,2023/09/13,Wed,Taiwan,Peru Single Origin Latte,95.00,2.96,McCafé,Regular
47,2023/09/13,Wed,Taiwan,Iced Peru Single Origin,75.00,2.34,McCafé,Regular
48,2023/09/13,Wed,Taiwan,Iced Peru Single Origin Latte,95.00,2.96,McCafé,Regular
49,2023/09/13,Wed,Taiwan,Iced Honey Milk Tea,65.00,2.03,McCafé,Regular
50,2023/09/13,Wed,Taiwan,Honey Iced Tea,55.00,1.72,McCafé,Regular
51,2023/09/13,Wed,Taiwan,Hot Honey Milk Tea,65.00,2.03,McCafé,Regular
52,2023/09/13,Wed,Taiwan,Iced Latte (No sugar),75.00,2.34,McCafé,Regular
53,2023/09/13,Wed,Taiwan,Iced Americano (No sugar),65.00,2.03,McCafé,Regular
54,2023/09/13,Wed,Taiwan,Hot Latte,75.00,2.34,McCafé,Regular
55,2023/09/13,Wed,Taiwan,Americano,65.00,2.03,McCafé,Regular
56,2023/09/13,Wed,Taiwan,Iced Assam Latte,75.00,2.34,McCafé,Regular
57,2023/09/13,Wed,Taiwan,Assam Latte,75.00,2.34,McCafé,Regular
58,2023/09/13,Wed,Taiwan,Hot Chocolate,70.00,2.18,McCafé,Regular
59,2023/09/13,Wed,Taiwan,Evian Water,48.00,1.50,McCafé,Regular
60,2023/09/13,Wed,Taiwan,Sugar-free Iced Black Tea (M),38.00,1.19,Beverage,Regular
61,2023/09/13,Wed,Taiwan,Sugar-free Iced Green Tea (M),38.00,1.19,Beverage,Regular
62,2023/09/13,Wed,Taiwan,Coca-Cola(M),38.00,1.19,Beverage,Regular
63,2023/09/13,Wed,Taiwan,Iced Tea,38.00,1.19,Beverage,Regular
64,2023/09/13,Wed,Taiwan,Sprite(M),38.00,1.19,Beverage,Regular
65,2023/09/13,Wed,Taiwan,Zero Coke(M),38.00,1.19,Beverage,Regular
66,2023/09/13,Wed,Taiwan,Taiwan Fresh Orange Juice,60.00,1.87,Beverage,Regular
67,2023/09/13,Wed,Taiwan,Hot Milk Tea (M),48.00,1.50,Beverage,Regular
68,2023/09/13,Wed,Taiwan,Hot Black Tea (M),38.00,1.19,Beverage,Regular
69,2023/09/13,Wed,Taiwan,Iced Milk Tea(L),48.00,1.50,Beverage,Regular
70,2023/09/13,Wed,Taiwan,Milk,33.00,1.03,Beverage,Regular
71,2023/09/13,Wed,Taiwan,McFlurry(OREO) x2,110.00,3.43,Desserts,Regular
72,2023/09/13,Wed,Taiwan,McFlurry (Double OREO),65.00,2.03,Desserts,Regular
73,2023/09/13,Wed,Taiwan,McFlurry(OREO),55.00,1.72,Desserts,Regular
74,2023/09/13,Wed,Taiwan,McFlurry-Cocoa Brownie,65.00,2.03,Desserts,Regular
75,2023/09/13,Wed,Taiwan,Classic Platter - New 3 Kind,136.00,4.24,Desserts,Regular
76,2023/09/13,Wed,Taiwan,Spicy Chicken Wing(6),130.00,4.06,Desserts,Regular
77,2023/09/13,Wed,Taiwan,Tender Chicken Wing(6),130.00,4.06,Desserts,Regular
78,2023/09/13,Wed,Taiwan,Spicy McCrispy-Chicken Leg/Thigh,60.00,1.87,Desserts,Regular
79,2023/09/13,Wed,Taiwan,Spicy Chicken Wing,49.00,1.53,Desserts,Regular
80,2023/09/13,Wed,Taiwan,Apple Pie,35.00,1.09,Desserts,Regular
81,2023/09/13,Wed,Taiwan,4pcs Nuggets,49.00,1.53,Desserts,Regular
82,2023/09/13,Wed,Taiwan,Tender Chicken Wing,49.00,1.53,Desserts,Regular
83,2023/09/13,Wed,Taiwan,Taro Pie,35.00,1.09,Desserts,Regular
84,2023/09/13,Wed,Taiwan,Corn Soup,40.00,1.25,Desserts,Regular
85,2023/09/13,Wed,Taiwan,Sweet Potato,65.00,2.03,Desserts,Regular
86,2023/09/13,Wed,Taiwan,Fries (M),50.00,1.56,Desserts,Regular
87,2023/09/13,Wed,Taiwan,Fruit Bag (Apple),39.00,1.22,Desserts,Regular
88,2023/09/13,Wed,Taiwan,Salad,50.00,1.56,Desserts,Regular
89,2023/09/13,Wed,Taiwan,Happy Meal - McNugget(4),99.00,3.09,Happy Meal,Regular
90,2023/09/13,Wed,Taiwan,Happy Meal - Ham burger,99.00,3.09,Happy Meal,Regular
91,2023/09/13,Wed,Taiwan,Happy Meal - McFish,99.00,3.09,Happy Meal,Regular
92,2023/09/13,Wed,Taiwan,Grand Breakfast,115.00,3.59,Breakfast Platters,Breakfast
93,2023/09/13,Wed,Taiwan,Hotcakes w/Sausage,69.00,2.15,Breakfast Platters,Breakfast
94,2023/09/13,Wed,Taiwan,Hotcakes,55.00,1.72,Breakfast Platters,Breakfast
95,2023/09/13,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.52,Breakfast & Value Meals,Breakfast
96,2023/09/13,Wed,Taiwan,Filet-O-Fish,60.00,1.87,Breakfast & Value Meals,Breakfast
97,2023/09/13,Wed,Taiwan,Mushroom Bagel Sandwich,89.00,2.78,Breakfast & Value Meals,Breakfast
98,2023/09/13,Wed,Taiwan,McNuggets(10),104.00,3.25,Breakfast & Value Meals,Breakfast
99,2023/09/13,Wed,Taiwan,6pcs Chicken McNuggets,64.00,2.00,Breakfast & Value Meals,Breakfast
100,2023/09/13,Wed,Taiwan,Tomato Bagel Sandwich,69.00,2.15,Breakfast & Value Meals,Breakfast
101,2023/09/13,Wed,Taiwan,Mega Sausage McMuffin,78.00,2.43,Breakfast & Value Meals,Breakfast
102,2023/09/13,Wed,Taiwan,Sausage McMuffin w/Egg,58.00,1.81,Breakfast & Value Meals,Breakfast
103,2023/09/13,Wed,Taiwan,Plain Bagel,55.00,1.72,Breakfast & Value Meals,Breakfast
104,2023/09/13,Wed,Taiwan,Sausage McMuffin,48.00,1.50,Breakfast & Value Meals,Breakfast
105,2023/09/13,Wed,Taiwan,Egg McMuffin,52.00,1.62,Breakfast & Value Meals,Breakfast
106,2023/09/13,Wed,Taiwan,Egg Burger w/Sausage,62.00,1.93,Breakfast & Value Meals,Breakfast
107,2023/09/13,Wed,Taiwan,Egg Burger w/Ham,50.00,1.56,Breakfast & Value Meals,Breakfast
108,2023/09/13,Wed,Taiwan,Egg Burger w/Cheese,38.00,1.19,Breakfast & Value Meals,Breakfast
109,2023/09/13,Wed,Taiwan,Peru Single Origin,75.00,2.34,McCafé,Breakfast
110,2023/09/13,Wed,Taiwan,Peru Single Origin Latte,95.00,2.96,McCafé,Breakfast
111,2023/09/13,Wed,Taiwan,Iced Peru Single Origin,75.00,2.34,McCafé,Breakfast
112,2023/09/13,Wed,Taiwan,Iced Peru Single Origin Latte,95.00,2.96,McCafé,Breakfast
