,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/07/18,Fri,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.10,Promotion,Breakfast
2,2025/07/18,Fri,Taiwan,Double McChicken Burger Meal,123.00,4.18,Promotion,Breakfast
3,2025/07/18,Fri,Taiwan,Double Filet-O-Fish Meal,142.00,4.82,Promotion,Breakfast
4,2025/07/18,Fri,Taiwan,Coke(M) Buy 1 get 1 free,38.00,1.29,Promotion,Breakfast
5,2025/07/18,Fri,Taiwan,Sprite (M) Buy 1 get 1 free,38.00,1.29,Promotion,Breakfast
6,2025/07/18,Fri,Taiwan,Lemon Tea(M) Buy 1 get 1 free,38.00,1.29,Promotion,Breakfast
7,2025/07/18,Fri,Taiwan,Sugar-free Iced Green Tea (M) Buy 1 get 1 free,44.00,1.49,Promotion,Breakfast
8,2025/07/18,Fri,Taiwan,Coke Zero(M) Buy 1 get 1 free,38.00,1.29,Promotion,Breakfast
9,2025/07/18,Fri,Taiwan,Grand Breakfast,115.00,3.91,Breakfast Platters,Breakfast
10,2025/07/18,Fri,Taiwan,Hotcakes w/Sausage,73.00,2.48,Breakfast Platters,Breakfast
11,2025/07/18,Fri,Taiwan,Hotcakes,59.00,2.00,Breakfast Platters,Breakfast
12,2025/07/18,Fri,Taiwan,Double McChicken Burger,81.00,2.75,Breakfast & Value Meals,Breakfast
13,2025/07/18,Fri,Taiwan,McChicken,51.00,1.73,Breakfast & Value Meals,Breakfast
14,2025/07/18,Fri,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.10,Breakfast & Value Meals,Breakfast
15,2025/07/18,Fri,Taiwan,Double Filet-O-Fish,100.00,3.40,Breakfast & Value Meals,Breakfast
16,2025/07/18,Fri,Taiwan,Mushroom Bagel Sandwich,93.00,3.16,Breakfast & Value Meals,Breakfast
17,2025/07/18,Fri,Taiwan,McNuggets(10),110.00,3.74,Breakfast & Value Meals,Breakfast
18,2025/07/18,Fri,Taiwan,6pcs Chicken McNuggets,69.00,2.34,Breakfast & Value Meals,Breakfast
