,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
0,2022/02/22,Tue,Taiwan,20 Pcs Chicken McNuggets Sharing Meal,259.00,9.31,Happy Sharing Box,Regular
1,2022/02/22,Tue,Taiwan,30 Pcs McNuggets Sharing Meal,349.00,12.54,Happy Sharing Box,Regular
2,2022/02/22,Tue,Taiwan,McCrispy Sharing Meal,459.00,16.49,Happy Sharing Box,Regular
3,2022/02/22,Tue,Taiwan,McCrispy & McNuggets Sharing Meal,539.00,19.37,Happy Sharing Box,Regular
4,2022/02/22,Tue,Taiwan,Tender Chicken Wing HSM,309.00,11.10,Happy Sharing Box,Regular
5,2022/02/22,Tue,Taiwan,Spicy Chicken Wing HSM,309.00,11.10,Happy Sharing Box,Regular
6,2022/02/22,Tue,Taiwan,2 Burger Combo Meal,309.00,11.10,Happy Sharing Box,Regular
7,2022/02/22,Tue,Taiwan,Grand Breakfast,115.00,4.13,Breakfast Platters,Breakfast
8,2022/02/22,Tue,Taiwan,Big Breakfast,75.00,2.69,Breakfast Platters,Breakfast
9,2022/02/22,Tue,Taiwan,Hotcakes w/Sausage,69.00,2.48,Breakfast Platters,Breakfast
10,2022/02/22,Tue,Taiwan,Hotcakes,55.00,1.98,Breakfast Platters,Breakfast
11,2022/02/22,Tue,Taiwan,BLT Angus Beef Burger,114.00,4.10,Signature,Regular
12,2022/02/22,Tue,Taiwan,BLT Spicy Chicken Burger,114.00,4.10,Signature,Regular
13,2022/02/22,Tue,Taiwan,BLT Grilled Chicken Burger,114.00,4.10,Signature,Regular
14,2022/02/22,Tue,Taiwan,Mushroom Angus Beef Burger,124.00,4.46,Signature,Regular
15,2022/02/22,Tue,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.74,Signature,Regular
16,2022/02/22,Tue,Taiwan,Italian Grilled Chicken Salad,104.00,3.74,Signature,Regular
17,2022/02/22,Tue,Taiwan,Tea time,99.00,3.56,Tea time,Regular
18,2022/02/22,Tue,Taiwan,Ginger Pork Burger,84.00,3.02,Ala Carte & Value Meals,Regular
19,2022/02/22,Tue,Taiwan,Smoked Chicken Burger,84.00,3.02,Ala Carte & Value Meals,Regular
20,2022/02/22,Tue,Taiwan,BLT Angus Beef Burger,114.00,4.10,Ala Carte & Value Meals,Regular
21,2022/02/22,Tue,Taiwan,BLT Spicy Chicken Burger,114.00,4.10,Ala Carte & Value Meals,Regular
22,2022/02/22,Tue,Taiwan,BLT Grilled Chicken Burger,114.00,4.10,Ala Carte & Value Meals,Regular
23,2022/02/22,Tue,Taiwan,Mushroom Angus Beef Burger,124.00,4.46,Ala Carte & Value Meals,Regular
24,2022/02/22,Tue,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.74,Ala Carte & Value Meals,Regular
25,2022/02/22,Tue,Taiwan,Italian Grilled Chicken Salad,104.00,3.74,Ala Carte & Value Meals,Regular
26,2022/02/22,Tue,Taiwan,Big Mac,80.00,2.87,Ala Carte & Value Meals,Regular
27,2022/02/22,Tue,Taiwan,Double Cheese Burger,70.00,2.52,Ala Carte & Value Meals,Regular
