,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
0,2022/04/19,Tue,Taiwan,30 Pcs McNuggets Sharing Meal,349.00,11.93,Promotion,Regular
1,2022/04/19,Tue,Taiwan,McCrispy & McNuggets Sharing Meal,539.00,18.43,Promotion,Regular
2,2022/04/19,Tue,Taiwan,Breakfast  2 Burger Combo Meal,199.00,6.80,Promotion,Breakfast
3,2022/04/19,Tue,Taiwan,Happy Sharing Meal - Chicken McCrispy,519.00,17.74,Happy Sharing Box,Regular
4,2022/04/19,Tue,Taiwan,Spicy Chicken Wing HSM,308.00,10.53,Happy Sharing Box,Regular
5,2022/04/19,Tue,Taiwan,Tender Chicken Wing HSM,308.00,10.53,Happy Sharing Box,Regular
6,2022/04/19,Tue,Taiwan,20 Pcs Chicken McNuggets Sharing Meal,259.00,8.85,Happy Sharing Box,Regular
7,2022/04/19,Tue,Taiwan,30 Pcs McNuggets Sharing Meal,349.00,11.93,Happy Sharing Box,Regular
8,2022/04/19,Tue,Taiwan,McCrispy Sharing Meal,459.00,15.69,Happy Sharing Box,Regular
9,2022/04/19,Tue,Taiwan,McCrispy & McNuggets Sharing Meal,539.00,18.43,Happy Sharing Box,Regular
10,2022/04/19,Tue,Taiwan,Tender Chicken Wing HSM,309.00,10.56,Happy Sharing Box,Regular
11,2022/04/19,Tue,Taiwan,Spicy Chicken Wing HSM,309.00,10.56,Happy Sharing Box,Regular
12,2022/04/19,Tue,Taiwan,2 Burger Combo Meal,309.00,10.56,Happy Sharing Box,Regular
13,2022/04/19,Tue,Taiwan,BLT Angus Beef Burger,114.00,3.90,Signature,Regular
14,2022/04/19,Tue,Taiwan,BLT Spicy Chicken Burger,114.00,3.90,Signature,Regular
15,2022/04/19,Tue,Taiwan,BLT Grilled Chicken Burger,114.00,3.90,Signature,Regular
16,2022/04/19,Tue,Taiwan,Mushroom Angus Beef Burger,124.00,4.24,Signature,Regular
17,2022/04/19,Tue,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.56,Signature,Regular
18,2022/04/19,Tue,Taiwan,Italian Grilled Chicken Salad,104.00,3.56,Signature,Regular
19,2022/04/19,Tue,Taiwan,Tea time,99.00,3.38,Tea time,Regular
20,2022/04/19,Tue,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,2.05,Ala Carte & Value Meals,Regular
21,2022/04/19,Tue,Taiwan,McCrispy-Chicken Wing,49.00,1.68,Ala Carte & Value Meals,Regular
22,2022/04/19,Tue,Taiwan,BLT Spicy Chicken Burger,114.00,3.90,Ala Carte & Value Meals,Regular
