,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2025/01/12,Sun,Singapore,Chicken Bacon and Egg McMuffin®,5.20,3.74,What's New,Breakfast Menu
2,2025/01/12,Sun,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,4.54,What's New,Breakfast Menu
3,2025/01/12,Sun,Singapore,Sausage McMuffin®,4.30,3.10,What's New,Breakfast Menu
4,2025/01/12,Sun,Singapore,Sausage McMuffin® Meal,6.00,4.32,What's New,Breakfast Menu
5,2025/01/12,Sun,Singapore,Chicken Muffin,4.30,3.10,What's New,Breakfast Menu
6,2025/01/12,Sun,Singapore,Chicken Muffin Meal,6.00,4.32,What's New,Breakfast Menu
7,2025/01/12,Sun,Singapore,Egg McMuffin®,5.20,3.74,What's New,Breakfast Menu
8,2025/01/12,Sun,Singapore,Egg McMuffin® Meal,6.30,4.54,What's New,Breakfast Menu
9,2025/01/12,Sun,Singapore,2xVM: Chic Bacon Egg McMuffin EVM + SEB EVM,12.35,8.89,What's New,Breakfast Menu
10,2025/01/12,Sun,Singapore,Chicken Bacon and Egg McMuffin®,5.20,3.74,Burgers & Muffins,Breakfast Menu
11,2025/01/12,Sun,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,4.54,Burgers & Muffins,Breakfast Menu
12,2025/01/12,Sun,Singapore,Double Sausage Egg McMuffin®,6.70,4.82,Burgers & Muffins,Breakfast Menu
13,2025/01/12,Sun,Singapore,Double Sausage Egg McMuffin® Meal,8.50,6.12,Burgers & Muffins,Breakfast Menu
14,2025/01/12,Sun,Singapore,Sausage Egg McMuffin®,5.30,3.82,Burgers & Muffins,Breakfast Menu
15,2025/01/12,Sun,Singapore,Sausage Egg McMuffin® Meal,7.10,5.11,Burgers & Muffins,Breakfast Menu
16,2025/01/12,Sun,Singapore,Double Sausage McMuffin®,5.70,4.10,Burgers & Muffins,Breakfast Menu
17,2025/01/12,Sun,Singapore,Double Sausage McMuffin® Meal,7.40,5.33,Burgers & Muffins,Breakfast Menu
18,2025/01/12,Sun,Singapore,Scrambled Egg Burger with Sausage,5.50,3.96,Burgers & Muffins,Breakfast Menu
19,2025/01/12,Sun,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,5.18,Burgers & Muffins,Breakfast Menu
20,2025/01/12,Sun,Singapore,Scrambled Egg Burger with Chicken,5.50,3.96,Burgers & Muffins,Breakfast Menu
21,2025/01/12,Sun,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,5.18,Burgers & Muffins,Breakfast Menu
22,2025/01/12,Sun,Singapore,Double Filet-O-Fish®,8.15,5.87,Burgers & Muffins,Breakfast Menu
23,2025/01/12,Sun,Singapore,Double Filet-O-Fish® Meal,10.00,7.20,Burgers & Muffins,Breakfast Menu
24,2025/01/12,Sun,Singapore,Filet-O-Fish®,6.25,4.50,Burgers & Muffins,Breakfast Menu
25,2025/01/12,Sun,Singapore,Filet-O-Fish® Meal,7.60,5.47,Burgers & Muffins,Breakfast Menu
26,2025/01/12,Sun,Singapore,Chicken Muffin with Egg,5.20,3.74,Burgers & Muffins,Breakfast Menu
27,2025/01/12,Sun,Singapore,Chicken Muffin with Egg Meal,7.00,5.04,Burgers & Muffins,Breakfast Menu
28,2025/01/12,Sun,Singapore,Sausage McMuffin®,4.30,3.10,Burgers & Muffins,Breakfast Menu
29,2025/01/12,Sun,Singapore,Sausage McMuffin® Meal,6.00,4.32,Burgers & Muffins,Breakfast Menu
30,2025/01/12,Sun,Singapore,Chicken Muffin,4.30,3.10,Burgers & Muffins,Breakfast Menu
31,2025/01/12,Sun,Singapore,Chicken Muffin Meal,6.00,4.32,Burgers & Muffins,Breakfast Menu
32,2025/01/12,Sun,Singapore,Egg McMuffin®,5.20,3.74,Burgers & Muffins,Breakfast Menu
33,2025/01/12,Sun,Singapore,Egg McMuffin® Meal,6.30,4.54,Burgers & Muffins,Breakfast Menu
34,2025/01/12,Sun,Singapore,Breakfast Deluxe™,8.15,5.87,Platters,Breakfast Menu
35,2025/01/12,Sun,Singapore,Breakfast Deluxe™ Meal,9.60,6.91,Platters,Breakfast Menu
36,2025/01/12,Sun,Singapore,Big Breakfast®,7.10,5.11,Platters,Breakfast Menu
37,2025/01/12,Sun,Singapore,Big Breakfast® Meal,8.05,5.80,Platters,Breakfast Menu
