,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/08/01,Fri,Japan,Hawaii Morning Deli Set,1090.00,7.24,Featured,Regular Menu
2,2025/08/01,Fri,Japan,Sausage Egg Muffin Set,530.00,3.52,Featured,Regular Menu
3,2025/08/01,Fri,Japan,Sausage Muffin Set,400.00,2.66,Featured,Regular Menu
4,2025/08/01,Fri,Japan,Egg McMuffin® Set,460.00,3.06,Featured,Regular Menu
5,2025/08/01,Fri,Japan,Hawaii Dinner Deli Set,1850.00,12.29,Featured,Regular Menu
6,2025/08/01,Fri,Japan,Zakugiri-Potato & Double Thick Beef Irresistible Cheese Pepper Set,1080.00,7.18,Featured,Regular Menu
7,2025/08/01,Fri,Japan,PoteNage DAI,600.00,3.99,Featured,Regular Menu
8,2025/08/01,Fri,Japan,PoteNage TOKUDAI,960.00,6.38,Featured,Regular Menu
9,2025/08/01,Fri,Japan,Hawaii Delivery Set for 3,3290.00,21.86,Featured,Regular Menu
10,2025/08/01,Fri,Japan,Hawaii Delivery Set for 2,2180.00,14.49,Featured,Regular Menu
11,2025/08/01,Fri,Japan,Hawaii Delivery Set,1090.00,7.24,Featured,Regular Menu
12,2025/08/01,Fri,Japan,Big Mac® Set,750.00,4.98,Featured,Regular Menu
13,2025/08/01,Fri,Japan,Potenage XL ＋2Choices,2300.00,15.29,Featured,Regular Menu
14,2025/08/01,Fri,Japan,Mixed Berry Yogurt Smoothie,440.00,2.92,Featured,Regular Menu
15,2025/08/01,Fri,Japan,Blueberry Cheesecake Frappe,490.00,3.26,Featured,Regular Menu
16,2025/08/01,Fri,Japan,Macaron Banana,190.00,1.26,Featured,Regular Menu
17,2025/08/01,Fri,Japan,Chicken McNuggets® 15Pcs,490.00,3.26,Featured,Regular Menu
18,2025/08/01,Fri,Japan,Garlic & Cheese Sauce,40.00,0.27,Featured,Regular Menu
19,2025/08/01,Fri,Japan,Yurinchi Style Sauce,40.00,0.27,Featured,Regular Menu
20,2025/08/01,Fri,Japan,Shaka Shaka Potato® Sour Cream Onion Flavor Seasoning,40.00,0.27,Featured,Regular Menu
21,2025/08/01,Fri,Japan,McFizz® Blue Hawaii 2025,300.00,1.99,Featured,Regular Menu
22,2025/08/01,Fri,Japan,Cheese Bacon Potato Pie,190.00,1.26,Featured,Regular Menu
23,2025/08/01,Fri,Japan,TAIKI Set,1310.00,8.71,Featured,Regular Menu
24,2025/08/01,Fri,Japan,YUSEI Set,1330.00,8.84,Featured,Regular Menu
25,2025/08/01,Fri,Japan,SOTA Set,960.00,6.38,Featured,Regular Menu
26,2025/08/01,Fri,Japan,NATCHAN Set,1420.00,9.44,Featured,Regular Menu
27,2025/08/01,Fri,Japan,SEKAI Set,1440.00,9.57,Featured,Regular Menu
28,2025/08/01,Fri,Japan,KEITO Set,1170.00,7.78,Featured,Regular Menu
29,2025/08/01,Fri,Japan,SAWANATSU Set,1730.00,11.50,Featured,Regular Menu
30,2025/08/01,Fri,Japan,LEIYA Set,1420.00,9.44,Featured,Regular Menu
31,2025/08/01,Fri,Japan,Smile,0.00,0.00,Featured,Regular Menu
32,2025/08/01,Fri,Japan,Cheese Locomoco Muffin,430.00,2.86,Burgers,Regular Menu
33,2025/08/01,Fri,Japan,Egg McMuffin®,260.00,1.73,Burgers,Regular Menu
34,2025/08/01,Fri,Japan,Bacon Egg McSandwich,300.00,1.99,Burgers,Regular Menu
35,2025/08/01,Fri,Japan,Sausage Egg Muffin,330.00,2.19,Burgers,Regular Menu
36,2025/08/01,Fri,Japan,Sausage Muffin,180.00,1.20,Burgers,Regular Menu
37,2025/08/01,Fri,Japan,Chicken McMuffin,210.00,1.40,Burgers,Regular Menu
38,2025/08/01,Fri,Japan,Hotcakes,360.00,2.39,Burgers,Regular Menu
