,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/01/02,Thu,Japan,Sausage Egg Muffin Set,520.00,3.31,Featured,Regular Menu
2,2025/01/02,Thu,Japan,Sausage Muffin Set,380.00,2.42,Featured,Regular Menu
3,2025/01/02,Thu,Japan,Chicken McNuggets® Happy Set,520.00,3.31,Featured,Regular Menu
4,2025/01/02,Thu,Japan,Egg McMuffin® Set,460.00,2.92,Featured,Regular Menu
5,2025/01/02,Thu,Japan,PoteNage DAI,600.00,3.81,Featured,Regular Menu
6,2025/01/02,Thu,Japan,PoteNage TOKUDAI,950.00,6.04,Featured,Regular Menu
7,2025/01/02,Thu,Japan,Bai Big Mac Set,950.00,6.04,Featured,Regular Menu
8,2025/01/02,Thu,Japan,Bai Teriyaki McBurger Set,770.00,4.89,Featured,Regular Menu
9,2025/01/02,Thu,Japan,Delivery Set for 3,2500.00,15.89,Featured,Regular Menu
10,2025/01/02,Thu,Japan,Delivery Set for 2,2240.00,14.24,Featured,Regular Menu
11,2025/01/02,Thu,Japan,Deli Set for A1,1500.00,9.53,Featured,Regular Menu
12,2025/01/02,Thu,Japan,Deli Set for B1,1500.00,9.53,Featured,Regular Menu
13,2025/01/02,Thu,Japan,Potenage XL ＋2Choices,1360.00,8.64,Featured,Regular Menu
14,2025/01/02,Thu,Japan,Shaka Shaka Potato® HAPPY TURN Flavor Seasoning,40.00,0.25,Featured,Regular Menu
15,2025/01/02,Thu,Japan,Cheese Beef Stew Pie,230.00,1.46,Featured,Regular Menu
16,2025/01/02,Thu,Japan,Chicken McNuggets® 15Pcs,740.00,4.70,Featured,Regular Menu
17,2025/01/02,Thu,Japan,Double Choco Strawberry Frappe,490.00,3.11,Featured,Regular Menu
18,2025/01/02,Thu,Japan,Double Choco Strawberry Frappe with Macaron Chocolate,610.00,3.88,Featured,Regular Menu
19,2025/01/02,Thu,Japan,Smile,0.00,0.00,Featured,Regular Menu
20,2025/01/02,Thu,Japan,Egg McMuffin®,260.00,1.65,Burgers,Regular Menu
21,2025/01/02,Thu,Japan,Bacon Egg McSandwich,270.00,1.72,Burgers,Regular Menu
