,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/08/26,Tue,Japan,Cheese Cheese Double Cheese Sausage McMuffin Set,650.00,4.41,Featured,Regular Menu
2,2025/08/26,Tue,Japan,Sausage Egg Muffin Set,530.00,3.59,Featured,Regular Menu
3,2025/08/26,Tue,Japan,Sausage Muffin Set,400.00,2.71,Featured,Regular Menu
4,2025/08/26,Tue,Japan,Egg McMuffin® Set,460.00,3.12,Featured,Regular Menu
5,2025/08/26,Tue,Japan,PoteNage DAI,600.00,4.07,Featured,Regular Menu
6,2025/08/26,Tue,Japan,PoteNage TOKUDAI,960.00,6.51,Featured,Regular Menu
7,2025/08/26,Tue,Japan,Bai Big Mac Set,990.00,6.71,Featured,Regular Menu
8,2025/08/26,Tue,Japan,Bai Teriyaki McBurger Set,790.00,5.36,Featured,Regular Menu
9,2025/08/26,Tue,Japan, Cheese Cheese Double Cheeseburger Set,800.00,5.42,Featured,Regular Menu
10,2025/08/26,Tue,Japan, Cheese Cheese Teriyaki McBurger Set,770.00,5.22,Featured,Regular Menu
11,2025/08/26,Tue,Japan,Big Mac® Set,750.00,5.09,Featured,Regular Menu
12,2025/08/26,Tue,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.76,Featured,Regular Menu
13,2025/08/26,Tue,Japan,Potenage XL ＋2Choices,2300.00,15.60,Featured,Regular Menu
14,2025/08/26,Tue,Japan,Mixed Berry Yogurt Smoothie,440.00,2.98,Featured,Regular Menu
15,2025/08/26,Tue,Japan,Blueberry Cheesecake Frappe,490.00,3.32,Featured,Regular Menu
16,2025/08/26,Tue,Japan,Chicken McNuggets® 15Pcs,490.00,3.32,Featured,Regular Menu
17,2025/08/26,Tue,Japan,Yurinchi Style Sauce,40.00,0.27,Featured,Regular Menu
18,2025/08/26,Tue,Japan,Smile,0.00,0.00,Featured,Regular Menu
19,2025/08/26,Tue,Japan,Cheese Cheese Double Cheese Sausage McMuffin,450.00,3.05,Burgers,Regular Menu
20,2025/08/26,Tue,Japan,Egg McMuffin®,260.00,1.76,Burgers,Regular Menu
21,2025/08/26,Tue,Japan,Bacon Egg McSandwich,300.00,2.03,Burgers,Regular Menu
22,2025/08/26,Tue,Japan,Sausage Egg Muffin,330.00,2.24,Burgers,Regular Menu
23,2025/08/26,Tue,Japan,Sausage Muffin,180.00,1.22,Burgers,Regular Menu
24,2025/08/26,Tue,Japan,Chicken McMuffin,210.00,1.42,Burgers,Regular Menu
25,2025/08/26,Tue,Japan,Hotcakes,360.00,2.44,Burgers,Regular Menu
26,2025/08/26,Tue,Japan,McGriddles Sausage & Egg,360.00,2.44,Burgers,Regular Menu
27,2025/08/26,Tue,Japan,McGriddles Bacon & Egg,340.00,2.31,Burgers,Regular Menu
28,2025/08/26,Tue,Japan,McGriddles Sausage,250.00,1.70,Burgers,Regular Menu
29,2025/08/26,Tue,Japan,Mega Muffin,420.00,2.85,Burgers,Regular Menu
30,2025/08/26,Tue,Japan,Bai Big Mac,720.00,4.88,Burgers,Regular Menu
31,2025/08/26,Tue,Japan,Bai Double Cheeseburger,690.00,4.68,Burgers,Regular Menu
32,2025/08/26,Tue,Japan,Bai Teriyaki McBurger,520.00,3.53,Burgers,Regular Menu
33,2025/08/26,Tue,Japan,Bai Filet-O-Fish,520.00,3.53,Burgers,Regular Menu
34,2025/08/26,Tue,Japan,Bai Chicken Filet-O,540.00,3.66,Burgers,Regular Menu
35,2025/08/26,Tue,Japan,Bai Teriyaki Chicken Filet-O,540.00,3.66,Burgers,Regular Menu
