,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/10/16,Thu,Japan,Sausage Egg Muffin Set,530.00,3.50,Featured,Regular Menu
2,2025/10/16,Thu,Japan,Sausage Muffin Set,400.00,2.65,Featured,Regular Menu
3,2025/10/16,Thu,Japan,Egg McMuffin® Set,460.00,3.04,Featured,Regular Menu
4,2025/10/16,Thu,Japan,Chicken McNuggets® Happy Set,540.00,3.57,Featured,Regular Menu
5,2025/10/16,Thu,Japan,Roasted Soy Sauce Triple Thick Beef Set,1120.00,7.41,Featured,Regular Menu
6,2025/10/16,Thu,Japan,PoteNage DAI,600.00,3.97,Featured,Regular Menu
7,2025/10/16,Thu,Japan,PoteNage TOKUDAI,960.00,6.35,Featured,Regular Menu
8,2025/10/16,Thu,Japan,Bai Big Mac Set,990.00,6.55,Featured,Regular Menu
9,2025/10/16,Thu,Japan,Sukiyaki Tsukimi Set,840.00,5.55,Featured,Regular Menu
10,2025/10/16,Thu,Japan,Tsukimi Burger Set,740.00,4.89,Featured,Regular Menu
11,2025/10/16,Thu,Japan,Cheese Tsukimi Set,770.00,5.09,Featured,Regular Menu
12,2025/10/16,Thu,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.62,Featured,Regular Menu
13,2025/10/16,Thu,Japan,Roasted Soy Sauce Egg Bacon Thick Beef Set,840.00,5.55,Featured,Regular Menu
14,2025/10/16,Thu,Japan,BigMac® Donation Set,800.00,5.29,Featured,Regular Menu
15,2025/10/16,Thu,Japan,Double Cheese Burger Donation Set,750.00,4.96,Featured,Regular Menu
16,2025/10/16,Thu,Japan,Teriyaki McBurger Donation Set,720.00,4.76,Featured,Regular Menu
17,2025/10/16,Thu,Japan,Potenage XL ＋2Choices,2300.00,15.21,Featured,Regular Menu
18,2025/10/16,Thu,Japan,Sankaku Choco Pie Black,170.00,1.12,Featured,Regular Menu
19,2025/10/16,Thu,Japan,Sankaku Choco Pie Strawberry Milk,190.00,1.26,Featured,Regular Menu
20,2025/10/16,Thu,Japan,McFlurry® MY MELODY＆KUROMI Blueberry Yogurt Flavor,320.00,2.12,Featured,Regular Menu
21,2025/10/16,Thu,Japan,JURIN CHISA Donation Set,1310.00,8.66,Featured,Regular Menu
22,2025/10/16,Thu,Japan,HINATA HARVEY JURIA Donation Set,1770.00,11.70,Featured,Regular Menu
23,2025/10/16,Thu,Japan,MAYA COCONA Donation Set,1390.00,9.19,Featured,Regular Menu
24,2025/10/16,Thu,Japan,JURIN CHISA Set,1260.00,8.33,Featured,Regular Menu
25,2025/10/16,Thu,Japan,HINATA HARVEY JURIA Set,1720.00,11.37,Featured,Regular Menu
26,2025/10/16,Thu,Japan,MAYA COCONA Set,1340.00,8.86,Featured,Regular Menu
27,2025/10/16,Thu,Japan,Pote Nage DAI & Coke Set,870.00,5.75,Featured,Regular Menu
28,2025/10/16,Thu,Japan,Pote Nage TOKUDAI & Coke Set,1500.00,9.92,Featured,Regular Menu
29,2025/10/16,Thu,Japan,Smile,0.00,0.00,Featured,Regular Menu
30,2025/10/16,Thu,Japan,Tsukimi McMuffin,400.00,2.65,Burgers,Regular Menu
31,2025/10/16,Thu,Japan,Egg McMuffin®,260.00,1.72,Burgers,Regular Menu
32,2025/10/16,Thu,Japan,Bacon Egg McSandwich,300.00,1.98,Burgers,Regular Menu
33,2025/10/16,Thu,Japan,Sausage Egg Muffin,330.00,2.18,Burgers,Regular Menu
34,2025/10/16,Thu,Japan,Sausage Muffin,180.00,1.19,Burgers,Regular Menu
35,2025/10/16,Thu,Japan,Chicken McMuffin,210.00,1.39,Burgers,Regular Menu
36,2025/10/16,Thu,Japan,Hotcakes,360.00,2.38,Burgers,Regular Menu
37,2025/10/16,Thu,Japan,McGriddles Sausage & Egg,360.00,2.38,Burgers,Regular Menu
38,2025/10/16,Thu,Japan,McGriddles Bacon & Egg,340.00,2.25,Burgers,Regular Menu
39,2025/10/16,Thu,Japan,McGriddles Sausage,250.00,1.65,Burgers,Regular Menu
40,2025/10/16,Thu,Japan,Mega Muffin,420.00,2.78,Burgers,Regular Menu
41,2025/10/16,Thu,Japan,Triple Sukiyaki Tsukimi,780.00,5.16,Burgers,Regular Menu
42,2025/10/16,Thu,Japan,Roasted Soy Sauce Triple Thick Beef,820.00,5.42,Burgers,Regular Menu
43,2025/10/16,Thu,Japan,Bai Big Mac,720.00,4.76,Burgers,Regular Menu
44,2025/10/16,Thu,Japan,Bai Double Cheeseburger,690.00,4.56,Burgers,Regular Menu
45,2025/10/16,Thu,Japan,Bai Teriyaki McBurger,520.00,3.44,Burgers,Regular Menu
46,2025/10/16,Thu,Japan,Bai Filet-O-Fish,520.00,3.44,Burgers,Regular Menu
47,2025/10/16,Thu,Japan,Bai Chicken Filet-O,540.00,3.57,Burgers,Regular Menu
48,2025/10/16,Thu,Japan,Bai Teriyaki Chicken Filet-O,540.00,3.57,Burgers,Regular Menu
49,2025/10/16,Thu,Japan,Bai Bacon Lettuce Burger,540.00,3.57,Burgers,Regular Menu
50,2025/10/16,Thu,Japan,Bai Shrimp Filet-O,550.00,3.64,Burgers,Regular Menu
51,2025/10/16,Thu,Japan,Bai McChicken,310.00,2.05,Burgers,Regular Menu
52,2025/10/16,Thu,Japan,Bai Spicy McChicken,340.00,2.25,Burgers,Regular Menu
53,2025/10/16,Thu,Japan,Bai McChicken Cheese,370.00,2.45,Burgers,Regular Menu
54,2025/10/16,Thu,Japan,Bai Egg Cheeseburger,370.00,2.45,Burgers,Regular Menu
55,2025/10/16,Thu,Japan,Bai Hamburger,310.00,2.05,Burgers,Regular Menu
56,2025/10/16,Thu,Japan,Bai Cheeseburger,340.00,2.25,Burgers,Regular Menu
57,2025/10/16,Thu,Japan,Sukiyaki Tsukimi,540.00,3.57,Burgers,Regular Menu
58,2025/10/16,Thu,Japan,Tsukimi Burger,440.00,2.91,Burgers,Regular Menu
59,2025/10/16,Thu,Japan,Cheese Tsukimi,470.00,3.11,Burgers,Regular Menu
60,2025/10/16,Thu,Japan,Roasted Soy Sauce Double Thick Beef,580.00,3.84,Burgers,Regular Menu
61,2025/10/16,Thu,Japan,Roasted Soy Sauce Egg Bacon Thick Beef,570.00,3.77,Burgers,Regular Menu
62,2025/10/16,Thu,Japan,Big Mac®,480.00,3.17,Burgers,Regular Menu
63,2025/10/16,Thu,Japan,Double Cheeseburger,450.00,2.98,Burgers,Regular Menu
64,2025/10/16,Thu,Japan,Teriyaki McBurger,400.00,2.65,Burgers,Regular Menu
65,2025/10/16,Thu,Japan,Filet-O-Fish®,400.00,2.65,Burgers,Regular Menu
66,2025/10/16,Thu,Japan,Chicken Filet-O®,420.00,2.78,Burgers,Regular Menu
67,2025/10/16,Thu,Japan,Teriyaki Chicken Filet-O,420.00,2.78,Burgers,Regular Menu
68,2025/10/16,Thu,Japan,Bacon Lettuce Burger,420.00,2.78,Burgers,Regular Menu
69,2025/10/16,Thu,Japan,Shrimp Filet-O,430.00,2.84,Burgers,Regular Menu
70,2025/10/16,Thu,Japan,McChicken®,190.00,1.26,Burgers,Regular Menu
71,2025/10/16,Thu,Japan,Spicy McChicken,220.00,1.45,Burgers,Regular Menu
72,2025/10/16,Thu,Japan,McChicken® Cheese,250.00,1.65,Burgers,Regular Menu
73,2025/10/16,Thu,Japan,Egg Cheeseburger,250.00,1.65,Burgers,Regular Menu
74,2025/10/16,Thu,Japan,Hamburger,190.00,1.26,Burgers,Regular Menu
75,2025/10/16,Thu,Japan,Cheeseburger,220.00,1.45,Burgers,Regular Menu
76,2025/10/16,Thu,Japan,Smile,0.00,0.00,Burgers,Regular Menu
77,2025/10/16,Thu,Japan,Tsukimi McMuffin Set,600.00,3.97,Set,Regular Menu
78,2025/10/16,Thu,Japan,Egg McMuffin® Set,460.00,3.04,Set,Regular Menu
79,2025/10/16,Thu,Japan,Bacon Egg McSandwich Set,490.00,3.24,Set,Regular Menu
80,2025/10/16,Thu,Japan,Sausage Egg Muffin Set,530.00,3.50,Set,Regular Menu
81,2025/10/16,Thu,Japan,Sausage Muffin Set,400.00,2.65,Set,Regular Menu
82,2025/10/16,Thu,Japan,Chicken McMuffin Set,420.00,2.78,Set,Regular Menu
83,2025/10/16,Thu,Japan,Filet-O-Fish® Set,600.00,3.97,Set,Regular Menu
84,2025/10/16,Thu,Japan,Hotcakes Set,560.00,3.70,Set,Regular Menu
85,2025/10/16,Thu,Japan,McGriddles Sausage & Egg Set,560.00,3.70,Set,Regular Menu
86,2025/10/16,Thu,Japan,McGriddles Bacon & Egg Set,540.00,3.57,Set,Regular Menu
87,2025/10/16,Thu,Japan,McGriddles Sausage Set,450.00,2.98,Set,Regular Menu
88,2025/10/16,Thu,Japan,Mega Muffin Set,620.00,4.10,Set,Regular Menu
89,2025/10/16,Thu,Japan,Triple Sukiyaki Tsukimi Set,1080.00,7.14,Set,Regular Menu
