,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/10/14,Tue,Japan,Sausage Egg Muffin Set,530.00,3.48,Featured,Regular Menu
2,2025/10/14,Tue,Japan,Sausage Muffin Set,400.00,2.63,Featured,Regular Menu
3,2025/10/14,Tue,Japan,Egg McMuffin® Set,460.00,3.02,Featured,Regular Menu
4,2025/10/14,Tue,Japan,Chicken McNuggets® Happy Set,540.00,3.55,Featured,Regular Menu
5,2025/10/14,Tue,Japan,Roasted Soy Sauce Triple Thick Beef Set,1120.00,7.35,Featured,Regular Menu
6,2025/10/14,Tue,Japan,PoteNage DAI,600.00,3.94,Featured,Regular Menu
7,2025/10/14,Tue,Japan,PoteNage TOKUDAI,960.00,6.30,Featured,Regular Menu
8,2025/10/14,Tue,Japan,Bai Big Mac Set,990.00,6.50,Featured,Regular Menu
9,2025/10/14,Tue,Japan,Sukiyaki Tsukimi Set,840.00,5.51,Featured,Regular Menu
10,2025/10/14,Tue,Japan,Tsukimi Burger Set,740.00,4.86,Featured,Regular Menu
11,2025/10/14,Tue,Japan,Cheese Tsukimi Set,770.00,5.06,Featured,Regular Menu
12,2025/10/14,Tue,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.58,Featured,Regular Menu
13,2025/10/14,Tue,Japan,Roasted Soy Sauce Egg Bacon Thick Beef Set,840.00,5.51,Featured,Regular Menu
14,2025/10/14,Tue,Japan,BigMac® Donation Set,800.00,5.25,Featured,Regular Menu
15,2025/10/14,Tue,Japan,Double Cheese Burger Donation Set,750.00,4.92,Featured,Regular Menu
16,2025/10/14,Tue,Japan,Teriyaki McBurger Donation Set,720.00,4.73,Featured,Regular Menu
17,2025/10/14,Tue,Japan,Potenage XL ＋2Choices,2300.00,15.10,Featured,Regular Menu
18,2025/10/14,Tue,Japan,Sankaku Choco Pie Black,170.00,1.12,Featured,Regular Menu
19,2025/10/14,Tue,Japan,Sankaku Choco Pie Strawberry Milk,190.00,1.25,Featured,Regular Menu
20,2025/10/14,Tue,Japan,McFlurry® MY MELODY＆KUROMI Blueberry Yogurt Flavor,320.00,2.10,Featured,Regular Menu
21,2025/10/14,Tue,Japan,JURIN CHISA Donation Set,1310.00,8.60,Featured,Regular Menu
22,2025/10/14,Tue,Japan,HINATA HARVEY JURIA Donation Set,1770.00,11.62,Featured,Regular Menu
23,2025/10/14,Tue,Japan,MAYA COCONA Donation Set,1390.00,9.13,Featured,Regular Menu
24,2025/10/14,Tue,Japan,JURIN CHISA Set,1260.00,8.27,Featured,Regular Menu
25,2025/10/14,Tue,Japan,HINATA HARVEY JURIA Set,1720.00,11.29,Featured,Regular Menu
26,2025/10/14,Tue,Japan,MAYA COCONA Set,1340.00,8.80,Featured,Regular Menu
27,2025/10/14,Tue,Japan,Pote Nage DAI & Coke Set,870.00,5.71,Featured,Regular Menu
28,2025/10/14,Tue,Japan,Pote Nage TOKUDAI & Coke Set,1500.00,9.85,Featured,Regular Menu
29,2025/10/14,Tue,Japan,Smile,0.00,0.00,Featured,Regular Menu
30,2025/10/14,Tue,Japan,Tsukimi McMuffin,400.00,2.63,Burgers,Regular Menu
31,2025/10/14,Tue,Japan,Egg McMuffin®,260.00,1.71,Burgers,Regular Menu
32,2025/10/14,Tue,Japan,Bacon Egg McSandwich,300.00,1.97,Burgers,Regular Menu
33,2025/10/14,Tue,Japan,Sausage Egg Muffin,330.00,2.17,Burgers,Regular Menu
34,2025/10/14,Tue,Japan,Sausage Muffin,180.00,1.18,Burgers,Regular Menu
35,2025/10/14,Tue,Japan,Chicken McMuffin,210.00,1.38,Burgers,Regular Menu
36,2025/10/14,Tue,Japan,Hotcakes,360.00,2.36,Burgers,Regular Menu
37,2025/10/14,Tue,Japan,McGriddles Sausage & Egg,360.00,2.36,Burgers,Regular Menu
38,2025/10/14,Tue,Japan,McGriddles Bacon & Egg,340.00,2.23,Burgers,Regular Menu
39,2025/10/14,Tue,Japan,McGriddles Sausage,250.00,1.64,Burgers,Regular Menu
40,2025/10/14,Tue,Japan,Mega Muffin,420.00,2.76,Burgers,Regular Menu
41,2025/10/14,Tue,Japan,Triple Sukiyaki Tsukimi,780.00,5.12,Burgers,Regular Menu
42,2025/10/14,Tue,Japan,Roasted Soy Sauce Triple Thick Beef,820.00,5.38,Burgers,Regular Menu
43,2025/10/14,Tue,Japan,Bai Big Mac,720.00,4.73,Burgers,Regular Menu
44,2025/10/14,Tue,Japan,Bai Double Cheeseburger,690.00,4.53,Burgers,Regular Menu
45,2025/10/14,Tue,Japan,Bai Teriyaki McBurger,520.00,3.41,Burgers,Regular Menu
46,2025/10/14,Tue,Japan,Bai Filet-O-Fish,520.00,3.41,Burgers,Regular Menu
47,2025/10/14,Tue,Japan,Bai Chicken Filet-O,540.00,3.55,Burgers,Regular Menu
48,2025/10/14,Tue,Japan,Bai Teriyaki Chicken Filet-O,540.00,3.55,Burgers,Regular Menu
49,2025/10/14,Tue,Japan,Bai Bacon Lettuce Burger,540.00,3.55,Burgers,Regular Menu
50,2025/10/14,Tue,Japan,Bai Shrimp Filet-O,550.00,3.61,Burgers,Regular Menu
51,2025/10/14,Tue,Japan,Bai McChicken,310.00,2.04,Burgers,Regular Menu
52,2025/10/14,Tue,Japan,Bai Spicy McChicken,340.00,2.23,Burgers,Regular Menu
53,2025/10/14,Tue,Japan,Bai McChicken Cheese,370.00,2.43,Burgers,Regular Menu
54,2025/10/14,Tue,Japan,Bai Egg Cheeseburger,370.00,2.43,Burgers,Regular Menu
55,2025/10/14,Tue,Japan,Bai Hamburger,310.00,2.04,Burgers,Regular Menu
56,2025/10/14,Tue,Japan,Bai Cheeseburger,340.00,2.23,Burgers,Regular Menu
57,2025/10/14,Tue,Japan,Sukiyaki Tsukimi,540.00,3.55,Burgers,Regular Menu
58,2025/10/14,Tue,Japan,Tsukimi Burger,440.00,2.89,Burgers,Regular Menu
59,2025/10/14,Tue,Japan,Cheese Tsukimi,470.00,3.09,Burgers,Regular Menu
60,2025/10/14,Tue,Japan,Roasted Soy Sauce Double Thick Beef,580.00,3.81,Burgers,Regular Menu
61,2025/10/14,Tue,Japan,Roasted Soy Sauce Egg Bacon Thick Beef,570.00,3.74,Burgers,Regular Menu
62,2025/10/14,Tue,Japan,Big Mac®,480.00,3.15,Burgers,Regular Menu
63,2025/10/14,Tue,Japan,Double Cheeseburger,450.00,2.95,Burgers,Regular Menu
64,2025/10/14,Tue,Japan,Teriyaki McBurger,400.00,2.63,Burgers,Regular Menu
65,2025/10/14,Tue,Japan,Filet-O-Fish®,400.00,2.63,Burgers,Regular Menu
66,2025/10/14,Tue,Japan,Chicken Filet-O®,420.00,2.76,Burgers,Regular Menu
67,2025/10/14,Tue,Japan,Teriyaki Chicken Filet-O,420.00,2.76,Burgers,Regular Menu
68,2025/10/14,Tue,Japan,Bacon Lettuce Burger,420.00,2.76,Burgers,Regular Menu
69,2025/10/14,Tue,Japan,Shrimp Filet-O,430.00,2.82,Burgers,Regular Menu
70,2025/10/14,Tue,Japan,McChicken®,190.00,1.25,Burgers,Regular Menu
71,2025/10/14,Tue,Japan,Spicy McChicken,220.00,1.44,Burgers,Regular Menu
72,2025/10/14,Tue,Japan,McChicken® Cheese,250.00,1.64,Burgers,Regular Menu
73,2025/10/14,Tue,Japan,Egg Cheeseburger,250.00,1.64,Burgers,Regular Menu
74,2025/10/14,Tue,Japan,Hamburger,190.00,1.25,Burgers,Regular Menu
75,2025/10/14,Tue,Japan,Cheeseburger,220.00,1.44,Burgers,Regular Menu
76,2025/10/14,Tue,Japan,Smile,0.00,0.00,Burgers,Regular Menu
77,2025/10/14,Tue,Japan,Tsukimi McMuffin Set,600.00,3.94,Set,Regular Menu
78,2025/10/14,Tue,Japan,Egg McMuffin® Set,460.00,3.02,Set,Regular Menu
79,2025/10/14,Tue,Japan,Bacon Egg McSandwich Set,490.00,3.22,Set,Regular Menu
80,2025/10/14,Tue,Japan,Sausage Egg Muffin Set,530.00,3.48,Set,Regular Menu
81,2025/10/14,Tue,Japan,Sausage Muffin Set,400.00,2.63,Set,Regular Menu
82,2025/10/14,Tue,Japan,Chicken McMuffin Set,420.00,2.76,Set,Regular Menu
83,2025/10/14,Tue,Japan,Filet-O-Fish® Set,600.00,3.94,Set,Regular Menu
84,2025/10/14,Tue,Japan,Hotcakes Set,560.00,3.68,Set,Regular Menu
85,2025/10/14,Tue,Japan,McGriddles Sausage & Egg Set,560.00,3.68,Set,Regular Menu
86,2025/10/14,Tue,Japan,McGriddles Bacon & Egg Set,540.00,3.55,Set,Regular Menu
87,2025/10/14,Tue,Japan,McGriddles Sausage Set,450.00,2.95,Set,Regular Menu
88,2025/10/14,Tue,Japan,Mega Muffin Set,620.00,4.07,Set,Regular Menu
89,2025/10/14,Tue,Japan,Triple Sukiyaki Tsukimi Set,1080.00,7.09,Set,Regular Menu
90,2025/10/14,Tue,Japan,Roasted Soy Sauce Triple Thick Beef Set,1120.00,7.35,Set,Regular Menu
91,2025/10/14,Tue,Japan,Bai Big Mac Set,990.00,6.50,Set,Regular Menu
92,2025/10/14,Tue,Japan,Bai Double Cheeseburger Set,940.00,6.17,Set,Regular Menu
93,2025/10/14,Tue,Japan,Bai Teriyaki McBurger Set,790.00,5.19,Set,Regular Menu
94,2025/10/14,Tue,Japan,Bai Filet-O-Fish Set,800.00,5.25,Set,Regular Menu
95,2025/10/14,Tue,Japan,Bai Chicken Filet-O Set,800.00,5.25,Set,Regular Menu
96,2025/10/14,Tue,Japan,Bai Teriyaki Chicken Filet-O set,810.00,5.32,Set,Regular Menu
97,2025/10/14,Tue,Japan,Bai Bacon Lettuce Burger Set,810.00,5.32,Set,Regular Menu
98,2025/10/14,Tue,Japan,Bai Shrimp Filet-O Set,820.00,5.38,Set,Regular Menu
99,2025/10/14,Tue,Japan,Bai McChicken Set,620.00,4.07,Set,Regular Menu
100,2025/10/14,Tue,Japan,Bai Spicy McChicken Set,660.00,4.33,Set,Regular Menu
101,2025/10/14,Tue,Japan,Bai McChicken Cheese Set,680.00,4.46,Set,Regular Menu
102,2025/10/14,Tue,Japan,Bai Egg Cheeseburger Set,680.00,4.46,Set,Regular Menu
103,2025/10/14,Tue,Japan,Bai Hamburger Set,620.00,4.07,Set,Regular Menu
104,2025/10/14,Tue,Japan,Sukiyaki Tsukimi Set,840.00,5.51,Set,Regular Menu
105,2025/10/14,Tue,Japan,Tsukimi Burger Set,740.00,4.86,Set,Regular Menu
106,2025/10/14,Tue,Japan,Cheese Tsukimi Set,770.00,5.06,Set,Regular Menu
107,2025/10/14,Tue,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.58,Set,Regular Menu
108,2025/10/14,Tue,Japan,Roasted Soy Sauce Egg Bacon Thick Beef Set,840.00,5.51,Set,Regular Menu
109,2025/10/14,Tue,Japan,BigMac® Donation Set,800.00,5.25,Set,Regular Menu
110,2025/10/14,Tue,Japan,Double Cheese Burger Donation Set,750.00,4.92,Set,Regular Menu
111,2025/10/14,Tue,Japan,Teriyaki McBurger Donation Set,720.00,4.73,Set,Regular Menu
112,2025/10/14,Tue,Japan,Delivery Set for 3,3550.00,23.31,Set,Regular Menu
113,2025/10/14,Tue,Japan,Delivery Set for 2,2590.00,17.00,Set,Regular Menu
114,2025/10/14,Tue,Japan,Deli Set for A1,1500.00,9.85,Set,Regular Menu
115,2025/10/14,Tue,Japan,Deli Set for B1,1500.00,9.85,Set,Regular Menu
116,2025/10/14,Tue,Japan,Big Mac® Set,750.00,4.92,Set,Regular Menu
117,2025/10/14,Tue,Japan,Double Cheeseburger Set,700.00,4.60,Set,Regular Menu
118,2025/10/14,Tue,Japan,Teriyaki McBurger Set,670.00,4.40,Set,Regular Menu
119,2025/10/14,Tue,Japan,Filet-O-Fish® Set,680.00,4.46,Set,Regular Menu
120,2025/10/14,Tue,Japan,Chicken Filet-O® Set,680.00,4.46,Set,Regular Menu
121,2025/10/14,Tue,Japan,Teriyaki Chicken Filet-O Set,690.00,4.53,Set,Regular Menu
122,2025/10/14,Tue,Japan,Bacon Lettuce Burger Set,690.00,4.53,Set,Regular Menu
123,2025/10/14,Tue,Japan,Shrimp Filet-O Set,700.00,4.60,Set,Regular Menu
124,2025/10/14,Tue,Japan,McChicken® Set,500.00,3.28,Set,Regular Menu
125,2025/10/14,Tue,Japan,Spicy McChicken Set,540.00,3.55,Set,Regular Menu
126,2025/10/14,Tue,Japan,McChicken® Cheese Set,560.00,3.68,Set,Regular Menu
127,2025/10/14,Tue,Japan,Egg Cheeseburger Set,560.00,3.68,Set,Regular Menu
128,2025/10/14,Tue,Japan,Hamburger Set,500.00,3.28,Set,Regular Menu
129,2025/10/14,Tue,Japan,JURIN CHISA Donation Set,1310.00,8.60,Set,Regular Menu
130,2025/10/14,Tue,Japan,HINATA HARVEY JURIA Donation Set,1770.00,11.62,Set,Regular Menu
131,2025/10/14,Tue,Japan,MAYA COCONA Donation Set,1390.00,9.13,Set,Regular Menu
132,2025/10/14,Tue,Japan,JURIN CHISA Set,1260.00,8.27,Set,Regular Menu
133,2025/10/14,Tue,Japan,HINATA HARVEY JURIA Set,1720.00,11.29,Set,Regular Menu
134,2025/10/14,Tue,Japan,MAYA COCONA Set,1340.00,8.80,Set,Regular Menu
135,2025/10/14,Tue,Japan,Ketchup,0.00,0.00,Set,Regular Menu
136,2025/10/14,Tue,Japan,Smile,0.00,0.00,Set,Regular Menu
137,2025/10/14,Tue,Japan,Hash Potato,180.00,1.18,Sides,Regular Menu
138,2025/10/14,Tue,Japan,Pote Nage Mix DAI,620.00,4.07,Sides,Regular Menu
139,2025/10/14,Tue,Japan,Pote Nage Mix TOKUDAI,980.00,6.43,Sides,Regular Menu
140,2025/10/14,Tue,Japan,PoteNage DAI,600.00,3.94,Sides,Regular Menu
141,2025/10/14,Tue,Japan,PoteNage TOKUDAI,960.00,6.30,Sides,Regular Menu
142,2025/10/14,Tue,Japan,Potenage XL ＋2Choices,2300.00,15.10,Sides,Regular Menu
143,2025/10/14,Tue,Japan,Puripuri Ebi Purio 5Pcs,290.00,1.90,Sides,Regular Menu
144,2025/10/14,Tue,Japan,McFry,200.00,1.31,Sides,Regular Menu
145,2025/10/14,Tue,Japan,Chicken McNuggets® 5Pcs,290.00,1.90,Sides,Regular Menu
146,2025/10/14,Tue,Japan,Chicken McNuggets® 15Pcs,740.00,4.86,Sides,Regular Menu
147,2025/10/14,Tue,Japan,Side Salad,350.00,2.30,Sides,Regular Menu
148,2025/10/14,Tue,Japan,Edamame & Corn,300.00,1.97,Sides,Regular Menu
149,2025/10/14,Tue,Japan,Shaka-Chicki,220.00,1.44,Sides,Regular Menu
150,2025/10/14,Tue,Japan,Setouchi-Lemon Pepper Sauce,40.00,0.26,Sides,Regular Menu
151,2025/10/14,Tue,Japan,BBQ Sauce,40.00,0.26,Sides,Regular Menu
152,2025/10/14,Tue,Japan,Mustard Sauce,40.00,0.26,Sides,Regular Menu
153,2025/10/14,Tue,Japan,Pote Nage DAI & Coke Set,870.00,5.71,Sides,Regular Menu
154,2025/10/14,Tue,Japan,Pote Nage TOKUDAI & Coke Set,1500.00,9.85,Sides,Regular Menu
155,2025/10/14,Tue,Japan,Ketchup,0.00,0.00,Sides,Regular Menu
156,2025/10/14,Tue,Japan,Smile,0.00,0.00,Sides,Regular Menu
157,2025/10/14,Tue,Japan,Coca-Cola® Zero Sugar,140.00,0.92,Drinks,Regular Menu
158,2025/10/14,Tue,Japan,Coca Cola,140.00,0.92,Drinks,Regular Menu
159,2025/10/14,Tue,Japan,Sprite,140.00,0.92,Drinks,Regular Menu
160,2025/10/14,Tue,Japan,Fanta Grape,140.00,0.92,Drinks,Regular Menu
161,2025/10/14,Tue,Japan,Fanta Melon,140.00,0.92,Drinks,Regular Menu
162,2025/10/14,Tue,Japan,Qoo White Grape,140.00,0.92,Drinks,Regular Menu
163,2025/10/14,Tue,Japan,Sokenbicha,140.00,0.92,Drinks,Regular Menu
164,2025/10/14,Tue,Japan,Earlgrey Iced Tea,140.00,0.92,Drinks,Regular Menu
165,2025/10/14,Tue,Japan,Earlgrey Iced Tea(Lemon),140.00,0.92,Drinks,Regular Menu
166,2025/10/14,Tue,Japan,Earlgrey Iced Tea(Milk),140.00,0.92,Drinks,Regular Menu
167,2025/10/14,Tue,Japan,Hot Tea(Straight),140.00,0.92,Drinks,Regular Menu
168,2025/10/14,Tue,Japan,Hot Tea(Lemon) ,140.00,0.92,Drinks,Regular Menu
169,2025/10/14,Tue,Japan,Hot Tea(Milk),140.00,0.92,Drinks,Regular Menu
170,2025/10/14,Tue,Japan,Yasaiseikatsu100,190.00,1.25,Drinks,Regular Menu
171,2025/10/14,Tue,Japan,Minute Maid® Orange (S),240.00,1.58,Drinks,Regular Menu
172,2025/10/14,Tue,Japan,Minute Maid Apple100,180.00,1.18,Drinks,Regular Menu
173,2025/10/14,Tue,Japan,Milk,270.00,1.77,Drinks,Regular Menu
174,2025/10/14,Tue,Japan,Suntory Kuro Oolong Tea#Strong,320.00,2.10,Drinks,Regular Menu
175,2025/10/14,Tue,Japan,Premium Roast Coffee,120.00,0.79,Drinks,Regular Menu
176,2025/10/14,Tue,Japan,Café Latte,210.00,1.38,Drinks,Regular Menu
177,2025/10/14,Tue,Japan,Caramel Latte,270.00,1.77,Drinks,Regular Menu
178,2025/10/14,Tue,Japan,Premium Roast Ice Coffee,120.00,0.79,Drinks,Regular Menu
179,2025/10/14,Tue,Japan,Iced Café Latte,210.00,1.38,Drinks,Regular Menu
180,2025/10/14,Tue,Japan,Iced Caramel Latte,270.00,1.77,Drinks,Regular Menu
181,2025/10/14,Tue,Japan,Smile,0.00,0.00,Drinks,Regular Menu
182,2025/10/14,Tue,Japan,Egg McMuffin® Happy Set,540.00,3.55,Happy Set,Regular Menu
183,2025/10/14,Tue,Japan,Hotcakes Happy Set,540.00,3.55,Happy Set,Regular Menu
184,2025/10/14,Tue,Japan,Chicken McNuggets® Happy Set,540.00,3.55,Happy Set,Regular Menu
185,2025/10/14,Tue,Japan,Cheeseburger Happy Set,540.00,3.55,Happy Set,Regular Menu
186,2025/10/14,Tue,Japan,Hamburger Happy Set,510.00,3.35,Happy Set,Regular Menu
187,2025/10/14,Tue,Japan,Petit Pancakes Happy Set,510.00,3.35,Happy Set,Regular Menu
188,2025/10/14,Tue,Japan,Smile,0.00,0.00,Happy Set,Regular Menu
189,2025/10/14,Tue,Japan,Tsukimi McMuffin,400.00,2.63,Breakfast,Breakfast Menu
190,2025/10/14,Tue,Japan,Egg McMuffin®,260.00,1.71,Breakfast,Breakfast Menu
191,2025/10/14,Tue,Japan,Bacon Egg McSandwich,300.00,1.97,Breakfast,Breakfast Menu
192,2025/10/14,Tue,Japan,Sausage Egg Muffin,330.00,2.17,Breakfast,Breakfast Menu
193,2025/10/14,Tue,Japan,Sausage Muffin,180.00,1.18,Breakfast,Breakfast Menu
194,2025/10/14,Tue,Japan,Chicken McMuffin,210.00,1.38,Breakfast,Breakfast Menu
195,2025/10/14,Tue,Japan,Filet-O-Fish®,400.00,2.63,Breakfast,Breakfast Menu
196,2025/10/14,Tue,Japan,Hotcakes,360.00,2.36,Breakfast,Breakfast Menu
197,2025/10/14,Tue,Japan,McGriddles Sausage & Egg,360.00,2.36,Breakfast,Breakfast Menu
198,2025/10/14,Tue,Japan,McGriddles Bacon & Egg,340.00,2.23,Breakfast,Breakfast Menu
199,2025/10/14,Tue,Japan,McGriddles Sausage,250.00,1.64,Breakfast,Breakfast Menu
200,2025/10/14,Tue,Japan,Mega Muffin,420.00,2.76,Breakfast,Breakfast Menu
201,2025/10/14,Tue,Japan,Puripuri Ebi Purio 5Pcs,290.00,1.90,Breakfast,Breakfast Menu
202,2025/10/14,Tue,Japan,Chicken McNuggets® 5Pcs,290.00,1.90,Breakfast,Breakfast Menu
203,2025/10/14,Tue,Japan,Chicken McNuggets® 15Pcs,740.00,4.86,Breakfast,Breakfast Menu
204,2025/10/14,Tue,Japan,Side Salad,350.00,2.30,Breakfast,Breakfast Menu
205,2025/10/14,Tue,Japan,Hash Potato,180.00,1.18,Breakfast,Breakfast Menu
206,2025/10/14,Tue,Japan,Edamame & Corn,300.00,1.97,Breakfast,Breakfast Menu
207,2025/10/14,Tue,Japan,Petit Pancakes,270.00,1.77,Breakfast,Breakfast Menu
208,2025/10/14,Tue,Japan,Hot Apple Pie,140.00,0.92,Breakfast,Breakfast Menu
209,2025/10/14,Tue,Japan,Setouchi-Lemon Pepper Sauce,40.00,0.26,Breakfast,Breakfast Menu
210,2025/10/14,Tue,Japan,BBQ Sauce,40.00,0.26,Breakfast,Breakfast Menu
211,2025/10/14,Tue,Japan,Mustard Sauce,40.00,0.26,Breakfast,Breakfast Menu
212,2025/10/14,Tue,Japan,Tsukimi McMuffin Set,600.00,3.94,Breakfast,Breakfast Menu
213,2025/10/14,Tue,Japan,Egg McMuffin® Set,460.00,3.02,Breakfast,Breakfast Menu
214,2025/10/14,Tue,Japan,Bacon Egg McSandwich Set,490.00,3.22,Breakfast,Breakfast Menu
