,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/09/28,Sun,Japan,Sausage Egg Muffin Set,530.00,3.54,Featured,Regular Menu
2,2025/09/28,Sun,Japan,Sausage Muffin Set,400.00,2.67,Featured,Regular Menu
3,2025/09/28,Sun,Japan,Egg McMuffin® Set,460.00,3.08,Featured,Regular Menu
4,2025/09/28,Sun,Japan,Chicken McNuggets® Happy Set,540.00,3.61,Featured,Regular Menu
5,2025/09/28,Sun,Japan,Pote Nage Mix DAI,620.00,4.15,Featured,Regular Menu
6,2025/09/28,Sun,Japan,Pote Nage Mix TOKUDAI,980.00,6.55,Featured,Regular Menu
7,2025/09/28,Sun,Japan,Bai Big Mac Set,990.00,6.62,Featured,Regular Menu
8,2025/09/28,Sun,Japan,Bai Teriyaki McBurger Set,790.00,5.28,Featured,Regular Menu
9,2025/09/28,Sun,Japan,Delivery Set for 3,3550.00,23.74,Featured,Regular Menu
10,2025/09/28,Sun,Japan,Delivery Set for 2,2590.00,17.32,Featured,Regular Menu
11,2025/09/28,Sun,Japan,Big Mac® Set,750.00,5.02,Featured,Regular Menu
12,2025/09/28,Sun,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.68,Featured,Regular Menu
13,2025/09/28,Sun,Japan,Potenage XL ＋2Choices,2300.00,15.38,Featured,Regular Menu
14,2025/09/28,Sun,Japan,Puripuri Ebi Purio 5Pcs,290.00,1.94,Featured,Regular Menu
15,2025/09/28,Sun,Japan,Setouchi-Lemon Pepper Sauce,40.00,0.27,Featured,Regular Menu
16,2025/09/28,Sun,Japan,Macaron Chocolate,190.00,1.27,Featured,Regular Menu
17,2025/09/28,Sun,Japan,Pote Nage DAI & Coke Set,870.00,5.82,Featured,Regular Menu
18,2025/09/28,Sun,Japan,Pote Nage TOKUDAI & Coke Set,1500.00,10.03,Featured,Regular Menu
19,2025/09/28,Sun,Japan,Smile,0.00,0.00,Featured,Regular Menu
20,2025/09/28,Sun,Japan,Tsukimi McMuffin,400.00,2.67,Burgers,Regular Menu
21,2025/09/28,Sun,Japan,Egg McMuffin®,260.00,1.74,Burgers,Regular Menu
22,2025/09/28,Sun,Japan,Bacon Egg McSandwich,300.00,2.01,Burgers,Regular Menu
23,2025/09/28,Sun,Japan,Sausage Egg Muffin,330.00,2.21,Burgers,Regular Menu
24,2025/09/28,Sun,Japan,Sausage Muffin,180.00,1.20,Burgers,Regular Menu
25,2025/09/28,Sun,Japan,Chicken McMuffin,210.00,1.40,Burgers,Regular Menu
26,2025/09/28,Sun,Japan,Hotcakes,360.00,2.41,Burgers,Regular Menu
27,2025/09/28,Sun,Japan,McGriddles Sausage & Egg,360.00,2.41,Burgers,Regular Menu
28,2025/09/28,Sun,Japan,McGriddles Bacon & Egg,340.00,2.27,Burgers,Regular Menu
29,2025/09/28,Sun,Japan,McGriddles Sausage,250.00,1.67,Burgers,Regular Menu
30,2025/09/28,Sun,Japan,Mega Muffin,420.00,2.81,Burgers,Regular Menu
31,2025/09/28,Sun,Japan,Triple Sukiyaki Tsukimi,780.00,5.22,Burgers,Regular Menu
32,2025/09/28,Sun,Japan,Bai Big Mac,720.00,4.81,Burgers,Regular Menu
