,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2024/10/21,Mon,Japan,Tsukimi McMuffin Set,600.00,4.01,Featured,Regular Menu
2,2024/10/21,Mon,Japan,Sausage Egg Muffin Set,520.00,3.48,Featured,Regular Menu
3,2024/10/21,Mon,Japan,Sausage Muffin Set,380.00,2.54,Featured,Regular Menu
4,2024/10/21,Mon,Japan,Chicken McNuggets® Happy Set,520.00,3.48,Featured,Regular Menu
5,2024/10/21,Mon,Japan,Bai Tsukimi Burger Set,840.00,5.62,Featured,Regular Menu
6,2024/10/21,Mon,Japan,Bai Cheese Tsukimi Set,870.00,5.82,Featured,Regular Menu
7,2024/10/21,Mon,Japan,Roasted Soy Sauce Triple Thick Beef Set,1080.00,7.22,Featured,Regular Menu
8,2024/10/21,Mon,Japan,Pote Nage Mix DAI,620.00,4.15,Featured,Regular Menu
9,2024/10/21,Mon,Japan,Pote Nage Mix TOKUDAI,970.00,6.49,Featured,Regular Menu
10,2024/10/21,Mon,Japan,Tsukimi Burger Set,740.00,4.95,Featured,Regular Menu
11,2024/10/21,Mon,Japan,Cheese Tsukimi Set,770.00,5.15,Featured,Regular Menu
12,2024/10/21,Mon,Japan,Delivery Set for 3,2500.00,16.72,Featured,Regular Menu
13,2024/10/21,Mon,Japan,Delivery Set for 2,2240.00,14.98,Featured,Regular Menu
14,2024/10/21,Mon,Japan,Deli Set for A1,1500.00,10.03,Featured,Regular Menu
15,2024/10/21,Mon,Japan,Deli Set for B1,1500.00,10.03,Featured,Regular Menu
16,2024/10/21,Mon,Japan,Potenage XL ＋2Choices,1360.00,9.10,Featured,Regular Menu
17,2024/10/21,Mon,Japan,Sankaku Choco Pie Black,160.00,1.07,Featured,Regular Menu
18,2024/10/21,Mon,Japan,Sankaku Choco Pie Sweet Potato and Caramel,180.00,1.20,Featured,Regular Menu
19,2024/10/21,Mon,Japan,Puripuri Ebi Purio 5Pcs,260.00,1.74,Featured,Regular Menu
20,2024/10/21,Mon,Japan,Yuzu-Shichimi Tartar Sauce,40.00,0.27,Featured,Regular Menu
21,2024/10/21,Mon,Japan,Kyoho Frappe,490.00,3.28,Featured,Regular Menu
22,2024/10/21,Mon,Japan,Apple Caramel Frappe,490.00,3.28,Featured,Regular Menu
23,2024/10/21,Mon,Japan,Macaron Salted Butter Caramel,190.00,1.27,Featured,Regular Menu
24,2024/10/21,Mon,Japan,Smile,0.00,0.00,Featured,Regular Menu
25,2024/10/21,Mon,Japan,Tsukimi McMuffin,400.00,2.68,Burgers,Regular Menu
26,2024/10/21,Mon,Japan,Egg McMuffin®,260.00,1.74,Burgers,Regular Menu
27,2024/10/21,Mon,Japan,Bacon Egg McSandwich,270.00,1.81,Burgers,Regular Menu
28,2024/10/21,Mon,Japan,Sausage Egg Muffin,320.00,2.14,Burgers,Regular Menu
29,2024/10/21,Mon,Japan,Sausage Muffin,180.00,1.20,Burgers,Regular Menu
30,2024/10/21,Mon,Japan,Chicken McMuffin,190.00,1.27,Burgers,Regular Menu
31,2024/10/21,Mon,Japan,Hotcakes,360.00,2.41,Burgers,Regular Menu
32,2024/10/21,Mon,Japan,McGriddles Sausage & Egg,360.00,2.41,Burgers,Regular Menu
33,2024/10/21,Mon,Japan,McGriddles Bacon & Egg,340.00,2.27,Burgers,Regular Menu
34,2024/10/21,Mon,Japan,McGriddles Sausage,250.00,1.67,Burgers,Regular Menu
35,2024/10/21,Mon,Japan,Mega Muffin,420.00,2.81,Burgers,Regular Menu
36,2024/10/21,Mon,Japan,Bai Fluffy-Melty Tsukimi,620.00,4.15,Burgers,Regular Menu
37,2024/10/21,Mon,Japan,Bai Tsukimi Burger,540.00,3.61,Burgers,Regular Menu
38,2024/10/21,Mon,Japan,Bai Cheese Tsukimi,570.00,3.81,Burgers,Regular Menu
39,2024/10/21,Mon,Japan,Roasted Soy Sauce Triple Thick Beef,780.00,5.22,Burgers,Regular Menu
