,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2022/07/08,Fri,Australia,Mighty McMuffin,7.70,5.26,Most Popular,Breakfast Menu
2,2022/07/08,Fri,Australia,Brekkie Bundle,29.95,20.47,Most Popular,Breakfast Menu
3,2022/07/08,Fri,Australia,Bacon & Egg McMuffin,5.50,3.76,Most Popular,Breakfast Menu
4,2022/07/08,Fri,Australia,Sausage & Egg McMuffin,5.70,3.90,Most Popular,Breakfast Menu
5,2022/07/08,Fri,Australia,Hotcakes with Butter & Syrup,6.70,4.58,Most Popular,Breakfast Menu
6,2022/07/08,Fri,Australia,Hash Brown,2.95,2.02,Most Popular,Breakfast Menu
7,2022/07/08,Fri,Australia,Mighty McMuffin,7.70,5.26,McMuffins,Breakfast Menu
8,2022/07/08,Fri,Australia,Brekkie Bundle,29.95,20.47,McMuffins,Breakfast Menu
9,2022/07/08,Fri,Australia,Bacon & Egg McMuffin,5.50,3.76,McMuffins,Breakfast Menu
10,2022/07/08,Fri,Australia,Double Bacon & Egg McMuffin,6.40,4.37,McMuffins,Breakfast Menu
11,2022/07/08,Fri,Australia,Sausage & Egg McMuffin,5.70,3.90,McMuffins,Breakfast Menu
12,2022/07/08,Fri,Australia,Double Sausage & Egg McMuffin,6.80,4.65,McMuffins,Breakfast Menu
13,2022/07/08,Fri,Australia,Sausage McMuffin,5.20,3.55,McMuffins,Breakfast Menu
14,2022/07/08,Fri,Australia,Double Sausage McMuffin,6.30,4.31,McMuffins,Breakfast Menu
15,2022/07/08,Fri,Australia,Big Brekkie Burger,8.75,5.98,McMuffins,Breakfast Menu
16,2022/07/08,Fri,Australia,Hotcakes with Butter & Syrup,6.70,4.58,More Brekkie Favourites,Breakfast Menu
17,2022/07/08,Fri,Australia,Hash Brown,2.95,2.02,More Brekkie Favourites,Breakfast Menu
18,2022/07/08,Fri,Australia,Big Brekkie Burger,8.75,5.98,More Brekkie Favourites,Breakfast Menu
19,2022/07/08,Fri,Australia,Small Fries,2.95,2.02,All Day Menu,Breakfast Menu
20,2022/07/08,Fri,Australia,Chicken McNuggets - 3pc,5.40,3.69,All Day Menu,Breakfast Menu
21,2022/07/08,Fri,Australia,Chicken McNuggets - 6pc,7.65,5.23,All Day Menu,Breakfast Menu
22,2022/07/08,Fri,Australia,Chicken McNuggets - 20pc,14.85,10.15,All Day Menu,Breakfast Menu
23,2022/07/08,Fri,Australia,Cheeseburger,4.25,2.91,All Day Menu,Breakfast Menu
24,2022/07/08,Fri,Australia,Double Cheeseburger,6.00,4.10,All Day Menu,Breakfast Menu
25,2022/07/08,Fri,Australia,Big Mac,7.25,4.96,All Day Menu,Breakfast Menu
26,2022/07/08,Fri,Australia,Chicken McNuggets - 40pc,29.45,20.13,All Day Menu,Breakfast Menu
27,2022/07/08,Fri,Australia,Small Australiano Chai Coffee  McCafé,5.35,3.66,McCafe Drinks,Breakfast Menu
28,2022/07/08,Fri,Australia,Small Cappuccino McCafe,4.75,3.25,McCafe Drinks,Breakfast Menu
29,2022/07/08,Fri,Australia,Small Flat White McCafe,4.75,3.25,McCafe Drinks,Breakfast Menu
30,2022/07/08,Fri,Australia,Small Long Black McCafe,4.75,3.25,McCafe Drinks,Breakfast Menu
31,2022/07/08,Fri,Australia,Small Hot Chocolate McCafé,4.90,3.35,McCafe Drinks,Breakfast Menu
32,2022/07/08,Fri,Australia,Small Latté McCafe,4.75,3.25,McCafe Drinks,Breakfast Menu
33,2022/07/08,Fri,Australia,Small Mocha McCafe,4.90,3.35,McCafe Drinks,Breakfast Menu
34,2022/07/08,Fri,Australia,Espresso McCafé,3.60,2.46,McCafe Drinks,Breakfast Menu
35,2022/07/08,Fri,Australia,Macchiato McCafé,3.60,2.46,McCafe Drinks,Breakfast Menu
36,2022/07/08,Fri,Australia,Piccolo Latte,3.60,2.46,McCafe Drinks,Breakfast Menu
37,2022/07/08,Fri,Australia,Small Chai Latte McCafé,4.90,3.35,McCafe Drinks,Breakfast Menu
38,2022/07/08,Fri,Australia,Small Iced Australiano Chai Coffee McCafé,6.15,4.20,McCafe Drinks,Breakfast Menu
39,2022/07/08,Fri,Australia,Small McCafé Deluxe Iced Coffee,6.15,4.20,McCafe Drinks,Breakfast Menu
40,2022/07/08,Fri,Australia,Small Iced Chocolate McCafé,5.00,3.42,McCafe Drinks,Breakfast Menu
41,2022/07/08,Fri,Australia,Small Iced Mocha McCafé,5.25,3.59,McCafe Drinks,Breakfast Menu
42,2022/07/08,Fri,Australia,Small Iced Chai Latte McCafé,4.75,3.25,McCafe Drinks,Breakfast Menu
43,2022/07/08,Fri,Australia,Small Iced Latté McCafé,4.95,3.38,McCafe Drinks,Breakfast Menu
44,2022/07/08,Fri,Australia,Zoetic Green Tea,4.10,2.80,McCafe Drinks,Breakfast Menu
45,2022/07/08,Fri,Australia,Zoetic English Breakfast Tea,4.10,2.80,McCafe Drinks,Breakfast Menu
46,2022/07/08,Fri,Australia,Zoetic Peppermint Tea,4.10,2.80,McCafe Drinks,Breakfast Menu
