,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2022/10/18,Tue,Australia,Mighty McMuffin,8.00,5.03,Most Popular,Breakfast Menu
2,2022/10/18,Tue,Australia,Bacon & Egg McMuffin,5.65,3.55,Most Popular,Breakfast Menu
3,2022/10/18,Tue,Australia,Sausage & Egg McMuffin,5.90,3.71,Most Popular,Breakfast Menu
4,2022/10/18,Tue,Australia,Hotcakes with Butter & Syrup,6.90,4.34,Most Popular,Breakfast Menu
5,2022/10/18,Tue,Australia,Hash Brown,3.20,2.01,Most Popular,Breakfast Menu
6,2022/10/18,Tue,Australia,Monopoly Hotcakes Bundle,12.60,7.92,Monopoly Bundles,Breakfast Menu
7,2022/10/18,Tue,Australia,Monopoly 10pc Chicken McNuggets Bundle,20.60,12.95,Monopoly Bundles,Breakfast Menu
8,2022/10/18,Tue,Australia,Monopoly 20pc Chicken McNugget Shared Bundle,41.20,25.91,Monopoly Bundles,Breakfast Menu
9,2022/10/18,Tue,Australia,Big Mac,7.45,4.68,All Day Menu,Breakfast Menu
10,2022/10/18,Tue,Australia,Cheeseburger,4.45,2.80,All Day Menu,Breakfast Menu
11,2022/10/18,Tue,Australia,Small Fries,3.15,1.98,All Day Menu,Breakfast Menu
12,2022/10/18,Tue,Australia,Double Cheeseburger,6.15,3.87,All Day Menu,Breakfast Menu
13,2022/10/18,Tue,Australia,Chicken McNuggets - 3pc,5.40,3.40,All Day Menu,Breakfast Menu
14,2022/10/18,Tue,Australia,Chicken McNuggets - 6pc,7.90,4.97,All Day Menu,Breakfast Menu
15,2022/10/18,Tue,Australia,Chicken McNuggets - 20pc,15.00,9.43,All Day Menu,Breakfast Menu
16,2022/10/18,Tue,Australia,Chicken McNuggets - 40pc,29.45,18.52,All Day Menu,Breakfast Menu
17,2022/10/18,Tue,Australia,Mighty McMuffin,8.00,5.03,McMuffins,Breakfast Menu
18,2022/10/18,Tue,Australia,Double Bacon & Egg McMuffin,6.60,4.15,McMuffins,Breakfast Menu
19,2022/10/18,Tue,Australia,Bacon & Egg McMuffin,5.65,3.55,McMuffins,Breakfast Menu
20,2022/10/18,Tue,Australia,Double Sausage & Egg McMuffin,7.00,4.40,McMuffins,Breakfast Menu
21,2022/10/18,Tue,Australia,Sausage & Egg McMuffin,5.90,3.71,McMuffins,Breakfast Menu
22,2022/10/18,Tue,Australia,Sausage McMuffin,5.45,3.43,McMuffins,Breakfast Menu
23,2022/10/18,Tue,Australia,Double Sausage McMuffin,6.75,4.24,McMuffins,Breakfast Menu
24,2022/10/18,Tue,Australia,Big Brekkie Burger,9.00,5.66,McMuffins,Breakfast Menu
25,2022/10/18,Tue,Australia,Big Brekkie Burger,9.00,5.66,More Brekkie Favourites,Breakfast Menu
26,2022/10/18,Tue,Australia,Hotcakes with Butter & Syrup,6.90,4.34,More Brekkie Favourites,Breakfast Menu
27,2022/10/18,Tue,Australia,Hash Brown,3.20,2.01,More Brekkie Favourites,Breakfast Menu
28,2022/10/18,Tue,Australia,Small Cappuccino McCafe,5.00,3.14,McCafe Drinks,Breakfast Menu
29,2022/10/18,Tue,Australia,Small Flat White McCafe,5.00,3.14,McCafe Drinks,Breakfast Menu
30,2022/10/18,Tue,Australia,Small Long Black McCafe,5.00,3.14,McCafe Drinks,Breakfast Menu
31,2022/10/18,Tue,Australia,Small Hot Chocolate McCafé,4.90,3.08,McCafe Drinks,Breakfast Menu
32,2022/10/18,Tue,Australia,Small Latté McCafe,5.00,3.14,McCafe Drinks,Breakfast Menu
33,2022/10/18,Tue,Australia,Small Mocha McCafe,5.25,3.30,McCafe Drinks,Breakfast Menu
34,2022/10/18,Tue,Australia,Espresso McCafé,3.95,2.48,McCafe Drinks,Breakfast Menu
35,2022/10/18,Tue,Australia,Macchiato McCafé,3.95,2.48,McCafe Drinks,Breakfast Menu
36,2022/10/18,Tue,Australia,Piccolo Latte,3.95,2.48,McCafe Drinks,Breakfast Menu
37,2022/10/18,Tue,Australia,Small Chai Latte McCafé,4.90,3.08,McCafe Drinks,Breakfast Menu
38,2022/10/18,Tue,Australia,Small McCafé Deluxe Iced Coffee,6.35,3.99,McCafe Drinks,Breakfast Menu
39,2022/10/18,Tue,Australia,Small Iced Chocolate McCafé,5.20,3.27,McCafe Drinks,Breakfast Menu
40,2022/10/18,Tue,Australia,Small Iced Mocha McCafé,5.50,3.46,McCafe Drinks,Breakfast Menu
41,2022/10/18,Tue,Australia,Small Iced Chai Latte McCafé,5.00,3.14,McCafe Drinks,Breakfast Menu
42,2022/10/18,Tue,Australia,Small Iced Latté McCafé,5.20,3.27,McCafe Drinks,Breakfast Menu
43,2022/10/18,Tue,Australia,Zoetic Green Tea,4.25,2.67,McCafe Drinks,Breakfast Menu
44,2022/10/18,Tue,Australia,Zoetic English Breakfast Tea,4.25,2.67,McCafe Drinks,Breakfast Menu
45,2022/10/18,Tue,Australia,Zoetic Peppermint Tea,4.25,2.67,McCafe Drinks,Breakfast Menu
46,2022/10/18,Tue,Australia,Apple Juice 250mL,4.30,2.70,Juice & Bottled Drinks,Breakfast Menu
47,2022/10/18,Tue,Australia,Bottled Water 250mL,3.80,2.39,Juice & Bottled Drinks,Breakfast Menu
48,2022/10/18,Tue,Australia,CalciYum™ Chocolate Flavoured Milk,4.60,2.89,Juice & Bottled Drinks,Breakfast Menu
49,2022/10/18,Tue,Australia,Bottled Water 600mL,4.70,2.96,Juice & Bottled Drinks,Breakfast Menu
50,2022/10/18,Tue,Australia,Small Chocolate Shake,5.30,3.33,"Shakes, Frappes & Smoothies",Breakfast Menu
51,2022/10/18,Tue,Australia,Small Strawberry Shake,5.30,3.33,"Shakes, Frappes & Smoothies",Breakfast Menu
52,2022/10/18,Tue,Australia,Small Vanilla Shake,5.30,3.33,"Shakes, Frappes & Smoothies",Breakfast Menu
53,2022/10/18,Tue,Australia,Medium Chocolate Frappé,5.95,3.74,"Shakes, Frappes & Smoothies",Breakfast Menu
54,2022/10/18,Tue,Australia,Medium Coffee Frappé,5.95,3.74,"Shakes, Frappes & Smoothies",Breakfast Menu
55,2022/10/18,Tue,Australia,Medium Salted Caramel Frappé,5.95,3.74,"Shakes, Frappes & Smoothies",Breakfast Menu
56,2022/10/18,Tue,Australia,Small Coke®,3.95,2.48,Soft Drinks,Breakfast Menu
57,2022/10/18,Tue,Australia,Small Diet Coke®,3.95,2.48,Soft Drinks,Breakfast Menu
58,2022/10/18,Tue,Australia,Small Sprite® Zero Sugar,3.95,2.48,Soft Drinks,Breakfast Menu
59,2022/10/18,Tue,Australia,Small Fanta®,3.95,2.48,Soft Drinks,Breakfast Menu
60,2022/10/18,Tue,Australia,Small Coke® No Sugar,3.95,2.48,Soft Drinks,Breakfast Menu
61,2022/10/18,Tue,Australia,Small Vanilla Coke®,3.95,2.48,Soft Drinks,Breakfast Menu
