,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2022/10/23,Sun,Indonesia,Himalayan Latte Frappe,43500.00,2.79,Promotion Menu,Regular
2,2022/10/23,Sun,Indonesia,Himalayan Tea Frappe,41500.00,2.66,Promotion Menu,Regular
3,2022/10/23,Sun,Indonesia,Dark Choco McFlurry®  with Crunch,16500.00,1.06,Promotion Menu,Regular
4,2022/10/23,Sun,Indonesia,Dark Choco McFlurry® with Oreo,16500.00,1.06,Promotion Menu,Regular
5,2022/10/23,Sun,Indonesia,Paket Hantaran McD,129000.00,8.27,Promotion Menu,Regular
6,2022/10/23,Sun,Indonesia,Himalayan Latte Frappe,43500.00,2.79,Promotion Menu,Breakfast
7,2022/10/23,Sun,Indonesia,Himalayan Tea Frappe,41500.00,2.66,Promotion Menu,Breakfast
8,2022/10/23,Sun,Indonesia,Dark Choco McFlurry®  with Crunch,16500.00,1.06,Promotion Menu,Breakfast
9,2022/10/23,Sun,Indonesia,Dark Choco McFlurry® with Oreo,16500.00,1.06,Promotion Menu,Breakfast
10,2022/10/23,Sun,Indonesia,Paket Hantaran McD,129000.00,8.27,Promotion Menu,Breakfast
11,2022/10/23,Sun,Indonesia,Big Mac®,37000.00,2.37,Ala Carte & Value Meals,Regular
12,2022/10/23,Sun,Indonesia,Paket Big Order,975000.00,62.49,Ala Carte & Value Meals,Regular
13,2022/10/23,Sun,Indonesia,Triple Burger with Cheese,48000.00,3.08,Ala Carte & Value Meals,Regular
14,2022/10/23,Sun,Indonesia,Double Cheeseburger,37000.00,2.37,Ala Carte & Value Meals,Regular
15,2022/10/23,Sun,Indonesia,Cheeseburger with Egg,31000.00,1.99,Ala Carte & Value Meals,Regular
16,2022/10/23,Sun,Indonesia,Cheeseburger Deluxe,30000.00,1.92,Ala Carte & Value Meals,Regular
17,2022/10/23,Sun,Indonesia,Cheeseburger,29500.00,1.89,Ala Carte & Value Meals,Regular
18,2022/10/23,Sun,Indonesia,Beef Burger Deluxe,24000.00,1.54,Ala Carte & Value Meals,Regular
19,2022/10/23,Sun,Indonesia,McSpicy™,38000.00,2.44,Ala Carte & Value Meals,Regular
20,2022/10/23,Sun,Indonesia,McChicken®,31000.00,1.99,Ala Carte & Value Meals,Regular
21,2022/10/23,Sun,Indonesia,Chicken Burger Deluxe,24000.00,1.54,Ala Carte & Value Meals,Regular
22,2022/10/23,Sun,Indonesia,Fish Fillet Burger,29000.00,1.86,Ala Carte & Value Meals,Regular
23,2022/10/23,Sun,Indonesia,McNuggets® 6pcs,29500.00,1.89,Ala Carte & Value Meals,Regular
24,2022/10/23,Sun,Indonesia,McNuggets®  9pcs,39500.00,2.53,Ala Carte & Value Meals,Regular
25,2022/10/23,Sun,Indonesia,PaMer 7,177000.00,11.34,Ala Carte & Value Meals,Regular
26,2022/10/23,Sun,Indonesia,PaMer 5,122000.00,7.82,Ala Carte & Value Meals,Regular
27,2022/10/23,Sun,Indonesia,PaNas Spesial,45000.00,2.88,Ala Carte & Value Meals,Regular
28,2022/10/23,Sun,Indonesia,PaNas 1,34500.00,2.21,Ala Carte & Value Meals,Regular
29,2022/10/23,Sun,Indonesia,PaNas 2 with Rice,48500.00,3.11,Ala Carte & Value Meals,Regular
30,2022/10/23,Sun,Indonesia,PaNas 2 with Fries,51000.00,3.27,Ala Carte & Value Meals,Regular
31,2022/10/23,Sun,Indonesia,Nasi Uduk McD,21500.00,1.38,Ala Carte & Value Meals,Regular
32,2022/10/23,Sun,Indonesia,Nasi Uduk McD with Coffee,28000.00,1.79,Ala Carte & Value Meals,Regular
33,2022/10/23,Sun,Indonesia,Apple Pie,12500.00,0.80,Sides,Regular
34,2022/10/23,Sun,Indonesia,Share Box with Cajun Garlic Sauce,42500.00,2.72,Sides,Regular
35,2022/10/23,Sun,Indonesia,Honey Garlic Fish Rice,19500.00,1.25,Sides,Regular
36,2022/10/23,Sun,Indonesia,Honey Garlic Chicken Rice,19500.00,1.25,Sides,Regular
37,2022/10/23,Sun,Indonesia,Rica Rica Fish Rice,19500.00,1.25,Sides,Regular
38,2022/10/23,Sun,Indonesia,Rica Rica Chicken Rice,19500.00,1.25,Sides,Regular
39,2022/10/23,Sun,Indonesia,Beef Burger,18500.00,1.19,Sides,Regular
40,2022/10/23,Sun,Indonesia,Chicken Burger,18500.00,1.19,Sides,Regular
41,2022/10/23,Sun,Indonesia,Fish Snack Wrap,16500.00,1.06,Sides,Regular
42,2022/10/23,Sun,Indonesia,Chicken Snack Wrap™,16500.00,1.06,Sides,Regular
43,2022/10/23,Sun,Indonesia,McNuggets®  4pcs,24000.00,1.54,Sides,Regular
44,2022/10/23,Sun,Indonesia,Spicy Chicken Bites,12500.00,0.80,Sides,Regular
45,2022/10/23,Sun,Indonesia,Spicy Chicken Fingers 5pcs,13500.00,0.87,Sides,Regular
46,2022/10/23,Sun,Indonesia,French Fries,19000.00,1.22,Sides,Regular
47,2022/10/23,Sun,Indonesia,Apple Pie - Menu Receh 1+1,21000.00,1.35,Sides,Regular
48,2022/10/23,Sun,Indonesia,Beefburger – Menu Receh 1+1,22500.00,1.44,Sides,Regular
49,2022/10/23,Sun,Indonesia,Chicken  Burger – Menu Receh 1+1,22500.00,1.44,Sides,Regular
50,2022/10/23,Sun,Indonesia,Chicken Snack Wrap – Menu Receh 1+1,21000.00,1.35,Sides,Regular
51,2022/10/23,Sun,Indonesia,Fish Snack Wrap – Menu Receh 1+1,21000.00,1.35,Sides,Regular
52,2022/10/23,Sun,Indonesia,Spicy Chicken Bites – Menu Receh 1+1,21000.00,1.35,Sides,Regular
53,2022/10/23,Sun,Indonesia,Chicken Fingers – Menu Receh 1+1,21000.00,1.35,Sides,Regular
54,2022/10/23,Sun,Indonesia,Reg Fries – Menu Receh 1+1,21000.00,1.35,Sides,Regular
55,2022/10/23,Sun,Indonesia,Sweet Corn – Menu Receh 1+1,21000.00,1.35,Sides,Regular
56,2022/10/23,Sun,Indonesia,Honey Garlic Chicken McD – Menu Receh 1+1,22500.00,1.44,Sides,Regular
57,2022/10/23,Sun,Indonesia,Rica Chicken Rice McD – Menu Receh 1+1,22500.00,1.44,Sides,Regular
58,2022/10/23,Sun,Indonesia,Rica Fish McD – Menu Receh 1+1,22500.00,1.44,Sides,Regular
59,2022/10/23,Sun,Indonesia,Honey Garlic Fish McD – Menu Receh 1+1,22500.00,1.44,Sides,Regular
60,2022/10/23,Sun,Indonesia,Sweet Corn,12000.00,0.77,Sides,Regular
61,2022/10/23,Sun,Indonesia,Rice,10000.00,0.64,Sides,Regular
62,2022/10/23,Sun,Indonesia,Dark Choco McFlurry®  with Crunch,16500.00,1.06,Desserts,Regular
63,2022/10/23,Sun,Indonesia,Dark Choco McFlurry® with Oreo,16500.00,1.06,Desserts,Regular
64,2022/10/23,Sun,Indonesia,McFlurry®  featuring Oreo,12500.00,0.80,Desserts,Regular
65,2022/10/23,Sun,Indonesia,Choco McFlurry®,12500.00,0.80,Desserts,Regular
66,2022/10/23,Sun,Indonesia,Chocolate Sundae,11000.00,0.70,Desserts,Regular
67,2022/10/23,Sun,Indonesia,Strawberry Sundae,11000.00,0.70,Desserts,Regular
68,2022/10/23,Sun,Indonesia,Iced Lychee Tea,20000.00,1.28,Beverages,Regular
69,2022/10/23,Sun,Indonesia,Iced Coffee,19000.00,1.22,Beverages,Regular
70,2022/10/23,Sun,Indonesia,Iced Coffee Jelly,21000.00,1.35,Beverages,Regular
71,2022/10/23,Sun,Indonesia,Iced Coffee Float,22500.00,1.44,Beverages,Regular
72,2022/10/23,Sun,Indonesia,Iced Coffee Jelly Float,23500.00,1.51,Beverages,Regular
73,2022/10/23,Sun,Indonesia,Country Choice Orange 250ml,15000.00,0.96,Beverages,Regular
74,2022/10/23,Sun,Indonesia,Coca Cola®,9500.00,0.61,Beverages,Regular
75,2022/10/23,Sun,Indonesia,Coke McFloat®,14000.00,0.90,Beverages,Regular
76,2022/10/23,Sun,Indonesia,Fanta®,9500.00,0.61,Beverages,Regular
77,2022/10/23,Sun,Indonesia,Fanta McFloat®,14000.00,0.90,Beverages,Regular
78,2022/10/23,Sun,Indonesia,Sprite®,9500.00,0.61,Beverages,Regular
79,2022/10/23,Sun,Indonesia,Fruit Tea Lemon ,9500.00,0.61,Beverages,Regular
80,2022/10/23,Sun,Indonesia,Fruit Tea Blackcurrant 200ml.,9500.00,0.61,Beverages,Regular
81,2022/10/23,Sun,Indonesia,Tehbotol Sosro® Pack 250ml.,9500.00,0.61,Beverages,Regular
82,2022/10/23,Sun,Indonesia,Tehbotol Sosro® Tawar 350ML,9500.00,0.61,Beverages,Regular
83,2022/10/23,Sun,Indonesia,Milo ,13000.00,0.83,Beverages,Regular
84,2022/10/23,Sun,Indonesia,Premium Roast Coffee,12000.00,0.77,Beverages,Regular
85,2022/10/23,Sun,Indonesia,Hot Tea,12000.00,0.77,Beverages,Regular
86,2022/10/23,Sun,Indonesia,Mineral Water 600ml.,10000.00,0.64,Beverages,Regular
87,2022/10/23,Sun,Indonesia,Happy Meal® Chicken Burger,43000.00,2.76,Happy Meals,Regular
88,2022/10/23,Sun,Indonesia,Happy Meal® McNuggets® 4Pcs,43000.00,2.76,Happy Meals,Regular
89,2022/10/23,Sun,Indonesia,Happy Meal® Beef Burger,43000.00,2.76,Happy Meals,Regular
90,2022/10/23,Sun,Indonesia,Happy Meal® Chicken,43000.00,2.76,Happy Meals,Regular
91,2022/10/23,Sun,Indonesia,Family Time Bertiga Happy Meal Beef Burger,89000.00,5.70,Family Package,Regular
92,2022/10/23,Sun,Indonesia,Family Time Bertiga Happy Meal Ayam McD,89000.00,5.70,Family Package,Regular
93,2022/10/23,Sun,Indonesia,Family Weekend Bertiga Happy Meal Beef Burger dan Mainan,104500.00,6.70,Family Package,Regular
94,2022/10/23,Sun,Indonesia,Family Weekend Bertiga Happy Meal Ayam McD dan Mainan,104500.00,6.70,Family Package,Regular
95,2022/10/23,Sun,Indonesia,PaMer 5,122000.00,7.82,Family Package,Regular
96,2022/10/23,Sun,Indonesia,PaMer 7,177000.00,11.34,Family Package,Regular
97,2022/10/23,Sun,Indonesia,Paket Hantaran McD,129000.00,8.27,Family Package,Regular
98,2022/10/23,Sun,Indonesia,Combo Cheese Croissant,46000.00,2.95,McCafé Pastries,Regular
99,2022/10/23,Sun,Indonesia,Combo Tuna Pastry,46000.00,2.95,McCafé Pastries,Regular
100,2022/10/23,Sun,Indonesia,Combo Chicken Curry Puff,46000.00,2.95,McCafé Pastries,Regular
101,2022/10/23,Sun,Indonesia,Butter Croissant + Regular Hot Cappuccino,36500.00,2.34,McCafé Pastries,Regular
102,2022/10/23,Sun,Indonesia,Lemon Cake,34500.00,2.21,McCafé Pastries,Regular
103,2022/10/23,Sun,Indonesia,Klepon Cake,34500.00,2.21,McCafé Pastries,Regular
104,2022/10/23,Sun,Indonesia,Choco Lover,34500.00,2.21,McCafé Pastries,Regular
105,2022/10/23,Sun,Indonesia,Choco Chip Muffin,24500.00,1.57,McCafé Pastries,Regular
106,2022/10/23,Sun,Indonesia,Banana Muffin,24500.00,1.57,McCafé Pastries,Regular
107,2022/10/23,Sun,Indonesia,Cheese Croissant,32500.00,2.08,McCafé Pastries,Regular
108,2022/10/23,Sun,Indonesia,Tuna Puff Pastry,32500.00,2.08,McCafé Pastries,Regular
109,2022/10/23,Sun,Indonesia,Chicken Curry Puff,32500.00,2.08,McCafé Pastries,Regular
110,2022/10/23,Sun,Indonesia,Cheese Stick,23000.00,1.47,McCafé Pastries,Regular
111,2022/10/23,Sun,Indonesia,Butter Croissant,23000.00,1.47,McCafé Pastries,Regular
112,2022/10/23,Sun,Indonesia,Himalayan Latte Frappe,43500.00,2.79,McCafé Drinks,Regular
113,2022/10/23,Sun,Indonesia,Himalayan Tea Frappe,41500.00,2.66,McCafé Drinks,Regular
114,2022/10/23,Sun,Indonesia,Iced Himalayan Latte,39000.00,2.50,McCafé Drinks,Regular
115,2022/10/23,Sun,Indonesia,Iced Himalayan Tea,37000.00,2.37,McCafé Drinks,Regular
116,2022/10/23,Sun,Indonesia,Mango Frappe,27500.00,1.76,McCafé Drinks,Regular
117,2022/10/23,Sun,Indonesia,Matcha Frappe,37500.00,2.40,McCafé Drinks,Regular
118,2022/10/23,Sun,Indonesia,Iced Matcha Latte,33500.00,2.15,McCafé Drinks,Regular
119,2022/10/23,Sun,Indonesia,Iced Café Matcha Fushion,35500.00,2.28,McCafé Drinks,Regular
120,2022/10/23,Sun,Indonesia,Hot Matcha Latte,27500.00,1.76,McCafé Drinks,Regular
121,2022/10/23,Sun,Indonesia,Iced Choco Frappe,32500.00,2.08,McCafé Drinks,Regular
122,2022/10/23,Sun,Indonesia,Iced Latte Frappe,31500.00,2.02,McCafé Drinks,Regular
123,2022/10/23,Sun,Indonesia,Iced Hazelnut Frappe,40500.00,2.60,McCafé Drinks,Regular
124,2022/10/23,Sun,Indonesia,Iced Chocolate,30500.00,1.95,McCafé Drinks,Regular
125,2022/10/23,Sun,Indonesia,Iced Coffee,26500.00,1.70,McCafé Drinks,Regular
126,2022/10/23,Sun,Indonesia,Iced Mocha Frappe,32500.00,2.08,McCafé Drinks,Regular
127,2022/10/23,Sun,Indonesia,Iced Vanilla Latte,33500.00,2.15,McCafé Drinks,Regular
128,2022/10/23,Sun,Indonesia,Iced Caramel Latte,33500.00,2.15,McCafé Drinks,Regular
129,2022/10/23,Sun,Indonesia,Iced Hazelnut Latte,33500.00,2.15,McCafé Drinks,Regular
130,2022/10/23,Sun,Indonesia,Hot Hazelnut Latte,27500.00,1.76,McCafé Drinks,Regular
131,2022/10/23,Sun,Indonesia,Hot Vanilla Latte,27500.00,1.76,McCafé Drinks,Regular
132,2022/10/23,Sun,Indonesia,Hot Caramel Latte,27500.00,1.76,McCafé Drinks,Regular
133,2022/10/23,Sun,Indonesia,Hot Chocolate,25500.00,1.63,McCafé Drinks,Regular
134,2022/10/23,Sun,Indonesia,Hot Mocha,26000.00,1.67,McCafé Drinks,Regular
135,2022/10/23,Sun,Indonesia,Hot Java Jasmine Tasseo Tea,21000.00,1.35,McCafé Drinks,Regular
136,2022/10/23,Sun,Indonesia,Hot Lemon Grass Tasseo Tea,21000.00,1.35,McCafé Drinks,Regular
137,2022/10/23,Sun,Indonesia,Hot Pure Green Tasseo Tea,21000.00,1.35,McCafé Drinks,Regular
138,2022/10/23,Sun,Indonesia,Hot Cappucino,23500.00,1.51,McCafé Drinks,Regular
139,2022/10/23,Sun,Indonesia,Iced Cappucino,28500.00,1.83,McCafé Drinks,Regular
140,2022/10/23,Sun,Indonesia,Hot Café Latte,23500.00,1.51,McCafé Drinks,Regular
141,2022/10/23,Sun,Indonesia,Iced Café Latte,28500.00,1.83,McCafé Drinks,Regular
142,2022/10/23,Sun,Indonesia,Hot Long Black,23500.00,1.51,McCafé Drinks,Regular
143,2022/10/23,Sun,Indonesia,Hot Flat White,23500.00,1.51,McCafé Drinks,Regular
144,2022/10/23,Sun,Indonesia,Paket Big Order,975000.00,62.49,Breakfast & Value Meals,Breakfast
145,2022/10/23,Sun,Indonesia,Sausage Wrap,25000.00,1.60,Breakfast & Value Meals,Breakfast
146,2022/10/23,Sun,Indonesia,Egg & Cheese Muffin,17000.00,1.09,Breakfast & Value Meals,Breakfast
147,2022/10/23,Sun,Indonesia,Chicken Muffin,26000.00,1.67,Breakfast & Value Meals,Breakfast
148,2022/10/23,Sun,Indonesia,Chicken McMuffin® with Egg,30500.00,1.95,Breakfast & Value Meals,Breakfast
149,2022/10/23,Sun,Indonesia,Egg McMuffin®,27000.00,1.73,Breakfast & Value Meals,Breakfast
150,2022/10/23,Sun,Indonesia,Sausage McMuffin®,28000.00,1.79,Breakfast & Value Meals,Breakfast
151,2022/10/23,Sun,Indonesia,Sausage McMuffin® with Egg,31500.00,2.02,Breakfast & Value Meals,Breakfast
152,2022/10/23,Sun,Indonesia,Big Breakfast,38000.00,2.44,Breakfast & Value Meals,Breakfast
153,2022/10/23,Sun,Indonesia,Hotcakes 2pcs,25000.00,1.60,Breakfast & Value Meals,Breakfast
154,2022/10/23,Sun,Indonesia,Hotcakes 3pcs,29500.00,1.89,Breakfast & Value Meals,Breakfast
155,2022/10/23,Sun,Indonesia,PaMer 7,177000.00,11.34,Breakfast & Value Meals,Breakfast
156,2022/10/23,Sun,Indonesia,PaMer 5,122000.00,7.82,Breakfast & Value Meals,Breakfast
157,2022/10/23,Sun,Indonesia,PaNas Spesial,45000.00,2.88,Breakfast & Value Meals,Breakfast
158,2022/10/23,Sun,Indonesia,PaNas 1,34500.00,2.21,Breakfast & Value Meals,Breakfast
159,2022/10/23,Sun,Indonesia,PaNas 2 with Rice,48500.00,3.11,Breakfast & Value Meals,Breakfast
160,2022/10/23,Sun,Indonesia,Nasi Uduk McD,21500.00,1.38,Breakfast & Value Meals,Breakfast
161,2022/10/23,Sun,Indonesia,Nasi Uduk McD with Coffee,28000.00,1.79,Breakfast & Value Meals,Breakfast
162,2022/10/23,Sun,Indonesia,Apple Pie,12500.00,0.80,Sides,Breakfast
163,2022/10/23,Sun,Indonesia,Breakfast Wrap,16500.00,1.06,Sides,Breakfast
164,2022/10/23,Sun,Indonesia,Hash Brown,13000.00,0.83,Sides,Breakfast
165,2022/10/23,Sun,Indonesia,Sweet Corn,12000.00,0.77,Sides,Breakfast
166,2022/10/23,Sun,Indonesia,Bubur Ayam McD,13000.00,0.83,Sides,Breakfast
167,2022/10/23,Sun,Indonesia,Rice,10000.00,0.64,Sides,Breakfast
168,2022/10/23,Sun,Indonesia,Dark Choco McFlurry®  with Crunch,16500.00,1.06,Desserts,Breakfast
169,2022/10/23,Sun,Indonesia,Dark Choco McFlurry® with Oreo,16500.00,1.06,Desserts,Breakfast
170,2022/10/23,Sun,Indonesia,McFlurry®  featuring Oreo,12500.00,0.80,Desserts,Breakfast
171,2022/10/23,Sun,Indonesia,Choco McFlurry®,12500.00,0.80,Desserts,Breakfast
172,2022/10/23,Sun,Indonesia,Chocolate Sundae,11000.00,0.70,Desserts,Breakfast
173,2022/10/23,Sun,Indonesia,Strawberry Sundae,11000.00,0.70,Desserts,Breakfast
174,2022/10/23,Sun,Indonesia,Iced Lychee Tea,20000.00,1.28,Beverages,Breakfast
175,2022/10/23,Sun,Indonesia,Iced Coffee,19000.00,1.22,Beverages,Breakfast
176,2022/10/23,Sun,Indonesia,Iced Coffee Jelly,21000.00,1.35,Beverages,Breakfast
177,2022/10/23,Sun,Indonesia,Iced Coffee Float,22500.00,1.44,Beverages,Breakfast
178,2022/10/23,Sun,Indonesia,Iced Coffee Jelly Float,23500.00,1.51,Beverages,Breakfast
179,2022/10/23,Sun,Indonesia,Country Choice Orange 250ml,15000.00,0.96,Beverages,Breakfast
180,2022/10/23,Sun,Indonesia,Coca Cola®,9500.00,0.61,Beverages,Breakfast
181,2022/10/23,Sun,Indonesia,Coke McFloat®,14000.00,0.90,Beverages,Breakfast
182,2022/10/23,Sun,Indonesia,Fanta®,9500.00,0.61,Beverages,Breakfast
183,2022/10/23,Sun,Indonesia,Fanta McFloat®,14000.00,0.90,Beverages,Breakfast
184,2022/10/23,Sun,Indonesia,Sprite®,9500.00,0.61,Beverages,Breakfast
185,2022/10/23,Sun,Indonesia,Fruit Tea Lemon ,9500.00,0.61,Beverages,Breakfast
186,2022/10/23,Sun,Indonesia,Fruit Tea Blackcurrant 200ml.,9500.00,0.61,Beverages,Breakfast
187,2022/10/23,Sun,Indonesia,Tehbotol Sosro® Pack 250ml.,9500.00,0.61,Beverages,Breakfast
188,2022/10/23,Sun,Indonesia,Tehbotol Sosro® Tawar 350ML,9500.00,0.61,Beverages,Breakfast
189,2022/10/23,Sun,Indonesia,Milo ,13000.00,0.83,Beverages,Breakfast
190,2022/10/23,Sun,Indonesia,Premium Roast Coffee,12000.00,0.77,Beverages,Breakfast
191,2022/10/23,Sun,Indonesia,Hot Tea,12000.00,0.77,Beverages,Breakfast
192,2022/10/23,Sun,Indonesia,Mineral Water 600ml.,10000.00,0.64,Beverages,Breakfast
193,2022/10/23,Sun,Indonesia,Happy Meal® Egg & Cheese Muffin,43000.00,2.76,Happy Meals,Breakfast
194,2022/10/23,Sun,Indonesia,Happy Meal® Chicken,43000.00,2.76,Happy Meals,Breakfast
195,2022/10/23,Sun,Indonesia,Family Time Breakfast Bertiga Happy Meal Ayam McD,89000.00,5.70,Family Package,Breakfast
196,2022/10/23,Sun,Indonesia,Family Time Breakfast Bertiga Happy Meal Egg & Cheese Muffin,89000.00,5.70,Family Package,Breakfast
197,2022/10/23,Sun,Indonesia,Family Weekend Breakfast Bertiga Happy Meal Ayam McD dan Mainan,104500.00,6.70,Family Package,Breakfast
198,2022/10/23,Sun,Indonesia,Family Weekend Breakfast Bertiga Happy Meal Egg & Cheese Muffin dan Mainan,104500.00,6.70,Family Package,Breakfast
199,2022/10/23,Sun,Indonesia,PaMer 5,122000.00,7.82,Family Package,Breakfast
200,2022/10/23,Sun,Indonesia,PaMer 7,177000.00,11.34,Family Package,Breakfast
201,2022/10/23,Sun,Indonesia,Paket Hantaran McD,129000.00,8.27,Family Package,Breakfast
202,2022/10/23,Sun,Indonesia,Combo Cheese Croissant,46000.00,2.95,McCafé Pastries,Breakfast
203,2022/10/23,Sun,Indonesia,Combo Tuna Pastry,46000.00,2.95,McCafé Pastries,Breakfast
204,2022/10/23,Sun,Indonesia,Combo Chicken Curry Puff,46000.00,2.95,McCafé Pastries,Breakfast
205,2022/10/23,Sun,Indonesia,Butter Croissant + Regular Hot Cappuccino,36500.00,2.34,McCafé Pastries,Breakfast
206,2022/10/23,Sun,Indonesia,Lemon Cake,34500.00,2.21,McCafé Pastries,Breakfast
207,2022/10/23,Sun,Indonesia,Klepon Cake,34500.00,2.21,McCafé Pastries,Breakfast
208,2022/10/23,Sun,Indonesia,Choco Lover,34500.00,2.21,McCafé Pastries,Breakfast
209,2022/10/23,Sun,Indonesia,Choco Chip Muffin,24500.00,1.57,McCafé Pastries,Breakfast
210,2022/10/23,Sun,Indonesia,Banana Muffin,24500.00,1.57,McCafé Pastries,Breakfast
211,2022/10/23,Sun,Indonesia,Cheese Croissant,32500.00,2.08,McCafé Pastries,Breakfast
212,2022/10/23,Sun,Indonesia,Tuna Puff Pastry,32500.00,2.08,McCafé Pastries,Breakfast
213,2022/10/23,Sun,Indonesia,Chicken Curry Puff,32500.00,2.08,McCafé Pastries,Breakfast
214,2022/10/23,Sun,Indonesia,Cheese Stick,23000.00,1.47,McCafé Pastries,Breakfast
215,2022/10/23,Sun,Indonesia,Butter Croissant,23000.00,1.47,McCafé Pastries,Breakfast
216,2022/10/23,Sun,Indonesia,Himalayan Latte Frappe,43500.00,2.79,McCafé Drinks,Breakfast
217,2022/10/23,Sun,Indonesia,Himalayan Tea Frappe,41500.00,2.66,McCafé Drinks,Breakfast
218,2022/10/23,Sun,Indonesia,Iced Himalayan Latte,39000.00,2.50,McCafé Drinks,Breakfast
219,2022/10/23,Sun,Indonesia,Iced Himalayan Tea,37000.00,2.37,McCafé Drinks,Breakfast
220,2022/10/23,Sun,Indonesia,Mango Frappe,27500.00,1.76,McCafé Drinks,Breakfast
221,2022/10/23,Sun,Indonesia,Matcha Frappe,37500.00,2.40,McCafé Drinks,Breakfast
222,2022/10/23,Sun,Indonesia,Iced Matcha Latte,33500.00,2.15,McCafé Drinks,Breakfast
223,2022/10/23,Sun,Indonesia,Iced Café Matcha Fushion,35500.00,2.28,McCafé Drinks,Breakfast
224,2022/10/23,Sun,Indonesia,Hot Matcha Latte,27500.00,1.76,McCafé Drinks,Breakfast
225,2022/10/23,Sun,Indonesia,Iced Choco Frappe,32500.00,2.08,McCafé Drinks,Breakfast
226,2022/10/23,Sun,Indonesia,Iced Latte Frappe,31500.00,2.02,McCafé Drinks,Breakfast
227,2022/10/23,Sun,Indonesia,Iced Hazelnut Frappe,40500.00,2.60,McCafé Drinks,Breakfast
228,2022/10/23,Sun,Indonesia,Iced Chocolate,30500.00,1.95,McCafé Drinks,Breakfast
229,2022/10/23,Sun,Indonesia,Iced Coffee,26500.00,1.70,McCafé Drinks,Breakfast
230,2022/10/23,Sun,Indonesia,Iced Mocha Frappe,32500.00,2.08,McCafé Drinks,Breakfast
231,2022/10/23,Sun,Indonesia,Iced Vanilla Latte,33500.00,2.15,McCafé Drinks,Breakfast
232,2022/10/23,Sun,Indonesia,Iced Caramel Latte,33500.00,2.15,McCafé Drinks,Breakfast
233,2022/10/23,Sun,Indonesia,Iced Hazelnut Latte,33500.00,2.15,McCafé Drinks,Breakfast
234,2022/10/23,Sun,Indonesia,Hot Hazelnut Latte,27500.00,1.76,McCafé Drinks,Breakfast
235,2022/10/23,Sun,Indonesia,Hot Vanilla Latte,27500.00,1.76,McCafé Drinks,Breakfast
236,2022/10/23,Sun,Indonesia,Hot Caramel Latte,27500.00,1.76,McCafé Drinks,Breakfast
237,2022/10/23,Sun,Indonesia,Hot Chocolate,25500.00,1.63,McCafé Drinks,Breakfast
238,2022/10/23,Sun,Indonesia,Hot Mocha,26000.00,1.67,McCafé Drinks,Breakfast
239,2022/10/23,Sun,Indonesia,Hot Java Jasmine Tasseo Tea,21000.00,1.35,McCafé Drinks,Breakfast
