,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2022/08/21,Sun,Indonesia,Beef Burger Rendang Special,36500.00,2.46,Promotion Menu,Regular
2,2022/08/21,Sun,Indonesia,Beef Burger Rendang,33000.00,2.22,Promotion Menu,Regular
3,2022/08/21,Sun,Indonesia,Burger Rendang Ayam Spesial,35500.00,2.39,Promotion Menu,Regular
4,2022/08/21,Sun,Indonesia,Burger Rendang Ayam,32000.00,2.15,Promotion Menu,Regular
5,2022/08/21,Sun,Indonesia,McShaker Fries Cabe Ijo,28500.00,1.92,Promotion Menu,Regular
6,2022/08/21,Sun,Indonesia,Beli 1 Gratis 1 McSpicy Korean Burger,68500.00,4.61,Promotion Menu,Regular
7,2022/08/21,Sun,Indonesia,Beli 1 Gratis 1 Double Beef Onion Stew Burger,68500.00,4.61,Promotion Menu,Regular
8,2022/08/21,Sun,Indonesia,Beli 1 Gratis 1 Beef Spicy Korean Burger,62000.00,4.17,Promotion Menu,Regular
9,2022/08/21,Sun,Indonesia,Beli 1 Gratis 1 Beef Onion Stew Burger with Egg,62000.00,4.17,Promotion Menu,Regular
10,2022/08/21,Sun,Indonesia,McFlurry Es Campur,16500.00,1.11,Promotion Menu,Regular
11,2022/08/21,Sun,Indonesia,McFlurry Es Campur Merah Delima,16500.00,1.11,Promotion Menu,Regular
12,2022/08/21,Sun,Indonesia,Soda Gembira,14500.00,0.98,Promotion Menu,Regular
13,2022/08/21,Sun,Indonesia,Krim Soda Gembira,17500.00,1.18,Promotion Menu,Regular
14,2022/08/21,Sun,Indonesia,PaNas HeBat Smoky BBQ Wings,30500.00,2.05,Promotion Menu,Regular
15,2022/08/21,Sun,Indonesia,Smoky BBQ Wings A La Carte,46000.00,3.10,Promotion Menu,Regular
16,2022/08/21,Sun,Indonesia,Paket Hantaran McD,127000.00,8.55,Promotion Menu,Regular
17,2022/08/21,Sun,Indonesia,McFlurry Es Campur,16500.00,1.11,Promotion Menu,Breakfast
18,2022/08/21,Sun,Indonesia,McFlurry Es Campur Merah Delima,16500.00,1.11,Promotion Menu,Breakfast
19,2022/08/21,Sun,Indonesia,Soda Gembira,14500.00,0.98,Promotion Menu,Breakfast
20,2022/08/21,Sun,Indonesia,Krim Soda Gembira,17500.00,1.18,Promotion Menu,Breakfast
