,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/12/03,Sat,Hong Kong,McNuggets®(18pcs)Combo for 2,148.00,19.00,Game on! Feast,Regular Menu
2,2022/12/03,Sat,Hong Kong,McNuggets®(18pcs)Combo,78.00,10.01,Game on! Feast,Regular Menu
3,2022/12/03,Sat,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.70,Game on! Feast,Regular Menu
4,2022/12/03,Sat,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.34,Game on! Feast,Regular Menu
5,2022/12/03,Sat,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.34,Game on! Feast,Regular Menu
6,2022/12/03,Sat,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.57,Game on! Feast,Regular Menu
7,2022/12/03,Sat,Hong Kong,Tasty Sharing Box,44.00,5.65,Game on! Feast,Regular Menu
8,2022/12/03,Sat,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.83,Game on! Feast,Regular Menu
9,2022/12/03,Sat,Hong Kong,Burger Lovers Combo for 2 with Oatly Drink,125.00,16.04,McCafe OAT-SOME XMAS,Regular Menu
10,2022/12/03,Sat,Hong Kong,Burger Lovers Combo for 1 with Oatly Drink,61.00,7.83,McCafe OAT-SOME XMAS,Regular Menu
11,2022/12/03,Sat,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.88,McCafe OAT-SOME XMAS,Regular Menu
12,2022/12/03,Sat,Hong Kong,Oatly Chocolate(L),36.00,4.62,McCafe OAT-SOME XMAS,Regular Menu
13,2022/12/03,Sat,Hong Kong,Burger Lover Combo for 2 with Mochi Black Sesame Latte,129.00,16.56,McCafe Mochi Black Sesame Latte,Regular Menu
14,2022/12/03,Sat,Hong Kong,Burger Lover Combo for 1 with Mochi Black Sesame Latte,63.00,8.09,McCafe Mochi Black Sesame Latte,Regular Menu
15,2022/12/03,Sat,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.52,McCafe Mochi Black Sesame Latte,Regular Menu
16,2022/12/03,Sat,Hong Kong,Black Sesame Latte(L),38.00,4.88,McCafe Mochi Black Sesame Latte,Regular Menu
17,2022/12/03,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.49,Hot Deal,Regular Menu
18,2022/12/03,Sat,Hong Kong,Burger Lovers Combo for 3,153.00,19.64,Hot Deal,Regular Menu
19,2022/12/03,Sat,Hong Kong,Happy Family Combo,135.00,17.33,Hot Deal,Regular Menu
20,2022/12/03,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,122.00,15.66,Hot Deal,Regular Menu
21,2022/12/03,Sat,Hong Kong,Burger Lovers Combo for 2,109.00,13.99,Hot Deal,Regular Menu
22,2022/12/03,Sat,Hong Kong,Burger Lover Combo for 1,53.00,6.80,Hot Deal,Regular Menu
23,2022/12/03,Sat,Hong Kong,Crispy Thighs Combo for 1,70.00,8.98,Hot Deal,Regular Menu
24,2022/12/03,Sat,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.70,Hot Deal,Regular Menu
25,2022/12/03,Sat,Hong Kong,McWings (4pcs) Combo for 1,60.00,7.70,Hot Deal,Regular Menu
26,2022/12/03,Sat,Hong Kong,McCafe All-new Meal Combo for 1,61.00,7.83,McCafe Value Combo,Regular Menu
27,2022/12/03,Sat,Hong Kong,McCafe Burger Lovers Combo for 2,125.00,16.04,McCafe Value Combo,Regular Menu
28,2022/12/03,Sat,Hong Kong,McCafe Burger Lovers Cobmo for 3,177.00,22.72,McCafe Value Combo,Regular Menu
29,2022/12/03,Sat,Hong Kong,McCafe Happy Family Combo,151.00,19.38,McCafe Value Combo,Regular Menu
30,2022/12/03,Sat,Hong Kong,Chicken McNuggets® (6pcs),24.00,3.08,Regular A-la-carte,Regular Menu
31,2022/12/03,Sat,Hong Kong,McNuggets®(18pcs),52.00,6.67,Regular A-la-carte,Regular Menu
32,2022/12/03,Sat,Hong Kong,Tasty Sharing Box,44.00,5.65,Regular A-la-carte,Regular Menu
33,2022/12/03,Sat,Hong Kong,Big Mac®,25.50,3.27,Regular A-la-carte,Regular Menu
34,2022/12/03,Sat,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.34,Regular A-la-carte,Regular Menu
35,2022/12/03,Sat,Hong Kong,Angus Original,34.00,4.36,Regular A-la-carte,Regular Menu
36,2022/12/03,Sat,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.34,Regular A-la-carte,Regular Menu
37,2022/12/03,Sat,Hong Kong,Cheesy Champignon Angus Burger,39.00,5.01,Regular A-la-carte,Regular Menu
38,2022/12/03,Sat,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.57,Regular A-la-carte,Regular Menu
39,2022/12/03,Sat,Hong Kong,Double Angus Original,46.00,5.90,Regular A-la-carte,Regular Menu
40,2022/12/03,Sat,Hong Kong,McWings®(4pcs),27.00,3.47,Regular A-la-carte,Regular Menu
41,2022/12/03,Sat,Hong Kong,McWings®(6pcs),38.00,4.88,Regular A-la-carte,Regular Menu
42,2022/12/03,Sat,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.83,Regular A-la-carte,Regular Menu
43,2022/12/03,Sat,Hong Kong,Crispy Thighs(2pcs),41.50,5.33,Regular A-la-carte,Regular Menu
44,2022/12/03,Sat,Hong Kong,Double Cheeseburger™,24.00,3.08,Regular A-la-carte,Regular Menu
45,2022/12/03,Sat,Hong Kong,McSpicy®Chicken Filet,27.00,3.47,Regular A-la-carte,Regular Menu
46,2022/12/03,Sat,Hong Kong,GCB®,26.50,3.40,Regular A-la-carte,Regular Menu
47,2022/12/03,Sat,Hong Kong,Filet-O-Fish™,23.00,2.95,Regular A-la-carte,Regular Menu
48,2022/12/03,Sat,Hong Kong,Sausage McMuffin® with Egg,22.50,2.89,Regular A-la-carte,Regular Menu
49,2022/12/03,Sat,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),35.00,4.49,Happy Meal,Regular Menu
50,2022/12/03,Sat,Hong Kong,Happy Meal® Filet-O-Fish™,37.00,4.75,Happy Meal,Regular Menu
51,2022/12/03,Sat,Hong Kong,Other Happy Meal Set,28.50,3.66,Happy Meal,Regular Menu
52,2022/12/03,Sat,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.88,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
53,2022/12/03,Sat,Hong Kong,Oatly Chocolate(L),36.00,4.62,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
54,2022/12/03,Sat,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.52,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
55,2022/12/03,Sat,Hong Kong,Black Sesame Latte(L),38.00,4.88,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
56,2022/12/03,Sat,Hong Kong,Iced Salted Caramel Oatly Latte,43.00,5.52,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
57,2022/12/03,Sat,Hong Kong,Salted Caramel Oatly Latte(L),38.00,4.88,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
58,2022/12/03,Sat,Hong Kong,Iced Latte,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
59,2022/12/03,Sat,Hong Kong,Iced Cappuccino,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
60,2022/12/03,Sat,Hong Kong,Iced Americano,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
61,2022/12/03,Sat,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
62,2022/12/03,Sat,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.26,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
63,2022/12/03,Sat,Hong Kong,Iced Ovaltine Bubble Latte,43.00,5.52,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
64,2022/12/03,Sat,Hong Kong,Iced Uji Matcha Bubble Latte,43.00,5.52,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
65,2022/12/03,Sat,Hong Kong,Cappuccino(L),35.00,4.49,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
66,2022/12/03,Sat,Hong Kong,Latte(L),35.00,4.49,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
67,2022/12/03,Sat,Hong Kong,Americano(L),35.00,4.49,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
68,2022/12/03,Sat,Hong Kong,Crunchy Ovaltine(L),35.00,4.49,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
69,2022/12/03,Sat,Hong Kong,Mango Passionfruit Soda with Fruit Cocktail,22.00,2.82,Beverages.,Regular Menu
