,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2023/07/28,Fri,Hong Kong,Refreshing Breakfast Combo for 1,45.00,5.77,New Sharing Meals,Breakfast Menu
2,2023/07/28,Fri,Hong Kong,Refreshing Breakfast Combo for 2,90.00,11.53,New Sharing Meals,Breakfast Menu
3,2023/07/28,Fri,Hong Kong,Happy Family Breakfast Combo,103.00,13.20,New Sharing Meals,Breakfast Menu
4,2023/07/28,Fri,Hong Kong,Refreshing Breakfast Combo for 3,119.00,15.25,New Sharing Meals,Breakfast Menu
5,2023/07/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 3,143.00,18.33,McCafe Value Combo,Breakfast Menu
6,2023/07/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 2,106.00,13.58,McCafe Value Combo,Breakfast Menu
7,2023/07/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 1,53.00,6.79,McCafe Value Combo,Breakfast Menu
8,2023/07/28,Fri,Hong Kong,McCafe Happy Family Breakfast Combo,119.00,15.25,McCafe Value Combo,Breakfast Menu
9,2023/07/28,Fri,Hong Kong,Pollock Filet Deluxe Breakfast,36.50,4.68,Breakfast A-la-carte,Breakfast Menu
10,2023/07/28,Fri,Hong Kong,Scrambled Eggs Burger,20.50,2.63,Breakfast A-la-carte,Breakfast Menu
11,2023/07/28,Fri,Hong Kong,Scrambled Eggs N' Chicken Burger,24.50,3.14,Breakfast A-la-carte,Breakfast Menu
12,2023/07/28,Fri,Hong Kong,Scrambled Eggs N' Ham Burger,24.50,3.14,Breakfast A-la-carte,Breakfast Menu
13,2023/07/28,Fri,Hong Kong,NEW LUNCHEON Meat N' Scrambled Egg Burger,26.50,3.40,Breakfast A-la-carte,Breakfast Menu
14,2023/07/28,Fri,Hong Kong,NEW LUNCHEON Meat McMuffin with Egg,26.50,3.40,Breakfast A-la-carte,Breakfast Menu
15,2023/07/28,Fri,Hong Kong,Jumbo Breakfast,36.00,4.61,Breakfast A-la-carte,Breakfast Menu
16,2023/07/28,Fri,Hong Kong,Deluxe Breakfast,31.50,4.04,Breakfast A-la-carte,Breakfast Menu
17,2023/07/28,Fri,Hong Kong,Hotcakes Deluxe Breakfast,31.50,4.04,Breakfast A-la-carte,Breakfast Menu
18,2023/07/28,Fri,Hong Kong,Sausage McMuffin® with Egg,24.50,3.14,Breakfast A-la-carte,Breakfast Menu
19,2023/07/28,Fri,Hong Kong,Filet-O-Fish™,24.00,3.08,Breakfast A-la-carte,Breakfast Menu
20,2023/07/28,Fri,Hong Kong,Hotcakes (3 pcs),21.50,2.76,Breakfast A-la-carte,Breakfast Menu
21,2023/07/28,Fri,Hong Kong,Sausage N' Egg Twisty Pasta (Tonkotsu Flavor),30.50,3.91,Breakfast A-la-carte,Breakfast Menu
