,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Combo for 3,189.00,24.08,Salted ‘N Pepper Crispy Thighs,Regular Menu
2,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Combo for 2,142.00,18.09,Salted ‘N Pepper Crispy Thighs,Regular Menu
3,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Combo for 1,72.00,9.17,Salted ‘N Pepper Crispy Thighs,Regular Menu
4,2023/03/16,Thu,Hong Kong,Original & Honey BBQ & Salted 'N Pepper Crispy Thighs Sharing Bucket(6 pcs),119.50,15.23,Salted ‘N Pepper Crispy Thighs,Regular Menu
5,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Bucket(6pcs),119.50,15.23,Salted ‘N Pepper Crispy Thighs,Regular Menu
6,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs(2pcs),44.50,5.67,Salted ‘N Pepper Crispy Thighs,Regular Menu
7,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs(1pc),24.00,3.06,Salted ‘N Pepper Crispy Thighs,Regular Menu
8,2023/03/16,Thu,Hong Kong,Burger Lovers Combo for 2 w Iced Okinawa Brown Sugar x Bubble Latte,139.00,17.71,Okinawa Brown Sugar X Bubble Latte,Regular Menu
9,2023/03/16,Thu,Hong Kong,Burger Lovers Combo for 1 w Iced Okinawa Brown Sugar x Bubble Latte,68.00,8.66,Okinawa Brown Sugar X Bubble Latte,Regular Menu
10,2023/03/16,Thu,Hong Kong,Iced Okinawa Brown Sugar x Bubble Latte,43.00,5.48,Okinawa Brown Sugar X Bubble Latte,Regular Menu
11,2023/03/16,Thu,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.22,Okinawa Brown Sugar X Bubble Latte,Regular Menu
12,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Combo for 3,189.00,24.08,Hot Deal,Regular Menu
13,2023/03/16,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,16.31,Hot Deal,Regular Menu
14,2023/03/16,Thu,Hong Kong,Burger Lovers Combo for 3,159.00,20.26,Hot Deal,Regular Menu
15,2023/03/16,Thu,Hong Kong,Burger Lovers Combo for 2,115.00,14.65,Hot Deal,Regular Menu
16,2023/03/16,Thu,Hong Kong,Happy Family Combo,139.00,17.71,Hot Deal,Regular Menu
17,2023/03/16,Thu,Hong Kong,Burger Lover Combo for 1,56.00,7.14,Hot Deal,Regular Menu
18,2023/03/16,Thu,Hong Kong,Crispy Thighs Combo for 1,70.00,8.92,Hot Deal,Regular Menu
19,2023/03/16,Thu,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,8.03,Hot Deal,Regular Menu
20,2023/03/16,Thu,Hong Kong,McWings (4pcs) Combo for 1,63.00,8.03,Hot Deal,Regular Menu
21,2023/03/16,Thu,Hong Kong,McCafe All-new Meal Combo for 1,64.00,8.15,McCafe Value Combo,Regular Menu
22,2023/03/16,Thu,Hong Kong,McCafe Burger Lovers Combo for 2,131.00,16.69,McCafe Value Combo,Regular Menu
23,2023/03/16,Thu,Hong Kong,McCafe Burger Lovers Cobmo for 3,183.00,23.32,McCafe Value Combo,Regular Menu
24,2023/03/16,Thu,Hong Kong,McCafe Happy Family Combo,155.00,19.75,McCafe Value Combo,Regular Menu
25,2023/03/16,Thu,Hong Kong,Original & Honey BBQ & Salted 'N Pepper Crispy Thighs Sharing Bucket(6 pcs),119.50,15.23,Regular A-la-carte,Regular Menu
26,2023/03/16,Thu,Hong Kong,Original & Salted 'N Pepper Crispy Thighs Sharing Bucket(6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
27,2023/03/16,Thu,Hong Kong,Salted 'N Pepper & Honey BBQ Crispy Thighs Sharing Bucket(6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
28,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs Bucket(6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
29,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs(2pcs),44.50,5.67,Regular A-la-carte,Regular Menu
30,2023/03/16,Thu,Hong Kong,Salted 'N Pepper Crispy Thighs(1pc),24.00,3.06,Regular A-la-carte,Regular Menu
31,2023/03/16,Thu,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
32,2023/03/16,Thu,Hong Kong,McWings®(4pcs),28.00,3.57,Regular A-la-carte,Regular Menu
33,2023/03/16,Thu,Hong Kong,McWings®(6pcs),39.00,4.97,Regular A-la-carte,Regular Menu
34,2023/03/16,Thu,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),101.00,12.87,Regular A-la-carte,Regular Menu
35,2023/03/16,Thu,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.46,Regular A-la-carte,Regular Menu
36,2023/03/16,Thu,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.19,Regular A-la-carte,Regular Menu
37,2023/03/16,Thu,Hong Kong,McNuggets®(18pcs),53.00,6.75,Regular A-la-carte,Regular Menu
38,2023/03/16,Thu,Hong Kong,Tasty Sharing Box,45.00,5.73,Regular A-la-carte,Regular Menu
39,2023/03/16,Thu,Hong Kong,Crispy Thighs(2pcs),42.50,5.42,Regular A-la-carte,Regular Menu
40,2023/03/16,Thu,Hong Kong,Big Mac®,26.50,3.38,Regular A-la-carte,Regular Menu
41,2023/03/16,Thu,Hong Kong,Angus Original,35.00,4.46,Regular A-la-carte,Regular Menu
42,2023/03/16,Thu,Hong Kong,Cheesy Champignon Angus Burger,40.00,5.10,Regular A-la-carte,Regular Menu
43,2023/03/16,Thu,Hong Kong,Double Angus Original,47.00,5.99,Regular A-la-carte,Regular Menu
44,2023/03/16,Thu,Hong Kong,Double Cheeseburger™,25.00,3.19,Regular A-la-carte,Regular Menu
45,2023/03/16,Thu,Hong Kong,McSpicy®Chicken Filet,28.00,3.57,Regular A-la-carte,Regular Menu
46,2023/03/16,Thu,Hong Kong,GCB®,27.50,3.50,Regular A-la-carte,Regular Menu
47,2023/03/16,Thu,Hong Kong,Filet-O-Fish™,24.00,3.06,Regular A-la-carte,Regular Menu
48,2023/03/16,Thu,Hong Kong,Sausage McMuffin® with Egg,23.50,2.99,Regular A-la-carte,Regular Menu
49,2023/03/16,Thu,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),36.00,4.59,Happy Meal,Regular Menu
50,2023/03/16,Thu,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.84,Happy Meal,Regular Menu
51,2023/03/16,Thu,Hong Kong,Other Happy Meal Set,29.50,3.76,Happy Meal,Regular Menu
52,2023/03/16,Thu,Hong Kong,Iced Okinawa Brown Sugar x Bubble Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
53,2023/03/16,Thu,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.22,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
54,2023/03/16,Thu,Hong Kong,Iced Salted Caramel Oatly Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
55,2023/03/16,Thu,Hong Kong,Salted Caramel Oatly Latte(L),38.00,4.84,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
56,2023/03/16,Thu,Hong Kong,Iced Latte,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
57,2023/03/16,Thu,Hong Kong,Iced Cappuccino,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
58,2023/03/16,Thu,Hong Kong,Iced Americano,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
59,2023/03/16,Thu,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
60,2023/03/16,Thu,Hong Kong,Cappuccino(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
61,2023/03/16,Thu,Hong Kong,Iced Ovaltine Bubble Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
62,2023/03/16,Thu,Hong Kong,Latte(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
63,2023/03/16,Thu,Hong Kong,Iced Uji Matcha Bubble Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
