,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/07/17,Sun,Hong Kong,Burger Lovers Combo for 2 w Double Mango Frappe,137.00,17.45,"[$120+, $10 OFF] McCafe Double Mango Frappe",Regular Menu
2,2022/07/17,Sun,Hong Kong,Crispy Thighs (6pcs) Combo for 2 w Double Mango Frappe,150.00,19.11,"[$120+, $10 OFF] McCafe Double Mango Frappe",Regular Menu
3,2022/07/17,Sun,Hong Kong,Double Mango Frappe (L),46.00,5.86,"[$120+, $10 OFF] McCafe Double Mango Frappe",Regular Menu
4,2022/07/17,Sun,Hong Kong,Ebi Combo for 2,120.00,15.29,Ebi Burger,Regular Menu
5,2022/07/17,Sun,Hong Kong,Ebi Burger with Fish,36.00,4.59,Ebi Burger,Regular Menu
6,2022/07/17,Sun,Hong Kong,Ebi Burger with Fish Combo for 1,66.00,8.41,Ebi Burger,Regular Menu
7,2022/07/17,Sun,Hong Kong,Ebi Burger with Pineapple,33.00,4.20,Ebi Burger,Regular Menu
8,2022/07/17,Sun,Hong Kong,Ebi Burger with Pineapple Combo for 1,63.00,8.03,Ebi Burger,Regular Menu
9,2022/07/17,Sun,Hong Kong,Ebi Burger,30.00,3.82,Ebi Burger,Regular Menu
10,2022/07/17,Sun,Hong Kong,Ebi Burger Combo for 1,60.00,7.64,Ebi Burger,Regular Menu
11,2022/07/17,Sun,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.31,Cumin Flavored Crispy Thighs,Regular Menu
12,2022/07/17,Sun,Hong Kong,Original & Honey BBQ & Cumin Crispy Thighs Sharing Bucket(6 pcs),119.50,15.22,Cumin Flavored Crispy Thighs,Regular Menu
13,2022/07/17,Sun,Hong Kong,Original & Cumin Crispy Thighs Sharing Bucket(6pcs),119.50,15.22,Cumin Flavored Crispy Thighs,Regular Menu
14,2022/07/17,Sun,Hong Kong,Honey & Cumin Crispy Thighs Sharing Bucket (6pcs),119.50,15.22,Cumin Flavored Crispy Thighs,Regular Menu
15,2022/07/17,Sun,Hong Kong,Cumin Crispy Thighs Sharing Bucket (6pcs),119.50,15.22,Cumin Flavored Crispy Thighs,Regular Menu
16,2022/07/17,Sun,Hong Kong,Cumin Crispy Thighs Combo for 1,72.00,9.17,Cumin Flavored Crispy Thighs,Regular Menu
17,2022/07/17,Sun,Hong Kong,Cumin Crispy Thighs(2pcs),43.50,5.54,Cumin Flavored Crispy Thighs,Regular Menu
18,2022/07/17,Sun,Hong Kong,Cumin Crispy Thighs(1pc),23.50,2.99,Cumin Flavored Crispy Thighs,Regular Menu
19,2022/07/17,Sun,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.31,Hot Deal,Regular Menu
20,2022/07/17,Sun,Hong Kong,Burger Lovers Combo for 3,153.00,19.49,Hot Deal,Regular Menu
21,2022/07/17,Sun,Hong Kong,Happy Family Combo,135.00,17.20,Hot Deal,Regular Menu
22,2022/07/17,Sun,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,122.00,15.54,Hot Deal,Regular Menu
23,2022/07/17,Sun,Hong Kong,Burger Lovers Combo for 2,109.00,13.89,Hot Deal,Regular Menu
24,2022/07/17,Sun,Hong Kong,Burger Lover Combo for 1,53.00,6.75,Hot Deal,Regular Menu
25,2022/07/17,Sun,Hong Kong,Crispy Thighs Combo for 1,70.00,8.92,Hot Deal,Regular Menu
26,2022/07/17,Sun,Hong Kong,McNuggets (9pcs) Combo for 1,60.00,7.64,Hot Deal,Regular Menu
27,2022/07/17,Sun,Hong Kong,McWings (4pcs) Combo for 1,60.00,7.64,Hot Deal,Regular Menu
28,2022/07/17,Sun,Hong Kong,McCafe All-new Meal Combo for 1,61.00,7.77,McCafe Value Combo,Regular Menu
29,2022/07/17,Sun,Hong Kong,McCafe Burger Lovers Combo for 2,125.00,15.92,McCafe Value Combo,Regular Menu
30,2022/07/17,Sun,Hong Kong,McCafe Burger Lovers Cobmo for 3,177.00,22.55,McCafe Value Combo,Regular Menu
31,2022/07/17,Sun,Hong Kong,McCafe Happy Family Combo,151.00,19.24,McCafe Value Combo,Regular Menu
32,2022/07/17,Sun,Hong Kong,Ebi Burger with Fish,36.00,4.59,Regular A-la-carte,Regular Menu
