,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/12/24,Sat,Hong Kong,Garlic Herb Crispy Thighs (2pcs),43.50,5.57,Garlic Herb Crispy Thighs,Regular Menu
2,2022/12/24,Sat,Hong Kong,Garlic Herb Crispy Thighs Combo for 1,72.00,9.22,Garlic Herb Crispy Thighs,Regular Menu
3,2022/12/24,Sat,Hong Kong,We All Are Party Crispy Thighs Combo for 2,142.00,18.19,Garlic Herb Crispy Thighs,Regular Menu
4,2022/12/24,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,189.00,24.21,Garlic Herb Crispy Thighs,Regular Menu
5,2022/12/24,Sat,Hong Kong,Original & Honey & Garlic Crispy Thighs Sharing Bucket (6 pcs),119.50,15.31,Garlic Herb Crispy Thighs,Regular Menu
6,2022/12/24,Sat,Hong Kong,Garlic Herb & Original Crispy Thighs Sharing Bucket (6 pcs),119.50,15.31,Garlic Herb Crispy Thighs,Regular Menu
7,2022/12/24,Sat,Hong Kong,Garlic Herb & Honey BBQ Crispy Thighs Sharing Bucket (6 pcs),119.50,15.31,Garlic Herb Crispy Thighs,Regular Menu
8,2022/12/24,Sat,Hong Kong,Garlic Herb Crispy Thighs Bucket (6pcs),119.50,15.31,Garlic Herb Crispy Thighs,Regular Menu
9,2022/12/24,Sat,Hong Kong,Garlic Herb Crispy Thighs (1pc),23.50,3.01,Garlic Herb Crispy Thighs,Regular Menu
10,2022/12/24,Sat,Hong Kong,Christmas Sharing Combo for 3,228.00,29.21,Party Sharing Set,Regular Menu
11,2022/12/24,Sat,Hong Kong,Crispy Thighs x Signature Combo for 2,168.00,21.52,Party Sharing Set,Regular Menu
12,2022/12/24,Sat,Hong Kong,Crispy Thighs Sharing Bucket Set,258.00,33.05,Party Sharing Set,Regular Menu
13,2022/12/24,Sat,Hong Kong,Christmas Sharing Set,128.00,16.40,Party Sharing Set,Regular Menu
14,2022/12/24,Sat,Hong Kong,Crispy Thighs Combo for 1,81.00,10.38,Party Sharing Set,Regular Menu
15,2022/12/24,Sat,Hong Kong,Original & Honey & Garlic Crispy Thighs Sharing Bucket (6 pcs),119.50,15.31,Party Sharing Set,Regular Menu
