,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/11/24,Thu,Hong Kong,McNuggets®(18pcs)Combo for 2,148.00,18.93,Game on! Feast,Regular Menu
2,2022/11/24,Thu,Hong Kong,McNuggets®(18pcs)Combo,78.00,9.98,Game on! Feast,Regular Menu
3,2022/11/24,Thu,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.67,Game on! Feast,Regular Menu
4,2022/11/24,Thu,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.28,Game on! Feast,Regular Menu
5,2022/11/24,Thu,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.28,Game on! Feast,Regular Menu
6,2022/11/24,Thu,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.52,Game on! Feast,Regular Menu
7,2022/11/24,Thu,Hong Kong,Tasty Sharing Box,44.00,5.63,Game on! Feast,Regular Menu
8,2022/11/24,Thu,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.79,Game on! Feast,Regular Menu
9,2022/11/24,Thu,Hong Kong,Burger Lovers Combo for 2 with Oatly Drink,125.00,15.99,McCafe OAT-SOME XMAS,Regular Menu
10,2022/11/24,Thu,Hong Kong,Burger Lovers Combo for 1 with Oatly Drink,61.00,7.80,McCafe OAT-SOME XMAS,Regular Menu
11,2022/11/24,Thu,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.86,McCafe OAT-SOME XMAS,Regular Menu
12,2022/11/24,Thu,Hong Kong,Oatly Chocolate(L),36.00,4.60,McCafe OAT-SOME XMAS,Regular Menu
13,2022/11/24,Thu,Hong Kong,Burger Lover Combo for 2 with Mochi Black Sesame Latte,129.00,16.50,McCafe Mochi Black Sesame Latte,Regular Menu
14,2022/11/24,Thu,Hong Kong,Burger Lover Combo for 1 with Mochi Black Sesame Latte,63.00,8.06,McCafe Mochi Black Sesame Latte,Regular Menu
15,2022/11/24,Thu,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.50,McCafe Mochi Black Sesame Latte,Regular Menu
16,2022/11/24,Thu,Hong Kong,Black Sesame Latte(L),38.00,4.86,McCafe Mochi Black Sesame Latte,Regular Menu
17,2022/11/24,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.41,Hot Deal,Regular Menu
18,2022/11/24,Thu,Hong Kong,Burger Lovers Combo for 3,153.00,19.57,Hot Deal,Regular Menu
19,2022/11/24,Thu,Hong Kong,Happy Family Combo,135.00,17.27,Hot Deal,Regular Menu
20,2022/11/24,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,122.00,15.60,Hot Deal,Regular Menu
21,2022/11/24,Thu,Hong Kong,Burger Lovers Combo for 2,109.00,13.94,Hot Deal,Regular Menu
22,2022/11/24,Thu,Hong Kong,Burger Lover Combo for 1,53.00,6.78,Hot Deal,Regular Menu
23,2022/11/24,Thu,Hong Kong,Crispy Thighs Combo for 1,70.00,8.95,Hot Deal,Regular Menu
24,2022/11/24,Thu,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.67,Hot Deal,Regular Menu
25,2022/11/24,Thu,Hong Kong,McWings (4pcs) Combo for 1,60.00,7.67,Hot Deal,Regular Menu
26,2022/11/24,Thu,Hong Kong,McCafe All-new Meal Combo for 1,61.00,7.80,McCafe Value Combo,Regular Menu
27,2022/11/24,Thu,Hong Kong,McCafe Burger Lovers Combo for 2,125.00,15.99,McCafe Value Combo,Regular Menu
28,2022/11/24,Thu,Hong Kong,McCafe Burger Lovers Cobmo for 3,177.00,22.64,McCafe Value Combo,Regular Menu
29,2022/11/24,Thu,Hong Kong,McCafe Happy Family Combo,151.00,19.31,McCafe Value Combo,Regular Menu
30,2022/11/24,Thu,Hong Kong,Chicken McNuggets® (6pcs),24.00,3.07,Regular A-la-carte,Regular Menu
31,2022/11/24,Thu,Hong Kong,McNuggets®(18pcs),52.00,6.65,Regular A-la-carte,Regular Menu
32,2022/11/24,Thu,Hong Kong,Tasty Sharing Box,44.00,5.63,Regular A-la-carte,Regular Menu
33,2022/11/24,Thu,Hong Kong,Big Mac®,25.50,3.26,Regular A-la-carte,Regular Menu
34,2022/11/24,Thu,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.28,Regular A-la-carte,Regular Menu
35,2022/11/24,Thu,Hong Kong,Angus Original,34.00,4.35,Regular A-la-carte,Regular Menu
36,2022/11/24,Thu,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.28,Regular A-la-carte,Regular Menu
37,2022/11/24,Thu,Hong Kong,Cheesy Champignon Angus Burger,39.00,4.99,Regular A-la-carte,Regular Menu
38,2022/11/24,Thu,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.52,Regular A-la-carte,Regular Menu
39,2022/11/24,Thu,Hong Kong,Double Angus Original,46.00,5.88,Regular A-la-carte,Regular Menu
40,2022/11/24,Thu,Hong Kong,McWings®(4pcs),27.00,3.45,Regular A-la-carte,Regular Menu
41,2022/11/24,Thu,Hong Kong,McWings®(6pcs),38.00,4.86,Regular A-la-carte,Regular Menu
42,2022/11/24,Thu,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.79,Regular A-la-carte,Regular Menu
43,2022/11/24,Thu,Hong Kong,Crispy Thighs(2pcs),41.50,5.31,Regular A-la-carte,Regular Menu
44,2022/11/24,Thu,Hong Kong,Double Cheeseburger™,24.00,3.07,Regular A-la-carte,Regular Menu
45,2022/11/24,Thu,Hong Kong,McSpicy®Chicken Filet,27.00,3.45,Regular A-la-carte,Regular Menu
46,2022/11/24,Thu,Hong Kong,GCB®,26.50,3.39,Regular A-la-carte,Regular Menu
47,2022/11/24,Thu,Hong Kong,Filet-O-Fish™,23.00,2.94,Regular A-la-carte,Regular Menu
48,2022/11/24,Thu,Hong Kong,Sausage McMuffin® with Egg,22.50,2.88,Regular A-la-carte,Regular Menu
49,2022/11/24,Thu,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),35.00,4.48,Happy Meal,Regular Menu
50,2022/11/24,Thu,Hong Kong,Happy Meal® Filet-O-Fish™,37.00,4.73,Happy Meal,Regular Menu
51,2022/11/24,Thu,Hong Kong,Other Happy Meal Set,28.50,3.65,Happy Meal,Regular Menu
52,2022/11/24,Thu,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.86,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
53,2022/11/24,Thu,Hong Kong,Oatly Chocolate(L),36.00,4.60,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
54,2022/11/24,Thu,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.50,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
55,2022/11/24,Thu,Hong Kong,Black Sesame Latte(L),38.00,4.86,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
56,2022/11/24,Thu,Hong Kong,Iced Salted Caramel Oatly Latte,43.00,5.50,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
57,2022/11/24,Thu,Hong Kong,Salted Caramel Oatly Latte(L),38.00,4.86,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
58,2022/11/24,Thu,Hong Kong,Iced Latte,40.00,5.12,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
59,2022/11/24,Thu,Hong Kong,Iced Cappuccino,40.00,5.12,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
60,2022/11/24,Thu,Hong Kong,Iced Americano,40.00,5.12,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
61,2022/11/24,Thu,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.12,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
62,2022/11/24,Thu,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.24,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
63,2022/11/24,Thu,Hong Kong,Iced Ovaltine Bubble Latte,43.00,5.50,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
64,2022/11/24,Thu,Hong Kong,Iced Uji Matcha Bubble Latte,43.00,5.50,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
65,2022/11/24,Thu,Hong Kong,Cappuccino(L),35.00,4.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
66,2022/11/24,Thu,Hong Kong,Latte(L),35.00,4.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
67,2022/11/24,Thu,Hong Kong,Americano(L),35.00,4.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
68,2022/11/24,Thu,Hong Kong,Crunchy Ovaltine(L),35.00,4.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
69,2022/11/24,Thu,Hong Kong,Mango Passionfruit Soda with Fruit Cocktail,22.00,2.81,Beverages.,Regular Menu
70,2022/11/24,Thu,Hong Kong,Coca-Cola® (L),17.00,2.17,Beverages.,Regular Menu
71,2022/11/24,Thu,Hong Kong,Sprite® Lemon- Lime Flavoured Soda (L),17.00,2.17,Beverages.,Regular Menu
72,2022/11/24,Thu,Hong Kong,Fanta® Orange Flavoured Soda (L),17.00,2.17,Beverages.,Regular Menu
73,2022/11/24,Thu,Hong Kong,Coca-Cola® No Sugar (L),17.00,2.17,Beverages.,Regular Menu
74,2022/11/24,Thu,Hong Kong,Minute Maid® Orange Juice (L),16.50,2.11,Beverages.,Regular Menu
75,2022/11/24,Thu,Hong Kong,Kochakaden® Fruitea Orange Tea (M),18.50,2.37,Beverages.,Regular Menu
76,2022/11/24,Thu,Hong Kong,Kochakaden® Fruitea Orange Tea (L),20.00,2.56,Beverages.,Regular Menu
77,2022/11/24,Thu,Hong Kong,Kochakaden® Fruitea Pear Tea (L),20.00,2.56,Beverages.,Regular Menu
78,2022/11/24,Thu,Hong Kong,Iced Prem Roast Coffee (L),23.00,2.94,Beverages.,Regular Menu
79,2022/11/24,Thu,Hong Kong,Hot Chocolate,17.00,2.17,Beverages.,Regular Menu
80,2022/11/24,Thu,Hong Kong,Hi-Calcium Low Fat Milk Drink,17.50,2.24,Beverages.,Regular Menu
81,2022/11/24,Thu,Hong Kong,Hot Local Milk Tea  (L),18.50,2.37,Beverages.,Regular Menu
82,2022/11/24,Thu,Hong Kong,Ground Coffee (L),20.50,2.62,Beverages.,Regular Menu
83,2022/11/24,Thu,Hong Kong,Iced Local Milk Tea (L),22.00,2.81,Beverages.,Regular Menu
84,2022/11/24,Thu,Hong Kong,Iced Fresh Lemon Tea (L),22.00,2.81,Beverages.,Regular Menu
85,2022/11/24,Thu,Hong Kong,Hot Fresh Lemon Tea (L),18.50,2.37,Beverages.,Regular Menu
86,2022/11/24,Thu,Hong Kong,Blueberry Custard Pie,14.00,1.79,Desserts,Regular Menu
87,2022/11/24,Thu,Hong Kong,Apple Pie,13.00,1.66,Desserts,Regular Menu
88,2022/11/24,Thu,Hong Kong,Hi-Calcium Low Fat Blueberry Yoghurt,15.00,1.92,Desserts,Regular Menu
89,2022/11/24,Thu,Hong Kong,Sizzling Black Pepper Flavored Seasoning,3.00,0.38,Extra/ Additional Sauce,Regular Menu
90,2022/11/24,Thu,Hong Kong,Apple Pie Flavored Seasoning,3.00,0.38,Extra/ Additional Sauce,Regular Menu
91,2022/11/24,Thu,Hong Kong,Seaweed Seasoning,3.00,0.38,Extra/ Additional Sauce,Regular Menu
92,2022/11/24,Thu,Hong Kong,Honey BBQ Seasoning,3.00,0.38,Extra/ Additional Sauce,Regular Menu
93,2022/11/24,Thu,Hong Kong,Fries (M),17.00,2.17,Extra/ Additional Sauce,Regular Menu
94,2022/11/24,Thu,Hong Kong,Fries (Large),20.00,2.56,Extra/ Additional Sauce,Regular Menu
95,2022/11/24,Thu,Hong Kong,Fresh Corn Cup (Jumbo),21.50,2.75,Extra/ Additional Sauce,Regular Menu
96,2022/11/24,Thu,Hong Kong,Thai Hot & Spicy Sauce,1.00,0.13,Extra/ Additional Sauce,Regular Menu
97,2022/11/24,Thu,Hong Kong,Chicken McNuggets® Sauce,1.50,0.19,Extra/ Additional Sauce,Regular Menu
