,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2023/01/14,Sat,South Korea,Prosperity Snoopy Seal Sticker,2000.00,1.62,Specials,Regular Menu
2,2023/01/14,Sat,South Korea,Prosperity Gold,7700.00,6.23,Specials,Regular Menu
3,2023/01/14,Sat,South Korea,Prosperity Gold Special,8600.00,6.95,Specials,Regular Menu
4,2023/01/14,Sat,South Korea,McCrispy™ Deluxe Burger,9200.00,7.44,Specials,Regular Menu
5,2023/01/14,Sat,South Korea,McCrispy™ Classic Burger,8400.00,6.79,Specials,Regular Menu
6,2023/01/14,Sat,South Korea,Curly Fries,3300.00,2.67,Specials,Regular Menu
7,2023/01/14,Sat,South Korea,Churros,2500.00,2.02,Specials,Regular Menu
8,2023/01/14,Sat,South Korea,Chicken Tomato Snack Wrap,3000.00,2.43,Specials,Regular Menu
9,2023/01/14,Sat,South Korea,Gold McFizz,2700.00,2.18,Specials,Regular Menu
10,2023/01/14,Sat,South Korea,Gold Sundae,3000.00,2.43,Specials,Regular Menu
11,2023/01/14,Sat,South Korea,Strawberry Chiller,3700.00,2.99,Specials,Regular Menu
12,2023/01/14,Sat,South Korea,Jeju Hallabong Chiller,3700.00,2.99,Specials,Regular Menu
13,2023/01/14,Sat,South Korea,Vanilla Latte,4200.00,3.40,Specials,Regular Menu
14,2023/01/14,Sat,South Korea,Prosperity Snoopy Seal Sticker,2000.00,1.62,Specials,Breakfast Menu
15,2023/01/14,Sat,South Korea,BLT Egg Muffin,6000.00,4.85,Specials,Breakfast Menu
16,2023/01/14,Sat,South Korea,Bacon & Egg McMuffin,5600.00,4.53,Specials,Breakfast Menu
17,2023/01/14,Sat,South Korea,Sausage & Egg McMuffin,5700.00,4.61,Specials,Breakfast Menu
18,2023/01/14,Sat,South Korea,Churros,2500.00,2.02,Specials,Breakfast Menu
19,2023/01/14,Sat,South Korea,Chicken Tomato Snack Wrap,3000.00,2.43,Specials,Breakfast Menu
20,2023/01/14,Sat,South Korea,Gold McFizz,2700.00,2.18,Specials,Breakfast Menu
21,2023/01/14,Sat,South Korea,Gold Sundae,3000.00,2.43,Specials,Breakfast Menu
22,2023/01/14,Sat,South Korea,Strawberry Chiller,3700.00,2.99,Specials,Breakfast Menu
23,2023/01/14,Sat,South Korea,Jeju Hallabong Chiller,3700.00,2.99,Specials,Breakfast Menu
24,2023/01/14,Sat,South Korea,Vanilla Latte,4200.00,3.40,Specials,Breakfast Menu
25,2023/01/14,Sat,South Korea,Prosperity Snoopy Seal Sticker,2000.00,1.62,Ala Carte & Value Meals,Regular Menu
26,2023/01/14,Sat,South Korea,Prosperity Gold,5900.00,4.77,Ala Carte & Value Meals,Regular Menu
27,2023/01/14,Sat,South Korea,Prosperity Gold Special,6800.00,5.50,Ala Carte & Value Meals,Regular Menu
28,2023/01/14,Sat,South Korea,McCrispy™ Deluxe Burger,7500.00,6.06,Ala Carte & Value Meals,Regular Menu
29,2023/01/14,Sat,South Korea,McCrispy™ Classic Burger,6700.00,5.42,Ala Carte & Value Meals,Regular Menu
30,2023/01/14,Sat,South Korea,Triple Cheeseburger,6600.00,5.34,Ala Carte & Value Meals,Regular Menu
31,2023/01/14,Sat,South Korea,Double Bulgogi Burger,5300.00,4.29,Ala Carte & Value Meals,Regular Menu
32,2023/01/14,Sat,South Korea,Big Mac®,5700.00,4.61,Ala Carte & Value Meals,Regular Menu
33,2023/01/14,Sat,South Korea,McSpicy® Shanghai Burger,5700.00,4.61,Ala Carte & Value Meals,Regular Menu
