,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2023/05/06,Sat,South Korea,Double Big Mac,10900.00,8.27,Specials,Regular Menu
2,2023/05/06,Sat,South Korea,Big Mac® BLT,9700.00,7.36,Specials,Regular Menu
3,2023/05/06,Sat,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.89,Specials,Regular Menu
4,2023/05/06,Sat,South Korea,Quarter Pounder® with Cheese,8900.00,6.75,Specials,Regular Menu
5,2023/05/06,Sat,South Korea,McCrispy™ Deluxe Burger,9200.00,6.98,Specials,Regular Menu
6,2023/05/06,Sat,South Korea,McCrispy™ Classic Burger,8700.00,6.60,Specials,Regular Menu
7,2023/05/06,Sat,South Korea,Shrimp Snack Wrap,3100.00,2.35,Specials,Regular Menu
8,2023/05/06,Sat,South Korea,Apple Pie,2000.00,1.52,Specials,Regular Menu
9,2023/05/06,Sat,South Korea,Plum Peach Chiller,3700.00,2.81,Specials,Regular Menu
10,2023/05/06,Sat,South Korea,Vanilla Latte,4500.00,3.41,Specials,Regular Menu
11,2023/05/06,Sat,South Korea,Vanilla Sundae,2800.00,2.12,Specials,Regular Menu
12,2023/05/06,Sat,South Korea,Jeju Hallabong Chiller,3700.00,2.81,Specials,Regular Menu
13,2023/05/06,Sat,South Korea,Bacon Egg McGriddles,6700.00,5.08,Specials,Breakfast Menu
14,2023/05/06,Sat,South Korea,Sausage Egg McGriddles,7000.00,5.31,Specials,Breakfast Menu
15,2023/05/06,Sat,South Korea,Shrimp Snack Wrap,3100.00,2.35,Specials,Breakfast Menu
16,2023/05/06,Sat,South Korea,Apple Pie,2000.00,1.52,Specials,Breakfast Menu
17,2023/05/06,Sat,South Korea,Plum Peach Chiller,3700.00,2.81,Specials,Breakfast Menu
18,2023/05/06,Sat,South Korea,BLT Egg Muffin,6300.00,4.78,Specials,Breakfast Menu
19,2023/05/06,Sat,South Korea,Bacon & Egg McMuffin,5900.00,4.48,Specials,Breakfast Menu
20,2023/05/06,Sat,South Korea,Sausage & Egg McMuffin,6100.00,4.63,Specials,Breakfast Menu
21,2023/05/06,Sat,South Korea,Vanilla Latte,4500.00,3.41,Specials,Breakfast Menu
22,2023/05/06,Sat,South Korea,Iced Americano (No Syrup),3300.00,2.50,Specials,Breakfast Menu
23,2023/05/06,Sat,South Korea,Jeju Hallabong Chiller,3700.00,2.81,Specials,Breakfast Menu
24,2023/05/06,Sat,South Korea,Double Big Mac,9000.00,6.83,Ala Carte & Value Meals,Regular Menu
25,2023/05/06,Sat,South Korea,Big Mac® BLT,7800.00,5.92,Ala Carte & Value Meals,Regular Menu
26,2023/05/06,Sat,South Korea,Double Quarter Pounder® with Cheese,8200.00,6.22,Ala Carte & Value Meals,Regular Menu
27,2023/05/06,Sat,South Korea,Quarter Pounder® with Cheese,6300.00,4.78,Ala Carte & Value Meals,Regular Menu
28,2023/05/06,Sat,South Korea,McCrispy™ Deluxe Burger,7600.00,5.77,Ala Carte & Value Meals,Regular Menu
29,2023/05/06,Sat,South Korea,McCrispy™ Classic Burger,6700.00,5.08,Ala Carte & Value Meals,Regular Menu
30,2023/05/06,Sat,South Korea,Triple Cheeseburger,6600.00,5.01,Ala Carte & Value Meals,Regular Menu
31,2023/05/06,Sat,South Korea,Double Bulgogi Burger,5300.00,4.02,Ala Carte & Value Meals,Regular Menu
32,2023/05/06,Sat,South Korea,Big Mac®,6000.00,4.55,Ala Carte & Value Meals,Regular Menu
33,2023/05/06,Sat,South Korea,McSpicy® Shanghai Burger,6000.00,4.55,Ala Carte & Value Meals,Regular Menu
34,2023/05/06,Sat,South Korea,1955® Burger,7200.00,5.46,Ala Carte & Value Meals,Regular Menu
35,2023/05/06,Sat,South Korea,McChicken® Mozzarella,5800.00,4.40,Ala Carte & Value Meals,Regular Menu
36,2023/05/06,Sat,South Korea,McChicken®,4300.00,3.26,Ala Carte & Value Meals,Regular Menu
37,2023/05/06,Sat,South Korea,Egg Bulgogi Burger,4300.00,3.26,Ala Carte & Value Meals,Regular Menu
38,2023/05/06,Sat,South Korea,Bulgogi Burger,3600.00,2.73,Ala Carte & Value Meals,Regular Menu
39,2023/05/06,Sat,South Korea,Supreme Shrimp Burger,5500.00,4.17,Ala Carte & Value Meals,Regular Menu
40,2023/05/06,Sat,South Korea,Shrimp Beef Burger,6600.00,5.01,Ala Carte & Value Meals,Regular Menu
41,2023/05/06,Sat,South Korea,Bacon Tomato Deluxe,6600.00,5.01,Ala Carte & Value Meals,Regular Menu
42,2023/05/06,Sat,South Korea,Cheeseburger,3500.00,2.66,Ala Carte & Value Meals,Regular Menu
43,2023/05/06,Sat,South Korea,Double Cheeseburger,5500.00,4.17,Ala Carte & Value Meals,Regular Menu
44,2023/05/06,Sat,South Korea,Hamburger,3300.00,2.50,Ala Carte & Value Meals,Regular Menu
45,2023/05/06,Sat,South Korea,Apple Pie,2000.00,1.52,Snacks & Sides,Regular Menu
46,2023/05/06,Sat,South Korea,Shrimp Snack Wrap,3100.00,2.35,Snacks & Sides,Regular Menu
47,2023/05/06,Sat,South Korea,Shanghai chicken snack wrap,3500.00,2.66,Snacks & Sides,Regular Menu
48,2023/05/06,Sat,South Korea,Coleslaw,2700.00,2.05,Snacks & Sides,Regular Menu
49,2023/05/06,Sat,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.79,Snacks & Sides,Regular Menu
50,2023/05/06,Sat,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.50,Snacks & Sides,Regular Menu
51,2023/05/06,Sat,South Korea,McNuggets® 10pc,5500.00,4.17,Snacks & Sides,Regular Menu
52,2023/05/06,Sat,South Korea,McNuggets® 6pc,4300.00,3.26,Snacks & Sides,Regular Menu
