,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2025/02/12,Wed,South Korea,Double Cheesy Jalapeno Bacon QPC,11900.00,8.19,Specials,Regular Menu
2,2025/02/12,Wed,South Korea,Cheesy Jalapeno Bacon QPC,10200.00,7.02,Specials,Regular Menu
3,2025/02/12,Wed,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.16,Specials,Regular Menu
4,2025/02/12,Wed,South Korea,Tomato Cheese Beef Burger,6900.00,4.75,Specials,Regular Menu
5,2025/02/12,Wed,South Korea,Quarter Pounder® with Cheese,8900.00,6.13,Specials,Regular Menu
6,2025/02/12,Wed,South Korea,McCrispy™ Deluxe Burger,9200.00,6.33,Specials,Regular Menu
7,2025/02/12,Wed,South Korea,McCrispy™ Classic Burger,8700.00,5.99,Specials,Regular Menu
8,2025/02/12,Wed,South Korea,Big Mac®,8500.00,5.85,Specials,Regular Menu
9,2025/02/12,Wed,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.20,Specials,Regular Menu
10,2025/02/12,Wed,South Korea,Shrimp Snack Wrap,3300.00,2.27,Specials,Regular Menu
11,2025/02/12,Wed,South Korea,Vanilla Latte,4500.00,3.10,Specials,Regular Menu
12,2025/02/12,Wed,South Korea,Bacon Egg McGriddles,7000.00,4.82,Specials,Breakfast Menu
13,2025/02/12,Wed,South Korea,Sausage Egg McGriddles,7300.00,5.02,Specials,Breakfast Menu
14,2025/02/12,Wed,South Korea,Sausage & Egg McMuffin,6100.00,4.20,Specials,Breakfast Menu
15,2025/02/12,Wed,South Korea,Bacon & Egg McMuffin,5900.00,4.06,Specials,Breakfast Menu
16,2025/02/12,Wed,South Korea,BLT Egg Muffin,7000.00,4.82,Specials,Breakfast Menu
17,2025/02/12,Wed,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.20,Specials,Breakfast Menu
18,2025/02/12,Wed,South Korea,Shrimp Snack Wrap,3300.00,2.27,Specials,Breakfast Menu
19,2025/02/12,Wed,South Korea,Vanilla Latte,4500.00,3.10,Specials,Breakfast Menu
20,2025/02/12,Wed,South Korea,Iced Americano (No Syrup),3300.00,2.27,Specials,Breakfast Menu
21,2025/02/12,Wed,South Korea,Double Cheesy Jalapeno Bacon QPC,9700.00,6.68,Ala Carte & Value Meals,Regular Menu
22,2025/02/12,Wed,South Korea,Cheesy Jalapeno Bacon QPC,8000.00,5.51,Ala Carte & Value Meals,Regular Menu
23,2025/02/12,Wed,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.64,Ala Carte & Value Meals,Regular Menu
24,2025/02/12,Wed,South Korea,Quarter Pounder® with Cheese,6300.00,4.34,Ala Carte & Value Meals,Regular Menu
25,2025/02/12,Wed,South Korea,McSpicy® Shanghai Burger,6300.00,4.34,Ala Carte & Value Meals,Regular Menu
26,2025/02/12,Wed,South Korea,Tomato Cheese Beef Burger,4600.00,3.17,Ala Carte & Value Meals,Regular Menu
27,2025/02/12,Wed,South Korea,McCrispy™ Deluxe Burger,7600.00,5.23,Ala Carte & Value Meals,Regular Menu
28,2025/02/12,Wed,South Korea,McCrispy™ Classic Burger,6700.00,4.61,Ala Carte & Value Meals,Regular Menu
29,2025/02/12,Wed,South Korea,Big Mac®,6300.00,4.34,Ala Carte & Value Meals,Regular Menu
30,2025/02/12,Wed,South Korea,Triple Cheeseburger,6700.00,4.61,Ala Carte & Value Meals,Regular Menu
31,2025/02/12,Wed,South Korea,1955® Burger,7200.00,4.96,Ala Carte & Value Meals,Regular Menu
32,2025/02/12,Wed,South Korea,McChicken® Mozzarella,5800.00,3.99,Ala Carte & Value Meals,Regular Menu
33,2025/02/12,Wed,South Korea,McChicken®,4300.00,2.96,Ala Carte & Value Meals,Regular Menu
34,2025/02/12,Wed,South Korea,Double Bulgogi Burger,5300.00,3.65,Ala Carte & Value Meals,Regular Menu
35,2025/02/12,Wed,South Korea,Bulgogi Burger,4200.00,2.89,Ala Carte & Value Meals,Regular Menu
36,2025/02/12,Wed,South Korea,Supreme Shrimp Burger,5500.00,3.79,Ala Carte & Value Meals,Regular Menu
37,2025/02/12,Wed,South Korea,Shrimp Beef Burger,6600.00,4.54,Ala Carte & Value Meals,Regular Menu
38,2025/02/12,Wed,South Korea,Bacon Tomato Deluxe,6600.00,4.54,Ala Carte & Value Meals,Regular Menu
39,2025/02/12,Wed,South Korea,Cheeseburger,3600.00,2.48,Ala Carte & Value Meals,Regular Menu
40,2025/02/12,Wed,South Korea,Double Cheeseburger,5600.00,3.85,Ala Carte & Value Meals,Regular Menu
41,2025/02/12,Wed,South Korea,Hamburger,3400.00,2.34,Ala Carte & Value Meals,Regular Menu
42,2025/02/12,Wed,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.20,Snacks & Sides,Regular Menu
43,2025/02/12,Wed,South Korea,Shrimp Snack Wrap,3300.00,2.27,Snacks & Sides,Regular Menu
44,2025/02/12,Wed,South Korea,Shanghai chicken snack wrap,4000.00,2.75,Snacks & Sides,Regular Menu
45,2025/02/12,Wed,South Korea,Coleslaw,2700.00,1.86,Snacks & Sides,Regular Menu
46,2025/02/12,Wed,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5300.00,3.65,Snacks & Sides,Regular Menu
47,2025/02/12,Wed,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3600.00,2.48,Snacks & Sides,Regular Menu
48,2025/02/12,Wed,South Korea,McNuggets® 6pc,4700.00,3.23,Snacks & Sides,Regular Menu
49,2025/02/12,Wed,South Korea,McNuggets® 4pc,3400.00,2.34,Snacks & Sides,Regular Menu
50,2025/02/12,Wed,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.41,Snacks & Sides,Regular Menu
51,2025/02/12,Wed,South Korea,French Fries,3000.00,2.06,Snacks & Sides,Regular Menu
52,2025/02/12,Wed,South Korea,Add Sweet Sour Sauce,300.00,0.21,Snacks & Sides,Regular Menu
