,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2022/10/02,Sun,South Korea,McCrispy™ Deluxe Burger,9200.00,6.40,Specials,Regular Menu
2,2022/10/02,Sun,South Korea,McCrispy™ Classic Burger,8400.00,5.84,Specials,Regular Menu
3,2022/10/02,Sun,South Korea,Triple Cheeseburger,8500.00,5.91,Specials,Regular Menu
4,2022/10/02,Sun,South Korea,Churros,2500.00,1.74,Specials,Regular Menu
5,2022/10/02,Sun,South Korea,McWings™ 2pc,3700.00,2.57,Specials,Regular Menu
6,2022/10/02,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.09,Specials,Regular Menu
7,2022/10/02,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.57,Specials,Regular Menu
8,2022/10/02,Sun,South Korea,Vanilla Latte,4200.00,2.92,Specials,Regular Menu
9,2022/10/02,Sun,South Korea,Bacon Egg McGriddles,6300.00,4.38,Specials,Breakfast Menu
10,2022/10/02,Sun,South Korea,Sausage Egg McGriddles,6500.00,4.52,Specials,Breakfast Menu
11,2022/10/02,Sun,South Korea,BLT Egg Muffin,6000.00,4.17,Specials,Breakfast Menu
12,2022/10/02,Sun,South Korea,Bacon & Egg McMuffin,5600.00,3.89,Specials,Breakfast Menu
13,2022/10/02,Sun,South Korea,Sausage & Egg McMuffin,5700.00,3.96,Specials,Breakfast Menu
14,2022/10/02,Sun,South Korea,Churros,2500.00,1.74,Specials,Breakfast Menu
15,2022/10/02,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.09,Specials,Breakfast Menu
16,2022/10/02,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.57,Specials,Breakfast Menu
17,2022/10/02,Sun,South Korea,Vanilla Latte,4200.00,2.92,Specials,Breakfast Menu
18,2022/10/02,Sun,South Korea,McCrispy™ Deluxe Burger,7500.00,5.21,Ala Carte & Value Meals,Regular Menu
19,2022/10/02,Sun,South Korea,McCrispy™ Classic Burger,6700.00,4.66,Ala Carte & Value Meals,Regular Menu
20,2022/10/02,Sun,South Korea,Triple Cheeseburger,6600.00,4.59,Ala Carte & Value Meals,Regular Menu
21,2022/10/02,Sun,South Korea,Double Bulgogi Burger,5300.00,3.69,Ala Carte & Value Meals,Regular Menu
22,2022/10/02,Sun,South Korea,Big Mac®,5700.00,3.96,Ala Carte & Value Meals,Regular Menu
23,2022/10/02,Sun,South Korea,McSpicy® Shanghai Burger,5700.00,3.96,Ala Carte & Value Meals,Regular Menu
24,2022/10/02,Sun,South Korea,1955® Burger,6800.00,4.73,Ala Carte & Value Meals,Regular Menu
25,2022/10/02,Sun,South Korea,McChicken® Mozzarella,5800.00,4.03,Ala Carte & Value Meals,Regular Menu
26,2022/10/02,Sun,South Korea,Double Filet-O-Fish,6000.00,4.17,Ala Carte & Value Meals,Regular Menu
27,2022/10/02,Sun,South Korea,Filet-O-Fish,4500.00,3.13,Ala Carte & Value Meals,Regular Menu
28,2022/10/02,Sun,South Korea,McChicken®,4300.00,2.99,Ala Carte & Value Meals,Regular Menu
29,2022/10/02,Sun,South Korea,Egg Bulgogi Burger,4300.00,2.99,Ala Carte & Value Meals,Regular Menu
30,2022/10/02,Sun,South Korea,Bulgogi Burger,3300.00,2.29,Ala Carte & Value Meals,Regular Menu
31,2022/10/02,Sun,South Korea,Supreme Shrimp Burger,5500.00,3.82,Ala Carte & Value Meals,Regular Menu
32,2022/10/02,Sun,South Korea,Shrimp Beef Burger,6600.00,4.59,Ala Carte & Value Meals,Regular Menu
33,2022/10/02,Sun,South Korea,Bacon Tomato Deluxe,6600.00,4.59,Ala Carte & Value Meals,Regular Menu
34,2022/10/02,Sun,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.70,Ala Carte & Value Meals,Regular Menu
35,2022/10/02,Sun,South Korea,Quarter Pounder® with Cheese,6300.00,4.38,Ala Carte & Value Meals,Regular Menu
36,2022/10/02,Sun,South Korea,Cheeseburger,3300.00,2.29,Ala Carte & Value Meals,Regular Menu
37,2022/10/02,Sun,South Korea,Double Cheeseburger,5300.00,3.69,Ala Carte & Value Meals,Regular Menu
38,2022/10/02,Sun,South Korea,Hamburger,3000.00,2.09,Ala Carte & Value Meals,Regular Menu
39,2022/10/02,Sun,South Korea,McWings™ 2pc,3700.00,2.57,Snacks & Sides,Regular Menu
40,2022/10/02,Sun,South Korea,McWings™ 4pc,6300.00,4.38,Snacks & Sides,Regular Menu
41,2022/10/02,Sun,South Korea,McWings™ 8pc,11700.00,8.13,Snacks & Sides,Regular Menu
42,2022/10/02,Sun,South Korea,McWings™ 2 pc Combo,4400.00,3.06,Snacks & Sides,Regular Menu
43,2022/10/02,Sun,South Korea,McWings™ 4 pc Combo,7000.00,4.87,Snacks & Sides,Regular Menu
44,2022/10/02,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.09,Snacks & Sides,Regular Menu
45,2022/10/02,Sun,South Korea,Shanghai chicken snack wrap,3200.00,2.22,Snacks & Sides,Regular Menu
46,2022/10/02,Sun,South Korea,Coleslaw,2700.00,1.88,Snacks & Sides,Regular Menu
47,2022/10/02,Sun,South Korea,Apple Pie,2000.00,1.39,Snacks & Sides,Regular Menu
48,2022/10/02,Sun,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.48,Snacks & Sides,Regular Menu
49,2022/10/02,Sun,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.29,Snacks & Sides,Regular Menu
50,2022/10/02,Sun,South Korea,McNuggets® 10pc,5500.00,3.82,Snacks & Sides,Regular Menu
51,2022/10/02,Sun,South Korea,McNuggets® 6pc,4000.00,2.78,Snacks & Sides,Regular Menu
52,2022/10/02,Sun,South Korea,McNuggets® 4pc,3000.00,2.09,Snacks & Sides,Regular Menu
53,2022/10/02,Sun,South Korea,McSpicy® Chicken Tenders 4pc,5800.00,4.03,Snacks & Sides,Regular Menu
54,2022/10/02,Sun,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.43,Snacks & Sides,Regular Menu
55,2022/10/02,Sun,South Korea,French Fries,2600.00,1.81,Snacks & Sides,Regular Menu
56,2022/10/02,Sun,South Korea,String Cheese,2400.00,1.67,Snacks & Sides,Regular Menu
57,2022/10/02,Sun,South Korea,Add Sweet Sour Sauce,300.00,0.21,Snacks & Sides,Regular Menu
