,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2024/12/21,Sat,South Korea,Christmas Truffle Cheese burger,10300.00,7.11,Specials,Regular Menu
2,2024/12/21,Sat,South Korea,Double McSpicy® Shanghai Burger,11600.00,8.00,Specials,Regular Menu
3,2024/12/21,Sat,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.17,Specials,Regular Menu
4,2024/12/21,Sat,South Korea,Sausage Snack Wrap,4000.00,2.76,Specials,Regular Menu
5,2024/12/21,Sat,South Korea,Tomato Cheese Beef Burger,6900.00,4.76,Specials,Regular Menu
6,2024/12/21,Sat,South Korea,Quarter Pounder® with Cheese,8900.00,6.14,Specials,Regular Menu
7,2024/12/21,Sat,South Korea,McCrispy™ Deluxe Burger,9200.00,6.35,Specials,Regular Menu
8,2024/12/21,Sat,South Korea,McCrispy™ Classic Burger,8700.00,6.00,Specials,Regular Menu
9,2024/12/21,Sat,South Korea,Big Mac®,8500.00,5.86,Specials,Regular Menu
10,2024/12/21,Sat,South Korea,Grimace Shake,3900.00,2.69,Specials,Regular Menu
11,2024/12/21,Sat,South Korea,Vanilla Latte,4500.00,3.10,Specials,Regular Menu
12,2024/12/21,Sat,South Korea,Christmas Truffle Cheese muffin,7500.00,5.17,Specials,Breakfast Menu
13,2024/12/21,Sat,South Korea,Sausage & Egg McMuffin,6100.00,4.21,Specials,Breakfast Menu
14,2024/12/21,Sat,South Korea,Bacon & Egg McMuffin,5900.00,4.07,Specials,Breakfast Menu
15,2024/12/21,Sat,South Korea,BLT Egg Muffin,7000.00,4.83,Specials,Breakfast Menu
16,2024/12/21,Sat,South Korea,Sausage Snack Wrap,4000.00,2.76,Specials,Breakfast Menu
17,2024/12/21,Sat,South Korea,Grimace Shake,3900.00,2.69,Specials,Breakfast Menu
18,2024/12/21,Sat,South Korea,Vanilla Latte,4500.00,3.10,Specials,Breakfast Menu
19,2024/12/21,Sat,South Korea,Iced Americano (No Syrup),3300.00,2.28,Specials,Breakfast Menu
20,2024/12/21,Sat,South Korea,Christmas Truffle Cheese burger,8300.00,5.73,Ala Carte & Value Meals,Regular Menu
21,2024/12/21,Sat,South Korea,Double McSpicy® Shanghai Burger,9700.00,6.69,Ala Carte & Value Meals,Regular Menu
22,2024/12/21,Sat,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.66,Ala Carte & Value Meals,Regular Menu
23,2024/12/21,Sat,South Korea,Quarter Pounder® with Cheese,6300.00,4.35,Ala Carte & Value Meals,Regular Menu
24,2024/12/21,Sat,South Korea,McSpicy® Shanghai Burger,6300.00,4.35,Ala Carte & Value Meals,Regular Menu
25,2024/12/21,Sat,South Korea,Tomato Cheese Beef Burger,4600.00,3.17,Ala Carte & Value Meals,Regular Menu
26,2024/12/21,Sat,South Korea,McCrispy™ Deluxe Burger,7600.00,5.24,Ala Carte & Value Meals,Regular Menu
27,2024/12/21,Sat,South Korea,McCrispy™ Classic Burger,6700.00,4.62,Ala Carte & Value Meals,Regular Menu
28,2024/12/21,Sat,South Korea,Big Mac®,6300.00,4.35,Ala Carte & Value Meals,Regular Menu
29,2024/12/21,Sat,South Korea,Triple Cheeseburger,6700.00,4.62,Ala Carte & Value Meals,Regular Menu
30,2024/12/21,Sat,South Korea,1955® Burger,7200.00,4.97,Ala Carte & Value Meals,Regular Menu
31,2024/12/21,Sat,South Korea,McChicken® Mozzarella,5800.00,4.00,Ala Carte & Value Meals,Regular Menu
32,2024/12/21,Sat,South Korea,McChicken®,4300.00,2.97,Ala Carte & Value Meals,Regular Menu
33,2024/12/21,Sat,South Korea,Double Bulgogi Burger,5300.00,3.66,Ala Carte & Value Meals,Regular Menu
34,2024/12/21,Sat,South Korea,Bulgogi Burger,4200.00,2.90,Ala Carte & Value Meals,Regular Menu
35,2024/12/21,Sat,South Korea,Supreme Shrimp Burger,5500.00,3.79,Ala Carte & Value Meals,Regular Menu
36,2024/12/21,Sat,South Korea,Shrimp Beef Burger,6600.00,4.55,Ala Carte & Value Meals,Regular Menu
37,2024/12/21,Sat,South Korea,Bacon Tomato Deluxe,6600.00,4.55,Ala Carte & Value Meals,Regular Menu
38,2024/12/21,Sat,South Korea,Cheeseburger,3600.00,2.48,Ala Carte & Value Meals,Regular Menu
39,2024/12/21,Sat,South Korea,Double Cheeseburger,5600.00,3.86,Ala Carte & Value Meals,Regular Menu
40,2024/12/21,Sat,South Korea,Hamburger,3400.00,2.35,Ala Carte & Value Meals,Regular Menu
41,2024/12/21,Sat,South Korea,Sausage Snack Wrap,4000.00,2.76,Snacks & Sides,Regular Menu
42,2024/12/21,Sat,South Korea,Shanghai chicken snack wrap,4000.00,2.76,Snacks & Sides,Regular Menu
43,2024/12/21,Sat,South Korea,Coleslaw,2700.00,1.86,Snacks & Sides,Regular Menu
44,2024/12/21,Sat,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5300.00,3.66,Snacks & Sides,Regular Menu
45,2024/12/21,Sat,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3600.00,2.48,Snacks & Sides,Regular Menu
46,2024/12/21,Sat,South Korea,McNuggets® 6pc,4700.00,3.24,Snacks & Sides,Regular Menu
47,2024/12/21,Sat,South Korea,McNuggets® 4pc,3400.00,2.35,Snacks & Sides,Regular Menu
48,2024/12/21,Sat,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.41,Snacks & Sides,Regular Menu
49,2024/12/21,Sat,South Korea,French Fries,3000.00,2.07,Snacks & Sides,Regular Menu
50,2024/12/21,Sat,South Korea,Add Sweet Sour Sauce,300.00,0.21,Snacks & Sides,Regular Menu
51,2024/12/21,Sat,South Korea,Add Sweet Chili Sauce,300.00,0.21,Snacks & Sides,Regular Menu
52,2024/12/21,Sat,South Korea,Add Cajun Sauce,300.00,0.21,Snacks & Sides,Regular Menu
53,2024/12/21,Sat,South Korea,Merry Berry McFizz with Sprite,3100.00,2.14,Beverages,Regular Menu
54,2024/12/21,Sat,South Korea,Merry Berry McFizz with Coca-Cola,3100.00,2.14,Beverages,Regular Menu
