,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2025/01/02,Thu,South Korea,Prosperity Gold Special,9000.00,6.09,Specials,Regular Menu
2,2025/01/02,Thu,South Korea,Prosperity Gold,8200.00,5.55,Specials,Regular Menu
3,2025/01/02,Thu,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.04,Specials,Regular Menu
4,2025/01/02,Thu,South Korea,Tomato Cheese Beef Burger,6900.00,4.67,Specials,Regular Menu
5,2025/01/02,Thu,South Korea,Quarter Pounder® with Cheese,8900.00,6.02,Specials,Regular Menu
6,2025/01/02,Thu,South Korea,McCrispy™ Deluxe Burger,9200.00,6.22,Specials,Regular Menu
7,2025/01/02,Thu,South Korea,McCrispy™ Classic Burger,8700.00,5.89,Specials,Regular Menu
8,2025/01/02,Thu,South Korea,Big Mac®,8500.00,5.75,Specials,Regular Menu
9,2025/01/02,Thu,South Korea,Gold McFizz,3100.00,2.10,Specials,Regular Menu
10,2025/01/02,Thu,South Korea,Vanilla Latte,4500.00,3.04,Specials,Regular Menu
11,2025/01/02,Thu,South Korea,Sausage & Egg McMuffin,6100.00,4.13,Specials,Breakfast Menu
12,2025/01/02,Thu,South Korea,Bacon & Egg McMuffin,5900.00,3.99,Specials,Breakfast Menu
13,2025/01/02,Thu,South Korea,BLT Egg Muffin,7000.00,4.74,Specials,Breakfast Menu
14,2025/01/02,Thu,South Korea,Gold McFizz,3100.00,2.10,Specials,Breakfast Menu
15,2025/01/02,Thu,South Korea,Vanilla Latte,4500.00,3.04,Specials,Breakfast Menu
16,2025/01/02,Thu,South Korea,Iced Americano (No Syrup),3300.00,2.23,Specials,Breakfast Menu
17,2025/01/02,Thu,South Korea,Prosperity Gold Special,7200.00,4.87,Ala Carte & Value Meals,Regular Menu
18,2025/01/02,Thu,South Korea,Prosperity Gold,6400.00,4.33,Ala Carte & Value Meals,Regular Menu
19,2025/01/02,Thu,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.55,Ala Carte & Value Meals,Regular Menu
20,2025/01/02,Thu,South Korea,Quarter Pounder® with Cheese,6300.00,4.26,Ala Carte & Value Meals,Regular Menu
21,2025/01/02,Thu,South Korea,McSpicy® Shanghai Burger,6300.00,4.26,Ala Carte & Value Meals,Regular Menu
22,2025/01/02,Thu,South Korea,Tomato Cheese Beef Burger,4600.00,3.11,Ala Carte & Value Meals,Regular Menu
23,2025/01/02,Thu,South Korea,McCrispy™ Deluxe Burger,7600.00,5.14,Ala Carte & Value Meals,Regular Menu
24,2025/01/02,Thu,South Korea,McCrispy™ Classic Burger,6700.00,4.53,Ala Carte & Value Meals,Regular Menu
25,2025/01/02,Thu,South Korea,Big Mac®,6300.00,4.26,Ala Carte & Value Meals,Regular Menu
26,2025/01/02,Thu,South Korea,Triple Cheeseburger,6700.00,4.53,Ala Carte & Value Meals,Regular Menu
27,2025/01/02,Thu,South Korea,1955® Burger,7200.00,4.87,Ala Carte & Value Meals,Regular Menu
28,2025/01/02,Thu,South Korea,McChicken® Mozzarella,5800.00,3.92,Ala Carte & Value Meals,Regular Menu
29,2025/01/02,Thu,South Korea,McChicken®,4300.00,2.91,Ala Carte & Value Meals,Regular Menu
30,2025/01/02,Thu,South Korea,Double Bulgogi Burger,5300.00,3.59,Ala Carte & Value Meals,Regular Menu
31,2025/01/02,Thu,South Korea,Bulgogi Burger,4200.00,2.84,Ala Carte & Value Meals,Regular Menu
32,2025/01/02,Thu,South Korea,Supreme Shrimp Burger,5500.00,3.72,Ala Carte & Value Meals,Regular Menu
33,2025/01/02,Thu,South Korea,Shrimp Beef Burger,6600.00,4.46,Ala Carte & Value Meals,Regular Menu
34,2025/01/02,Thu,South Korea,Bacon Tomato Deluxe,6600.00,4.46,Ala Carte & Value Meals,Regular Menu
35,2025/01/02,Thu,South Korea,Cheeseburger,3600.00,2.44,Ala Carte & Value Meals,Regular Menu
36,2025/01/02,Thu,South Korea,Double Cheeseburger,5600.00,3.79,Ala Carte & Value Meals,Regular Menu
37,2025/01/02,Thu,South Korea,Hamburger,3400.00,2.30,Ala Carte & Value Meals,Regular Menu
38,2025/01/02,Thu,South Korea,Shanghai chicken snack wrap,4000.00,2.71,Snacks & Sides,Regular Menu
39,2025/01/02,Thu,South Korea,Coleslaw,2700.00,1.83,Snacks & Sides,Regular Menu
