,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2022/12/25,Sun,South Korea,McCrispy™ Deluxe Burger,9200.00,7.19,Specials,Regular Menu
2,2022/12/25,Sun,South Korea,McCrispy™ Classic Burger,8400.00,6.57,Specials,Regular Menu
3,2022/12/25,Sun,South Korea,Churros,2500.00,1.96,Specials,Regular Menu
4,2022/12/25,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Specials,Regular Menu
5,2022/12/25,Sun,South Korea,Strawberry Chiller,3700.00,2.89,Specials,Regular Menu
6,2022/12/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.89,Specials,Regular Menu
7,2022/12/25,Sun,South Korea,Vanilla Latte,4200.00,3.28,Specials,Regular Menu
8,2022/12/25,Sun,South Korea,BLT Egg Muffin,6000.00,4.69,Specials,Breakfast Menu
9,2022/12/25,Sun,South Korea,Bacon & Egg McMuffin,5600.00,4.38,Specials,Breakfast Menu
10,2022/12/25,Sun,South Korea,Sausage & Egg McMuffin,5700.00,4.46,Specials,Breakfast Menu
11,2022/12/25,Sun,South Korea,Churros,2500.00,1.96,Specials,Breakfast Menu
12,2022/12/25,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Specials,Breakfast Menu
13,2022/12/25,Sun,South Korea,Strawberry Chiller,3700.00,2.89,Specials,Breakfast Menu
14,2022/12/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.89,Specials,Breakfast Menu
15,2022/12/25,Sun,South Korea,Vanilla Latte,4200.00,3.28,Specials,Breakfast Menu
16,2022/12/25,Sun,South Korea,McCrispy™ Deluxe Burger,7500.00,5.87,Ala Carte & Value Meals,Regular Menu
17,2022/12/25,Sun,South Korea,McCrispy™ Classic Burger,6700.00,5.24,Ala Carte & Value Meals,Regular Menu
18,2022/12/25,Sun,South Korea,Triple Cheeseburger,6600.00,5.16,Ala Carte & Value Meals,Regular Menu
19,2022/12/25,Sun,South Korea,Double Bulgogi Burger,5300.00,4.14,Ala Carte & Value Meals,Regular Menu
20,2022/12/25,Sun,South Korea,Big Mac®,5700.00,4.46,Ala Carte & Value Meals,Regular Menu
21,2022/12/25,Sun,South Korea,McSpicy® Shanghai Burger,5700.00,4.46,Ala Carte & Value Meals,Regular Menu
22,2022/12/25,Sun,South Korea,1955® Burger,6800.00,5.32,Ala Carte & Value Meals,Regular Menu
23,2022/12/25,Sun,South Korea,McChicken® Mozzarella,5800.00,4.54,Ala Carte & Value Meals,Regular Menu
24,2022/12/25,Sun,South Korea,Double Quarter Pounder® with Cheese,8200.00,6.41,Ala Carte & Value Meals,Regular Menu
25,2022/12/25,Sun,South Korea,Quarter Pounder® with Cheese,6300.00,4.93,Ala Carte & Value Meals,Regular Menu
26,2022/12/25,Sun,South Korea,McChicken®,4300.00,3.36,Ala Carte & Value Meals,Regular Menu
27,2022/12/25,Sun,South Korea,Egg Bulgogi Burger,4300.00,3.36,Ala Carte & Value Meals,Regular Menu
28,2022/12/25,Sun,South Korea,Bulgogi Burger,3300.00,2.58,Ala Carte & Value Meals,Regular Menu
29,2022/12/25,Sun,South Korea,Supreme Shrimp Burger,5500.00,4.30,Ala Carte & Value Meals,Regular Menu
30,2022/12/25,Sun,South Korea,Shrimp Beef Burger,6600.00,5.16,Ala Carte & Value Meals,Regular Menu
31,2022/12/25,Sun,South Korea,Bacon Tomato Deluxe,6600.00,5.16,Ala Carte & Value Meals,Regular Menu
32,2022/12/25,Sun,South Korea,Double Filet-O-Fish,6000.00,4.69,Ala Carte & Value Meals,Regular Menu
33,2022/12/25,Sun,South Korea,Filet-O-Fish,4500.00,3.52,Ala Carte & Value Meals,Regular Menu
34,2022/12/25,Sun,South Korea,Cheeseburger,3300.00,2.58,Ala Carte & Value Meals,Regular Menu
35,2022/12/25,Sun,South Korea,Double Cheeseburger,5300.00,4.14,Ala Carte & Value Meals,Regular Menu
36,2022/12/25,Sun,South Korea,Hamburger,3000.00,2.35,Ala Carte & Value Meals,Regular Menu
37,2022/12/25,Sun,South Korea,Chicken Tomato Snack Wrap,3000.00,2.35,Snacks & Sides,Regular Menu
38,2022/12/25,Sun,South Korea,Shanghai chicken snack wrap,3200.00,2.50,Snacks & Sides,Regular Menu
39,2022/12/25,Sun,South Korea,Coleslaw,2700.00,2.11,Snacks & Sides,Regular Menu
40,2022/12/25,Sun,South Korea,Apple Pie,2000.00,1.56,Snacks & Sides,Regular Menu
41,2022/12/25,Sun,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.91,Snacks & Sides,Regular Menu
42,2022/12/25,Sun,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.58,Snacks & Sides,Regular Menu
43,2022/12/25,Sun,South Korea,McNuggets® 10pc,5500.00,4.30,Snacks & Sides,Regular Menu
44,2022/12/25,Sun,South Korea,McNuggets® 6pc,4000.00,3.13,Snacks & Sides,Regular Menu
45,2022/12/25,Sun,South Korea,McNuggets® 4pc,3000.00,2.35,Snacks & Sides,Regular Menu
46,2022/12/25,Sun,South Korea,McSpicy® Chicken Tenders 4pc,5800.00,4.54,Snacks & Sides,Regular Menu
47,2022/12/25,Sun,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.74,Snacks & Sides,Regular Menu
48,2022/12/25,Sun,South Korea,French Fries,2600.00,2.03,Snacks & Sides,Regular Menu
49,2022/12/25,Sun,South Korea,Add Sweet Sour Sauce,300.00,0.23,Snacks & Sides,Regular Menu
50,2022/12/25,Sun,South Korea,Add Sweet Chili Sauce,300.00,0.23,Snacks & Sides,Regular Menu
51,2022/12/25,Sun,South Korea,Add Cajun Sauce,300.00,0.23,Snacks & Sides,Regular Menu
52,2022/12/25,Sun,South Korea,Strawberry Chiller,3700.00,2.89,Beverages,Regular Menu
53,2022/12/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.89,Beverages,Regular Menu
54,2022/12/25,Sun,South Korea,Vanilla Latte,4200.00,3.28,Beverages,Regular Menu
55,2022/12/25,Sun,South Korea,Café Latte,3700.00,2.89,Beverages,Regular Menu
56,2022/12/25,Sun,South Korea,Cappuccino,3700.00,2.89,Beverages,Regular Menu
57,2022/12/25,Sun,South Korea,Americano,3200.00,2.50,Beverages,Regular Menu
58,2022/12/25,Sun,South Korea,Espresso,2400.00,1.88,Beverages,Regular Menu
59,2022/12/25,Sun,South Korea,Drip Coffee,2700.00,2.11,Beverages,Regular Menu
60,2022/12/25,Sun,South Korea,Iced Vanilla Latte,4200.00,3.28,Beverages,Regular Menu
61,2022/12/25,Sun,South Korea,Iced Café Latte (No Syrup),3700.00,2.89,Beverages,Regular Menu
