,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2023/01/05,Thu,Pakistan,"Hot N Crispy Burger, Spicy Chicken Burger & 2 Regular Drinks",591.00,2.60,Delivery Exclusive,Regular
2,2023/01/05,Thu,Pakistan,Chicken Mac & Regular Drink,496.00,2.19,Delivery Exclusive,Midnight Menu
3,2023/01/05,Thu,Pakistan,Strawberry Sundae,254.00,1.12,Delivery Exclusive,Midnight Menu
4,2023/01/05,Thu,Pakistan,Spicy McCrispy,522.00,2.30,★What's New★,Regular
5,2023/01/05,Thu,Pakistan,McFlurry - Fudge Brownie,483.00,2.13,★What's New★,Regular
6,2023/01/05,Thu,Pakistan,Spicy McCrispy,522.00,2.30,Chicken & Fish,Regular
7,2023/01/05,Thu,Pakistan,Hot n Crispy Burger,332.00,1.46,Chicken & Fish,Regular
8,2023/01/05,Thu,Pakistan,Chicken Mac,659.00,2.90,Chicken & Fish,Regular
9,2023/01/05,Thu,Pakistan,McChicken ,478.00,2.11,Chicken & Fish,Regular
10,2023/01/05,Thu,Pakistan,Grand Chicken Spicy,823.00,3.63,Chicken & Fish,Regular
11,2023/01/05,Thu,Pakistan,McArabia,543.00,2.39,Chicken & Fish,Regular
12,2023/01/05,Thu,Pakistan,Chicken McNuggets 6 pcs,530.00,2.33,Chicken & Fish,Regular
13,2023/01/05,Thu,Pakistan,Chicken McNuggets 9 pcs,694.00,3.06,Chicken & Fish,Regular
14,2023/01/05,Thu,Pakistan,Chicken McNuggets 20 pcs,1151.00,5.07,Chicken & Fish,Regular
15,2023/01/05,Thu,Pakistan,Chicken Burger with Cheese,384.00,1.69,Chicken & Fish,Regular
16,2023/01/05,Thu,Pakistan,Value McArabia Chicken,332.00,1.46,Chicken & Fish,Regular
17,2023/01/05,Thu,Pakistan,Mini McRoyale,444.00,1.96,Chicken & Fish,Regular
18,2023/01/05,Thu,Pakistan,Cheese Burger,392.00,1.73,Chicken & Fish,Regular
19,2023/01/05,Thu,Pakistan,Filet-O-Fish ,616.00,2.71,Chicken & Fish,Regular
20,2023/01/05,Thu,Pakistan,Garlic Mayo Wrap,401.00,1.77,Chicken & Fish,Regular
21,2023/01/05,Thu,Pakistan,Chipotle Wrap,401.00,1.77,Chicken & Fish,Regular
22,2023/01/05,Thu,Pakistan,BBQ Wrap,401.00,1.77,Chicken & Fish,Regular
23,2023/01/05,Thu,Pakistan,Big Mac,703.00,3.10,Beef,Regular
24,2023/01/05,Thu,Pakistan,Quarter Pounder,703.00,3.10,Beef,Regular
25,2023/01/05,Thu,Pakistan,McRoyale ,703.00,3.10,Beef,Regular
26,2023/01/05,Thu,Pakistan,Double Cheese Burger,651.00,2.87,Beef,Regular
27,2023/01/05,Thu,Pakistan,Spicy McCrispy Double,776.00,3.42,Double Patty Burgers,Regular
28,2023/01/05,Thu,Pakistan,Hot n Crispy Double,345.00,1.52,Double Patty Burgers,Regular
29,2023/01/05,Thu,Pakistan,McChicken Double,603.00,2.66,Double Patty Burgers,Regular
30,2023/01/05,Thu,Pakistan,Double Big Mac,948.00,4.18,Double Patty Burgers,Regular
31,2023/01/05,Thu,Pakistan,Quarter Pounder Double,1034.00,4.56,Double Patty Burgers,Regular
32,2023/01/05,Thu,Pakistan,Filet-O-Fish Double,888.00,3.91,Double Patty Burgers,Regular
33,2023/01/05,Thu,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,1.88,Crispy Chicken,Regular
34,2023/01/05,Thu,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,1.88,Crispy Chicken,Regular
35,2023/01/05,Thu,Pakistan,2 Pieces Crispy Chicken,634.00,2.79,Crispy Chicken,Regular
36,2023/01/05,Thu,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,806.00,3.55,Crispy Chicken,Regular
37,2023/01/05,Thu,Pakistan,3 Pieces Crispy Chicken,806.00,3.55,Crispy Chicken,Regular
38,2023/01/05,Thu,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,8.87,Crispy Chicken,Regular
39,2023/01/05,Thu,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,8.87,Crispy Chicken,Regular
40,2023/01/05,Thu,Pakistan,Chicken Value Sharebag,1841.00,8.11,Share Bag,Regular
41,2023/01/05,Thu,Pakistan,Chicken Plus - Share Bag,2099.00,9.25,Share Bag,Regular
42,2023/01/05,Thu,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,8.87,Share Bag,Regular
43,2023/01/05,Thu,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,8.87,Share Bag,Regular
44,2023/01/05,Thu,Pakistan,Happy Meal Beef Burger ,530.00,2.33,Happy Meals,Regular
45,2023/01/05,Thu,Pakistan,Happy Meal Cheese Burger,569.00,2.51,Happy Meals,Regular
46,2023/01/05,Thu,Pakistan,Happy Meal Chicken Burger ,569.00,2.51,Happy Meals,Regular
47,2023/01/05,Thu,Pakistan,Happy Meal 4pcs Chicken McNuggets,569.00,2.51,Happy Meals,Regular
48,2023/01/05,Thu,Pakistan,McFlurry - Fudge Brownie,483.00,2.13,Desserts,Regular
49,2023/01/05,Thu,Pakistan,Apple Pie,375.00,1.65,Desserts,Regular
50,2023/01/05,Thu,Pakistan,McFlurry Oreo,435.00,1.92,Desserts,Regular
51,2023/01/05,Thu,Pakistan,Hot Fudge Sundae,375.00,1.65,Desserts,Regular
52,2023/01/05,Thu,Pakistan,Strawberry Sundae,375.00,1.65,Desserts,Regular
53,2023/01/05,Thu,Pakistan,Cardamom Tea,289.00,1.27,Beverages,Regular
54,2023/01/05,Thu,Pakistan,Regular Tea,254.00,1.12,Beverages,Regular
55,2023/01/05,Thu,Pakistan,Green Tea,203.00,0.89,Beverages,Regular
56,2023/01/05,Thu,Pakistan,Orange Juice,332.00,1.46,Beverages,Regular
57,2023/01/05,Thu,Pakistan,Vanila Shake,375.00,1.65,Beverages,Regular
