,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2023/08/30,Wed,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,0.99,Delivery Exclusive,Regular
2,2023/08/30,Wed,Pakistan,Any 2 Regular Shakes,345.00,1.14,Delivery Exclusive,Regular
3,2023/08/30,Wed,Pakistan,McFlurry - Fudge Brownie,483.00,1.59,★What's New★,Regular
4,2023/08/30,Wed,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,0.99,Chicken & Fish,Regular
5,2023/08/30,Wed,Pakistan,Hot n Crispy Burger,332.00,1.09,Chicken & Fish,Regular
6,2023/08/30,Wed,Pakistan,Spicy McCrispy,522.00,1.72,Chicken & Fish,Regular
7,2023/08/30,Wed,Pakistan,Chicken Mac,659.00,2.17,Chicken & Fish,Regular
8,2023/08/30,Wed,Pakistan,McChicken ,478.00,1.57,Chicken & Fish,Regular
9,2023/08/30,Wed,Pakistan,Grand Chicken Spicy,823.00,2.71,Chicken & Fish,Regular
10,2023/08/30,Wed,Pakistan,McArabia,543.00,1.79,Chicken & Fish,Regular
11,2023/08/30,Wed,Pakistan,Chicken McNuggets 6 pcs,530.00,1.74,Chicken & Fish,Regular
12,2023/08/30,Wed,Pakistan,Chicken McNuggets 9 pcs,694.00,2.28,Chicken & Fish,Regular
13,2023/08/30,Wed,Pakistan,Chicken McNuggets 20 pcs,1151.00,3.79,Chicken & Fish,Regular
14,2023/08/30,Wed,Pakistan,Chicken Burger with Cheese,384.00,1.26,Chicken & Fish,Regular
15,2023/08/30,Wed,Pakistan,Mini McArabia,332.00,1.09,Chicken & Fish,Regular
16,2023/08/30,Wed,Pakistan,Cheese Burger,392.00,1.29,Chicken & Fish,Regular
17,2023/08/30,Wed,Pakistan,Filet-O-Fish ,616.00,2.03,Chicken & Fish,Regular
18,2023/08/30,Wed,Pakistan,Garlic Mayo Wrap,401.00,1.32,Chicken & Fish,Regular
19,2023/08/30,Wed,Pakistan,Chipotle Wrap,401.00,1.32,Chicken & Fish,Regular
20,2023/08/30,Wed,Pakistan,BBQ Wrap,401.00,1.32,Chicken & Fish,Regular
21,2023/08/30,Wed,Pakistan,Big Mac,703.00,2.31,Beef,Regular
22,2023/08/30,Wed,Pakistan,Quarter Pounder,703.00,2.31,Beef,Regular
23,2023/08/30,Wed,Pakistan,McRoyale ,703.00,2.31,Beef,Regular
