,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2025/04/04,Fri,Malaysia,3pcs Ayam Tenders McD Spicy,15.00,3.38,Promotions,Regular Menu
2,2025/04/04,Fri,Malaysia,3pcs Ayam Tenders McD Spicy Medium McValue Meal,17.88,4.02,Promotions,Regular Menu
3,2025/04/04,Fri,Malaysia,3pcs Ayam Tenders McD Spicy Large McValue Meal,20.24,4.55,Promotions,Regular Menu
4,2025/04/04,Fri,Malaysia,5pcs Ayam Tenders McD Spicy,19.06,4.29,Promotions,Regular Menu
5,2025/04/04,Fri,Malaysia,5pcs Ayam Tenders McD Spicy Medium McValue Meal,23.11,5.20,Promotions,Regular Menu
6,2025/04/04,Fri,Malaysia,5pcs Ayam Tenders McD Spicy Large McValue Meal,25.47,5.73,Promotions,Regular Menu
7,2025/04/04,Fri,Malaysia,6pcs Chicken McNuggets,10.61,2.39,Promotions,Regular Menu
8,2025/04/04,Fri,Malaysia,6pcs Chicken McNuggets Medium McValue Meal,15.38,3.46,Promotions,Regular Menu
9,2025/04/04,Fri,Malaysia,6pcs Chicken McNuggets Large McValue Meal,17.74,3.99,Promotions,Regular Menu
10,2025/04/04,Fri,Malaysia,9pcs Chicken McNuggets,14.10,3.17,Promotions,Regular Menu
11,2025/04/04,Fri,Malaysia,9pcs Chicken McNuggets Medium McValue Meal,18.21,4.10,Promotions,Regular Menu
12,2025/04/04,Fri,Malaysia,9pcs Chicken McNuggets Large McValue Meal,20.57,4.63,Promotions,Regular Menu
13,2025/04/04,Fri,Malaysia,20pcs Chicken McNuggets,26.70,6.01,Promotions,Regular Menu
14,2025/04/04,Fri,Malaysia,20pcs Chicken McNuggets Medium McValue Meal,28.96,6.52,Promotions,Regular Menu
15,2025/04/04,Fri,Malaysia,20pcs Chicken McNuggets Large McValue Meal,31.32,7.05,Promotions,Regular Menu
16,2025/04/04,Fri,Malaysia,D24 Durian McFlurry,8.10,1.82,Promotions,Regular Menu
17,2025/04/04,Fri,Malaysia,Apple Pie,5.33,1.20,Promotions,Regular Menu
18,2025/04/04,Fri,Malaysia,Nasi Kari Mekdi + 1pc Ayam Goreng McD Spicy,12.22,2.75,Promotions,Regular Menu
