,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2025/04/03,Thu,Malaysia,3pcs Ayam Tenders McD Spicy,15.00,3.37,Promotions,Regular Menu
2,2025/04/03,Thu,Malaysia,3pcs Ayam Tenders McD Spicy Medium McValue Meal,17.88,4.01,Promotions,Regular Menu
3,2025/04/03,Thu,Malaysia,3pcs Ayam Tenders McD Spicy Large McValue Meal,20.24,4.54,Promotions,Regular Menu
4,2025/04/03,Thu,Malaysia,5pcs Ayam Tenders McD Spicy,19.06,4.28,Promotions,Regular Menu
5,2025/04/03,Thu,Malaysia,5pcs Ayam Tenders McD Spicy Medium McValue Meal,23.11,5.19,Promotions,Regular Menu
6,2025/04/03,Thu,Malaysia,5pcs Ayam Tenders McD Spicy Large McValue Meal,25.47,5.72,Promotions,Regular Menu
7,2025/04/03,Thu,Malaysia,6pcs Chicken McNuggets,10.61,2.38,Promotions,Regular Menu
8,2025/04/03,Thu,Malaysia,6pcs Chicken McNuggets Medium McValue Meal,15.38,3.45,Promotions,Regular Menu
9,2025/04/03,Thu,Malaysia,6pcs Chicken McNuggets Large McValue Meal,17.74,3.98,Promotions,Regular Menu
10,2025/04/03,Thu,Malaysia,9pcs Chicken McNuggets,14.10,3.17,Promotions,Regular Menu
11,2025/04/03,Thu,Malaysia,9pcs Chicken McNuggets Medium McValue Meal,18.21,4.09,Promotions,Regular Menu
12,2025/04/03,Thu,Malaysia,9pcs Chicken McNuggets Large McValue Meal,20.57,4.62,Promotions,Regular Menu
13,2025/04/03,Thu,Malaysia,20pcs Chicken McNuggets,26.70,5.99,Promotions,Regular Menu
14,2025/04/03,Thu,Malaysia,20pcs Chicken McNuggets Medium McValue Meal,28.96,6.50,Promotions,Regular Menu
15,2025/04/03,Thu,Malaysia,20pcs Chicken McNuggets Large McValue Meal,31.32,7.03,Promotions,Regular Menu
16,2025/04/03,Thu,Malaysia,D24 Durian McFlurry,8.10,1.82,Promotions,Regular Menu
17,2025/04/03,Thu,Malaysia,Apple Pie,5.33,1.20,Promotions,Regular Menu
18,2025/04/03,Thu,Malaysia,Nasi Kari Mekdi + 1pc Ayam Goreng McD Spicy,12.22,2.74,Promotions,Regular Menu
19,2025/04/03,Thu,Malaysia,Nasi Kari Mekdi + 1pc Ayam Goreng McD Regular,12.22,2.74,Promotions,Regular Menu
20,2025/04/03,Thu,Malaysia,Iced Mango Peach,6.51,1.46,Promotions,Regular Menu
21,2025/04/03,Thu,Malaysia,Iced Lychee Berry,6.51,1.46,Promotions,Regular Menu
22,2025/04/03,Thu,Malaysia,Ice Blended Mango Peach,10.28,2.31,Promotions,Regular Menu
23,2025/04/03,Thu,Malaysia,Ice Blended Lychee Berry,10.28,2.31,Promotions,Regular Menu
24,2025/04/03,Thu,Malaysia,McChicken,9.43,2.12,Burgers,Regular Menu
25,2025/04/03,Thu,Malaysia,McChicken Medium McValue Meal,14.10,3.17,Burgers,Regular Menu
26,2025/04/03,Thu,Malaysia,McChicken Large McValue Meal,16.46,3.70,Burgers,Regular Menu
27,2025/04/03,Thu,Malaysia,Spicy Chicken McDeluxe,13.87,3.11,Burgers,Regular Menu
28,2025/04/03,Thu,Malaysia,Spicy Chicken McDeluxe Medium McValue Meal,18.11,4.07,Burgers,Regular Menu
29,2025/04/03,Thu,Malaysia,Spicy Chicken McDeluxe Large McValue Meal,20.47,4.60,Burgers,Regular Menu
