,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/10/02,Wed,India,McVeggie Burger Combo,199.00,2.37,Menu @199
2,2024/10/02,Wed,India,McChicken Burger Combo,199.00,2.37,Menu @199
3,2024/10/02,Wed,India,McAloo Tikki Burger Combo,199.00,2.37,Menu @199
4,2024/10/02,Wed,India,Mexican McAloo Tikki Burger Combo,199.00,2.37,Menu @199
5,2024/10/02,Wed,India,2 McVeggie Burger,199.00,2.37,Menu @199
6,2024/10/02,Wed,India,Corn & Cheese Burger + Coke,199.00,2.37,Menu @199
7,2024/10/02,Wed,India,2 Cappuccino,199.00,2.37,Menu @199
8,2024/10/02,Wed,India,2 Iced Coffee,199.00,2.37,Menu @199
9,2024/10/02,Wed,India,McSpicy Deluxe Paneer Burger,199.00,2.37,Menu @199
10,2024/10/02,Wed,India,McSpicy Deluxe Chicken Burger,199.00,2.37,Menu @199
11,2024/10/02,Wed,India,Big Spicy Chicken Wrap,199.00,2.37,Menu @199
12,2024/10/02,Wed,India,Big Spicy Paneer Wrap,199.00,2.37,Menu @199
13,2024/10/02,Wed,India,McSpicy Chicken Burger,199.00,2.37,Menu @199
14,2024/10/02,Wed,India,McSpicy Paneer Burger,199.00,2.37,Menu @199
15,2024/10/02,Wed,India,9 Pc Chicken Nuggets,213.00,2.54,Menu @199
16,2024/10/02,Wed,India,Mango Smoothie,199.00,2.37,Menu @199
17,2024/10/02,Wed,India,Mixed Berry Smoothie,199.00,2.37,Menu @199
18,2024/10/02,Wed,India,McCafe-Classic Coffee,199.00,2.37,Menu @199
19,2024/10/02,Wed,India,McCafe-Ice Coffee,200.00,2.38,Menu @199
20,2024/10/02,Wed,India,Cappuccino Coffee (R),200.00,2.38,Menu @199
21,2024/10/02,Wed,India,Latte Coffee (R),200.00,2.38,Menu @199
22,2024/10/02,Wed,India,Mocha Coffee (S),199.00,2.37,Menu @199
23,2024/10/02,Wed,India,Hot Chocolate (R),199.00,2.37,Menu @199
24,2024/10/02,Wed,India,Mixed Berry Smoothie,205.00,2.44,Menu @199
25,2024/10/02,Wed,India,Indie Mango Smoothie,205.00,2.44,Menu @199
26,2024/10/02,Wed,India,Chicken Surprise Burger Combo,209.00,2.49,Menu @199
27,2024/10/02,Wed,India,Grilled Chicken & Cheese Burger + Coke,209.00,2.49,Menu @199
28,2024/10/02,Wed,India,McAloo Tikki Double Patty Burger Combo,209.00,2.49,Menu @199
29,2024/10/02,Wed,India,6 Pc Chicken Nuggets + Fries (M) + Piri Piri Spice Mix,209.00,2.49,Menu @199
30,2024/10/02,Wed,India,Masala McEgg Burger Combo,209.00,2.49,Menu @199
31,2024/10/02,Wed,India,McCrispy Chicken Burger + McChicken Burger + Fries (M),409.00,4.88,Newly Launched
32,2024/10/02,Wed,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.88,Newly Launched
33,2024/10/02,Wed,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,579.00,6.90,Newly Launched
34,2024/10/02,Wed,India,2 McCrispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,659.00,7.86,Newly Launched
35,2024/10/02,Wed,India,Crispy Veggie Burger,199.00,2.37,Newly Launched
36,2024/10/02,Wed,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,609.00,7.26,Newly Launched
37,2024/10/02,Wed,India,2 McCrispy Chicken Burger + Fries (L) + 2 Coke,699.00,8.33,Newly Launched
38,2024/10/02,Wed,India,Crispy Veggie Burger + McAloo Tikki,239.00,2.85,Newly Launched
39,2024/10/02,Wed,India,McCrispy Chicken Burger,224.00,2.67,Newly Launched
40,2024/10/02,Wed,India,McCrispy Chicken Burger + McAloo Tikki,289.00,3.45,Newly Launched
41,2024/10/02,Wed,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.68,Newly Launched
42,2024/10/02,Wed,India,McCrispy Chicken Burger + Classic Cheese Fries,369.00,4.40,Newly Launched
43,2024/10/02,Wed,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.68,Newly Launched
44,2024/10/02,Wed,India,Crispy Veggie Burger Meal (M),327.00,3.90,Newly Launched
45,2024/10/02,Wed,India,McCrispy Chicken Burger + Piri Piri Fries (M),359.00,4.28,Newly Launched
46,2024/10/02,Wed,India,McCrispy Chicken Burger Meal (M),367.00,4.38,Newly Launched
47,2024/10/02,Wed,India,Iced Coffee with Cinammon Spice,219.00,2.61,Newly Launched
48,2024/10/02,Wed,India,Classic Coffee Regular with Cinammon Spice,235.00,2.80,Newly Launched
49,2024/10/02,Wed,India,Cappuccino Small with Cinammon Spice,184.00,2.19,Newly Launched
50,2024/10/02,Wed,India,Iced Coffee with French Vanilla,219.00,2.61,Newly Launched
51,2024/10/02,Wed,India,Classic Coffee Regular with French Vanilla,235.00,2.80,Newly Launched
52,2024/10/02,Wed,India,Cappuccino Small with French Vanilla,184.00,2.19,Newly Launched
53,2024/10/02,Wed,India,Iced Coffee with Hazelnut,219.00,2.61,Newly Launched
54,2024/10/02,Wed,India,Cappuccino Small with Hazelnut,184.00,2.19,Newly Launched
55,2024/10/02,Wed,India,Classic Coffee Regular with Hazelnut,235.00,2.80,Newly Launched
56,2024/10/02,Wed,India,McCrispy Chicken Burger + McChicken Burger + Fries (M),409.00,4.88,Group Sharing Combos
57,2024/10/02,Wed,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.88,Group Sharing Combos
58,2024/10/02,Wed,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,579.00,6.90,Group Sharing Combos
