,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/12/26,Thu,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),415.00,4.87,Newly Launched
2,2024/12/26,Thu,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.80,Newly Launched
3,2024/12/26,Thu,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,589.00,6.91,Newly Launched
4,2024/12/26,Thu,India,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,669.00,7.85,Newly Launched
5,2024/12/26,Thu,India,Crispy Veggie Burger,200.00,2.35,Newly Launched
6,2024/12/26,Thu,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,619.00,7.26,Newly Launched
7,2024/12/26,Thu,India,Crispy Veggie Burger + McAloo Tikki,245.00,2.88,Newly Launched
8,2024/12/26,Thu,India,Mc Crispy Chicken Burger,224.00,2.63,Newly Launched
9,2024/12/26,Thu,India,2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,709.00,8.32,Newly Launched
10,2024/12/26,Thu,India,Mc Crispy Chicken Burger + McAloo Tikki,295.00,3.46,Newly Launched
11,2024/12/26,Thu,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.63,Newly Launched
12,2024/12/26,Thu,India,Mc Crispy Chicken Burger + Classic Cheese Fries,369.00,4.33,Newly Launched
13,2024/12/26,Thu,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.63,Newly Launched
14,2024/12/26,Thu,India,Crispy Veggie Burger Meal (M),327.00,3.84,Newly Launched
15,2024/12/26,Thu,India,Mc Crispy Chicken Burger + Piri Piri Fries (M),359.00,4.21,Newly Launched
16,2024/12/26,Thu,India,Mc Crispy Chicken Burger Meal (M),367.00,4.31,Newly Launched
17,2024/12/26,Thu,India,Iced Coffee with Cinammon Spice,229.00,2.69,Newly Launched
18,2024/12/26,Thu,India,Classic Coffee Regular with Cinammon Spice,237.00,2.78,Newly Launched
19,2024/12/26,Thu,India,Cappuccino Small with Cinammon Spice,195.00,2.29,Newly Launched
20,2024/12/26,Thu,India,Iced Coffee with French Vanilla,229.00,2.69,Newly Launched
21,2024/12/26,Thu,India,Classic Coffee Regular with French Vanilla,237.00,2.78,Newly Launched
22,2024/12/26,Thu,India,Cappuccino Small with French Vanilla,195.00,2.29,Newly Launched
23,2024/12/26,Thu,India,Iced Coffee with Hazelnut,229.00,2.69,Newly Launched
24,2024/12/26,Thu,India,Cappuccino Small with Hazelnut,195.00,2.29,Newly Launched
25,2024/12/26,Thu,India,Classic Coffee Regular with Hazelnut,237.00,2.78,Newly Launched
26,2024/12/26,Thu,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),415.00,4.87,Group Sharing Combos
27,2024/12/26,Thu,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.80,Group Sharing Combos
28,2024/12/26,Thu,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,589.00,6.91,Group Sharing Combos
29,2024/12/26,Thu,India,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,669.00,7.85,Group Sharing Combos
30,2024/12/26,Thu,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,619.00,7.26,Group Sharing Combos
31,2024/12/26,Thu,India,2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,709.00,8.32,Group Sharing Combos
32,2024/12/26,Thu,India,Burger Combo for 2: McChicken Burger,449.00,5.27,Group Sharing Combos
33,2024/12/26,Thu,India,Burger Combo for 2: McVeggie + McAloo Tikki with Pizza McPuff,409.00,4.80,Group Sharing Combos
34,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Chicken + McChicken,449.00,5.27,Group Sharing Combos
35,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Deluxe Paneer Burger,579.00,6.80,Group Sharing Combos
36,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Deluxe Chicken Burger,550.00,6.46,Group Sharing Combos
37,2024/12/26,Thu,India,Burger Combo for 2: McCheese Burger Veg,629.00,7.38,Group Sharing Combos
38,2024/12/26,Thu,India,Burger Combo for 2: McCheese Burger Chicken,659.00,7.73,Group Sharing Combos
39,2024/12/26,Thu,India,Burger Combo for 2: Corn & Cheese Burger,449.00,5.27,Group Sharing Combos
40,2024/12/26,Thu,India,Burger Combo for 2: Grilled Chicken & Cheese,479.00,5.62,Group Sharing Combos
41,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Chicken Burger,529.00,6.21,Group Sharing Combos
42,2024/12/26,Thu,India,Burger Combo for 2: McVeggie Burger,409.00,4.80,Group Sharing Combos
43,2024/12/26,Thu,India,Burger Combo for 2: Corn & Cheese + McVeggie,392.00,4.60,Group Sharing Combos
44,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Chicken Burger with Pizza McPuff,509.00,5.97,Group Sharing Combos
45,2024/12/26,Thu,India,Burger Combo for 2: McChicken Burger with Pizza McPuff,429.00,5.03,Group Sharing Combos
46,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Coke,399.00,4.68,Group Sharing Combos
47,2024/12/26,Thu,India,Burger Combo for 2: McVeggie + McAloo Tikki with Coke,349.00,4.10,Group Sharing Combos
48,2024/12/26,Thu,India,Burger Combo for 2: McVeggie Burger with Pizza McPuff,469.00,5.50,Group Sharing Combos
49,2024/12/26,Thu,India,2 Chicken Maharaja Mac Burger + 2 Coke + Fries (L) + McFlurry Oreo (M),611.00,7.17,Group Sharing Combos
50,2024/12/26,Thu,India,Burger Combo for 2: McAloo Tikki,349.00,4.10,Group Sharing Combos
51,2024/12/26,Thu,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Pizza McPuff,388.00,4.55,Group Sharing Combos
52,2024/12/26,Thu,India,6 Pc Chicken Nuggets + McChicken Burger + Coke,359.00,4.21,Group Sharing Combos
53,2024/12/26,Thu,India,Chicken Surprise Burger + Cold Coffee,267.00,3.13,McSaver Combos (2 Pc Meals)
54,2024/12/26,Thu,India,McSaver Peppery Chicken Surprise Burger,119.00,1.40,McSaver Combos (2 Pc Meals)
55,2024/12/26,Thu,India,Chicken Surprise Burger + Iced Coffee,256.00,3.00,McSaver Combos (2 Pc Meals)
56,2024/12/26,Thu,India,Chicken Surprise Burger + Cappuccino,225.00,2.64,McSaver Combos (2 Pc Meals)
57,2024/12/26,Thu,India,McAloo Tikki Burger + Cold Coffee,251.00,2.95,McSaver Combos (2 Pc Meals)
58,2024/12/26,Thu,India,McAloo Tikki Burger + Iced Coffee,250.00,2.93,McSaver Combos (2 Pc Meals)
