,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/12/29,Fri,Brunei,Big Breakfast (Value Meal),6.60,5.00,Breakfast Value Meal
2,2023/12/29,Fri,Brunei,3 Pcs Hotcakes (Value Meal),6.00,4.55,Breakfast Value Meal
3,2023/12/29,Fri,Brunei,Filet-O-Fish (Value Meal),5.60,4.24,Breakfast Value Meal
4,2023/12/29,Fri,Brunei,Chicken Muffin (Value Meal),6.20,4.70,Breakfast Value Meal
5,2023/12/29,Fri,Brunei,3 Pcs Hotcakes (A La Carte),3.90,2.96,Breakfast Value Meal
6,2023/12/29,Fri,Brunei,Big Breakfast (A La Carte),5.00,3.79,Breakfast Value Meal
7,2023/12/29,Fri,Brunei,Chicken Muffin (A La Carte),4.20,3.18,Breakfast Value Meal
8,2023/12/29,Fri,Brunei,Filet-O-Fish (A La Carte),3.80,2.88,Breakfast Value Meal
9,2023/12/29,Fri,Brunei,Happy Meal 2 Pcs Hotcakes,5.20,3.94,Breakfast Happy Meal
10,2023/12/29,Fri,Brunei,Happy Meal Bubur McD,5.20,3.94,Breakfast Happy Meal
11,2023/12/29,Fri,Brunei,Happy Meal Sausage McMuffin,5.20,3.94,Breakfast Happy Meal
12,2023/12/29,Fri,Brunei,Bubur McD,3.20,2.43,Breakfast Sides
13,2023/12/29,Fri,Brunei,Cakoi — 1 Pc,1.50,1.14,Breakfast Sides
14,2023/12/29,Fri,Brunei,Cakoi — 2 Pc,2.80,2.12,Breakfast Sides
15,2023/12/29,Fri,Brunei,Hashbrowns,1.70,1.29,Breakfast Sides
16,2023/12/29,Fri,Brunei,Corn (5oz.),2.00,1.52,Breakfast Sides
17,2023/12/29,Fri,Brunei,Sundae Chocolate,2.50,1.89,Breakfast Dessert
18,2023/12/29,Fri,Brunei,Sundae Strawberry,2.50,1.89,Breakfast Dessert
19,2023/12/29,Fri,Brunei,Oreo Berry McFlurry,4.00,3.03,Breakfast Dessert
20,2023/12/29,Fri,Brunei,Oreo Mudpie McFlurry,4.00,3.03,Breakfast Dessert
21,2023/12/29,Fri,Brunei,Oreo McFlurry,3.50,2.65,Breakfast Dessert
22,2023/12/29,Fri,Brunei,Greentea Oreo McFlurry,4.00,3.03,Breakfast Dessert
23,2023/12/29,Fri,Brunei,Apple Pie — 1 Pc,1.80,1.36,Breakfast Dessert
24,2023/12/29,Fri,Brunei,Apple Pie — 2 Pc,3.30,2.50,Breakfast Dessert
25,2023/12/29,Fri,Brunei,Sausage McMuffin (Ala Carte),2.80,2.12,Breakfast Menu
26,2023/12/29,Fri,Brunei,Sausage McMuffin with Egg (Ala Carte),3.80,2.88,Breakfast Menu
27,2023/12/29,Fri,Brunei,Big Breakfast with 1pc Hashbrown (Ala Carte),5.00,3.79,Breakfast Menu
28,2023/12/29,Fri,Brunei,Big Breakfast with 1pc Hashbrown (Breakfast meal),6.60,5.00,Breakfast Menu
29,2023/12/29,Fri,Brunei,Scrambled Egg with Sausage (Ala Carte),3.50,2.65,Breakfast Menu
30,2023/12/29,Fri,Brunei,Scrambled Egg with Sausage (Breakfast Meal),4.50,3.41,Breakfast Menu
