,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/08/11,Fri,Brunei,3 Pcs Hotcakes (Value Meal),6.00,4.45,Breakfast Value Meal
2,2023/08/11,Fri,Brunei,3 Pcs Hotcakes (A La Carte),3.90,2.89,Breakfast Value Meal
3,2023/08/11,Fri,Brunei,Filet-O-Fish (Value Meal),5.60,4.15,Breakfast Value Meal
4,2023/08/11,Fri,Brunei,Chicken McMuffin (A La Carte),5.20,3.85,Breakfast Value Meal
5,2023/08/11,Fri,Brunei,Filet-O-Fish (A La Carte),3.80,2.82,Breakfast Value Meal
6,2023/08/11,Fri,Brunei,Happy Meal Bubur McD,5.20,3.85,Breakfast Happy Meal
7,2023/08/11,Fri,Brunei,Happy Meal 2 Pcs Hotcakes,5.20,3.85,Breakfast Happy Meal
8,2023/08/11,Fri,Brunei,Happy Meal Sausage McMuffin,5.20,3.85,Breakfast Happy Meal
9,2023/08/11,Fri,Brunei,Hashbrowns,1.70,1.26,Breakfast Sides
10,2023/08/11,Fri,Brunei,Corn (5oz.),2.00,1.48,Breakfast Sides
11,2023/08/11,Fri,Brunei,Cakoi — 1 Pc,1.50,1.11,Breakfast Sides
12,2023/08/11,Fri,Brunei,Cakoi — 2 Pc,2.80,2.08,Breakfast Sides
13,2023/08/11,Fri,Brunei,Bubur McD,3.20,2.37,Breakfast Sides
14,2023/08/11,Fri,Brunei,Apple Pie — 1 Pc,1.80,1.33,Breakfast Dessert
15,2023/08/11,Fri,Brunei,Apple Pie — 2 Pc,3.30,2.45,Breakfast Dessert
16,2023/08/11,Fri,Brunei,Sausage McMuffin (Breakfast Meal),5.10,3.78,Breakfast Menu
17,2023/08/11,Fri,Brunei,Sausage McMuffin (ala-carte),2.80,2.08,Breakfast Menu
18,2023/08/11,Fri,Brunei,Sausage McMuffin with Egg (ala-carte),3.80,2.82,Breakfast Menu
19,2023/08/11,Fri,Brunei,Sausage McMuffin with Egg (Breakfast meal),6.00,4.45,Breakfast Menu
20,2023/08/11,Fri,Brunei,Big Breakfast with 1pc Hashbrown (ala-carte),5.00,3.71,Breakfast Menu
21,2023/08/11,Fri,Brunei,Big Breakfast with 1pc Hashbrown (Breakfast meal),6.60,4.89,Breakfast Menu
22,2023/08/11,Fri,Brunei,Scrambled Egg with Sausage (ala-carte),3.50,2.59,Breakfast Menu
23,2023/08/11,Fri,Brunei,Scrambled Egg with Sausage (Breakfast Meal),4.50,3.34,Breakfast Menu
