,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/08/28,Mon,Brunei,Big Mac (Value Meal) — Medium,6.50,4.79,Regular Value Meal
2,2023/08/28,Mon,Brunei,Big Mac (Value Meal) — Large,7.10,5.24,Regular Value Meal
3,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.65,Regular Value Meal
4,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.09,Regular Value Meal
5,2023/08/28,Mon,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.57,Regular Value Meal
6,2023/08/28,Mon,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.02,Regular Value Meal
7,2023/08/28,Mon,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.84,Regular Value Meal
8,2023/08/28,Mon,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.94,Regular Value Meal
9,2023/08/28,Mon,Brunei,Big Mac (A La Carte),5.50,4.06,Regular Value Meal
10,2023/08/28,Mon,Brunei,Double Cheeseburger (A La Carte),5.10,3.76,Regular Value Meal
11,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.91,Regular Value Meal
12,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.91,Regular Value Meal
13,2023/08/28,Mon,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.13,Regular Value Meal
14,2023/08/28,Mon,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.57,Regular Value Meal
15,2023/08/28,Mon,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.13,Regular Value Meal
16,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.65,Regular Value Meal
17,2023/08/28,Mon,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.09,Regular Value Meal
18,2023/08/28,Mon,Brunei,Filet-O-Fish (A La Carte),3.80,2.80,Regular Value Meal
19,2023/08/28,Mon,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.02,Regular Value Meal
20,2023/08/28,Mon,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.46,Regular Value Meal
21,2023/08/28,Mon,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.39,Regular Value Meal
22,2023/08/28,Mon,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.50,Regular Value Meal
23,2023/08/28,Mon,Brunei,McChicken — Ala Carte,5.00,3.69,Regular Value Meal
24,2023/08/28,Mon,Brunei,McChicken — Medium,6.00,4.43,Regular Value Meal
25,2023/08/28,Mon,Brunei,McChicken — Large,6.60,4.87,Regular Value Meal
26,2023/08/28,Mon,Brunei,McChicken Deluxe — Ala Carte,5.20,3.84,Regular Value Meal
27,2023/08/28,Mon,Brunei,McChicken Deluxe — Medium,6.20,4.57,Regular Value Meal
28,2023/08/28,Mon,Brunei,McChicken Deluxe — Large,6.80,5.02,Regular Value Meal
29,2023/08/28,Mon,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.84,Happy Meal
30,2023/08/28,Mon,Brunei,Happy Meal Bubur McD (S),5.20,3.84,Happy Meal
31,2023/08/28,Mon,Brunei,Happy Meal Chicken Nuggets (4pcs),5.50,4.06,Happy Meal
32,2023/08/28,Mon,Brunei,6 Pcs Fish Nuggets,4.00,2.95,Sides
33,2023/08/28,Mon,Brunei,9 Pcs Fish Nuggets,5.40,3.98,Sides
34,2023/08/28,Mon,Brunei,20 Pcs Fish Nuggets,10.50,7.74,Sides
35,2023/08/28,Mon,Brunei,Fish Bites,2.20,1.62,Sides
36,2023/08/28,Mon,Brunei,2pcs Ayam Goreng McD,5.30,3.91,Sides
37,2023/08/28,Mon,Brunei,5pcs Ayam Goreng McD,12.00,8.85,Sides
38,2023/08/28,Mon,Brunei,9pcs Ayam Goreng McD,21.80,16.08,Sides
39,2023/08/28,Mon,Brunei,Rice,0.80,0.59,Sides
40,2023/08/28,Mon,Brunei,French fries — Medium,2.20,1.62,Sides
41,2023/08/28,Mon,Brunei,French fries — Large,2.50,1.84,Sides
42,2023/08/28,Mon,Brunei,Cakoi — 1 Pc,1.50,1.11,Sides
43,2023/08/28,Mon,Brunei,Cakoi — 2 Pc,2.80,2.07,Sides
44,2023/08/28,Mon,Brunei,Bubur McD — Small,3.20,2.36,Sides
45,2023/08/28,Mon,Brunei,Bubur McD — Large,3.70,2.73,Sides
46,2023/08/28,Mon,Brunei,Medium fries,2.20,1.62,Sides
47,2023/08/28,Mon,Brunei,Apple Pie — 1 Pc,1.80,1.33,Dessert
48,2023/08/28,Mon,Brunei,Apple Pie — 2 Pc,3.30,2.43,Dessert
