,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2022/06/14,Tue,Pakistan,Chicken Wings 3pcs,237.00,1.16,Delivery Exclusive,Regular
2,2022/06/14,Tue,Pakistan,Hot n Crispy Burger,289.00,1.42,★What's New★,Regular
3,2022/06/14,Tue,Pakistan,Chicken Wings 3pcs,237.00,1.16,★What's New★,Regular
4,2022/06/14,Tue,Pakistan,Hot n Crispy Burger,289.00,1.42,Chicken & Fish,Regular
5,2022/06/14,Tue,Pakistan,Spicy McCrispy,504.00,2.47,Chicken & Fish,Regular
6,2022/06/14,Tue,Pakistan,Chicken Mac,608.00,2.98,Chicken & Fish,Regular
7,2022/06/14,Tue,Pakistan,McChicken ,461.00,2.26,Chicken & Fish,Regular
8,2022/06/14,Tue,Pakistan,Grand Chicken Spicy,797.00,3.90,Chicken & Fish,Regular
9,2022/06/14,Tue,Pakistan,McArabia,677.00,3.32,Chicken & Fish,Regular
10,2022/06/14,Tue,Pakistan,Chicken McNuggets 6 pcs,504.00,2.47,Chicken & Fish,Regular
11,2022/06/14,Tue,Pakistan,Chicken McNuggets 9 pcs,677.00,3.32,Chicken & Fish,Regular
12,2022/06/14,Tue,Pakistan,Chicken McNuggets 20 pcs,1065.00,5.22,Chicken & Fish,Regular
13,2022/06/14,Tue,Pakistan,Chicken Wings 3pcs,237.00,1.16,Chicken & Fish,Regular
14,2022/06/14,Tue,Pakistan,Chicken Burger with Cheese,341.00,1.67,Chicken & Fish,Regular
15,2022/06/14,Tue,Pakistan,Value McArabia Chicken,392.00,1.92,Chicken & Fish,Regular
16,2022/06/14,Tue,Pakistan,Mini McRoyale,392.00,1.92,Chicken & Fish,Regular
17,2022/06/14,Tue,Pakistan,Cheese Burger,358.00,1.75,Chicken & Fish,Regular
18,2022/06/14,Tue,Pakistan,Filet-O-Fish ,504.00,2.47,Chicken & Fish,Regular
19,2022/06/14,Tue,Pakistan,Garlic Mayo Wrap,349.00,1.71,Chicken & Fish,Regular
20,2022/06/14,Tue,Pakistan,Chipotle Wrap,349.00,1.71,Chicken & Fish,Regular
21,2022/06/14,Tue,Pakistan,BBQ Wrap,349.00,1.71,Chicken & Fish,Regular
22,2022/06/14,Tue,Pakistan,Big Mac,634.00,3.11,Beef,Regular
23,2022/06/14,Tue,Pakistan,Quarter Pounder,634.00,3.11,Beef,Regular
24,2022/06/14,Tue,Pakistan,McRoyale ,634.00,3.11,Beef,Regular
25,2022/06/14,Tue,Pakistan,Double Cheese Burger,591.00,2.90,Beef,Regular
26,2022/06/14,Tue,Pakistan,Spicy McCrispy Double,763.00,3.74,Double Patty Burgers,Regular
27,2022/06/14,Tue,Pakistan,Hot n Crispy Double,345.00,1.69,Double Patty Burgers,Regular
28,2022/06/14,Tue,Pakistan,McChicken Double,634.00,3.11,Double Patty Burgers,Regular
29,2022/06/14,Tue,Pakistan,Double Big Mac,884.00,4.33,Double Patty Burgers,Regular
30,2022/06/14,Tue,Pakistan,Quarter Pounder Double,884.00,4.33,Double Patty Burgers,Regular
31,2022/06/14,Tue,Pakistan,Filet-O-Fish Double,711.00,3.48,Double Patty Burgers,Regular
32,2022/06/14,Tue,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,2.09,Crispy Fried Chicken,Regular
33,2022/06/14,Tue,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,2.09,Crispy Fried Chicken,Regular
34,2022/06/14,Tue,Pakistan,2 Pieces Crispy Chicken,616.00,3.02,Crispy Fried Chicken,Regular
35,2022/06/14,Tue,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,789.00,3.87,Crispy Fried Chicken,Regular
36,2022/06/14,Tue,Pakistan,3 Pieces Crispy Chicken,789.00,3.87,Crispy Fried Chicken,Regular
37,2022/06/14,Tue,Pakistan,9pcs Spicy Chicken Bucket Meal,1970.00,9.65,Crispy Fried Chicken,Regular
38,2022/06/14,Tue,Pakistan,9pcs Crispy Chicken Bucket Meal,1970.00,9.65,Crispy Fried Chicken,Regular
39,2022/06/14,Tue,Pakistan,Chicken Value Sharebag,1797.00,8.80,Share Bag,Regular
40,2022/06/14,Tue,Pakistan,Share Bag- CHICKEN PLUS,2056.00,10.07,Share Bag,Regular
41,2022/06/14,Tue,Pakistan,9pcs Spicy Chicken Bucket Meal,1970.00,9.65,Share Bag,Regular
42,2022/06/14,Tue,Pakistan,9pcs Crispy Chicken Bucket Meal,1970.00,9.65,Share Bag,Regular
43,2022/06/14,Tue,Pakistan,Happy Meal Beef Burger ,418.00,2.05,Happy Meals,Regular
44,2022/06/14,Tue,Pakistan,Happy Meal Cheese Burger,504.00,2.47,Happy Meals,Regular
45,2022/06/14,Tue,Pakistan,Happy Meal Chicken Burger ,504.00,2.47,Happy Meals,Regular
46,2022/06/14,Tue,Pakistan,Happy Meal 4pcs Chicken McNuggets,504.00,2.47,Happy Meals,Regular
47,2022/06/14,Tue,Pakistan,Double Chocolate Pie,332.00,1.63,Desserts,Regular
48,2022/06/14,Tue,Pakistan,Apple Pie,289.00,1.42,Desserts,Regular
49,2022/06/14,Tue,Pakistan,Sundae Brownie,418.00,2.05,Desserts,Regular
50,2022/06/14,Tue,Pakistan,McFlurry Oreo,401.00,1.96,Desserts,Regular
51,2022/06/14,Tue,Pakistan,Hot Fudge Sundae,358.00,1.75,Desserts,Regular
52,2022/06/14,Tue,Pakistan,Strawberry Sundae,358.00,1.75,Desserts,Regular
53,2022/06/14,Tue,Pakistan,Cardamom Tea,272.00,1.33,Beverages,Regular
54,2022/06/14,Tue,Pakistan,Regular Tea,228.00,1.12,Beverages,Regular
55,2022/06/14,Tue,Pakistan,Green Tea,203.00,0.99,Beverages,Regular
56,2022/06/14,Tue,Pakistan,Orange Juice,306.00,1.50,Beverages,Regular
57,2022/06/14,Tue,Pakistan,Vanila Shake,358.00,1.75,Beverages,Regular
58,2022/06/14,Tue,Pakistan,Chocolate Shake,358.00,1.75,Beverages,Regular
59,2022/06/14,Tue,Pakistan,Strawberry Shake,358.00,1.75,Beverages,Regular
60,2022/06/14,Tue,Pakistan,McFizz Strawberry,272.00,1.33,Beverages,Regular
61,2022/06/14,Tue,Pakistan,Coke,203.00,0.99,Beverages,Regular
62,2022/06/14,Tue,Pakistan,Sprite,203.00,0.99,Beverages,Regular
63,2022/06/14,Tue,Pakistan,Fanta,203.00,0.99,Beverages,Regular
64,2022/06/14,Tue,Pakistan,Coke Zero,203.00,0.99,Beverages,Regular
65,2022/06/14,Tue,Pakistan,Bottled Water,39.00,0.19,Beverages,Regular
66,2022/06/14,Tue,Pakistan,McFries,418.00,2.05,Fries & Sides,Regular
67,2022/06/14,Tue,Pakistan,Chicken Wings 3pcs,237.00,1.16,Fries & Sides,Regular
68,2022/06/14,Tue,Pakistan,Chicken McNuggets 6 pcs,504.00,2.47,Fries & Sides,Regular
69,2022/06/14,Tue,Pakistan,Chicken McNuggets 9 pcs,677.00,3.32,Fries & Sides,Regular
70,2022/06/14,Tue,Pakistan,Chicken McNuggets 20 pcs,1065.00,5.22,Fries & Sides,Regular
71,2022/06/14,Tue,Pakistan,6pcs Donuts,1323.00,6.48,McCafé Bakery,Regular
72,2022/06/14,Tue,Pakistan,Boston Cream,263.00,1.29,McCafé Bakery,Regular
73,2022/06/14,Tue,Pakistan,Chocolate Fudge,263.00,1.29,McCafé Bakery,Regular
74,2022/06/14,Tue,Pakistan,Caramel Cream,263.00,1.29,McCafé Bakery,Regular
75,2022/06/14,Tue,Pakistan,Vanilla Sprinkle,263.00,1.29,McCafé Bakery,Regular
