,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2022/06/03,Fri,Pakistan,Chicken Wings 3pcs,237.00,1.20,Delivery Exclusive,Regular
2,2022/06/03,Fri,Pakistan,Hot n Crispy Burger,289.00,1.46,★What's New★,Regular
3,2022/06/03,Fri,Pakistan,Chicken Wings 3pcs,237.00,1.20,★What's New★,Regular
4,2022/06/03,Fri,Pakistan,Hot n Crispy Burger,289.00,1.46,Chicken & Fish,Regular
5,2022/06/03,Fri,Pakistan,Spicy McCrispy,504.00,2.55,Chicken & Fish,Regular
6,2022/06/03,Fri,Pakistan,Chicken Mac,608.00,3.08,Chicken & Fish,Regular
7,2022/06/03,Fri,Pakistan,McChicken ,461.00,2.33,Chicken & Fish,Regular
8,2022/06/03,Fri,Pakistan,Grand Chicken Spicy,797.00,4.04,Chicken & Fish,Regular
9,2022/06/03,Fri,Pakistan,McArabia,677.00,3.43,Chicken & Fish,Regular
10,2022/06/03,Fri,Pakistan,Chicken McNuggets 6 pcs,504.00,2.55,Chicken & Fish,Regular
11,2022/06/03,Fri,Pakistan,Chicken McNuggets 9 pcs,677.00,3.43,Chicken & Fish,Regular
12,2022/06/03,Fri,Pakistan,Chicken McNuggets 20 pcs,1065.00,5.39,Chicken & Fish,Regular
13,2022/06/03,Fri,Pakistan,Chicken Wings 3pcs,237.00,1.20,Chicken & Fish,Regular
14,2022/06/03,Fri,Pakistan,Chicken Burger with Cheese,341.00,1.73,Chicken & Fish,Regular
15,2022/06/03,Fri,Pakistan,Value McArabia Chicken,392.00,1.99,Chicken & Fish,Regular
16,2022/06/03,Fri,Pakistan,Mini McRoyale,392.00,1.99,Chicken & Fish,Regular
17,2022/06/03,Fri,Pakistan,Cheese Burger,358.00,1.81,Chicken & Fish,Regular
18,2022/06/03,Fri,Pakistan,Filet-O-Fish ,504.00,2.55,Chicken & Fish,Regular
19,2022/06/03,Fri,Pakistan,Garlic Mayo Wrap,349.00,1.77,Chicken & Fish,Regular
20,2022/06/03,Fri,Pakistan,Chipotle Wrap,349.00,1.77,Chicken & Fish,Regular
21,2022/06/03,Fri,Pakistan,BBQ Wrap,349.00,1.77,Chicken & Fish,Regular
22,2022/06/03,Fri,Pakistan,Big Mac,634.00,3.21,Beef,Regular
23,2022/06/03,Fri,Pakistan,Quarter Pounder,634.00,3.21,Beef,Regular
24,2022/06/03,Fri,Pakistan,McRoyale ,634.00,3.21,Beef,Regular
25,2022/06/03,Fri,Pakistan,Double Cheese Burger,591.00,2.99,Beef,Regular
26,2022/06/03,Fri,Pakistan,Spicy McCrispy Double,763.00,3.86,Double Patty Burgers,Regular
27,2022/06/03,Fri,Pakistan,Hot n Crispy Double,345.00,1.75,Double Patty Burgers,Regular
28,2022/06/03,Fri,Pakistan,McChicken Double,634.00,3.21,Double Patty Burgers,Regular
29,2022/06/03,Fri,Pakistan,Double Big Mac,884.00,4.48,Double Patty Burgers,Regular
30,2022/06/03,Fri,Pakistan,Quarter Pounder Double,884.00,4.48,Double Patty Burgers,Regular
31,2022/06/03,Fri,Pakistan,Filet-O-Fish Double,711.00,3.60,Double Patty Burgers,Regular
32,2022/06/03,Fri,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,2.16,Crispy Fried Chicken,Regular
33,2022/06/03,Fri,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,2.16,Crispy Fried Chicken,Regular
34,2022/06/03,Fri,Pakistan,2 Pieces Crispy Chicken,616.00,3.12,Crispy Fried Chicken,Regular
35,2022/06/03,Fri,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,789.00,4.00,Crispy Fried Chicken,Regular
36,2022/06/03,Fri,Pakistan,3 Pieces Crispy Chicken,789.00,4.00,Crispy Fried Chicken,Regular
37,2022/06/03,Fri,Pakistan,9pcs Spicy Chicken Bucket Meal,1970.00,9.98,Crispy Fried Chicken,Regular
38,2022/06/03,Fri,Pakistan,9pcs Crispy Chicken Bucket Meal,1970.00,9.98,Crispy Fried Chicken,Regular
39,2022/06/03,Fri,Pakistan,Chicken Value Sharebag,1797.00,9.10,Share Bag,Regular
40,2022/06/03,Fri,Pakistan,Share Bag- CHICKEN PLUS,2056.00,10.41,Share Bag,Regular
41,2022/06/03,Fri,Pakistan,9pcs Spicy Chicken Bucket Meal,1970.00,9.98,Share Bag,Regular
42,2022/06/03,Fri,Pakistan,9pcs Crispy Chicken Bucket Meal,1970.00,9.98,Share Bag,Regular
43,2022/06/03,Fri,Pakistan,Happy Meal Beef Burger ,418.00,2.12,Happy Meals,Regular
44,2022/06/03,Fri,Pakistan,Happy Meal Cheese Burger,504.00,2.55,Happy Meals,Regular
45,2022/06/03,Fri,Pakistan,Happy Meal Chicken Burger ,504.00,2.55,Happy Meals,Regular
46,2022/06/03,Fri,Pakistan,Happy Meal 4pcs Chicken McNuggets,504.00,2.55,Happy Meals,Regular
47,2022/06/03,Fri,Pakistan,Double Chocolate Pie,332.00,1.68,Desserts,Regular
48,2022/06/03,Fri,Pakistan,Apple Pie,289.00,1.46,Desserts,Regular
