,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2025/04/29,Tue,South Korea,A Minecraft Movie Meal,7800.00,5.43,Specials,Regular Menu
2,2025/04/29,Tue,South Korea,Double 1955® Burger,12800.00,8.91,Specials,Regular Menu
3,2025/04/29,Tue,South Korea,Double McSpicy® Shanghai Burger,12200.00,8.49,Specials,Regular Menu
4,2025/04/29,Tue,South Korea,McSpicy® Shanghai Spicy Creamy Sauce Burger,10000.00,6.96,Specials,Regular Menu
5,2025/04/29,Tue,South Korea,Double Quarter Pounder® with Cheese,10600.00,7.37,Specials,Regular Menu
6,2025/04/29,Tue,South Korea,Tomato Cheese Beef Burger,6900.00,4.80,Specials,Regular Menu
7,2025/04/29,Tue,South Korea,Quarter Pounder® with Cheese,8900.00,6.19,Specials,Regular Menu
8,2025/04/29,Tue,South Korea,McCrispy™ Deluxe Burger,9400.00,6.54,Specials,Regular Menu
9,2025/04/29,Tue,South Korea,McCrispy™ Classic Burger,8700.00,6.05,Specials,Regular Menu
10,2025/04/29,Tue,South Korea,Big Mac®,8700.00,6.05,Specials,Regular Menu
11,2025/04/29,Tue,South Korea,1955 Snack Wrap,3800.00,2.64,Specials,Regular Menu
12,2025/04/29,Tue,South Korea,Sweet Potato Fries,3300.00,2.30,Specials,Regular Menu
13,2025/04/29,Tue,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.23,Specials,Regular Menu
14,2025/04/29,Tue,South Korea,Mango Peach Iced Tea,4100.00,2.85,Specials,Regular Menu
15,2025/04/29,Tue,South Korea,Peach Iced Tea,3600.00,2.50,Specials,Regular Menu
16,2025/04/29,Tue,South Korea,Vanilla Latte,4500.00,3.13,Specials,Regular Menu
17,2025/04/29,Tue,South Korea,Spicy Creamy Sauce Chicken Cheese Muffin,7500.00,5.22,Specials,Breakfast Menu
18,2025/04/29,Tue,South Korea,Bacon Egg McGriddles,7000.00,4.87,Specials,Breakfast Menu
19,2025/04/29,Tue,South Korea,Sausage Egg McGriddles,7300.00,5.08,Specials,Breakfast Menu
20,2025/04/29,Tue,South Korea,Sausage & Egg McMuffin,6200.00,4.31,Specials,Breakfast Menu
21,2025/04/29,Tue,South Korea,Bacon & Egg McMuffin,5900.00,4.10,Specials,Breakfast Menu
22,2025/04/29,Tue,South Korea,BLT Egg Muffin,7000.00,4.87,Specials,Breakfast Menu
23,2025/04/29,Tue,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.23,Specials,Breakfast Menu
24,2025/04/29,Tue,South Korea,Mango Peach Iced Tea,4100.00,2.85,Specials,Breakfast Menu
25,2025/04/29,Tue,South Korea,Peach Iced Tea,3600.00,2.50,Specials,Breakfast Menu
26,2025/04/29,Tue,South Korea,Iced Americano (No Syrup),3300.00,2.30,Specials,Breakfast Menu
27,2025/04/29,Tue,South Korea,Vanilla Latte,4500.00,3.13,Specials,Breakfast Menu
28,2025/04/29,Tue,South Korea,A Minecraft Movie Meal,7800.00,5.43,Ala Carte & Value Meals,Regular Menu
29,2025/04/29,Tue,South Korea,Double 1955® Burger,10300.00,7.17,Ala Carte & Value Meals,Regular Menu
30,2025/04/29,Tue,South Korea,Double McSpicy® Shanghai Burger,9700.00,6.75,Ala Carte & Value Meals,Regular Menu
31,2025/04/29,Tue,South Korea,ShuBi Spicy Creamy Sauce Burger,8100.00,5.64,Ala Carte & Value Meals,Regular Menu
32,2025/04/29,Tue,South Korea,Double Quarter Pounder® with Cheese,8200.00,5.70,Ala Carte & Value Meals,Regular Menu
33,2025/04/29,Tue,South Korea,Quarter Pounder® with Cheese,6300.00,4.38,Ala Carte & Value Meals,Regular Menu
34,2025/04/29,Tue,South Korea,McSpicy® Shanghai Burger,6300.00,4.38,Ala Carte & Value Meals,Regular Menu
