,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2025/01/28,Tue,South Korea,Double Cheesy Jalapeno Bacon QPC,11900.00,8.30,Specials,Regular Menu
2,2025/01/28,Tue,South Korea,Cheesy Jalapeno Bacon QPC,10200.00,7.12,Specials,Regular Menu
3,2025/01/28,Tue,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.26,Specials,Regular Menu
4,2025/01/28,Tue,South Korea,Tomato Cheese Beef Burger,6900.00,4.82,Specials,Regular Menu
5,2025/01/28,Tue,South Korea,Quarter Pounder® with Cheese,8900.00,6.21,Specials,Regular Menu
6,2025/01/28,Tue,South Korea,McCrispy™ Deluxe Burger,9200.00,6.42,Specials,Regular Menu
7,2025/01/28,Tue,South Korea,McCrispy™ Classic Burger,8700.00,6.07,Specials,Regular Menu
8,2025/01/28,Tue,South Korea,Big Mac®,8500.00,5.93,Specials,Regular Menu
9,2025/01/28,Tue,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.23,Specials,Regular Menu
10,2025/01/28,Tue,South Korea,Shrimp Snack Wrap,3300.00,2.30,Specials,Regular Menu
11,2025/01/28,Tue,South Korea,Vanilla Latte,4500.00,3.14,Specials,Regular Menu
12,2025/01/28,Tue,South Korea,Bacon Egg McGriddles,7000.00,4.89,Specials,Breakfast Menu
13,2025/01/28,Tue,South Korea,Sausage Egg McGriddles,7300.00,5.09,Specials,Breakfast Menu
14,2025/01/28,Tue,South Korea,Sausage & Egg McMuffin,6100.00,4.26,Specials,Breakfast Menu
15,2025/01/28,Tue,South Korea,Bacon & Egg McMuffin,5900.00,4.12,Specials,Breakfast Menu
16,2025/01/28,Tue,South Korea,BLT Egg Muffin,7000.00,4.89,Specials,Breakfast Menu
17,2025/01/28,Tue,South Korea,Bite Sized Choco Churros 3pcs,3200.00,2.23,Specials,Breakfast Menu
18,2025/01/28,Tue,South Korea,Shrimp Snack Wrap,3300.00,2.30,Specials,Breakfast Menu
19,2025/01/28,Tue,South Korea,Vanilla Latte,4500.00,3.14,Specials,Breakfast Menu
20,2025/01/28,Tue,South Korea,Iced Americano (No Syrup),3300.00,2.30,Specials,Breakfast Menu
21,2025/01/28,Tue,South Korea,Double Cheesy Jalapeno Bacon QPC,9700.00,6.77,Ala Carte & Value Meals,Regular Menu
