,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/08/27,Wed,Taiwan,Hash Brown +$1 for 1 More,38.00,1.24,Promotion,Breakfast
2,2025/08/27,Wed,Taiwan,4pcs Chicken McNuggets +$1 for 1 More,50.00,1.63,Promotion,Breakfast
3,2025/08/27,Wed,Taiwan,6pcs Chicken McNuggets +$1 for 1 More,70.00,2.29,Promotion,Breakfast
4,2025/08/27,Wed,Taiwan,Iced Caramel Milk Tea  Buy 1 get 1 free,69.00,2.26,Promotion,Breakfast
5,2025/08/27,Wed,Taiwan,Americano(Hot) Buy 1 Get 1 Free,65.00,2.12,Promotion,Breakfast
6,2025/08/27,Wed,Taiwan,Americano(Iced) Buy 1 Get 1 Free,65.00,2.12,Promotion,Breakfast
7,2025/08/27,Wed,Taiwan,Latte(Hot) Buy 1 Get 1 Free,78.00,2.55,Promotion,Breakfast
8,2025/08/27,Wed,Taiwan,Latte(Iced) Buy 1 Get 1 Free,78.00,2.55,Promotion,Breakfast
9,2025/08/27,Wed,Taiwan,Coke(M) Buy 1 get 1 free,38.00,1.24,Promotion,Breakfast
10,2025/08/27,Wed,Taiwan,Lemon Tea(M) Buy 1 get 1 free,38.00,1.24,Promotion,Breakfast
11,2025/08/27,Wed,Taiwan,Grand Breakfast,115.00,3.76,Breakfast Platters,Breakfast
12,2025/08/27,Wed,Taiwan,Hotcakes w/Sausage,73.00,2.39,Breakfast Platters,Breakfast
13,2025/08/27,Wed,Taiwan,Hotcakes,59.00,1.93,Breakfast Platters,Breakfast
14,2025/08/27,Wed,Taiwan,McChicken,51.00,1.67,Breakfast & Value Meals,Breakfast
15,2025/08/27,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.83,Breakfast & Value Meals,Breakfast
16,2025/08/27,Wed,Taiwan,Mushroom Bagel Sandwich,93.00,3.04,Breakfast & Value Meals,Breakfast
17,2025/08/27,Wed,Taiwan,McNuggets(10),110.00,3.60,Breakfast & Value Meals,Breakfast
18,2025/08/27,Wed,Taiwan,6pcs Chicken McNuggets,69.00,2.26,Breakfast & Value Meals,Breakfast
19,2025/08/27,Wed,Taiwan,Tomato Bagel Sandwich,73.00,2.39,Breakfast & Value Meals,Breakfast
20,2025/08/27,Wed,Taiwan,Mega Sausage McMuffin,82.00,2.68,Breakfast & Value Meals,Breakfast
21,2025/08/27,Wed,Taiwan,Sausage McMuffin w/Egg,62.00,2.03,Breakfast & Value Meals,Breakfast
22,2025/08/27,Wed,Taiwan,Plain Bagel,59.00,1.93,Breakfast & Value Meals,Breakfast
23,2025/08/27,Wed,Taiwan,Sausage McMuffin,52.00,1.70,Breakfast & Value Meals,Breakfast
24,2025/08/27,Wed,Taiwan,Egg McMuffin,54.00,1.77,Breakfast & Value Meals,Breakfast
25,2025/08/27,Wed,Taiwan,Filet-O-Fish,60.00,1.96,Breakfast & Value Meals,Breakfast
26,2025/08/27,Wed,Taiwan,Egg Burger w/Sausage,66.00,2.16,Breakfast & Value Meals,Breakfast
27,2025/08/27,Wed,Taiwan,Egg Burger w/Ham,54.00,1.77,Breakfast & Value Meals,Breakfast
28,2025/08/27,Wed,Taiwan,Egg Burger w/Cheese,38.00,1.24,Breakfast & Value Meals,Breakfast
29,2025/08/27,Wed,Taiwan,Select Blend Hot Americano,75.00,2.45,McCafé,Breakfast
30,2025/08/27,Wed,Taiwan,Select Blend Iced Americano,75.00,2.45,McCafé,Breakfast
31,2025/08/27,Wed,Taiwan,Select Blend Hot Latte,88.00,2.88,McCafé,Breakfast
32,2025/08/27,Wed,Taiwan,Select Blend Iced Latte,88.00,2.88,McCafé,Breakfast
33,2025/08/27,Wed,Taiwan,Caramel Milk Tea (Iced),69.00,2.26,McCafé,Breakfast
34,2025/08/27,Wed,Taiwan,Honey Milk Tea (Iced),69.00,2.26,McCafé,Breakfast
35,2025/08/27,Wed,Taiwan,Honey Black Tea (Iced),59.00,1.93,McCafé,Breakfast
36,2025/08/27,Wed,Taiwan,Honey Milk Tea (Hot),69.00,2.26,McCafé,Breakfast
37,2025/08/27,Wed,Taiwan,Latte (Iced) (No sugar),78.00,2.55,McCafé,Breakfast
