,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/02/07,Fri,Taiwan,Prosperity Sharing Meal,520.00,15.85,Promotion,Regular
2,2025/02/07,Fri,Taiwan,Prosperity Deluxe Beef Meal,186.00,5.67,Promotion,Regular
3,2025/02/07,Fri,Taiwan,Prosperity Deluxe Chicken Meal,186.00,5.67,Promotion,Regular
4,2025/02/07,Fri,Taiwan,Prosperity Beef Meal,176.00,5.36,Promotion,Regular
5,2025/02/07,Fri,Taiwan,Prosperity Chicken Meal,176.00,5.36,Promotion,Regular
6,2025/02/07,Fri,Taiwan,Red Bean Pie,41.00,1.25,Promotion,Regular
7,2025/02/07,Fri,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.37,Promotion,Breakfast
8,2025/02/07,Fri,Taiwan,Mega McMuffin with Mushroom Meal,144.00,4.39,Promotion,Breakfast
9,2025/02/07,Fri,Taiwan,Sausage McMuffin with Egg and Mushroom Meal,124.00,3.78,Promotion,Breakfast
10,2025/02/07,Fri,Taiwan,Sausage McMuffin with Mushroom Meal,114.00,3.47,Promotion,Breakfast
11,2025/02/07,Fri,Taiwan,Egg McMuffin with Mushroom Meal,116.00,3.54,Promotion,Breakfast
12,2025/02/07,Fri,Taiwan,Red Bean Pie,41.00,1.25,Promotion,Breakfast
13,2025/02/07,Fri,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),601.00,18.32,Happy Sharing Meal,Regular
14,2025/02/07,Fri,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),508.00,15.48,Happy Sharing Meal,Regular
15,2025/02/07,Fri,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,368.00,11.22,Happy Sharing Meal,Regular
16,2025/02/07,Fri,Taiwan,2 Burger Combo Meal,319.00,9.72,Happy Sharing Meal,Regular
17,2025/02/07,Fri,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,9.72,Happy Sharing Meal,Regular
18,2025/02/07,Fri,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,275.00,8.38,Happy Sharing Meal,Regular
19,2025/02/07,Fri,Taiwan,Prosperity Sharing Meal,520.00,15.85,Happy Sharing Meal,Regular
20,2025/02/07,Fri,Taiwan,Mushroom Crispy Chicken Burger,135.00,4.11,Signature,Regular
21,2025/02/07,Fri,Taiwan,Parmesan Angus Beef Burger,130.00,3.96,Signature,Regular
22,2025/02/07,Fri,Taiwan,Parmesan Crispy Chicken Burger,130.00,3.96,Signature,Regular
23,2025/02/07,Fri,Taiwan,BLT Angus Beef Burger,125.00,3.81,Signature,Regular
24,2025/02/07,Fri,Taiwan,BLT Grilled Chicken Burger,125.00,3.81,Signature,Regular
25,2025/02/07,Fri,Taiwan,Mushroom Angus Beef Burger,135.00,4.11,Signature,Regular
26,2025/02/07,Fri,Taiwan,Quinoa Salad,112.00,3.41,Signature,Regular
27,2025/02/07,Fri,Taiwan,Quinoa Salad w/Fish,142.00,4.33,Signature,Regular
28,2025/02/07,Fri,Taiwan,Quinoa Salad w/Grilled Chicken,142.00,4.33,Signature,Regular
29,2025/02/07,Fri,Taiwan,Quinoa Salad w/Spicy Fried Chicken,142.00,4.33,Signature,Regular
