,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/07/09,Wed,Taiwan,Double Filet-O-Fish Meal,181.00,6.22,Promotion,Regular
2,2025/07/09,Wed,Taiwan,Spicy Chicken Sharing Combo Meal,473.00,16.24,Promotion,Regular
3,2025/07/09,Wed,Taiwan,Sweet Potato Churros,59.00,2.03,Promotion,Regular
4,2025/07/09,Wed,Taiwan,Peanut butter OREO McFlurry,69.00,2.37,Promotion,Regular
5,2025/07/09,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,7.18,Promotion,Breakfast
6,2025/07/09,Wed,Taiwan,Double McChicken Burger Meal,123.00,4.22,Promotion,Breakfast
7,2025/07/09,Wed,Taiwan,Double Filet-O-Fish Meal,142.00,4.88,Promotion,Breakfast
8,2025/07/09,Wed,Taiwan,Peanut butter OREO McFlurry,69.00,2.37,Promotion,Breakfast
9,2025/07/09,Wed,Taiwan,Spicy Chicken Sharing Combo Meal,473.00,16.24,Happy Sharing Meal,Regular
10,2025/07/09,Wed,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),601.00,20.64,Happy Sharing Meal,Regular
11,2025/07/09,Wed,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),508.00,17.45,Happy Sharing Meal,Regular
12,2025/07/09,Wed,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,368.00,12.64,Happy Sharing Meal,Regular
13,2025/07/09,Wed,Taiwan,2 Burger Combo Meal,319.00,10.95,Happy Sharing Meal,Regular
14,2025/07/09,Wed,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,10.95,Happy Sharing Meal,Regular
15,2025/07/09,Wed,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,275.00,9.44,Happy Sharing Meal,Regular
16,2025/07/09,Wed,Taiwan,Mushroom Crispy Chicken Burger,135.00,4.64,Signature,Regular
17,2025/07/09,Wed,Taiwan,Parmesan Angus Beef Burger,130.00,4.46,Signature,Regular
18,2025/07/09,Wed,Taiwan,Parmesan Crispy Chicken Burger,130.00,4.46,Signature,Regular
19,2025/07/09,Wed,Taiwan,BLT Angus Beef Burger,125.00,4.29,Signature,Regular
20,2025/07/09,Wed,Taiwan,BLT Grilled Chicken Burger,125.00,4.29,Signature,Regular
21,2025/07/09,Wed,Taiwan,Mushroom Angus Beef Burger,135.00,4.64,Signature,Regular
22,2025/07/09,Wed,Taiwan,Quinoa Salad,112.00,3.85,Signature,Regular
23,2025/07/09,Wed,Taiwan,Quinoa Salad w/Fish,142.00,4.88,Signature,Regular
24,2025/07/09,Wed,Taiwan,Quinoa Salad w/Grilled Chicken,142.00,4.88,Signature,Regular
25,2025/07/09,Wed,Taiwan,Quinoa Salad w/Spicy Fried Chicken,142.00,4.88,Signature,Regular
26,2025/07/09,Wed,Taiwan,Late Night Meal - Chicken McNuggets (10pcs) + Chicken McCrispy (2pcs) (Original / Spicy)(Drumsticks & thighs are distributed randomly),294.00,10.10,late night item (22:00-03:00),Regular
27,2025/07/09,Wed,Taiwan,Late Night Meal - Chicken McNuggets (6pcs)+Chicken McCrispy (1pc) (Original / Spicy) (Drumsticks & thighs are distributed randomly),188.00,6.46,late night item (22:00-03:00),Regular
28,2025/07/09,Wed,Taiwan,Late Night Meal –Chicken McNuggets (12pcs),188.00,6.46,late night item (22:00-03:00),Regular
29,2025/07/09,Wed,Taiwan,Double Filet-O-Fish,100.00,3.43,Ala Carte & Value Meals,Regular
30,2025/07/09,Wed,Taiwan,Double Classic Angus Beef Burger,135.00,4.64,Ala Carte & Value Meals,Regular
31,2025/07/09,Wed,Taiwan,Classic Angus Beef Burger,95.00,3.26,Ala Carte & Value Meals,Regular
32,2025/07/09,Wed,Taiwan,Big Mac,81.00,2.78,Ala Carte & Value Meals,Regular
33,2025/07/09,Wed,Taiwan,Double Cheeseburger,75.00,2.58,Ala Carte & Value Meals,Regular
34,2025/07/09,Wed,Taiwan,Grilled BBQ Chicken Burger,86.00,2.95,Ala Carte & Value Meals,Regular
35,2025/07/09,Wed,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks &thighs are distributed randomly),129.00,4.43,Ala Carte & Value Meals,Regular
36,2025/07/09,Wed,Taiwan,Chicken McNuggets (10pcs),110.00,3.78,Ala Carte & Value Meals,Regular
37,2025/07/09,Wed,Taiwan,Chicken McNuggets (6pcs),69.00,2.37,Ala Carte & Value Meals,Regular
38,2025/07/09,Wed,Taiwan,Spicy Chicken Filet,81.00,2.78,Ala Carte & Value Meals,Regular
39,2025/07/09,Wed,Taiwan,Double McChicken Burger,81.00,2.78,Ala Carte & Value Meals,Regular
40,2025/07/09,Wed,Taiwan,McChicken,51.00,1.75,Ala Carte & Value Meals,Regular
41,2025/07/09,Wed,Taiwan,Filet-O-Fish,60.00,2.06,Ala Carte & Value Meals,Regular
42,2025/07/09,Wed,Taiwan,Hot Select Brew Americano,75.00,2.58,McCafé,Regular
43,2025/07/09,Wed,Taiwan,Iced Select Brew Americano,75.00,2.58,McCafé,Regular
44,2025/07/09,Wed,Taiwan,Hot Select Brew Latte,88.00,3.02,McCafé,Regular
45,2025/07/09,Wed,Taiwan,Iced Select Brew Latte,88.00,3.02,McCafé,Regular
46,2025/07/09,Wed,Taiwan,Caramel Milk Tea (Iced),69.00,2.37,McCafé,Regular
47,2025/07/09,Wed,Taiwan,Honey Milk Tea (Iced),69.00,2.37,McCafé,Regular
48,2025/07/09,Wed,Taiwan,Honey Black Tea (Iced),59.00,2.03,McCafé,Regular
49,2025/07/09,Wed,Taiwan,Honey Milk Tea (Hot),69.00,2.37,McCafé,Regular
50,2025/07/09,Wed,Taiwan,Latte (Iced) (No sugar),78.00,2.68,McCafé,Regular
51,2025/07/09,Wed,Taiwan,Americano (Iced)(No sugar),65.00,2.23,McCafé,Regular
52,2025/07/09,Wed,Taiwan,Latte (Hot),78.00,2.68,McCafé,Regular
53,2025/07/09,Wed,Taiwan,Americano (Hot),65.00,2.23,McCafé,Regular
54,2025/07/09,Wed,Taiwan,Evian Water,51.00,1.75,McCafé,Regular
55,2025/07/09,Wed,Taiwan,Caramel Milk Tea (Iced),69.00,2.37,Beverage,Regular
56,2025/07/09,Wed,Taiwan,Taiwan Fresh Orange Juice,69.00,2.37,Beverage,Regular
57,2025/07/09,Wed,Taiwan,Milk Tea (Hot),51.00,1.75,Beverage,Regular
58,2025/07/09,Wed,Taiwan,Black Tea (Hot),38.00,1.30,Beverage,Regular
59,2025/07/09,Wed,Taiwan,Milk Tea (Iced),51.00,1.75,Beverage,Regular
60,2025/07/09,Wed,Taiwan,Milk,33.00,1.13,Beverage,Regular
61,2025/07/09,Wed,Taiwan,Sugar-free Black Tea (Iced),44.00,1.51,Beverage,Regular
62,2025/07/09,Wed,Taiwan,Coca-Cola(M),38.00,1.30,Beverage,Regular
63,2025/07/09,Wed,Taiwan,Lemon Flavored Black Tea (Iced),38.00,1.30,Beverage,Regular
64,2025/07/09,Wed,Taiwan,Sprite(M),38.00,1.30,Beverage,Regular
65,2025/07/09,Wed,Taiwan,Zero Coke(M),38.00,1.30,Beverage,Regular
66,2025/07/09,Wed,Taiwan,Sugar-free Green Tea (Iced),44.00,1.51,Beverage,Regular
67,2025/07/09,Wed,Taiwan,Peanut butter OREO McFlurry,69.00,2.37,Desserts,Regular
68,2025/07/09,Wed,Taiwan,Sweet Potato Churros,59.00,2.03,Desserts,Regular
69,2025/07/09,Wed,Taiwan,Spicy Chicken Wings (6pcs),131.00,4.50,Desserts,Regular
70,2025/07/09,Wed,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks & thighs are distributed randomly),129.00,4.43,Desserts,Regular
