,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2025/08/05,Tue,Taiwan,Lava Burger Happy Sharing Meal,520.00,17.39,Promotion,Regular
2,2025/08/05,Tue,Taiwan,Lava Pepperjack Double Beef Burger Meal,210.00,7.02,Promotion,Regular
3,2025/08/05,Tue,Taiwan,Pepperjack Double Beef Cheese Burger Meal,190.00,6.36,Promotion,Regular
4,2025/08/05,Tue,Taiwan,Double Filet-O-Fish Meal,181.00,6.05,Promotion,Regular
5,2025/08/05,Tue,Taiwan,Lava Romesco Crispy Pork Burger Meal,210.00,7.02,Promotion,Regular
6,2025/08/05,Tue,Taiwan,Romesco Crispy Pork Cheese Burger Meal,190.00,6.36,Promotion,Regular
7,2025/08/05,Tue,Taiwan,Double McChicken Burger Meal,162.00,5.42,Promotion,Regular
8,2025/08/05,Tue,Taiwan,Mango pomelo McFlurry,69.00,2.31,Promotion,Regular
9,2025/08/05,Tue,Taiwan,Sweet Potato Churros,59.00,1.97,Promotion,Regular
10,2025/08/05,Tue,Taiwan,Coke(M) Buy 1 get 1 free,38.00,1.27,Promotion,Regular
11,2025/08/05,Tue,Taiwan,Sprite (M) Buy 1 get 1 free,38.00,1.27,Promotion,Regular
12,2025/08/05,Tue,Taiwan,Lemon Tea(M) Buy 1 get 1 free,38.00,1.27,Promotion,Regular
13,2025/08/05,Tue,Taiwan,Sugar-free Iced Green Tea (M) Buy 1 get 1 free,44.00,1.47,Promotion,Regular
14,2025/08/05,Tue,Taiwan,Coke Zero(M) Buy 1 get 1 free,38.00,1.27,Promotion,Regular
15,2025/08/05,Tue,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.99,Promotion,Breakfast
16,2025/08/05,Tue,Taiwan,Double McChicken Burger Meal,123.00,4.11,Promotion,Breakfast
17,2025/08/05,Tue,Taiwan,Double Filet-O-Fish Meal,142.00,4.75,Promotion,Breakfast
18,2025/08/05,Tue,Taiwan,Mango pomelo McFlurry,69.00,2.31,Promotion,Breakfast
19,2025/08/05,Tue,Taiwan,Coke(M) Buy 1 get 1 free,38.00,1.27,Promotion,Breakfast
20,2025/08/05,Tue,Taiwan,Sprite (M) Buy 1 get 1 free,38.00,1.27,Promotion,Breakfast
21,2025/08/05,Tue,Taiwan,Lemon Tea(M) Buy 1 get 1 free,38.00,1.27,Promotion,Breakfast
22,2025/08/05,Tue,Taiwan,Sugar-free Iced Green Tea (M) Buy 1 get 1 free,44.00,1.47,Promotion,Breakfast
23,2025/08/05,Tue,Taiwan,Coke Zero(M) Buy 1 get 1 free,38.00,1.27,Promotion,Breakfast
24,2025/08/05,Tue,Taiwan,Lava Burger Happy Sharing Meal,520.00,17.39,Happy Sharing Meal,Regular
25,2025/08/05,Tue,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),601.00,20.10,Happy Sharing Meal,Regular
26,2025/08/05,Tue,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),508.00,16.99,Happy Sharing Meal,Regular
27,2025/08/05,Tue,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,368.00,12.31,Happy Sharing Meal,Regular
28,2025/08/05,Tue,Taiwan,2 Burger Combo Meal,319.00,10.67,Happy Sharing Meal,Regular
29,2025/08/05,Tue,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,10.67,Happy Sharing Meal,Regular
30,2025/08/05,Tue,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,275.00,9.20,Happy Sharing Meal,Regular
31,2025/08/05,Tue,Taiwan,Mushroom Crispy Chicken Burger,135.00,4.52,Signature,Regular
32,2025/08/05,Tue,Taiwan,Parmesan Angus Beef Burger,130.00,4.35,Signature,Regular
33,2025/08/05,Tue,Taiwan,Parmesan Crispy Chicken Burger,130.00,4.35,Signature,Regular
34,2025/08/05,Tue,Taiwan,BLT Angus Beef Burger,125.00,4.18,Signature,Regular
35,2025/08/05,Tue,Taiwan,BLT Grilled Chicken Burger,125.00,4.18,Signature,Regular
36,2025/08/05,Tue,Taiwan,Mushroom Angus Beef Burger,135.00,4.52,Signature,Regular
37,2025/08/05,Tue,Taiwan,Quinoa Salad,112.00,3.75,Signature,Regular
38,2025/08/05,Tue,Taiwan,Quinoa Salad w/Fish,142.00,4.75,Signature,Regular
39,2025/08/05,Tue,Taiwan,Quinoa Salad w/Grilled Chicken,142.00,4.75,Signature,Regular
40,2025/08/05,Tue,Taiwan,Quinoa Salad w/Spicy Fried Chicken,142.00,4.75,Signature,Regular
41,2025/08/05,Tue,Taiwan,Late Night Meal - Chicken McNuggets (10pcs) + Chicken McCrispy (2pcs) (Original / Spicy)(Drumsticks & thighs are distributed randomly),294.00,9.83,late night item (22:00-03:00),Regular
42,2025/08/05,Tue,Taiwan,Late Night Meal - Chicken McNuggets (6pcs)+Chicken McCrispy (1pc) (Original / Spicy) (Drumsticks & thighs are distributed randomly),188.00,6.29,late night item (22:00-03:00),Regular
43,2025/08/05,Tue,Taiwan,Late Night Meal –Chicken McNuggets (12pcs),188.00,6.29,late night item (22:00-03:00),Regular
44,2025/08/05,Tue,Taiwan,Lava Pepperjack Double Beef Burger,129.00,4.31,Ala Carte & Value Meals,Regular
45,2025/08/05,Tue,Taiwan,Pepperjack Double Beef Cheese Burger,109.00,3.65,Ala Carte & Value Meals,Regular
46,2025/08/05,Tue,Taiwan,Lava Romesco Crispy Pork Burger,129.00,4.31,Ala Carte & Value Meals,Regular
47,2025/08/05,Tue,Taiwan,Romesco Crispy Pork Cheese Burger,109.00,3.65,Ala Carte & Value Meals,Regular
48,2025/08/05,Tue,Taiwan,Double Filet-O-Fish,100.00,3.34,Ala Carte & Value Meals,Regular
49,2025/08/05,Tue,Taiwan,Double Classic Angus Beef Burger,135.00,4.52,Ala Carte & Value Meals,Regular
