,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2023/12/24,Sun,Thailand,McFried Chicken Max Family Set,419.00,12.12,New Promotions
2,2023/12/24,Sun,Thailand,McFried Chicken Party Set,319.00,9.22,New Promotions
3,2023/12/24,Sun,Thailand,Duo Donut,100.00,2.89,New Promotions
4,2023/12/24,Sun,Thailand,Tumbler Set,900.00,26.02,New Promotions
5,2023/12/24,Sun,Thailand,Chocolate Pie made with KITKAT,45.00,1.30,New Promotions
6,2023/12/24,Sun,Thailand,McFlurry made with KITKAT,59.00,1.71,New Promotions
7,2023/12/24,Sun,Thailand,KitKat Chocolate Frappe,99.00,2.86,New Promotions
8,2023/12/24,Sun,Thailand,KitKat Mocha Frappe,99.00,2.86,New Promotions
9,2023/12/24,Sun,Thailand,Blue Winter Tumbler,599.00,17.32,New Promotions
10,2023/12/24,Sun,Thailand,Red Rudolph Tumbler,599.00,17.32,New Promotions
11,2023/12/24,Sun,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.60,Exclusive Only McDelivery
12,2023/12/24,Sun,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.60,Exclusive Only McDelivery
13,2023/12/24,Sun,Thailand,50% off 10 pcs. McNuggets Set,146.00,4.22,Exclusive Only McDelivery
14,2023/12/24,Sun,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.86,Exclusive Only McDelivery
15,2023/12/24,Sun,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.86,Exclusive Only McDelivery
16,2023/12/24,Sun,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.60,Exclusive Only McDelivery
17,2023/12/24,Sun,Thailand,Buy 1 Get 1 McNuggets & French Fries,190.00,5.49,Exclusive Only McDelivery
18,2023/12/24,Sun,Thailand,McFried Chicken Tem Max,189.00,5.46,Exclusive Only McDelivery
19,2023/12/24,Sun,Thailand,Cheesy Chicken,65.00,1.88,Exclusive Only McDelivery
20,2023/12/24,Sun,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.30,Breakfast
21,2023/12/24,Sun,Thailand,5 pcs. McPatongko Set,69.00,2.00,Breakfast
22,2023/12/24,Sun,Thailand,Condensed Milk Dip,12.00,0.35,Breakfast
23,2023/12/24,Sun,Thailand,Hot Americano 8 oz.,65.00,1.88,Breakfast
24,2023/12/24,Sun,Thailand,Hot Latte 8 oz.,65.00,1.88,Breakfast
25,2023/12/24,Sun,Thailand,Truffle Beef Burger A-la-carte,175.00,5.06,Burgers
26,2023/12/24,Sun,Thailand,Truffle Beef Burger Set,240.00,6.94,Burgers
27,2023/12/24,Sun,Thailand,Truffle Pork Burger A-la-carte,175.00,5.06,Burgers
28,2023/12/24,Sun,Thailand,Truffle Pork Burger Set,240.00,6.94,Burgers
29,2023/12/24,Sun,Thailand,Quarter Pounder with Cheese A-la-carte,155.00,4.48,Burgers
30,2023/12/24,Sun,Thailand,Quarter Pounder with Cheese Set,230.00,6.65,Burgers
31,2023/12/24,Sun,Thailand,Double Quarter Pounder with Cheese A-la-carte,215.00,6.22,Burgers
32,2023/12/24,Sun,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.39,Burgers
33,2023/12/24,Sun,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,175.00,5.06,Burgers
34,2023/12/24,Sun,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.23,Burgers
35,2023/12/24,Sun,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,175.00,5.06,Burgers
36,2023/12/24,Sun,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.23,Burgers
37,2023/12/24,Sun,Thailand,Double Cheeseburger (Beef) A-la-carte,135.00,3.90,Burgers
38,2023/12/24,Sun,Thailand,Double Cheeseburger (Beef) Set,210.00,6.07,Burgers
39,2023/12/24,Sun,Thailand,Cheeseburger (Beef) A-la-carte,85.00,2.46,Burgers
40,2023/12/24,Sun,Thailand,Cheeseburger (Beef) Set,160.00,4.63,Burgers
41,2023/12/24,Sun,Thailand,Big Mac. (Beef) A-la-carte,145.00,4.19,Burgers
42,2023/12/24,Sun,Thailand,Big Mac. (Beef) Set,270.00,7.81,Burgers
43,2023/12/24,Sun,Thailand,Double Big Mac (Beef),195.00,5.64,Burgers
44,2023/12/24,Sun,Thailand,Filet-O-Fish (Fish) A-la-carte,105.00,3.04,Burgers
45,2023/12/24,Sun,Thailand,Filet-O-Fish (Fish) Set,180.00,5.20,Burgers
46,2023/12/24,Sun,Thailand,Double Filet-O-Fish (Fish) A-la-carte,145.00,4.19,Burgers
47,2023/12/24,Sun,Thailand,Double Filet-O-Fish (Fish) Set,220.00,6.36,Burgers
48,2023/12/24,Sun,Thailand,Samurai Pork Burger (Pork) A-la-carte,105.00,3.04,Burgers
49,2023/12/24,Sun,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.20,Burgers
50,2023/12/24,Sun,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,105.00,3.04,Burgers
51,2023/12/24,Sun,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.20,Burgers
52,2023/12/24,Sun,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.44,Burgers
53,2023/12/24,Sun,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.61,Burgers
54,2023/12/24,Sun,Thailand,Pepper Chicken Burger (Chicken),49.00,1.42,Burgers
55,2023/12/24,Sun,Thailand,Hamburger (Beef),49.00,1.42,Burgers
56,2023/12/24,Sun,Thailand,Pork Burger (Pork),49.00,1.42,Burgers
57,2023/12/24,Sun,Thailand,McFried Chicken,89.00,2.57,McFried Chicken & Rice
58,2023/12/24,Sun,Thailand,McFried Chicken Max Family Set,419.00,12.12,McFried Chicken & Rice
59,2023/12/24,Sun,Thailand,McFried Chicken Super Max Set,319.00,9.22,McFried Chicken & Rice
60,2023/12/24,Sun,Thailand,Chicken Bites,59.00,1.71,McFried Chicken & Rice
61,2023/12/24,Sun,Thailand,Party Snack Set 2 (New),219.00,6.33,McFried Chicken & Rice
62,2023/12/24,Sun,Thailand,Snack Party Set 2,219.00,6.33,McFried Chicken & Rice
63,2023/12/24,Sun,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.30,McFried Chicken & Rice
64,2023/12/24,Sun,Thailand,McFried Chicken Super Value Set,109.00,3.15,McFried Chicken & Rice
65,2023/12/24,Sun,Thailand,McFried Chicken Set,175.00,5.06,McFried Chicken & Rice
66,2023/12/24,Sun,Thailand,McFried Chicken Value Set,149.00,4.31,McFried Chicken & Rice
67,2023/12/24,Sun,Thailand,French Fries,85.00,2.46,Snack & Desserts
68,2023/12/24,Sun,Thailand,Chocolate Pie made with KITKAT,45.00,1.30,Snack & Desserts
69,2023/12/24,Sun,Thailand,6 pc. McNuggets (Chicken) A-la-carte,105.00,3.04,Snack & Desserts
70,2023/12/24,Sun,Thailand,6 pc. McNuggets (Chicken) Set,180.00,5.20,Snack & Desserts
71,2023/12/24,Sun,Thailand,10 pc. McNuggets (Chicken) A-la-carte,155.00,4.48,Snack & Desserts
72,2023/12/24,Sun,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.65,Snack & Desserts
73,2023/12/24,Sun,Thailand,McFlurry made with KITKAT,59.00,1.71,Snack & Desserts
74,2023/12/24,Sun,Thailand,Cheese Stick,75.00,2.17,Snack & Desserts
75,2023/12/24,Sun,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.30,Snack & Desserts
76,2023/12/24,Sun,Thailand,5 pcs. McPatongko Set,69.00,2.00,Snack & Desserts
77,2023/12/24,Sun,Thailand,McFlurry Oreo,59.00,1.71,Snack & Desserts
78,2023/12/24,Sun,Thailand,New Sharing Box Set,119.00,3.44,Snack & Desserts
79,2023/12/24,Sun,Thailand,Chocolate Sundae,39.00,1.13,Snack & Desserts
80,2023/12/24,Sun,Thailand,Strawberry Sundae,39.00,1.13,Snack & Desserts
81,2023/12/24,Sun,Thailand,Corn Pie,35.00,1.01,Snack & Desserts
82,2023/12/24,Sun,Thailand,Pineapple Pie,35.00,1.01,Snack & Desserts
83,2023/12/24,Sun,Thailand,Cheese Dip,25.00,0.72,Snack & Desserts
84,2023/12/24,Sun,Thailand,Condensed Milk Dip,12.00,0.35,Snack & Desserts
85,2023/12/24,Sun,Thailand,Sharing Box (Chicken Bites),119.00,3.44,Snack & Desserts
86,2023/12/24,Sun,Thailand,Snack Party Set 1,189.00,5.46,Snack & Desserts
87,2023/12/24,Sun,Thailand,Coke No Sugar,65.00,1.88,Beverages
88,2023/12/24,Sun,Thailand,Fanta Strawberry,65.00,1.88,Beverages
89,2023/12/24,Sun,Thailand,Coke,65.00,1.88,Beverages
90,2023/12/24,Sun,Thailand,Sprite No Sugar,62.00,1.79,Beverages
91,2023/12/24,Sun,Thailand,Hot Americano 8 oz.,65.00,1.88,Beverages
92,2023/12/24,Sun,Thailand,Hot Latte 8 oz.,65.00,1.88,Beverages
93,2023/12/24,Sun,Thailand,Iced Ovaltine,55.00,1.59,Beverages
94,2023/12/24,Sun,Thailand,Iced Milk Tea,45.00,1.30,Beverages
95,2023/12/24,Sun,Thailand,Iced Lemon Tea,45.00,1.30,Beverages
96,2023/12/24,Sun,Thailand,Water 600 ml.,20.00,0.58,Beverages
97,2023/12/24,Sun,Thailand,Glazed Donut,55.00,1.59,McCafe
98,2023/12/24,Sun,Thailand,Duo Donut,100.00,2.89,McCafe
99,2023/12/24,Sun,Thailand,Tumbler Set,900.00,26.02,McCafe
100,2023/12/24,Sun,Thailand,Chocolate Glazed Donut,55.00,1.59,McCafe
101,2023/12/24,Sun,Thailand,KitKat Chocolate Frappe,99.00,2.86,McCafe
102,2023/12/24,Sun,Thailand,KitKat Mocha Frappe,99.00,2.86,McCafe
103,2023/12/24,Sun,Thailand,Blue Winter Tumbler,599.00,17.32,McCafe
104,2023/12/24,Sun,Thailand,Red Rudolph Tumbler,599.00,17.32,McCafe
105,2023/12/24,Sun,Thailand,Chocolate Brownie,65.00,1.88,McCafe
106,2023/12/24,Sun,Thailand,Plain Croissant,75.00,2.17,McCafe
107,2023/12/24,Sun,Thailand,Hot Cappuccino,85.00,2.46,McCafe
108,2023/12/24,Sun,Thailand,Hot Caramel Macchiato,95.00,2.75,McCafe
109,2023/12/24,Sun,Thailand,Hot Caffe Mocha,95.00,2.75,McCafe
110,2023/12/24,Sun,Thailand,Hot Early Grey Tea,60.00,1.73,McCafe
111,2023/12/24,Sun,Thailand,Hot English Breakfast Tea,70.00,2.02,McCafe
112,2023/12/24,Sun,Thailand,Hot Green Tea,95.00,2.75,McCafe
113,2023/12/24,Sun,Thailand,Hot Chocolate,95.00,2.75,McCafe
114,2023/12/24,Sun,Thailand,Hot Caffe Latte,85.00,2.46,McCafe
115,2023/12/24,Sun,Thailand,Iced Chocolate,85.00,2.46,McCafe
116,2023/12/24,Sun,Thailand,Iced Green Tea,130.00,3.76,McCafe
117,2023/12/24,Sun,Thailand,Iced Cappuccino,120.00,3.47,McCafe
118,2023/12/24,Sun,Thailand,Iced Caramel Macchiato,130.00,3.76,McCafe
119,2023/12/24,Sun,Thailand,Iced Caffe Mocha,130.00,3.76,McCafe
120,2023/12/24,Sun,Thailand,Chocolate Cream Frappe,140.00,4.05,McCafe
121,2023/12/24,Sun,Thailand,Mocha Frappe,140.00,4.05,McCafe
122,2023/12/24,Sun,Thailand,Caramel Frappe,140.00,4.05,McCafe
123,2023/12/24,Sun,Thailand,Green Tea Cream Frappe,140.00,4.05,McCafe
124,2023/12/24,Sun,Thailand,Caramel Cream Frappe,140.00,4.05,McCafe
125,2023/12/24,Sun,Thailand,Coffee Frappe,140.00,4.05,McCafe
126,2023/12/24,Sun,Thailand,Pork Burger Set,119.00,3.44,Happy Meal
127,2023/12/24,Sun,Thailand,Hamburger (Beef) Set,119.00,3.44,Happy Meal
128,2023/12/24,Sun,Thailand,Pepper Chicken Burger Set (Chicken),119.00,3.44,Happy Meal
129,2023/12/24,Sun,Thailand,McNuggets (Chicken) Set,119.00,3.44,Happy Meal
130,2023/12/24,Sun,Thailand,Chicken Bites (7 pcs.),119.00,3.44,Happy Meal
