,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/02/16,Thu,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.34,Ala Carte & Value Meals,Regular
2,2023/02/16,Thu,Sri Lanka,Crispy Chicken 05 PC,3080.00,8.44,Ala Carte & Value Meals,Regular
3,2023/02/16,Thu,Sri Lanka,Spicy chicken footlong,840.00,2.30,Ala Carte & Value Meals,Regular
4,2023/02/16,Thu,Sri Lanka,Crispy Chicken Wrap,840.00,2.30,Ala Carte & Value Meals,Regular
5,2023/02/16,Thu,Sri Lanka,McSpicy Chicken Wrap,1700.00,4.66,Ala Carte & Value Meals,Regular
6,2023/02/16,Thu,Sri Lanka,Crispy Chicken Burger,580.00,1.59,Ala Carte & Value Meals,Regular
7,2023/02/16,Thu,Sri Lanka,Chicken Junior,780.00,2.14,Ala Carte & Value Meals,Regular
8,2023/02/16,Thu,Sri Lanka,Beefburger,1050.00,2.88,Ala Carte & Value Meals,Regular
9,2023/02/16,Thu,Sri Lanka,Cheeseburger,1200.00,3.29,Ala Carte & Value Meals,Regular
10,2023/02/16,Thu,Sri Lanka,Double Cheeseburger,1880.00,5.15,Ala Carte & Value Meals,Regular
11,2023/02/16,Thu,Sri Lanka,Big Mac,1820.00,4.99,Ala Carte & Value Meals,Regular
12,2023/02/16,Thu,Sri Lanka,McChicken Burger,1700.00,4.66,Ala Carte & Value Meals,Regular
13,2023/02/16,Thu,Sri Lanka,McSpicy Chicken Burger,1100.00,3.01,Ala Carte & Value Meals,Regular
14,2023/02/16,Thu,Sri Lanka,Chicken Big Mac,1700.00,4.66,Ala Carte & Value Meals,Regular
15,2023/02/16,Thu,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.11,Ala Carte & Value Meals,Regular
16,2023/02/16,Thu,Sri Lanka,Chicken McNuggets 9 PC,2090.00,5.73,Ala Carte & Value Meals,Regular
17,2023/02/16,Thu,Sri Lanka,McSpicy Chicken Fillet,1320.00,3.62,Ala Carte & Value Meals,Regular
18,2023/02/16,Thu,Sri Lanka,McSpicy Wings 3 PC,570.00,1.56,Ala Carte & Value Meals,Regular
